step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion
10000,643,1.501,0.423,5.33,54358,53817,0,2,1392,1288,510223.8,125976.8,0.112,0.505,0.186,0.197,582,11.54,5.98,0.06,0.62,0.07,0.95,0.16,1.26,11.25,5.47,0.00,0.00,0.002,0.023,112,0.412,0.185,0.799,0.003,0.012,68892,62689,2,0.913,0.005,0.042,520522,0.179,2.276,0.028,38.11,26570,18,97.808,1.000,0.009,1863789,1.02,16.18,0.003,0.000,0.000,8,9,19,64,7421,0.028,3.06,0.0071,0.009,7,0.493,0.000,0.594,0.361,3.15,4.01,3.91,0.00,0.002,1.01,1.05,1.01,0.494,0.00415,122.15,13.0043,3879.74
20000,776,1.418,0.356,4.64,45148,43386,0,0,1629,19,400021.3,19619.4,0.012,0.545,0.127,0.315,833,9.09,4.73,0.12,1.25,0.03,0.45,0.10,1.35,8.82,4.13,0.00,0.00,0.004,0.048,83,0.586,0.218,0.763,0.001,0.018,32746,30126,3,0.863,0.000,0.006,94218,0.156,2.109,0.023,39.86,11105,0,1032.597,0.000,0.006,1578247,1.03,18.66,0.000,0.000,0.000,6,8,12,51,7050,0.027,1.50,0.0058,0.001,10,0.368,0.000,0.590,0.072,2.64,2.38,4.30,0.00,0.000,1.03,1.03,1.03,0.368,0.00313,121.96,1.9002,3238.55
30000,756,1.472,0.311,4.71,44207,42738,0,0,1489,76,408253.5,19110.4,0.006,0.535,0.040,0.419,834,8.70,4.12,0.08,1.11,0.04,0.49,0.04,0.81,8.54,3.67,0.00,0.00,0.002,0.028,79,0.488,0.237,0.750,0.003,0.011,32414,30353,2,0.926,0.000,0.004,44099,0.186,1.961,0.020,40.75,11362,0,251.453,0.000,0.011,1749440,1.03,18.61,0.000,0.000,0.000,6,8,12,63,6580,0.025,1.29,0.0063,0.000,14,0.390,0.000,0.543,0.078,2.56,2.15,4.56,0.00,0.000,1.03,1.04,1.03,0.390,0.00289,121.28,1.8625,2746.74
40000,757,1.405,0.245,4.82,46015,44396,1,0,1617,16,410885.1,17126.2,0.006,0.543,0.042,0.408,833,8.93,4.90,0.16,1.99,0.01,0.23,0.09,1.30,8.67,3.98,0.00,0.00,0.001,0.017,67,0.446,0.217,0.765,0.000,0.018,33133,31466,2,0.911,0.000,0.008,42657,0.164,1.665,0.014,40.96,11384,0,1070.387,0.000,0.001,1891787,1.06,18.27,0.004,0.000,0.000,7,8,11,64,6759,0.026,0.82,0.0063,0.000,3,0.410,0.000,0.543,0.054,2.54,2.26,4.60,0.00,0.000,1.05,1.06,1.06,0.410,0.00288,121.54,1.6396,2000.50
50000,721,1.514,0.221,5.08,46829,45058,0,0,1807,13,407612.3,18884.4,0.005,0.569,0.046,0.380,822,10.26,4.66,0.04,0.46,0.16,1.06,0.15,1.96,9.91,4.15,0.00,0.00,0.009,0.065,91,0.269,0.233,0.755,0.001,0.011,35290,32190,2,0.911,0.007,0.011,45579,0.155,1.577,0.012,40.69,12704,0,1452.648,0.000,0.003,2094056,1.01,15.83,0.000,0.000,0.000,7,8,16,50,7395,0.028,0.87,0.0057,0.000,5,0.444,0.000,0.560,0.065,2.79,2.16,5.96,0.00,0.000,1.01,1.02,1.01,0.444,0.00302,121.76,1.8700,1798.65
60000,731,1.417,0.172,4.63,43295,41510,0,0,1775,82,396085.7,20554.3,0.006,0.491,0.082,0.421,824,10.91,5.80,0.04,0.66,0.07,0.78,0.05,0.62,10.76,5.51,0.00,0.00,0.003,0.032,73,0.313,0.228,0.756,0.001,0.014,33563,30182,2,0.917,0.000,0.008,57074,0.124,1.354,0.009,39.53,11791,0,250.663,0.000,0.007,1698328,1.01,15.79,0.003,0.000,0.000,8,9,16,64,7974,0.030,1.26,0.0050,0.000,9,0.433,0.000,0.543,0.085,2.98,2.32,5.86,0.00,0.000,1.01,1.00,1.02,0.433,0.00270,122.53,2.0152,1384.20
70000,734,1.537,0.141,4.91,41301,39790,0,0,1508,27,389964.9,20199.2,0.005,0.450,0.100,0.445,823,10.42,5.08,0.01,0.07,0.08,0.96,0.01,0.22,10.33,4.98,0.00,0.11,0.006,0.069,79,0.206,0.247,0.736,0.000,0.018,32094,31225,3,0.811,0.000,0.001,47437,0.168,1.135,0.006,38.92,11056,0,748.119,0.000,0.004,1465203,1.00,16.04,0.003,0.000,0.001,6,10,15,64,7651,0.029,0.91,0.0051,0.000,8,0.424,0.000,0.527,0.087,2.84,2.19,6.09,0.00,0.001,1.00,1.00,1.00,0.424,0.00257,123.48,1.9894,1066.29
80000,711,1.469,0.128,4.89,42236,40503,0,10,1746,390,391726.7,20872.7,0.007,0.448,0.102,0.443,819,10.86,5.43,0.10,1.16,0.14,1.71,0.09,1.82,10.53,4.97,0.00,0.07,0.006,0.070,84,0.284,0.225,0.752,0.001,0.021,33452,32309,3,0.830,0.000,0.007,45005,0.182,0.960,0.006,39.16,11615,72,53.520,0.500,0.003,1471039,1.04,15.83,0.001,0.000,0.001,8,8,16,64,7721,0.029,0.48,0.0052,0.000,7,0.433,0.000,0.534,0.088,2.90,2.34,5.79,0.02,0.003,1.05,1.06,1.03,0.433,0.00266,123.68,2.0634,862.06
90000,751,1.473,0.124,5.08,41848,40185,0,3,1620,81,394789.1,19835.2,0.004,0.431,0.115,0.450,818,9.59,3.70,0.03,0.52,0.06,0.78,0.09,0.96,9.41,3.43,0.01,0.15,0.003,0.041,81,0.261,0.224,0.754,0.001,0.021,32778,31631,3,0.792,0.000,0.011,42973,0.184,0.908,0.005,39.44,11039,56,244.879,0.667,0.011,1416514,1.01,16.67,0.000,0.001,0.001,6,8,13,40,7199,0.027,0.29,0.0056,0.000,7,0.420,0.000,0.527,0.088,2.65,2.36,5.59,0.01,0.003,1.02,1.01,1.01,0.420,0.00243,123.58,1.9805,823.00
100000,746,1.501,0.122,5.06,42577,40871,0,1,1710,79,398929.7,17685.4,0.004,0.426,0.120,0.451,807,8.92,4.36,0.01,0.18,0.08,1.20,0.00,0.07,8.82,3.97,0.01,0.26,0.006,0.063,62,0.294,0.214,0.776,0.000,0.009,32514,29887,3,0.782,0.000,0.001,39693,0.171,0.893,0.005,39.85,10992,81,223.866,0.000,0.008,1483369,1.01,17.29,0.001,0.000,0.001,6,8,13,64,6656,0.025,0.15,0.0061,0.000,5,0.420,0.000,0.522,0.072,2.55,2.28,5.48,0.01,0.001,1.00,1.01,1.01,0.420,0.00229,123.32,1.7647,783.29
