step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion
120000,679,1.549,0.080,11.14,28503,27478,57,0,978,32,388042.6,11530.5,0.021,0.258,0.448,0.274,1482,11.52,4.13,0.02,0.28,0.04,0.61,0.04,0.24,11.42,3.95,0.00,0.00,0.003,0.033,107,0.199,0.178,0.816,0.000,0.006,20062,14177,6,0.295,0.087,0.029,84614,0.100,0.725,0.003,38.74,13879,0,360.329,0.000,0.001,334406,1.01,15.62,0.000,0.000,0.000,8,11,14,58,7821,0.030,0.28,0.0050,0.000,4,0.182,0.000,0.311,0.055,2.77,3.59,4.77,0.00,0.000,1.00,1.01,1.01,0.182,0.00222,124.30,1.1472,598.51
130000,680,1.450,0.076,10.96,26912,25873,68,0,970,36,379835.7,10127.3,0.037,0.242,0.465,0.255,1610,10.82,3.02,0.03,0.50,0.06,0.54,0.02,0.22,10.71,2.95,0.00,0.00,0.004,0.033,82,0.162,0.168,0.821,0.001,0.010,18390,13855,6,0.291,0.000,0.015,132744,0.087,0.670,0.003,37.92,11645,0,281.315,0.000,0.004,246967,1.01,16.05,0.000,0.000,0.000,8,10,14,48,7358,0.028,0.16,0.0052,0.000,3,0.146,0.000,0.307,0.043,2.75,3.49,4.68,0.00,0.000,1.02,1.01,1.01,0.146,0.00214,125.23,1.0075,547.29
140000,668,1.548,0.079,10.94,27842,26725,78,0,1051,27,388304.0,10311.7,0.038,0.258,0.444,0.259,1594,11.02,3.77,0.04,0.55,0.18,1.76,0.00,0.04,10.79,3.13,0.00,0.00,0.008,0.068,96,0.195,0.202,0.786,0.000,0.012,19070,15175,5,0.338,0.000,0.001,42893,0.116,0.676,0.003,38.75,12171,0,381.914,0.000,0.000,270190,1.01,15.78,0.000,0.000,0.000,8,11,14,56,7362,0.028,0.15,0.0054,0.000,4,0.147,0.000,0.312,0.040,2.63,3.53,4.78,0.00,0.000,1.01,1.01,1.01,0.148,0.00236,124.41,1.0284,520.32
150000,698,1.513,0.071,10.92,28017,26876,61,0,1050,41,389691.8,10684.3,0.041,0.266,0.443,0.251,1580,11.30,2.85,0.02,0.29,0.11,1.01,0.04,0.57,11.14,2.71,0.00,0.00,0.006,0.046,93,0.159,0.192,0.795,0.001,0.011,19388,15689,5,0.297,0.003,0.007,31966,0.123,0.661,0.003,38.85,12007,0,260.592,0.000,0.004,281718,1.00,15.53,0.000,0.000,0.000,9,11,15,29,7886,0.030,0.17,0.0050,0.000,2,0.150,0.000,0.313,0.044,2.70,3.58,4.70,0.00,0.001,1.00,1.01,1.00,0.150,0.00233,124.30,1.0677,514.10
160000,701,1.436,0.072,10.89,27705,26678,83,0,941,46,388491.9,10147.7,0.042,0.252,0.448,0.258,1598,10.95,3.84,0.06,1.24,0.06,0.66,0.05,0.87,10.77,3.37,0.00,0.00,0.006,0.058,88,0.154,0.213,0.776,0.000,0.011,18754,15445,4,0.340,0.000,0.004,41845,0.103,0.664,0.003,38.76,12090,0,220.602,0.000,0.001,262031,1.02,16.14,0.000,0.000,0.000,8,11,15,48,7677,0.029,0.21,0.0051,0.016,2,0.146,0.000,0.312,0.040,2.71,3.50,4.58,0.00,0.000,1.02,1.02,1.02,0.146,0.00219,124.35,1.0136,502.51
170000,712,1.416,0.070,10.82,27667,26485,66,0,1105,40,386998.8,10420.4,0.039,0.247,0.467,0.247,1574,11.13,4.12,0.15,2.45,0.04,0.48,0.05,0.77,10.89,3.29,0.00,0.00,0.003,0.034,100,0.108,0.211,0.779,0.000,0.010,18540,14086,4,0.285,0.044,0.010,27035,0.120,0.661,0.003,38.63,12035,0,260.511,0.000,0.000,248508,1.04,16.36,0.001,0.000,0.000,8,11,15,64,7928,0.030,0.13,0.0050,0.006,4,0.141,0.000,0.318,0.042,2.69,3.50,4.52,0.00,0.001,1.03,1.06,1.04,0.142,0.00210,124.55,1.0418,502.01
180000,701,1.496,0.075,10.77,27844,26583,76,0,1196,32,389964.0,10539.4,0.040,0.229,0.487,0.244,1614,10.87,3.93,0.01,0.17,0.06,0.74,0.01,0.27,10.79,3.84,0.00,0.00,0.004,0.051,91,0.148,0.210,0.780,0.000,0.010,18174,14402,5,0.382,0.029,0.004,31844,0.145,0.658,0.003,38.91,11357,0,329.356,0.000,0.001,204710,1.00,17.29,0.000,0.001,0.000,7,10,15,50,7623,0.029,0.09,0.0052,0.000,5,0.125,0.000,0.307,0.040,2.64,3.39,4.08,0.00,0.000,1.00,1.01,1.00,0.125,0.00205,124.31,1.0540,501.01
190000,725,1.533,0.072,10.83,27931,26485,78,0,1344,39,392205.7,11050.7,0.039,0.206,0.476,0.279,1584,10.73,3.41,0.01,0.21,0.12,1.02,0.01,0.12,10.59,3.31,0.00,0.00,0.008,0.069,86,0.152,0.182,0.810,0.000,0.008,18258,14315,5,0.397,0.012,0.007,37841,0.152,0.621,0.003,39.12,11703,0,283.351,0.000,0.000,166252,1.00,17.36,0.000,0.000,0.000,8,10,15,30,7779,0.030,0.10,0.0051,0.008,2,0.111,0.000,0.293,0.043,2.59,3.48,3.89,0.00,0.001,1.00,1.01,1.00,0.111,0.00184,124.09,1.1005,455.52
200000,739,1.444,0.066,10.78,28419,26994,84,0,1327,22,389513.8,10248.1,0.040,0.197,0.478,0.285,1538,9.99,3.74,0.05,0.73,0.12,1.16,0.02,0.32,9.80,3.42,0.00,0.00,0.009,0.077,84,0.223,0.198,0.790,0.000,0.012,18178,14933,5,0.455,0.018,0.005,30018,0.118,0.573,0.002,38.91,11737,0,465.823,0.000,0.001,178789,1.01,17.72,0.000,0.001,0.000,7,9,15,63,7379,0.028,0.09,0.0054,0.000,4,0.122,0.000,0.295,0.035,2.50,3.39,3.85,0.01,0.001,1.01,1.02,1.01,0.123,0.00168,124.32,1.0185,391.84
210000,715,1.435,0.068,10.91,28850,27546,81,0,1247,18,388749.9,10319.5,0.043,0.197,0.454,0.306,1568,10.06,3.86,0.01,0.15,0.11,0.99,0.01,0.26,9.94,3.73,0.00,0.00,0.007,0.051,86,0.235,0.185,0.804,0.001,0.010,18744,14779,5,0.394,0.000,0.001,15950,0.147,0.577,0.002,38.81,12204,0,573.303,0.000,0.003,189441,1.00,17.63,0.001,0.000,0.000,8,9,14,64,7196,0.027,0.11,0.0055,0.008,1,0.129,0.000,0.293,0.037,2.56,3.41,3.85,0.00,0.000,1.00,1.01,1.00,0.129,0.00168,124.39,1.0313,384.77
220000,708,1.486,0.070,11.37,28153,26823,97,0,1240,13,378558.5,10142.5,0.043,0.219,0.413,0.325,1561,10.42,4.20,0.05,0.98,0.03,0.37,0.02,0.53,10.32,3.75,0.00,0.00,0.002,0.029,97,0.161,0.195,0.794,0.000,0.011,18601,14178,5,0.268,0.100,0.001,13356,0.151,0.587,0.002,37.80,12269,0,780.189,0.000,0.000,272441,1.01,16.87,0.003,0.000,0.000,8,9,13,64,7380,0.028,0.24,0.0052,0.008,1,0.170,0.000,0.296,0.038,2.66,3.40,4.24,0.00,0.000,1.00,1.02,1.01,0.170,0.00178,125.28,1.0143,383.51
230000,722,1.391,0.064,11.03,28658,27327,102,0,1215,20,384497.9,10500.4,0.038,0.227,0.432,0.303,1536,9.90,2.67,0.06,0.96,0.06,0.65,0.00,0.00,9.78,2.43,0.00,0.00,0.006,0.056,96,0.109,0.194,0.799,0.000,0.007,18679,13041,6,0.274,0.015,0.000,12062,0.140,0.577,0.002,38.38,12721,0,525.022,0.000,0.001,282006,1.02,17.39,0.000,0.000,0.000,7,10,12,33,7146,0.027,0.26,0.0054,0.000,5,0.167,0.000,0.311,0.041,2.63,3.19,4.30,0.00,0.001,1.01,1.02,1.02,0.167,0.00183,124.67,1.0498,379.83
240000,714,1.432,0.053,11.15,28495,27179,126,0,1198,73,383458.7,10831.9,0.031,0.242,0.421,0.306,1509,10.10,3.71,0.05,1.12,0.12,1.25,0.02,0.31,9.91,3.05,0.00,0.00,0.008,0.066,93,0.155,0.181,0.804,0.000,0.015,18827,13625,6,0.268,0.000,0.004,14939,0.117,0.444,0.001,38.28,12661,0,148.382,0.000,0.006,307856,1.02,17.03,0.000,0.000,0.000,7,10,12,54,7210,0.028,0.41,0.0054,0.000,10,0.169,0.000,0.294,0.046,2.70,3.14,4.65,0.00,0.001,1.00,1.02,1.02,0.169,0.00190,124.63,1.0708,260.39
250000,692,1.415,0.049,11.21,28702,27366,126,0,1232,46,381778.8,10687.0,0.028,0.235,0.427,0.310,1483,9.62,3.27,0.01,0.34,0.02,0.27,0.02,0.46,9.57,3.16,0.00,0.00,0.001,0.017,82,0.189,0.201,0.798,0.000,0.001,18768,13898,6,0.267,0.036,0.003,28424,0.093,0.423,0.001,38.11,12777,0,232.325,0.000,0.003,305659,1.01,17.44,0.000,0.000,0.000,7,10,12,51,6657,0.025,0.32,0.0058,0.000,1,0.172,0.000,0.296,0.046,2.66,3.20,4.37,0.00,0.000,1.01,1.01,1.00,0.172,0.00186,124.89,1.0680,253.94
260000,676,1.428,0.050,10.44,26324,25026,136,0,1178,19,360399.5,9059.5,0.035,0.216,0.429,0.320,1625,10.21,3.28,0.04,0.58,0.11,1.19,0.01,0.27,10.04,2.80,0.00,0.00,0.006,0.048,96,0.141,0.203,0.788,0.000,0.009,15599,11972,4,0.410,0.007,0.003,13049,0.112,0.425,0.001,35.99,11055,0,476.815,0.000,0.000,161572,1.01,17.07,0.000,0.000,0.000,7,10,13,41,6901,0.026,0.14,0.0053,0.000,1,0.107,0.000,0.278,0.030,2.83,3.29,4.46,0.00,0.001,1.01,1.02,1.01,0.107,0.00178,127.19,0.9061,256.04
270000,697,1.474,0.046,10.33,27481,26178,106,0,1176,35,375653.2,9559.3,0.031,0.221,0.447,0.301,1608,10.44,3.48,0.03,0.38,0.08,0.73,0.00,0.00,10.33,3.37,0.00,0.00,0.005,0.051,92,0.145,0.215,0.776,0.000,0.009,16646,12976,4,0.522,0.095,0.000,10022,0.108,0.418,0.001,37.48,11269,0,273.123,0.000,0.000,175239,1.01,17.29,0.000,0.000,0.000,7,10,14,34,7274,0.028,0.09,0.0052,0.000,7,0.112,0.000,0.292,0.029,2.69,3.44,4.13,0.01,0.003,1.00,1.02,1.01,0.112,0.00190,125.75,0.9551,249.76
280000,676,1.492,0.040,10.30,26882,25786,96,0,1021,48,371997.0,9481.2,0.028,0.219,0.464,0.289,1634,10.56,3.55,0.06,0.95,0.14,0.93,0.00,0.00,10.36,3.33,0.00,0.00,0.009,0.052,94,0.160,0.206,0.786,0.000,0.009,16329,13169,4,0.546,0.000,0.000,7420,0.121,0.115,0.000,37.12,10587,0,197.525,0.000,0.003,178133,1.02,16.84,0.000,0.001,0.000,7,11,13,48,7141,0.027,0.12,0.0053,0.000,5,0.116,0.000,0.285,0.031,2.84,3.44,4.39,0.00,0.000,1.01,1.06,1.02,0.116,0.00193,126.08,0.9387,156.81
290000,698,1.483,0.040,10.47,28067,26847,119,0,1079,30,376382.1,9586.3,0.026,0.206,0.454,0.313,1577,10.11,2.94,0.01,0.23,0.13,1.15,0.00,0.08,9.97,2.73,0.00,0.00,0.007,0.055,90,0.143,0.189,0.798,0.000,0.013,17141,14973,4,0.563,0.027,0.003,9655,0.117,0.124,0.000,37.55,11445,0,319.543,0.000,0.000,200035,1.00,16.96,0.000,0.000,0.000,7,10,13,30,7060,0.027,0.10,0.0054,0.000,2,0.135,0.000,0.286,0.030,2.75,3.37,4.30,0.00,0.000,1.00,1.00,1.00,0.135,0.00174,125.66,0.9593,163.33
300000,709,1.451,0.040,10.55,28747,27570,110,0,1056,17,375920.8,9515.8,0.026,0.186,0.439,0.348,1536,9.88,3.75,0.04,0.50,0.15,1.68,0.00,0.00,9.70,3.35,0.00,0.00,0.006,0.053,77,0.281,0.216,0.774,0.000,0.010,17601,14667,4,0.551,0.000,0.000,7818,0.101,0.138,0.000,37.52,11613,0,559.752,0.000,0.000,165168,1.02,17.36,0.000,0.000,0.000,7,9,13,62,7006,0.027,0.11,0.0055,0.000,4,0.121,0.000,0.286,0.030,2.72,3.30,4.19,0.00,0.000,1.01,1.02,1.02,0.121,0.00154,125.68,0.9506,153.24
310000,721,1.423,0.036,10.65,29069,27723,124,0,1210,40,377059.8,9355.8,0.023,0.194,0.406,0.376,1554,9.26,2.83,0.01,0.19,0.09,1.04,0.00,0.00,9.16,2.57,0.00,0.00,0.006,0.063,82,0.318,0.221,0.768,0.000,0.011,17333,14678,5,0.574,0.000,0.000,7019,0.079,0.106,0.000,37.62,11271,0,233.895,0.000,0.000,163293,1.00,17.55,0.000,0.001,0.000,7,8,13,37,6677,0.025,0.11,0.0057,0.004,3,0.112,0.000,0.278,0.027,2.67,3.17,4.21,0.01,0.001,1.00,1.00,1.00,0.113,0.00155,125.59,0.9350,149.02
320000,704,1.413,0.033,10.68,28479,27034,131,0,1331,4,374689.9,9366.3,0.023,0.202,0.379,0.397,1574,9.50,2.73,0.02,0.36,0.09,0.81,0.00,0.00,9.39,2.72,0.00,0.00,0.008,0.075,80,0.170,0.180,0.803,0.000,0.017,17198,14841,5,0.422,0.149,0.000,6304,0.119,0.073,0.000,37.41,10691,0,2341.580,0.000,0.003,154894,1.01,17.57,0.000,0.000,0.000,7,9,12,38,6686,0.026,0.09,0.0057,0.017,3,0.104,0.000,0.271,0.026,2.66,3.13,4.21,0.00,0.000,1.01,1.02,1.01,0.104,0.00165,125.82,0.9365,146.77
330000,674,1.515,0.037,10.68,27818,26614,101,0,1133,23,367082.1,9376.3,0.025,0.198,0.367,0.410,1564,9.73,3.35,0.02,0.39,0.05,0.68,0.00,0.00,9.66,3.33,0.00,0.00,0.005,0.063,86,0.150,0.234,0.755,0.000,0.010,17010,14347,5,0.558,0.033,0.000,6108,0.120,0.148,0.000,36.66,10969,0,407.666,0.000,0.000,153903,1.01,17.40,0.000,0.001,0.000,7,9,12,56,6555,0.025,0.13,0.0056,0.021,4,0.109,0.000,0.277,0.032,2.63,3.15,4.30,0.00,0.000,1.01,1.01,1.01,0.109,0.00170,126.53,0.9365,135.24
340000,670,1.519,0.038,10.76,28905,27650,87,0,1172,18,370791.5,9555.1,0.027,0.201,0.371,0.402,1521,10.01,2.91,0.02,0.54,0.04,0.42,0.01,0.16,9.94,2.88,0.00,0.00,0.004,0.044,86,0.143,0.191,0.797,0.000,0.012,17488,14449,6,0.442,0.103,0.004,9236,0.100,0.125,0.000,37.02,11720,0,530.837,0.000,0.000,175338,1.01,17.27,0.000,0.000,0.000,7,10,13,32,6706,0.026,0.16,0.0056,0.034,2,0.121,0.000,0.280,0.027,2.77,3.08,4.41,0.00,0.001,1.01,1.01,1.01,0.121,0.00173,126.14,0.9552,131.60
350000,669,1.485,0.038,10.66,28946,27760,88,0,1099,5,371576.8,9991.1,0.029,0.196,0.369,0.406,1546,10.42,4.29,0.05,1.16,0.04,0.50,0.00,0.04,10.33,3.98,0.00,0.00,0.007,0.072,95,0.206,0.208,0.779,0.000,0.013,17895,15329,6,0.463,0.000,0.001,8822,0.116,0.173,0.000,37.07,11903,0,1998.214,0.000,0.000,195194,1.01,17.28,0.000,0.000,0.000,6,11,14,55,6974,0.027,0.36,0.0054,0.033,5,0.137,0.000,0.264,0.035,2.72,3.20,4.36,0.00,0.000,1.01,1.02,1.01,0.137,0.00169,125.89,1.0005,142.41
360000,657,1.474,0.036,10.52,28272,27095,87,0,1102,54,360528.2,10372.2,0.026,0.187,0.373,0.415,1628,10.96,3.44,0.01,0.13,0.04,0.71,0.02,0.31,10.90,3.26,0.00,0.00,0.004,0.058,101,0.166,0.190,0.799,0.000,0.011,18681,15495,4,0.549,0.038,0.003,7916,0.125,0.168,0.000,35.97,11839,0,192.078,0.000,0.006,190903,1.01,17.02,0.000,0.000,0.000,7,11,14,44,7202,0.027,0.37,0.0050,0.008,4,0.148,0.000,0.280,0.039,2.69,3.37,4.24,0.00,0.000,1.01,1.01,1.01,0.148,0.00162,126.98,1.0367,143.39
370000,698,1.503,0.037,10.52,29104,27876,98,0,1089,29,375136.3,11075.9,0.020,0.224,0.347,0.409,1555,10.68,3.14,0.01,0.09,0.05,0.48,0.02,0.37,10.61,2.97,0.00,0.00,0.003,0.025,94,0.341,0.218,0.775,0.000,0.007,19062,15559,4,0.410,0.076,0.004,15584,0.143,0.142,0.000,37.41,12586,0,381.928,0.000,0.001,289554,1.00,17.24,0.000,0.000,0.000,7,11,13,36,7453,0.028,0.27,0.0051,0.000,3,0.181,0.000,0.261,0.046,2.77,3.24,4.38,0.00,0.001,1.00,1.00,1.00,0.181,0.00184,125.63,1.1073,140.75
380000,637,1.488,0.032,10.30,28155,26979,97,0,1140,23,363476.1,10905.0,0.024,0.214,0.360,0.402,1644,10.29,2.32,0.03,0.62,0.07,0.44,0.00,0.00,10.19,2.28,0.00,0.00,0.007,0.054,82,0.413,0.220,0.772,0.000,0.008,18674,14419,4,0.680,0.104,0.000,25318,0.129,0.123,0.000,36.24,11444,0,474.132,0.000,0.002,231747,1.01,17.64,0.000,0.000,0.000,7,11,12,22,6553,0.025,0.47,0.0056,0.011,1,0.155,0.000,0.272,0.050,2.75,3.07,4.20,0.00,0.000,1.01,1.01,1.01,0.155,0.00190,126.60,1.0912,145.89
390000,682,1.476,0.036,9.88,27551,26012,85,0,1409,4,361084.6,10091.7,0.027,0.226,0.336,0.411,1676,10.32,3.67,0.05,0.68,0.00,0.11,0.00,0.00,10.26,3.55,0.00,0.00,0.000,0.006,83,0.276,0.201,0.792,0.000,0.007,16505,14978,3,0.897,0.000,0.000,3509,0.121,0.145,0.000,36.01,10085,0,2522.930,0.000,0.000,166564,1.02,17.75,0.000,0.000,0.000,7,10,13,39,7037,0.027,0.19,0.0052,0.004,7,0.107,0.000,0.253,0.033,2.80,3.10,4.07,0.00,0.000,1.02,1.03,1.01,0.107,0.00200,127.12,1.0114,166.59
400000,662,1.472,0.037,9.79,28599,26842,67,0,1710,2,372729.1,10681.6,0.030,0.226,0.308,0.436,1636,10.65,3.42,0.03,0.47,0.04,0.52,0.00,0.00,10.57,3.31,0.00,0.00,0.003,0.035,78,0.234,0.210,0.782,0.000,0.008,16395,14392,1,1.000,0.000,0.000,2197,0.123,0.127,0.000,37.20,10795,0,5340.781,0.000,0.000,135256,1.01,17.63,0.000,0.000,0.000,7,11,13,38,7051,0.027,0.17,0.0053,0.000,9,0.084,0.000,0.246,0.030,2.81,3.08,4.12,0.00,0.000,1.01,1.01,1.01,0.084,0.00220,125.95,1.0695,176.49
