step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side
5000,1,188,64.0,0.4,3.1,0.6,60.0,0.0,1.07,0.0,33,141,33.18,1.56,176,9,3,0.1,1.04,1.08,1.08,7.48,8.00,8.00
6000,1,182,63.8,0.4,3.3,0.0,60.0,0.0,1.07,0.0,34,156,37.14,2.13,171,7,4,0.1,1.08,1.06,1.07,7.29,8.00,8.00
7000,1,189,63.8,0.7,3.6,0.1,59.3,0.0,1.08,0.0,36,146,35.79,2.16,178,8,3,0.0,1.16,1.00,1.08,7.56,8.00,8.00
8000,1,97,63.2,0.7,0.3,0.0,62.2,0.0,1.10,0.0,9,132,31.61,1.93,90,4,3,0.0,1.20,1.03,1.10,7.61,8.00,7.99
9000,1,98,64.0,0.0,2.5,0.8,60.7,0.0,1.00,0.0,10,136,31.75,2.68,92,5,1,0.0,1.01,1.00,1.00,7.77,8.00,8.00
10000,1,104,63.7,0.7,3.7,0.3,59.0,0.1,1.12,0.0,30,121,29.29,1.97,97,6,1,0.1,1.22,1.03,1.11,7.89,8.00,7.99
11000,1,183,63.6,2.0,0.8,0.0,60.9,0.1,1.30,0.0,32,132,30.81,1.94,164,15,4,0.1,1.37,1.24,1.29,7.28,8.00,8.00
12000,1,101,63.4,0.1,1.3,0.4,61.6,0.1,1.02,0.1,18,126,30.48,2.69,77,15,9,0.1,1.02,1.01,1.01,7.23,8.00,7.97
12000,9,31,64.0,0.2,0.0,0.0,63.8,0.0,1.03,0.0,2,161,37.75,2.04,30,0,1,0.0,1.00,1.06,1.03,7.26,8.00,8.00
13000,1,107,63.8,2.4,0.5,0.1,60.9,0.0,1.69,0.0,14,149,34.58,2.62,90,12,5,0.0,1.81,1.69,1.62,7.53,8.00,7.98
14000,1,120,58.4,0.6,1.3,1.0,55.4,0.0,1.10,0.2,20,148,34.03,3.11,106,10,4,0.0,1.04,1.12,1.11,7.19,8.00,7.96
15000,1,133,44.2,3.8,0.3,1.7,38.4,0.0,1.63,0.6,35,98,18.05,1.87,109,16,8,0.0,1.33,1.64,1.77,7.14,7.96,7.83
16000,1,148,36.5,2.4,0.0,2.8,31.3,0.0,1.34,1.3,50,105,15.78,2.30,138,8,2,0.0,1.27,1.42,1.35,6.99,7.83,7.79
16000,10,39,63.2,1.4,2.4,0.0,59.4,0.0,1.20,0.1,14,189,42.64,2.22,39,0,0,0.2,1.08,1.32,1.20,7.51,7.97,7.97
17000,1,183,30.3,0.9,0.3,3.0,26.1,0.0,1.13,3.8,69,131,15.30,1.66,180,0,3,0.0,1.16,1.10,1.13,6.55,7.32,7.17
17000,10,54,63.7,1.3,2.9,0.0,59.5,0.0,1.21,0.0,13,160,36.42,1.51,54,0,0,0.1,1.00,1.35,1.24,7.76,8.00,8.00
18000,1,237,24.4,0.6,0.2,1.5,22.1,0.0,1.15,5.6,75,149,14.86,1.32,237,0,0,0.0,1.12,1.17,1.17,5.65,7.25,7.29
18000,10,43,63.7,0.7,0.8,0.0,62.2,0.0,1.09,0.0,8,163,36.60,1.93,43,0,0,0.0,1.00,1.19,1.09,8.33,8.00,7.98
19000,1,342,17.9,0.9,0.3,0.3,16.4,0.0,1.25,7.6,90,179,15.33,0.87,339,2,1,0.0,1.17,1.26,1.36,4.92,5.45,7.86
20000,1,354,16.0,0.9,0.2,0.5,14.3,0.0,1.23,8.8,98,186,15.08,0.64,352,0,2,0.0,1.08,1.27,1.38,4.49,4.10,7.95
20000,13,6,63.5,4.3,0.0,1.7,57.5,0.0,1.88,0.0,2,152,36.25,9.12,0,5,1,0.0,1.56,1.79,2.07,6.83,8.00,8.00
21000,1,353,14.4,1.0,0.3,0.2,12.8,0.0,1.26,10.0,98,186,13.77,0.48,353,0,0,0.0,1.09,1.31,1.42,4.05,3.38,7.82
21000,14,5,64.0,0.0,0.0,13.6,50.4,0.0,1.00,0.0,3,234,60.27,7.39,0,5,0,0.0,1.00,1.00,1.00,9.00,8.00,8.00
21000,13,5,64.0,20.6,0.0,0.0,43.4,0.0,3.74,0.0,3,116,30.06,6.54,0,5,0,0.0,4.82,1.00,4.56,9.00,8.00,8.00
22000,1,377,14.3,1.0,0.4,0.2,12.7,0.0,1.24,10.2,91,182,13.65,0.45,376,0,1,0.0,1.09,1.29,1.37,3.98,3.22,7.73
22000,13,12,62.4,14.2,0.0,2.2,46.1,0.0,3.18,0.0,5,110,24.67,4.04,0,9,3,0.0,4.81,1.00,3.45,7.25,8.00,8.00
22000,14,5,64.0,0.0,0.0,2.2,61.8,0.0,1.00,0.0,3,141,33.28,2.40,0,5,0,0.0,1.00,1.00,1.00,7.80,8.00,8.00
23000,1,286,15.2,0.8,0.3,0.2,13.9,0.0,1.18,10.2,69,237,17.30,0.48,285,0,1,0.0,1.02,1.24,1.32,4.07,3.36,7.63
23000,14,12,54.3,0.0,0.0,0.2,54.2,0.0,1.00,0.7,3,65,23.40,4.73,0,10,2,0.0,1.00,1.00,1.00,7.92,7.67,8.00
23000,13,9,55.4,34.1,0.0,0.0,21.3,0.0,6.92,0.2,5,118,26.82,3.15,0,6,3,0.0,10.62,1.56,7.74,6.11,8.00,7.89
24000,1,460,12.0,0.4,0.1,0.2,11.3,0.0,1.12,13.8,115,266,17.33,0.45,454,0,6,0.0,1.04,1.14,1.19,3.38,3.13,6.06
24000,13,20,37.6,12.4,0.0,0.0,25.2,0.0,3.28,0.8,6,86,13.76,2.70,0,14,6,0.0,4.11,1.57,3.71,6.30,8.00,7.60
24000,14,9,56.9,0.0,0.0,1.3,55.6,0.0,1.00,0.4,3,114,29.77,7.14,1,6,2,0.0,1.00,1.00,1.00,8.22,7.78,8.00
25000,1,364,9.7,0.0,0.0,0.1,9.6,0.0,1.01,16.6,68,286,17.17,0.32,361,0,3,0.0,1.02,1.02,1.01,2.83,3.35,4.36
25000,13,13,22.6,0.0,0.0,0.0,22.6,0.0,1.00,4.6,9,97,11.52,4.33,0,10,3,0.0,1.00,1.00,1.00,5.15,5.85,7.85
26000,1,436,9.6,0.0,0.0,0.1,9.5,0.0,1.00,16.6,70,350,20.95,0.38,435,0,1,0.0,1.00,1.00,1.00,2.77,3.53,4.19
27000,1,423,9.6,0.0,0.0,0.1,9.4,0.0,1.00,16.6,79,373,22.11,0.38,423,0,0,0.0,1.00,1.01,1.00,2.87,3.51,4.18
28000,1,373,9.2,0.0,0.0,0.0,9.2,0.0,1.00,16.7,64,417,24.26,0.45,371,0,2,0.0,1.00,1.00,1.00,2.83,3.54,4.10
28000,17,178,9.2,0.0,0.0,0.0,9.2,0.0,1.01,17.0,31,543,31.09,0.70,178,0,0,0.0,1.00,1.01,1.01,2.70,3.15,4.35
29000,1,411,8.9,0.0,0.0,0.0,8.8,0.0,1.01,16.7,60,406,23.37,0.42,408,0,3,0.0,1.00,1.01,1.01,2.66,3.61,4.02
29000,17,153,9.1,0.1,0.0,0.0,9.0,0.0,1.01,17.3,21,538,30.17,0.67,153,0,0,0.0,1.00,1.02,1.02,2.79,3.13,4.24
30000,1,435,8.8,0.0,0.0,0.1,8.7,0.0,1.01,16.6,60,462,26.21,0.44,434,0,1,0.0,1.01,1.01,1.01,2.70,3.71,3.99
30000,17,121,8.5,0.0,0.0,0.0,8.4,0.0,1.01,17.6,16,619,34.76,0.84,121,0,0,0.0,1.00,1.01,1.01,2.57,3.08,4.13
31000,1,398,9.2,0.0,0.0,0.1,9.1,0.0,1.00,16.4,55,419,24.03,0.36,395,0,3,0.0,1.00,1.00,1.00,2.73,3.81,3.98
31000,17,108,8.8,0.0,0.0,0.0,8.8,0.0,1.01,17.3,16,531,29.75,0.79,108,0,0,0.0,1.00,1.02,1.01,2.83,3.04,4.32
32000,1,319,9.0,0.0,0.0,0.0,8.9,0.0,1.00,16.6,35,444,25.60,0.40,318,0,1,0.0,1.00,1.00,1.00,2.63,3.73,3.95
32000,17,126,9.1,0.1,0.0,0.0,9.1,0.0,1.02,16.9,21,524,29.58,0.60,126,0,0,0.0,1.00,1.02,1.03,2.67,3.09,4.46
33000,1,201,9.0,0.0,0.0,0.0,9.0,0.0,1.00,16.6,32,512,29.16,0.46,201,0,0,0.0,1.00,1.00,1.00,2.79,3.73,3.97
33000,17,138,9.7,0.1,0.0,0.0,9.5,0.0,1.03,16.5,28,505,28.69,0.54,138,0,0,0.0,1.00,1.04,1.04,2.91,3.13,4.62
34000,1,122,9.1,0.0,0.0,0.1,8.9,0.0,1.01,16.7,21,570,32.69,0.51,120,0,2,0.0,1.00,1.02,1.02,2.44,3.68,3.95
34000,17,90,9.6,0.0,0.0,0.1,9.5,0.0,1.00,16.6,16,538,31.05,0.65,90,0,0,0.0,1.00,1.00,1.00,2.96,3.08,4.60
34000,19,10,7.7,0.0,0.0,0.0,7.7,0.0,1.00,14.6,2,224,11.95,0.31,10,0,0,0.0,1.00,1.00,1.00,3.20,2.00,8.00
35000,1,432,10.4,0.0,0.0,0.0,10.4,0.0,1.00,16.5,45,482,29.56,0.55,431,0,1,0.0,1.00,1.00,1.00,2.77,3.93,3.81
35000,17,67,8.4,0.0,0.0,0.0,8.4,0.0,1.00,17.6,9,789,43.64,1.05,67,0,0,0.0,1.00,1.00,1.00,2.64,3.01,4.19
35000,19,28,8.6,0.1,0.1,0.0,8.4,0.0,1.05,13.6,5,323,18.30,0.50,28,0,0,0.0,1.04,1.04,1.09,3.36,2.14,8.00
36000,1,347,10.8,0.0,0.0,0.1,10.7,0.0,1.00,16.4,31,488,30.38,0.57,347,0,0,0.0,1.00,1.00,1.00,2.76,4.03,3.76
36000,17,45,8.5,0.0,0.0,0.0,8.5,0.0,1.00,17.5,5,644,34.91,0.87,45,0,0,0.0,1.00,1.00,1.00,2.84,3.02,4.24
36000,19,23,7.7,0.2,0.1,0.0,7.4,0.0,1.14,14.7,4,224,13.60,0.26,23,0,0,0.0,1.12,1.12,1.22,3.17,2.00,8.00
37000,1,377,10.7,0.0,0.0,0.1,10.6,0.0,1.00,16.4,48,450,28.17,0.53,377,0,0,0.0,1.00,1.01,1.00,2.67,4.03,3.80
37000,17,29,8.4,0.0,0.0,0.0,8.4,0.0,1.00,17.6,3,669,36.60,0.84,29,0,0,0.0,1.00,1.00,1.00,2.62,3.00,4.21
37000,19,22,7.5,0.0,0.0,0.0,7.5,0.0,1.00,15.0,4,247,13.94,0.39,22,0,0,0.0,1.00,1.00,1.00,3.18,2.00,8.00
38000,1,398,10.8,0.0,0.0,0.0,10.7,0.0,1.00,16.3,31,461,28.53,0.58,397,0,1,0.0,1.00,1.00,1.00,2.83,4.07,3.77
38000,17,17,7.2,0.0,0.0,0.0,7.2,0.0,1.00,18.9,4,598,31.60,0.58,17,0,0,0.0,1.00,1.00,1.00,2.59,2.65,3.88
38000,19,9,5.8,0.0,0.0,0.0,5.8,0.0,1.00,18.4,3,351,17.74,0.32,9,0,0,0.0,1.00,1.00,1.00,3.56,2.00,8.00
39000,1,460,10.9,0.0,0.0,0.1,10.8,0.0,1.00,16.2,43,477,29.61,0.59,458,0,2,0.0,1.00,1.00,1.00,2.80,4.04,3.87
39000,19,11,7.6,0.0,0.0,0.0,7.6,0.0,1.00,14.7,2,179,10.08,0.21,11,0,0,0.0,1.00,1.00,1.00,3.45,2.00,8.00
40000,1,503,10.7,0.0,0.0,0.1,10.6,0.0,1.00,16.4,40,503,31.05,0.58,490,11,2,0.0,1.00,1.00,1.00,2.69,3.99,3.83
40000,19,29,8.0,0.0,0.2,0.0,7.8,0.0,1.00,14.4,5,292,16.72,0.23,29,0,0,0.0,1.00,1.00,1.00,3.24,2.03,7.79
40000,17,6,8.0,0.0,0.0,0.0,8.0,0.0,1.00,18.0,1,246,12.62,0.08,6,0,0,0.0,1.00,1.00,1.00,2.50,3.00,4.00
41000,1,519,10.6,0.0,0.0,0.1,10.5,0.0,1.00,16.4,52,461,28.30,0.54,501,9,9,0.0,1.00,1.00,1.00,2.79,4.03,3.81
41000,19,31,7.9,0.0,0.1,0.0,7.9,0.0,1.00,14.1,4,231,13.27,0.22,31,0,0,0.0,1.00,1.00,1.00,3.06,2.00,7.77
42000,1,538,10.6,0.0,0.0,0.1,10.5,0.0,1.01,16.3,63,533,32.29,0.59,538,0,0,0.0,1.01,1.01,1.01,2.79,4.04,3.82
42000,19,15,8.1,0.0,0.0,0.0,8.1,0.0,1.00,13.9,2,349,20.10,0.33,15,0,0,0.0,1.00,1.00,1.00,3.33,2.00,8.00
43000,1,520,10.5,0.0,0.0,0.1,10.4,0.0,1.00,16.4,48,530,32.11,0.62,520,0,0,0.0,1.00,1.01,1.00,2.68,4.00,3.80
43000,19,11,7.8,0.0,0.0,0.0,7.8,0.0,1.00,14.4,2,303,17.29,0.34,11,0,0,0.0,1.00,1.00,1.00,3.18,2.00,8.00
44000,1,504,10.6,0.0,0.0,0.1,10.5,0.0,1.00,16.3,54,516,31.20,0.54,504,0,0,0.0,1.00,1.01,1.00,2.79,4.03,3.80
44000,19,6,7.8,0.0,0.0,0.0,7.8,0.0,1.00,14.3,3,582,32.07,1.21,5,0,1,0.0,1.00,1.00,1.00,3.33,2.00,8.00
45000,1,523,10.5,0.0,0.0,0.0,10.5,0.0,1.01,16.3,47,514,31.18,0.56,522,0,1,0.0,1.00,1.01,1.01,2.67,4.05,3.79
45000,19,14,6.0,0.0,0.0,0.0,6.0,0.0,1.00,18.0,1,301,16.46,0.54,14,0,0,0.0,1.00,1.00,1.00,2.93,2.00,8.00
46000,1,496,10.5,0.0,0.0,0.1,10.5,0.0,1.00,16.3,44,566,34.54,0.65,496,0,0,0.0,1.00,1.00,1.00,2.79,4.03,3.83
46000,19,17,6.7,0.0,0.0,0.0,6.7,0.0,1.00,17.2,4,328,17.99,0.42,17,0,0,0.0,1.00,1.00,1.00,3.06,2.12,7.41
47000,1,501,10.5,0.0,0.0,0.1,10.4,0.0,1.00,16.3,53,524,32.13,0.58,501,0,0,0.0,1.00,1.00,1.00,2.74,4.06,3.82
47000,19,41,6.0,0.0,0.0,0.0,6.0,0.0,1.00,18.1,4,311,15.48,0.28,40,0,1,0.0,1.00,1.00,1.00,3.12,2.02,7.61
48000,1,523,10.5,0.0,0.0,0.0,10.4,0.0,1.00,16.2,51,500,30.46,0.58,523,0,0,0.0,1.00,1.00,1.00,2.74,3.98,3.90
48000,19,48,6.3,0.0,0.1,0.0,6.1,0.0,1.00,18.0,8,286,14.76,0.35,47,0,1,0.0,1.00,1.00,1.00,2.96,2.02,7.33
49000,1,542,10.2,0.0,0.0,0.1,10.1,0.0,1.00,16.6,50,549,33.03,0.58,542,0,0,0.0,1.00,1.00,1.00,2.68,3.94,3.76
49000,19,21,6.0,0.0,0.0,0.0,6.0,0.0,1.00,18.0,1,622,31.44,0.66,21,0,0,0.0,1.00,1.00,1.00,3.24,2.00,8.00
50000,1,546,10.5,0.0,0.0,0.1,10.4,0.0,1.00,16.1,40,530,32.01,0.57,546,0,0,0.0,1.00,1.00,1.00,2.72,4.03,3.91
50000,19,13,5.5,0.0,0.2,0.0,5.4,0.0,1.00,18.9,3,330,17.05,0.33,13,0,0,0.0,1.00,1.00,1.00,3.00,1.92,7.46
