step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion
10000,186,4.269,0.770,5.51,20820,21705,0,1,365,2287,489443.9,121353.3,0.116,0.602,0.180,0.103,1705,63.79,1.29,1.00,4.09,2.39,5.64,0.32,2.72,60.08,7.54,0.07,0.62,0.037,0.088,41,0.570,0.210,0.780,0.000,0.011,45596,42713,1,0.559,0.441,0.022,409341,0.177,2.739,0.061,36.62,16011,3,53.062,1.000,0.005,730929,1.19,0.01,0.962,0.038,0.016,64,64,64,64,11865,0.045,48.29,0.0044,0.038,1,0.366,0.000,0.263,0.585,7.60,8.00,7.99,0.08,0.027,1.12,1.21,1.22,0.366,0.03936,78.53,12.6539,5255.29
20000,411,1.804,0.405,7.32,16563,16300,0,0,38,1216,357775.3,33020.8,0.028,0.611,0.082,0.279,2340,17.20,9.56,0.87,1.97,0.33,2.54,0.52,1.89,15.47,9.13,0.00,0.00,0.012,0.075,117,0.263,0.202,0.791,0.000,0.007,15049,13538,2,0.861,0.124,0.148,499096,0.127,2.078,0.026,35.35,6308,0,27.155,0.000,0.007,488043,1.21,8.63,0.015,0.000,0.000,11,14,26,64,7069,0.027,5.04,0.0056,0.000,4,0.290,0.000,0.200,0.221,4.49,4.24,7.83,0.00,0.000,1.08,1.25,1.35,0.290,0.01387,123.06,3.1457,3772.31
30000,562,1.428,0.518,9.60,23503,22674,20,0,658,201,310327.1,11643.1,0.010,0.308,0.290,0.392,1986,8.73,2.56,0.02,0.26,0.01,0.17,0.06,0.54,8.64,2.44,0.00,0.00,0.000,0.009,74,0.158,0.187,0.804,0.000,0.009,14614,11051,2,0.776,0.009,0.023,177689,0.121,2.224,0.044,31.23,8387,0,57.926,0.000,0.000,469055,1.01,16.78,0.000,0.000,0.000,7,8,11,28,4907,0.019,40.94,0.0064,0.000,2,0.266,0.000,0.312,0.057,2.68,3.56,4.05,0.00,0.000,1.01,1.01,1.01,0.266,0.00258,91.27,1.1308,3450.13
40000,557,1.472,0.407,9.87,19269,18549,85,0,640,1,274122.0,8257.7,0.016,0.199,0.376,0.409,2209,10.46,2.67,0.00,0.00,0.01,0.19,0.09,0.77,10.35,2.63,0.00,0.00,0.002,0.030,49,0.409,0.233,0.763,0.000,0.004,12278,9433,3,0.903,0.034,0.031,95425,0.143,1.976,0.033,27.29,7250,0,8257.724,0.000,0.000,138249,1.00,16.34,0.000,0.000,0.000,8,11,11,47,5824,0.022,78.80,0.0048,0.000,2,0.129,0.000,0.286,0.053,2.72,3.84,4.06,0.00,0.000,1.00,1.00,1.00,0.129,0.00161,57.35,0.7591,2784.05
50000,559,1.472,0.476,10.39,18989,18273,130,0,584,0,296209.9,6339.5,0.013,0.180,0.303,0.504,2081,10.39,2.04,0.00,0.04,0.00,0.06,0.08,1.07,10.31,1.99,0.00,0.00,0.002,0.043,43,0.360,0.197,0.796,0.000,0.007,11085,10441,2,0.977,0.000,0.014,139274,0.131,2.058,0.044,29.75,6955,0,6339.515,0.000,0.000,81348,1.00,16.20,0.000,0.000,0.000,8,11,12,25,5810,0.022,72.46,0.0051,0.000,0,0.081,0.000,0.256,0.017,2.72,3.98,3.99,0.00,0.000,1.00,1.00,1.00,0.081,0.00165,61.24,0.5979,2423.99
60000,588,1.377,0.447,10.09,20701,19865,127,0,680,5,310058.0,8258.4,0.012,0.175,0.286,0.527,1880,9.83,2.91,0.00,0.04,0.00,0.00,0.05,0.59,9.78,2.98,0.00,0.00,0.000,0.000,64,0.175,0.233,0.755,0.000,0.012,12683,11411,2,0.900,0.003,0.015,126577,0.130,2.016,0.041,30.93,8467,0,1651.671,0.000,0.000,108110,1.00,16.89,0.000,0.000,0.000,7,10,12,37,5779,0.022,68.42,0.0054,0.000,4,0.097,0.000,0.249,0.054,2.76,3.75,4.02,0.00,0.000,1.00,1.00,1.00,0.097,0.00149,64.09,0.8106,2272.63
70000,587,1.445,0.578,9.92,19600,18762,154,0,685,0,289342.7,5621.1,0.008,0.168,0.324,0.500,2042,9.70,2.51,0.02,0.21,0.00,0.00,0.04,0.50,9.64,2.53,0.00,0.00,0.000,0.000,63,0.193,0.203,0.790,0.000,0.007,10844,8716,2,0.865,0.097,0.014,90296,0.134,2.223,0.058,29.11,7470,0,5621.052,0.000,0.002,69509,1.00,16.79,0.000,0.000,0.000,7,10,11,33,5695,0.022,81.57,0.0051,0.000,17,0.075,0.000,0.258,0.009,2.72,3.61,4.27,0.00,0.000,1.00,1.01,1.01,0.075,0.00136,52.75,0.5577,2229.20
80000,641,1.410,0.516,10.00,23270,22178,153,0,885,1,318702.3,9330.1,0.010,0.178,0.303,0.510,1802,9.19,2.72,0.00,0.04,0.00,0.00,0.12,1.41,9.07,2.67,0.00,0.00,0.000,0.000,72,0.402,0.246,0.727,0.002,0.025,14510,12629,2,0.972,0.000,0.027,142084,0.118,2.109,0.051,31.75,9383,0,9330.051,0.000,0.003,182607,1.00,17.46,0.000,0.000,0.000,7,9,10,41,5891,0.022,42.25,0.0055,0.000,7,0.150,0.000,0.258,0.056,2.66,3.33,4.01,0.00,0.000,1.00,1.00,1.00,0.150,0.00136,89.44,0.9050,1948.24
90000,632,1.405,0.515,10.05,24795,23618,96,0,1090,4,322927.5,8083.2,0.010,0.156,0.323,0.511,1782,9.35,2.68,0.00,0.06,0.00,0.00,0.04,0.53,9.31,2.62,0.00,0.00,0.000,0.000,69,0.310,0.226,0.769,0.002,0.003,13833,11728,1,0.968,0.032,0.011,98039,0.100,2.079,0.051,32.27,9622,0,2020.800,0.000,0.005,135085,1.00,17.61,0.000,0.000,0.000,8,9,11,37,5908,0.023,42.63,0.0055,0.000,4,0.130,0.000,0.254,0.028,2.63,3.40,3.84,0.00,0.000,1.00,1.00,1.00,0.130,0.00127,88.54,0.7904,1769.30
100000,643,1.389,0.517,9.98,26246,24720,128,0,1387,0,323251.3,8092.7,0.020,0.141,0.354,0.485,1783,8.64,2.78,0.03,0.56,0.00,0.00,0.02,0.20,8.59,2.69,0.00,0.00,0.000,0.000,73,0.320,0.194,0.796,0.000,0.009,13733,11080,2,0.966,0.000,0.016,72846,0.099,2.073,0.052,32.32,10051,0,8092.747,0.000,0.003,124041,1.01,18.43,0.000,0.000,0.000,7,9,10,39,5555,0.021,42.34,0.0059,0.000,6,0.131,0.000,0.244,0.015,2.67,3.10,3.75,0.00,0.000,1.00,1.01,1.01,0.131,0.00114,88.79,0.7976,1651.95
