step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion
10000,810,1.514,0.326,10.05,52153,50988,1,1,1836,1753,562896.9,119944.7,0.082,0.356,0.383,0.178,1037,10.84,3.41,0.14,1.19,0.02,0.28,0.02,0.34,10.65,3.36,0.00,0.00,0.003,0.035,157,0.174,0.253,0.732,0.000,0.015,68070,58058,3,0.467,0.107,0.006,349038,0.185,2.127,0.022,43.22,30044,82,68.423,0.000,0.006,1403263,1.06,16.40,0.000,0.000,0.000,8,10,15,29,8779,0.033,1.22,0.0065,0.019,11,0.431,0.000,0.483,0.374,2.91,3.33,4.51,0.00,0.001,1.04,1.08,1.06,0.431,0.00275,118.75,12.3165,3076.06
20000,838,1.509,0.234,10.89,35466,34088,51,0,1299,6,463465.4,12371.2,0.012,0.270,0.498,0.220,1286,10.36,2.81,0.07,0.64,0.00,0.00,0.00,0.07,10.29,2.69,0.00,0.00,0.000,0.000,122,0.227,0.221,0.767,0.000,0.012,22518,16825,3,0.554,0.000,0.001,22660,0.167,1.755,0.015,46.06,15272,0,2061.865,0.000,0.000,403512,1.03,17.28,0.000,0.000,0.000,8,9,13,36,8678,0.033,0.08,0.0054,0.007,2,0.172,0.000,0.361,0.022,2.78,3.61,3.75,0.00,0.000,1.03,1.03,1.03,0.172,0.00231,117.06,1.1379,2077.71
30000,801,1.457,0.192,12.00,34267,32937,82,0,1285,1,463817.1,10990.6,0.006,0.254,0.500,0.240,1226,10.54,2.98,0.07,1.25,0.01,0.29,0.00,0.00,10.45,2.87,0.00,0.00,0.001,0.023,101,0.240,0.213,0.777,0.000,0.010,21142,13108,3,0.632,0.094,0.000,24213,0.143,1.526,0.012,46.20,16292,0,10990.629,0.000,0.002,332610,1.03,17.66,0.000,0.000,0.000,8,9,14,31,8439,0.032,0.01,0.0055,0.001,4,0.152,0.000,0.326,0.014,2.65,3.41,3.77,0.00,0.000,1.03,1.03,1.03,0.152,0.00237,116.98,1.0610,1694.31
40000,891,1.428,0.150,12.32,34348,32956,59,0,1243,1,464091.1,10528.4,0.006,0.252,0.508,0.234,1196,10.38,3.26,0.01,0.25,0.04,0.85,0.00,0.03,10.32,3.19,0.00,0.00,0.002,0.036,131,0.195,0.256,0.734,0.001,0.009,20973,13126,3,0.507,0.283,0.001,16204,0.158,1.225,0.009,46.25,16415,0,10528.436,0.000,0.003,331373,1.01,17.37,0.000,0.000,0.000,8,9,15,34,9246,0.035,0.01,0.0050,0.006,10,0.151,0.000,0.325,0.011,2.74,3.50,3.83,0.00,0.000,1.01,1.01,1.01,0.151,0.00208,116.93,1.0032,1195.42
50000,761,1.476,0.117,12.42,33603,32463,47,0,1223,5,446006.8,10397.0,0.007,0.252,0.516,0.224,1237,10.86,3.61,0.02,0.25,0.00,0.11,0.01,0.27,10.83,3.59,0.00,0.00,0.000,0.011,127,0.155,0.189,0.802,0.000,0.009,20829,13042,4,0.549,0.034,0.004,14540,0.158,1.062,0.006,44.40,15908,0,2079.391,0.000,0.000,361295,1.01,17.24,0.000,0.001,0.000,7,10,16,29,8266,0.032,0.02,0.0054,0.066,2,0.172,0.000,0.337,0.012,2.80,3.53,3.86,0.00,0.000,1.01,1.01,1.02,0.172,0.00231,118.77,1.0120,916.11
60000,781,1.462,0.109,12.46,32065,30795,55,0,1195,1,424729.2,10049.8,0.007,0.251,0.516,0.226,1315,10.83,3.82,0.06,0.61,0.02,0.29,0.01,0.14,10.75,3.78,0.00,0.00,0.002,0.037,141,0.120,0.222,0.764,0.000,0.014,20270,12985,2,0.606,0.033,0.001,16730,0.165,1.004,0.006,42.32,15399,0,10049.800,0.000,0.000,338326,1.02,17.16,0.000,0.000,0.000,7,10,16,32,8457,0.032,0.02,0.0051,0.068,2,0.171,0.000,0.344,0.015,2.78,3.45,3.97,0.00,0.000,1.02,1.02,1.02,0.171,0.00204,120.86,0.9975,840.05
70000,801,1.456,0.107,13.68,33397,31850,86,0,1441,0,448442.7,10094.6,0.007,0.248,0.514,0.231,1198,10.15,2.79,0.01,0.17,0.01,0.42,0.00,0.00,10.12,2.75,0.00,0.00,0.001,0.016,109,0.296,0.221,0.774,0.000,0.005,20915,12098,3,0.553,0.072,0.000,10950,0.153,0.996,0.006,44.64,16617,0,10094.647,0.000,0.000,356219,1.01,18.29,0.000,0.000,0.000,7,9,14,26,8130,0.031,0.02,0.0055,0.054,3,0.168,0.000,0.322,0.012,2.70,3.35,3.50,0.00,0.000,1.01,1.01,1.01,0.168,0.00205,118.54,1.0083,827.08
80000,846,1.443,0.091,14.48,35181,33366,119,0,1651,7,454408.3,10784.1,0.008,0.231,0.523,0.239,1158,9.59,2.72,0.03,0.65,0.01,0.17,0.00,0.00,9.56,2.53,0.00,0.00,0.001,0.034,110,0.374,0.229,0.764,0.000,0.007,21286,12210,9,0.540,0.021,0.000,7851,0.133,0.840,0.004,45.24,18182,0,1540.590,0.000,0.002,305638,1.01,18.85,0.000,0.000,0.000,8,9,12,40,8115,0.031,0.02,0.0056,0.031,3,0.152,0.000,0.300,0.010,2.57,3.19,3.38,0.00,0.000,1.01,1.01,1.01,0.152,0.00187,117.94,1.0602,644.30
90000,883,1.432,0.087,14.80,36977,34637,137,0,2166,1,464722.8,11535.3,0.009,0.220,0.521,0.250,1092,9.92,2.89,0.03,0.44,0.02,0.19,0.00,0.00,9.87,2.85,0.00,0.00,0.001,0.013,127,0.347,0.224,0.759,0.001,0.016,22106,13397,6,0.663,0.092,0.000,9216,0.118,0.830,0.004,46.30,19498,0,11535.298,0.000,0.001,289940,1.02,18.58,0.000,0.000,0.000,8,9,14,27,8755,0.033,0.02,0.0053,0.023,5,0.146,0.000,0.291,0.010,2.62,3.26,3.45,0.00,0.000,1.02,1.01,1.02,0.146,0.00174,116.88,1.1515,620.75
100000,930,1.414,0.087,15.03,37820,35774,114,0,1885,6,463526.7,11586.1,0.012,0.218,0.501,0.268,1067,9.53,2.60,0.01,0.31,0.00,0.07,0.00,0.00,9.52,2.62,0.00,0.00,0.000,0.007,116,0.275,0.229,0.759,0.000,0.012,22308,12938,8,0.332,0.159,0.000,13209,0.119,0.793,0.004,46.19,19995,0,1931.017,0.000,0.002,309274,1.01,18.73,0.000,0.000,0.000,7,9,12,27,8866,0.034,0.02,0.0052,0.005,6,0.158,0.000,0.280,0.011,2.56,3.22,3.42,0.00,0.000,1.01,1.01,1.02,0.158,0.00163,116.99,1.1559,591.18
