step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion
110000,700,1.436,0.119,9.73,29036,27951,176,0,936,3,383921.8,10878.5,0.009,0.177,0.540,0.275,1610,10.23,3.26,0.05,0.75,0.00,0.08,0.02,0.34,10.16,3.08,0.00,0.00,0.000,0.002,65,0.377,0.206,0.780,0.000,0.014,18732,16668,4,0.474,0.066,0.010,34475,0.134,0.982,0.005,38.34,10575,0,3626.154,0.000,0.000,219698,1.01,18.61,0.000,0.000,0.000,8,11,12,41,7164,0.027,0.38,0.0054,0.001,2,0.164,0.000,0.254,0.048,2.55,3.10,3.59,0.00,0.000,1.01,1.02,1.01,0.164,0.00156,124.59,1.0841,841.65
120000,709,1.394,0.101,9.79,29776,28482,205,0,1080,0,386130.4,10575.1,0.007,0.176,0.547,0.270,1583,10.01,3.50,0.11,0.95,0.00,0.00,0.00,0.04,9.90,3.38,0.00,0.00,0.000,0.000,60,0.329,0.207,0.781,0.001,0.010,18797,16003,3,0.477,0.001,0.001,40357,0.131,0.892,0.004,38.54,11245,0,10575.082,0.000,0.006,260753,1.05,18.79,0.001,0.000,0.000,8,9,12,64,7094,0.027,0.41,0.0055,0.000,5,0.192,0.000,0.252,0.038,2.58,3.04,3.56,0.00,0.000,1.03,1.05,1.06,0.192,0.00149,124.37,1.0479,743.73
130000,714,1.395,0.100,9.75,30242,29031,211,0,995,1,386544.4,10513.7,0.009,0.185,0.534,0.273,1586,9.94,2.96,0.06,0.69,0.00,0.00,0.02,0.40,9.86,2.78,0.00,0.00,0.000,0.000,49,0.357,0.220,0.775,0.000,0.006,19096,17048,3,0.465,0.060,0.004,33747,0.156,0.887,0.004,38.60,11541,0,10513.747,0.000,0.001,294518,1.02,18.79,0.000,0.000,0.000,8,9,12,38,7098,0.027,0.44,0.0055,0.000,5,0.205,0.000,0.246,0.039,2.45,3.03,3.58,0.00,0.000,1.02,1.03,1.02,0.205,0.00149,124.27,1.0500,728.05
140000,707,1.423,0.100,9.57,29423,28177,226,0,1027,2,375875.8,10348.6,0.010,0.172,0.542,0.275,1641,9.79,2.75,0.03,0.35,0.00,0.00,0.00,0.04,9.77,2.71,0.00,0.00,0.000,0.000,59,0.267,0.198,0.796,0.000,0.006,18902,16568,3,0.516,0.017,0.001,43341,0.126,0.885,0.004,37.55,10988,0,5174.300,0.000,0.000,260223,1.01,18.75,0.000,0.000,0.000,7,9,12,32,6924,0.026,0.37,0.0054,0.020,5,0.201,0.000,0.252,0.038,2.50,3.04,3.59,0.00,0.000,1.01,1.01,1.01,0.201,0.00136,125.39,1.0340,717.56
150000,722,1.359,0.099,9.78,30330,28847,249,0,1219,2,380431.8,10458.6,0.010,0.171,0.543,0.276,1599,9.86,3.10,0.04,0.59,0.00,0.00,0.01,0.19,9.81,2.92,0.00,0.00,0.000,0.000,67,0.407,0.223,0.771,0.000,0.006,19403,15368,3,0.726,0.000,0.003,35788,0.129,0.878,0.004,38.01,11513,0,5229.309,0.000,0.003,276795,1.01,18.79,0.000,0.000,0.000,8,8,13,36,7117,0.027,0.43,0.0054,0.001,2,0.209,0.000,0.246,0.035,2.53,3.12,3.49,0.00,0.000,1.01,1.02,1.01,0.209,0.00129,124.88,1.0460,717.98
160000,786,1.393,0.099,9.68,32025,30464,276,0,1221,3,393144.6,11035.4,0.010,0.165,0.535,0.289,1554,9.02,2.53,0.06,0.72,0.01,0.16,0.01,0.19,8.94,2.30,0.00,0.00,0.001,0.015,69,0.505,0.210,0.785,0.001,0.004,20294,17190,4,0.758,0.000,0.005,29608,0.139,0.874,0.004,39.28,12135,0,3678.470,0.000,0.004,211082,1.02,19.20,0.000,0.000,0.000,8,8,12,30,7090,0.027,0.20,0.0056,0.000,7,0.160,0.000,0.244,0.039,2.32,3.08,3.32,0.00,0.000,1.01,1.03,1.02,0.160,0.00124,123.83,1.1030,709.98
170000,771,1.362,0.097,9.72,33120,31504,307,0,1324,0,393208.9,10391.6,0.008,0.140,0.548,0.304,1526,8.59,2.45,0.04,0.58,0.00,0.00,0.00,0.00,8.55,2.31,0.00,0.00,0.000,0.000,75,0.590,0.220,0.770,0.001,0.008,21441,19582,3,0.826,0.000,0.000,17531,0.143,0.869,0.004,39.30,12137,0,10391.586,0.000,0.004,155170,1.01,19.56,0.000,0.000,0.000,7,8,11,34,6622,0.025,0.14,0.0060,0.000,9,0.136,0.000,0.257,0.032,2.24,3.01,3.21,0.00,0.000,1.00,1.03,1.01,0.136,0.00107,123.88,1.0416,731.62
180000,665,1.389,0.097,9.89,30978,29463,298,0,1323,20,355230.9,9990.7,0.009,0.136,0.532,0.323,1738,8.73,2.55,0.02,0.40,0.00,0.08,0.00,0.12,8.70,2.47,0.00,0.00,0.000,0.003,54,0.529,0.174,0.815,0.000,0.011,21771,19978,3,0.823,0.000,0.002,13336,0.156,0.869,0.004,35.46,11563,0,499.534,0.000,0.000,155034,1.01,19.49,0.000,0.000,0.000,7,8,12,33,5806,0.022,0.12,0.0061,0.000,6,0.154,0.000,0.290,0.035,2.27,3.00,3.25,0.00,0.000,1.01,1.01,1.01,0.154,0.00106,127.74,1.0000,740.69
190000,776,1.348,0.097,9.67,31737,29925,303,0,1398,8,364658.5,10279.5,0.007,0.142,0.517,0.334,1670,8.41,2.33,0.10,1.54,0.00,0.07,0.01,0.18,8.30,1.83,0.00,0.00,0.000,0.002,67,0.405,0.192,0.790,0.000,0.018,21521,18073,2,0.827,0.000,0.003,17671,0.148,0.869,0.004,36.41,11921,0,1284.932,0.000,0.001,157350,1.04,19.80,0.000,0.000,0.000,7,8,9,46,6526,0.025,0.11,0.0057,0.028,2,0.146,0.000,0.285,0.035,2.25,2.97,3.13,0.00,0.001,1.04,1.05,1.04,0.146,0.00095,126.80,1.0286,746.27
200000,739,1.329,0.096,9.52,33298,31693,174,0,1468,11,375977.0,10095.9,0.004,0.154,0.502,0.340,1589,8.36,1.79,0.04,0.35,0.00,0.00,0.00,0.00,8.32,1.74,0.00,0.00,0.000,0.000,75,0.271,0.195,0.793,0.000,0.012,21726,18050,2,0.778,0.000,0.000,18571,0.140,0.856,0.004,37.51,12662,0,917.809,0.000,0.000,161686,1.02,19.92,0.000,0.000,0.000,6,9,9,17,6177,0.024,0.06,0.0061,0.085,2,0.133,0.000,0.263,0.034,2.16,3.00,3.04,0.00,0.000,1.01,1.02,1.02,0.133,0.00109,125.74,1.0054,703.63
210000,765,1.331,0.095,9.67,33443,31731,197,0,1489,19,378244.1,9905.2,0.005,0.149,0.517,0.328,1615,8.42,2.02,0.04,0.70,0.00,0.05,0.01,0.22,8.37,1.95,0.00,0.00,0.000,0.004,69,0.337,0.207,0.779,0.001,0.013,21336,18284,2,0.831,0.000,0.001,18496,0.142,0.837,0.004,37.71,12366,0,521.325,0.000,0.001,165787,1.02,19.93,0.000,0.000,0.000,6,8,10,26,6443,0.025,0.05,0.0059,0.060,2,0.139,0.000,0.261,0.030,2.17,3.05,2.99,0.00,0.000,1.01,1.02,1.03,0.139,0.00104,125.55,0.9878,677.00
220000,773,1.351,0.093,9.63,33869,32081,247,0,1533,19,389918.3,10320.2,0.005,0.141,0.535,0.319,1566,8.55,1.95,0.06,0.72,0.01,0.22,0.01,0.22,8.48,1.89,0.00,0.00,0.000,0.008,75,0.322,0.220,0.772,0.000,0.008,21959,19613,2,0.821,0.000,0.003,18221,0.148,0.827,0.003,38.86,12498,0,543.170,0.000,0.001,150735,1.03,19.77,0.000,0.000,0.000,6,9,10,28,6613,0.025,0.04,0.0059,0.009,2,0.132,0.000,0.260,0.031,2.25,3.03,3.09,0.00,0.000,1.02,1.04,1.03,0.132,0.00103,124.42,1.0316,673.03
230000,716,1.386,0.093,9.70,34030,32313,289,0,1485,23,387805.8,10869.8,0.004,0.125,0.550,0.321,1578,8.80,2.07,0.03,0.37,0.00,0.07,0.00,0.04,8.77,2.01,0.00,0.00,0.000,0.005,72,0.441,0.184,0.803,0.003,0.010,22967,21080,1,0.859,0.141,0.001,18845,0.157,0.828,0.004,38.61,12453,0,472.601,0.000,0.007,112741,1.01,19.81,0.000,0.000,0.000,8,9,10,25,6302,0.024,0.02,0.0062,0.000,1,0.114,0.000,0.263,0.036,2.27,3.00,3.09,0.00,0.001,1.01,1.01,1.01,0.114,0.00101,124.69,1.0881,683.37
240000,745,1.370,0.092,9.63,33327,31469,277,0,1552,6,384058.0,10727.7,0.005,0.129,0.541,0.324,1580,8.84,1.99,0.02,0.26,0.01,0.19,0.00,0.00,8.81,1.96,0.00,0.00,0.003,0.052,68,0.482,0.189,0.800,0.000,0.011,21861,19458,2,0.801,0.000,0.000,23363,0.165,0.828,0.003,38.23,12099,0,1787.945,0.000,0.003,119451,1.01,19.87,0.000,0.000,0.000,7,9,10,24,6585,0.025,0.02,0.0058,0.000,7,0.117,0.000,0.255,0.036,2.21,2.99,3.08,0.00,0.000,1.00,1.01,1.01,0.117,0.00098,125.07,1.0732,685.84
250000,767,1.430,0.093,9.60,34628,32681,254,0,1671,5,394895.8,11113.2,0.006,0.130,0.528,0.336,1497,9.14,2.65,0.05,0.50,0.03,0.45,0.03,0.54,9.03,2.29,0.00,0.00,0.001,0.026,76,0.548,0.205,0.782,0.000,0.013,22683,19751,1,0.806,0.194,0.005,25761,0.168,0.829,0.004,39.34,12844,0,2222.646,0.000,0.000,112191,1.02,19.66,0.000,0.000,0.000,8,9,9,42,7008,0.027,0.04,0.0057,0.000,4,0.107,0.000,0.254,0.033,2.27,3.06,3.11,0.00,0.000,1.01,1.03,1.02,0.107,0.00102,123.94,1.1105,676.21
260000,761,1.371,0.092,9.77,34489,32570,269,0,1656,42,395907.3,11144.2,0.006,0.127,0.537,0.330,1565,9.09,1.88,0.05,0.65,0.01,0.19,0.02,0.33,9.00,1.71,0.00,0.11,0.001,0.013,65,0.569,0.200,0.779,0.001,0.020,22772,19509,3,0.689,0.093,0.005,25006,0.170,0.825,0.003,39.39,12514,0,265.339,0.000,0.003,114791,1.02,19.72,0.000,0.000,0.001,8,9,9,29,6914,0.026,0.02,0.0058,0.000,4,0.113,0.000,0.248,0.033,2.27,3.04,3.10,0.00,0.001,1.01,1.03,1.03,0.113,0.00104,123.91,1.1148,681.16
270000,730,1.341,0.091,9.79,33489,31499,278,0,1743,16,382586.4,11202.5,0.007,0.127,0.520,0.346,1626,9.17,2.03,0.04,0.56,0.00,0.04,0.02,0.41,9.12,1.88,0.00,0.00,0.000,0.002,70,0.660,0.223,0.764,0.000,0.012,22554,19049,3,0.804,0.000,0.001,13501,0.170,0.808,0.003,38.05,12647,0,700.159,0.000,0.001,127672,1.01,19.72,0.000,0.000,0.000,8,9,9,27,6693,0.026,0.03,0.0057,0.000,6,0.130,0.000,0.257,0.036,2.22,3.06,3.08,0.00,0.000,1.01,1.02,1.01,0.130,0.00103,125.24,1.1202,681.60
280000,782,1.372,0.089,9.64,34039,32000,270,0,1717,11,385906.5,11507.3,0.006,0.125,0.530,0.339,1604,9.11,2.13,0.05,0.61,0.01,0.14,0.03,0.50,9.02,1.97,0.00,0.00,0.001,0.036,86,0.610,0.243,0.737,0.001,0.019,22915,20303,2,0.766,0.033,0.004,13336,0.176,0.779,0.003,38.38,12764,0,1046.121,0.000,0.003,126453,1.03,19.73,0.000,0.000,0.000,8,9,10,31,7124,0.027,0.01,0.0055,0.000,4,0.130,0.000,0.258,0.037,2.20,3.06,3.08,0.00,0.000,1.01,1.03,1.03,0.130,0.00097,124.92,1.1463,636.04
290000,793,1.385,0.091,9.77,34332,32209,243,0,1869,12,395734.0,11570.8,0.006,0.128,0.541,0.324,1570,9.07,2.06,0.06,0.70,0.00,0.00,0.00,0.08,9.00,1.84,0.00,0.00,0.000,0.000,76,0.599,0.227,0.760,0.000,0.013,22759,20747,1,0.816,0.184,0.003,13130,0.187,0.770,0.003,39.37,12862,0,964.236,0.000,0.004,123088,1.03,19.71,0.000,0.000,0.000,8,9,9,26,7190,0.027,0.02,0.0055,0.006,5,0.120,0.000,0.249,0.036,2.29,3.04,3.10,0.00,0.000,1.02,1.03,1.03,0.120,0.00101,123.92,1.1549,613.29
300000,747,1.402,0.084,9.75,34356,32288,215,0,1899,14,401152.4,11368.4,0.006,0.137,0.542,0.315,1513,9.07,2.28,0.07,0.80,0.01,0.26,0.01,0.18,8.98,1.90,0.00,0.00,0.000,0.006,63,0.655,0.224,0.766,0.000,0.011,22124,20385,1,0.861,0.139,0.001,13396,0.186,0.701,0.002,39.93,12704,0,812.030,0.000,0.003,127870,1.03,19.75,0.000,0.000,0.000,8,9,9,45,6773,0.026,0.01,0.0060,0.044,1,0.115,0.000,0.243,0.033,2.26,3.01,3.12,0.00,0.000,1.02,1.03,1.03,0.115,0.00116,123.38,1.1310,553.91
310000,761,1.436,0.077,9.64,34051,32036,225,0,1776,16,397323.4,11266.7,0.006,0.134,0.546,0.314,1564,9.06,2.32,0.04,0.71,0.01,0.18,0.02,0.55,8.99,2.04,0.00,0.00,0.000,0.004,68,0.557,0.198,0.796,0.000,0.005,22240,20352,1,0.812,0.188,0.005,23187,0.180,0.674,0.002,39.54,12390,0,704.171,0.000,0.003,125028,1.02,19.71,0.000,0.000,0.000,8,9,10,44,6898,0.026,0.03,0.0058,0.001,9,0.116,0.000,0.242,0.036,2.30,3.03,3.12,0.00,0.000,1.01,1.01,1.02,0.116,0.00108,123.74,1.1245,530.33
320000,620,1.320,0.077,9.64,32533,30735,221,0,1718,21,366866.1,11035.4,0.008,0.133,0.527,0.332,1673,9.25,2.38,0.04,0.57,0.05,1.20,0.03,0.37,9.13,2.24,0.00,0.00,0.002,0.040,80,0.492,0.190,0.789,0.002,0.019,22864,19982,1,0.777,0.223,0.008,30831,0.151,0.676,0.002,36.53,12285,0,525.494,0.000,0.002,129698,1.02,19.48,0.000,0.000,0.000,8,9,11,30,5733,0.022,0.02,0.0065,0.000,4,0.131,0.000,0.275,0.038,2.24,3.06,3.20,0.00,0.000,1.01,1.02,1.02,0.131,0.00122,126.77,1.1028,523.64
330000,692,1.369,0.077,9.58,30091,28285,151,0,1583,62,330489.2,10232.3,0.010,0.134,0.510,0.346,1842,8.94,2.03,0.02,0.33,0.01,0.30,0.01,0.23,8.90,1.96,0.00,0.00,0.000,0.009,61,0.604,0.236,0.744,0.000,0.020,22336,19804,1,0.780,0.220,0.001,28194,0.147,0.675,0.002,32.89,11357,0,165.037,0.000,0.000,134849,1.01,19.77,0.000,0.000,0.000,8,9,9,32,6186,0.024,0.02,0.0054,0.000,8,0.151,0.000,0.309,0.041,2.17,3.03,3.09,0.00,0.000,1.01,1.01,1.02,0.151,0.00098,130.40,1.0225,523.13
340000,773,1.375,0.076,9.72,33718,31527,254,0,1856,5,378972.7,11318.8,0.005,0.122,0.526,0.347,1609,9.11,1.74,0.06,1.00,0.00,0.00,0.02,0.27,9.03,1.62,0.00,0.00,0.000,0.000,78,0.636,0.190,0.796,0.000,0.014,22941,20089,2,0.807,0.000,0.006,32044,0.147,0.673,0.002,37.75,12618,0,2263.765,0.000,0.004,110905,1.03,19.71,0.000,0.000,0.000,8,9,10,24,7041,0.027,0.01,0.0054,0.000,4,0.119,0.000,0.263,0.035,2.27,3.07,3.08,0.00,0.000,1.02,1.03,1.03,0.119,0.00095,125.55,1.1316,518.48
350000,747,1.401,0.081,9.72,34398,32349,248,0,1827,6,403981.1,11582.9,0.005,0.137,0.546,0.312,1475,9.17,1.90,0.04,0.55,0.00,0.00,0.04,0.45,9.10,1.85,0.00,0.00,0.000,0.000,68,0.647,0.210,0.776,0.001,0.012,22260,20359,2,0.847,0.000,0.007,46759,0.132,0.674,0.002,40.20,12757,0,1930.485,0.000,0.004,113062,1.02,19.70,0.000,0.000,0.000,8,9,10,33,6853,0.026,0.01,0.0059,0.039,4,0.102,0.000,0.243,0.036,2.31,3.03,3.11,0.00,0.000,1.02,1.02,1.02,0.102,0.00120,123.11,1.1574,507.43
360000,747,1.349,0.075,9.70,32565,30740,177,0,1648,10,388235.0,10719.6,0.007,0.150,0.552,0.291,1601,9.02,2.18,0.02,0.23,0.01,0.26,0.07,1.12,8.92,1.83,0.00,0.00,0.000,0.008,81,0.570,0.224,0.771,0.000,0.005,21149,19256,2,0.801,0.000,0.009,39832,0.132,0.636,0.002,38.70,12043,0,1071.958,0.000,0.001,144949,1.01,19.67,0.000,0.003,0.000,8,9,10,32,6738,0.026,0.03,0.0058,0.036,3,0.123,0.000,0.247,0.037,2.26,3.04,3.12,0.00,0.000,1.01,1.01,1.01,0.123,0.00121,124.59,1.0682,469.27
370000,784,1.414,0.075,9.74,33265,31373,206,0,1649,10,393367.6,10853.8,0.006,0.140,0.555,0.298,1572,9.09,1.80,0.04,0.56,0.00,0.07,0.01,0.08,9.04,1.78,0.00,0.00,0.000,0.004,86,0.551,0.213,0.779,0.000,0.008,21900,20192,2,0.814,0.000,0.006,41837,0.125,0.635,0.002,39.16,12582,0,1085.384,0.000,0.005,120959,1.02,19.66,0.000,0.000,0.000,8,9,10,29,7126,0.027,0.03,0.0056,0.015,3,0.109,0.000,0.253,0.035,2.21,3.05,3.12,0.00,0.000,1.02,1.02,1.02,0.109,0.00111,124.13,1.0852,465.39
380000,749,1.389,0.076,9.71,32934,31245,202,0,1522,6,390016.0,10692.0,0.007,0.144,0.559,0.290,1561,9.03,1.92,0.02,0.30,0.00,0.04,0.03,0.25,8.98,1.85,0.00,0.00,0.000,0.001,82,0.591,0.220,0.772,0.001,0.007,21498,19750,2,0.832,0.004,0.019,43364,0.135,0.635,0.002,38.85,12640,0,1782.004,0.000,0.003,143612,1.01,19.69,0.000,0.001,0.000,8,9,10,29,6766,0.026,0.04,0.0058,0.051,4,0.125,0.000,0.251,0.037,2.28,3.06,3.10,0.00,0.000,1.01,1.01,1.01,0.125,0.00117,124.43,1.0681,452.03
390000,805,1.345,0.077,9.67,34396,32541,202,0,1597,20,400982.6,11122.1,0.005,0.141,0.552,0.302,1516,8.64,1.74,0.03,0.64,0.00,0.14,0.03,0.36,8.58,1.76,0.00,0.00,0.001,0.023,77,0.451,0.207,0.786,0.000,0.006,22380,20195,2,0.814,0.091,0.009,63718,0.140,0.635,0.002,40.01,13075,0,556.104,0.000,0.001,134627,1.02,19.86,0.000,0.001,0.000,7,9,9,20,6959,0.027,0.04,0.0058,0.000,8,0.116,0.000,0.247,0.037,2.25,3.03,3.04,0.00,0.000,1.01,1.03,1.02,0.116,0.00109,123.27,1.1121,451.40
400000,794,1.400,0.076,9.63,35383,33645,232,0,1517,6,405955.8,11217.5,0.003,0.135,0.548,0.313,1457,8.97,2.34,0.08,1.09,0.02,0.57,0.03,0.33,8.83,1.76,0.00,0.00,0.001,0.017,79,0.446,0.229,0.762,0.000,0.009,22853,20622,2,0.809,0.000,0.014,78375,0.142,0.633,0.002,40.53,13128,0,1869.577,0.000,0.001,125545,1.03,19.61,0.000,0.000,0.000,8,9,10,38,7122,0.027,0.03,0.0058,0.000,11,0.111,0.000,0.244,0.036,2.23,3.08,3.12,0.00,0.000,1.02,1.04,1.03,0.111,0.00109,122.75,1.1223,454.80
