step,event,lineage,other,size
5000,birth,2,0,115
5000,birth,4,0,23
5000,birth,7,0,179
9000,extinct,4,0,15
10000,extinct,2,0,17
11000,split,29,4,30
11000,split,30,2,30
12000,split,32,7,8
13000,extinct,29,0,5
17000,split,41,7,178
18000,split,47,38,41
20000,extinct,32,0,7
24000,extinct,47,0,36
25000,split,58,7,8
25000,split,59,7,143
26000,split,61,7,6
27000,split,66,41,152
27000,extinct,58,0,8
27000,extinct,61,0,6
29000,split,71,67,71
30000,split,73,59,8
31000,extinct,73,0,8
32000,split,75,59,54
33000,split,78,41,56
36000,split,82,71,48
36000,extinct,66,0,31
36000,extinct,71,0,15
36000,extinct,75,0,12
40000,extinct,41,0,7
44000,extinct,82,0,21
45000,extinct,7,0,38
46000,split,88,82,62
48000,split,90,59,90
48000,split,91,7,36
50000,merge,90,59,46
52000,extinct,88,0,31
53000,split,97,88,41
53000,extinct,30,0,9
56000,extinct,91,0,7
57000,split,106,91,40
59000,extinct,97,0,13
60000,split,112,97,39
70000,extinct,112,0,10
74000,split,125,106,6
74000,split,126,122,25
75000,extinct,125,0,6
81000,split,139,106,45
81000,extinct,106,0,10
83000,extinct,126,0,11
84000,split,141,126,43
85000,split,142,59,27
91000,split,149,59,185
93000,extinct,142,0,5
96000,split,157,59,94
96000,extinct,141,0,12
100000,split,160,78,10
100000,split,161,78,17
103000,split,164,59,53
103000,split,167,78,62
104000,merge,167,78,62
105000,extinct,160,0,11
106000,extinct,161,0,6
112000,extinct,164,0,20
118000,split,189,157,15
121000,merge,157,59,75
121000,extinct,189,0,15
123000,split,194,139,94
123000,extinct,139,0,6
126000,split,196,59,18
126000,split,197,59,64
126000,split,198,59,9
130000,extinct,198,0,5
133000,merge,59,197,76
134000,extinct,196,0,14
139000,split,200,197,13
156000,extinct,200,0,9
179000,split,218,78,8
181000,extinct,218,0,8
183000,split,213,149,32
192000,extinct,213,0,11
200000,split,227,197,46
204000,split,230,197,8
205000,split,231,194,53
207000,extinct,197,0,8
210000,extinct,230,0,9
216000,extinct,231,0,11
219000,split,236,149,61
222000,split,237,149,25
223000,split,238,149,18
223000,split,239,236,9
225000,merge,238,149,44
230000,extinct,237,0,8
237000,split,250,149,50
237000,extinct,149,0,16
250000,split,258,227,85
250000,extinct,239,0,13
256000,split,260,227,46
256000,extinct,227,0,18
256000,extinct,250,0,13
260000,extinct,258,0,6
274000,extinct,260,0,9
279000,split,265,236,38
286000,extinct,265,0,8
288000,split,266,265,26
292000,extinct,266,0,13
293000,split,267,236,49
305000,merge,236,267,63
308000,split,271,236,13
310000,split,272,267,107
333000,split,281,267,30
344000,extinct,267,0,19
345000,split,288,281,8
347000,split,290,194,53
349000,extinct,288,0,19
356000,merge,290,194,57
358000,extinct,281,0,6
363000,extinct,271,0,5
364000,split,296,272,29
368000,split,298,296,31
370000,extinct,296,0,8
371000,split,301,194,49
376000,extinct,298,0,19
383000,split,305,272,8
388000,extinct,305,0,8
389000,extinct,272,0,5
392000,extinct,78,0,9
395000,merge,301,194,53
411000,split,311,194,54
428000,split,320,194,61
433000,extinct,320,0,13
435000,split,321,320,52
451000,split,328,321,54
457000,extinct,321,0,11
488000,merge,311,194,61
493000,split,340,194,57
496000,extinct,328,0,9
507000,merge,340,194,110
512000,split,342,194,105
529000,split,351,194,324
530000,merge,351,194,324
542000,extinct,342,0,5
545000,split,355,194,311
547000,split,356,194,43
555000,merge,355,194,330
558000,merge,356,194,16
562000,split,359,194,309
575000,split,362,194,55
576000,merge,194,359,30
580000,split,365,359,326
584000,merge,365,359,302
602000,split,374,359,58
612000,extinct,362,0,8
613000,split,377,362,65
637000,split,387,359,134
638000,extinct,374,0,15
644000,merge,359,391,89
652000,split,393,387,23
653000,split,395,387,286
654000,merge,395,387,286
659000,split,397,387,308
663000,merge,397,387,287
672000,split,405,387,153
674000,merge,405,387,175
683000,split,411,387,45
684000,merge,411,387,45
688000,split,414,387,8
689000,split,416,387,53
690000,extinct,414,0,8
691000,split,417,387,295
692000,merge,387,417,310
692000,extinct,393,0,9
707000,split,422,416,49
709000,extinct,416,0,14
713000,extinct,422,0,12
743000,split,433,417,301
744000,split,434,417,50
746000,extinct,377,0,26
747000,merge,417,433,269
751000,extinct,434,0,43
756000,split,436,433,263
767000,merge,436,433,206
776000,split,447,433,52
779000,split,451,433,39
788000,extinct,451,0,5
790000,split,460,451,50
791000,split,454,447,8
795000,extinct,447,0,24
803000,extinct,454,0,18
805000,split,469,454,55
818000,extinct,469,0,17
820000,split,475,433,47
823000,split,480,476,61
825000,extinct,475,0,20
837000,split,485,433,302
843000,merge,485,433,304
868000,split,500,433,310
877000,extinct,480,0,13
879000,split,504,480,12
880000,split,507,433,26
880000,extinct,504,0,12
881000,split,508,504,36
881000,merge,507,433,26
884000,extinct,433,0,292
886000,split,511,433,86
888000,split,514,500,6
890000,extinct,514,0,6
892000,split,517,508,55
893000,extinct,460,0,33
893000,extinct,508,0,28
901000,extinct,517,0,9
915000,split,526,500,49
916000,split,527,500,59
934000,split,536,511,53
934000,merge,526,500,54
939000,split,541,500,62
941000,extinct,527,0,30
945000,split,546,511,10
947000,extinct,541,0,9
947000,extinct,546,0,10
970000,extinct,536,0,7
986000,split,561,511,173
988000,split,562,561,66
999000,extinct,562,0,9
