step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion
10000,669,1.439,0.619,10.21,49111,48554,0,3,1381,1528,465121.1,113844.4,0.089,0.469,0.144,0.299,606,9.04,4.38,0.03,0.33,0.17,1.79,0.07,0.74,8.77,3.78,0.00,0.00,0.008,0.068,120,0.161,0.202,0.786,0.000,0.012,60468,47362,4,0.169,0.712,0.015,426630,0.185,2.673,0.048,33.95,28150,12,74.506,1.000,0.004,1439186,1.02,17.83,0.000,0.000,0.000,6,8,12,53,6048,0.023,38.95,0.0079,0.003,19,0.427,0.000,0.557,0.358,2.57,2.92,4.22,0.00,0.000,1.01,1.01,1.03,0.427,0.00338,90.54,11.8683,4699.35
20000,649,1.495,0.584,9.94,32423,31443,5,1,994,58,345423.7,11735.3,0.008,0.390,0.282,0.320,843,9.15,4.72,0.00,0.00,0.13,1.38,0.23,1.36,8.80,3.74,0.00,0.00,0.006,0.053,92,0.176,0.220,0.775,0.000,0.005,19459,13914,3,0.493,0.051,0.037,95662,0.156,2.568,0.046,34.52,13337,349,202.333,0.000,0.002,703698,1.00,18.08,0.000,0.002,0.000,6,8,12,59,5937,0.023,42.90,0.0061,0.000,6,0.254,0.000,0.395,0.043,2.51,2.82,4.22,0.00,0.000,1.00,1.00,1.00,0.254,0.00252,86.02,1.1173,4138.72
30000,673,1.430,0.335,10.26,29454,28500,26,1,903,108,350038.5,13638.0,0.003,0.306,0.391,0.300,810,9.25,3.73,0.02,0.42,0.15,1.61,0.02,0.35,9.06,2.87,0.00,0.00,0.006,0.054,85,0.294,0.215,0.774,0.000,0.010,18138,14297,2,0.495,0.103,0.009,86696,0.148,2.006,0.021,34.65,12653,415,126.278,0.000,0.001,481068,1.00,18.08,0.000,0.003,0.000,7,9,12,58,6227,0.024,34.70,0.0057,0.000,14,0.215,0.000,0.319,0.071,2.51,2.94,4.03,0.01,0.001,1.00,1.00,1.00,0.215,0.00210,94.09,1.2651,3157.27
40000,695,1.428,0.245,10.16,31551,30424,84,0,1021,31,359190.0,12093.1,0.008,0.262,0.397,0.333,795,8.71,3.20,0.03,0.49,0.06,0.83,0.10,1.27,8.52,2.48,0.00,0.00,0.003,0.044,82,0.250,0.209,0.780,0.000,0.012,18272,15996,4,0.491,0.000,0.019,61965,0.184,1.665,0.015,35.84,12958,0,390.098,0.000,0.000,367176,1.01,18.47,0.000,0.000,0.000,6,8,10,41,6055,0.023,3.39,0.0061,0.000,8,0.185,0.000,0.302,0.044,2.43,3.03,3.76,0.00,0.003,1.01,1.01,1.01,0.185,0.00189,124.21,1.1158,2219.84
50000,682,1.376,0.218,11.25,31378,30383,94,2,912,61,357044.5,11500.8,0.003,0.235,0.424,0.338,780,8.74,2.81,0.00,0.04,0.11,0.76,0.08,0.66,8.55,2.75,0.00,0.00,0.012,0.089,93,0.258,0.195,0.786,0.001,0.018,18151,15222,5,0.459,0.000,0.018,68061,0.169,1.532,0.012,35.69,13090,42,188.538,0.500,0.003,329705,1.00,18.54,0.000,0.001,0.000,7,8,11,35,5959,0.023,2.95,0.0061,0.000,11,0.182,0.000,0.298,0.048,2.32,3.20,3.57,0.00,0.000,1.00,1.00,1.00,0.183,0.00172,124.80,1.1220,1936.23
60000,714,1.470,0.191,11.25,33046,31866,86,1,1061,37,359785.3,11855.6,0.007,0.197,0.414,0.381,760,9.55,4.01,0.02,0.49,0.06,0.66,0.11,1.20,9.36,3.92,0.00,0.00,0.004,0.040,105,0.261,0.220,0.759,0.001,0.020,18424,14840,5,0.443,0.060,0.014,120935,0.161,1.426,0.010,35.95,14456,218,320.422,0.000,0.003,236536,1.01,17.92,0.000,0.000,0.000,7,9,12,54,6820,0.026,2.99,0.0054,0.000,18,0.158,0.000,0.296,0.041,2.36,3.34,3.71,0.00,0.000,1.01,1.00,1.01,0.159,0.00149,124.49,1.1627,1705.60
70000,664,1.390,0.160,11.22,31306,30225,121,0,1010,99,364160.7,12692.9,0.005,0.204,0.408,0.384,758,9.73,4.00,0.00,0.00,0.13,0.90,0.06,0.69,9.54,3.81,0.00,0.00,0.009,0.068,83,0.166,0.214,0.780,0.000,0.006,18911,14977,5,0.450,0.071,0.018,99516,0.143,1.214,0.008,36.38,14168,0,128.211,0.000,0.002,252834,1.00,17.62,0.000,0.000,0.000,7,9,12,37,6462,0.025,3.47,0.0057,0.000,8,0.161,0.000,0.286,0.056,2.37,3.35,3.84,0.00,0.000,1.00,1.00,1.00,0.161,0.00168,123.59,1.2308,1329.53
80000,692,1.447,0.113,11.14,30892,29841,100,0,923,43,363589.8,13947.2,0.004,0.208,0.400,0.389,761,9.43,3.49,0.00,0.07,0.08,0.81,0.09,0.96,9.26,3.21,0.00,0.00,0.006,0.057,92,0.186,0.215,0.775,0.000,0.010,19508,15188,5,0.468,0.013,0.023,151089,0.134,0.855,0.005,36.33,13921,0,324.354,0.000,0.003,277695,1.00,17.82,0.000,0.001,0.000,7,9,11,38,6527,0.025,4.25,0.0057,0.000,5,0.173,0.000,0.288,0.073,2.39,3.29,3.81,0.00,0.000,1.00,1.00,1.00,0.174,0.00162,122.86,1.3490,872.13
90000,698,1.477,0.109,11.03,31336,30184,114,1,1031,29,366508.6,14721.1,0.002,0.204,0.388,0.406,759,10.43,8.31,0.05,1.22,0.30,2.71,0.25,1.97,9.84,7.11,0.01,0.16,0.012,0.086,78,0.284,0.225,0.758,0.003,0.014,19246,14502,5,0.476,0.006,0.020,115478,0.146,0.821,0.004,36.66,14039,177,507.625,0.000,0.009,252126,1.01,17.72,0.016,0.001,0.003,7,9,12,64,7283,0.028,5.07,0.0053,0.000,12,0.160,0.000,0.276,0.073,2.37,3.47,3.69,0.01,0.003,1.01,1.00,1.02,0.160,0.00161,121.71,1.4712,859.44
100000,674,1.472,0.190,10.65,30948,29904,121,4,943,652,361669.7,13358.0,0.002,0.191,0.385,0.422,768,8.96,3.00,0.02,0.30,0.10,0.85,0.10,1.00,8.74,2.88,0.00,0.08,0.008,0.068,99,0.274,0.197,0.794,0.001,0.007,18017,13866,4,0.401,0.114,0.013,124420,0.145,1.133,0.015,36.30,13251,51,20.488,0.750,0.003,201358,1.00,18.15,0.000,0.000,0.001,7,8,11,50,6038,0.023,21.05,0.0061,0.000,3,0.137,0.000,0.265,0.055,2.25,3.25,3.68,0.00,0.001,1.00,1.00,1.01,0.137,0.00154,106.09,1.3301,868.92
