step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion
110000,665,1.440,0.335,10.30,27815,26688,114,1,1021,28,344811.8,9743.1,0.001,0.182,0.379,0.438,812,8.43,2.67,0.00,0.00,0.02,0.40,0.04,0.93,8.37,2.57,0.00,0.00,0.001,0.022,69,0.265,0.211,0.785,0.000,0.005,15750,11070,3,0.377,0.008,0.003,77426,0.165,1.517,0.034,34.73,11806,1464,347.968,0.000,0.000,118299,1.00,18.39,0.000,0.002,0.000,6,8,10,49,5604,0.021,61.57,0.0062,0.000,2,0.090,0.000,0.268,0.040,2.21,2.96,3.85,0.00,0.000,1.00,1.00,1.00,0.090,0.00142,67.13,0.9629,757.54
120000,649,1.410,0.588,10.28,25629,24648,125,0,872,13,336594.9,7944.8,0.001,0.190,0.362,0.448,846,9.09,3.60,0.00,0.08,0.07,1.29,0.00,0.09,9.01,2.96,0.00,0.00,0.002,0.027,84,0.259,0.250,0.747,0.000,0.003,14025,10450,3,0.404,0.097,0.003,82916,0.161,2.011,0.065,34.11,10564,0,611.142,0.000,0.000,109852,1.00,17.63,0.002,0.005,0.000,7,8,12,64,5900,0.023,81.46,0.0058,0.000,2,0.086,0.000,0.263,0.025,2.32,3.01,4.18,0.00,0.000,1.00,1.00,1.00,0.086,0.00153,47.87,0.7919,733.14
130000,685,1.376,0.317,10.33,28996,27827,123,0,1010,18,354025.0,12861.1,0.002,0.204,0.346,0.447,797,8.85,2.55,0.00,0.00,0.13,1.62,0.06,0.95,8.65,1.96,0.00,0.00,0.007,0.064,81,0.302,0.209,0.782,0.000,0.009,19382,16204,4,0.385,0.020,0.007,99330,0.155,1.467,0.032,35.00,12690,0,714.508,0.000,0.000,293400,1.00,17.78,0.000,0.000,0.000,7,8,11,41,6062,0.023,44.24,0.0060,0.006,1,0.185,0.000,0.273,0.084,2.25,3.04,4.09,0.00,0.000,1.00,1.00,1.00,0.185,0.00151,84.20,1.2726,594.72
140000,696,1.428,0.370,10.36,27877,26873,116,0,877,14,350286.7,9515.6,0.002,0.197,0.333,0.468,810,8.84,2.88,0.02,0.32,0.07,1.39,0.07,1.32,8.67,2.26,0.00,0.00,0.003,0.041,73,0.241,0.213,0.774,0.004,0.009,17432,13060,4,0.371,0.045,0.009,70918,0.181,1.589,0.038,35.13,11782,0,679.683,0.000,0.004,225289,1.00,17.84,0.000,0.000,0.000,6,8,11,45,6150,0.023,42.00,0.0058,0.000,6,0.156,0.000,0.268,0.042,2.22,3.05,4.03,0.00,0.001,1.00,1.01,1.00,0.156,0.00143,86.31,0.9498,576.83
150000,684,1.393,0.123,10.57,30165,29071,145,1,960,56,362453.4,15579.8,0.011,0.197,0.345,0.446,761,8.88,2.49,0.04,0.67,0.04,0.50,0.06,0.68,8.74,2.22,0.00,0.00,0.002,0.032,76,0.251,0.224,0.768,0.000,0.009,21091,17832,4,0.332,0.072,0.018,137618,0.140,0.868,0.008,35.86,13365,238,278.210,0.000,0.000,289045,1.02,17.60,0.000,0.000,0.000,7,8,10,41,6073,0.023,16.76,0.0061,0.000,3,0.183,0.000,0.276,0.101,2.33,2.95,4.28,0.00,0.000,1.01,1.01,1.02,0.183,0.00148,110.83,1.5630,621.19
160000,710,1.401,0.087,10.33,29504,28408,113,0,957,70,351673.5,11852.5,0.007,0.201,0.337,0.455,790,9.02,3.49,0.00,0.00,0.21,1.45,0.04,0.68,8.77,2.91,0.00,0.00,0.012,0.070,96,0.262,0.189,0.801,0.001,0.008,18612,15485,6,0.348,0.044,0.010,112575,0.138,0.698,0.004,35.13,12809,0,169.321,0.000,0.007,252537,1.00,17.30,0.000,0.000,0.000,7,8,12,45,6406,0.024,40.44,0.0056,0.003,20,0.163,0.000,0.277,0.063,2.46,2.93,4.43,0.00,0.000,1.00,1.00,1.00,0.163,0.00142,87.87,1.1803,574.02
170000,716,1.408,0.067,10.42,31903,30522,175,0,1200,4,365055.5,13151.1,0.004,0.207,0.332,0.456,773,8.54,4.59,0.03,0.41,0.02,0.38,0.16,1.83,8.33,4.24,0.00,0.00,0.001,0.023,77,0.281,0.190,0.802,0.000,0.008,21597,18984,7,0.394,0.000,0.011,76613,0.163,0.504,0.002,36.59,12929,0,3287.783,0.000,0.006,359969,1.00,17.66,0.001,0.000,0.000,6,8,10,64,6113,0.023,6.70,0.0061,0.000,11,0.212,0.000,0.289,0.065,2.31,3.09,4.10,0.00,0.000,1.00,1.01,1.00,0.212,0.00141,120.15,1.2935,352.74
180000,760,1.407,0.059,10.59,31722,30395,181,1,1101,17,364860.9,12502.1,0.003,0.203,0.325,0.468,770,8.44,4.35,0.01,0.22,0.16,1.56,0.06,0.67,8.21,3.63,0.00,0.00,0.006,0.049,84,0.268,0.222,0.764,0.001,0.012,21841,19644,4,0.389,0.055,0.012,73400,0.182,0.388,0.002,36.56,13060,56,735.416,0.000,0.005,334494,1.00,17.63,0.000,0.000,0.000,7,8,10,61,6414,0.024,4.40,0.0058,0.016,5,0.203,0.000,0.291,0.066,2.32,3.16,4.14,0.00,0.001,1.00,1.00,1.00,0.203,0.00128,122.48,1.2440,288.67
190000,720,1.346,0.127,10.63,30023,28749,168,1,1145,28,356937.6,11698.3,0.003,0.202,0.340,0.454,782,8.06,3.02,0.04,1.04,0.06,0.64,0.10,1.38,7.86,1.96,0.00,0.00,0.004,0.033,68,0.321,0.231,0.751,0.000,0.018,19666,17277,5,0.433,0.015,0.010,96535,0.173,0.798,0.010,35.87,12462,1273,417.796,0.000,0.000,291479,1.01,18.26,0.000,0.000,0.000,6,8,9,45,5800,0.022,15.85,0.0063,0.018,1,0.186,0.000,0.276,0.056,2.18,3.12,3.90,0.00,0.001,1.01,1.01,1.01,0.186,0.00133,111.73,1.1686,274.45
200000,731,1.395,0.112,10.76,30697,29310,181,0,1195,18,357192.1,11873.9,0.002,0.209,0.359,0.430,778,8.08,2.91,0.01,0.15,0.06,0.78,0.12,1.71,7.89,1.92,0.00,0.00,0.005,0.052,71,0.311,0.200,0.785,0.001,0.014,20342,17320,5,0.427,0.000,0.011,84868,0.178,0.732,0.008,35.79,12922,0,659.661,0.000,0.003,342225,1.00,18.16,0.000,0.001,0.000,6,8,9,60,5905,0.023,29.16,0.0062,0.008,2,0.208,0.000,0.273,0.057,2.17,3.10,3.89,0.00,0.000,1.00,1.00,1.00,0.208,0.00137,98.49,1.1835,233.18
210000,679,1.419,0.253,10.86,28004,26950,170,0,936,27,353746.4,9434.3,0.001,0.218,0.383,0.398,805,8.56,2.29,0.01,0.15,0.02,0.29,0.06,0.92,8.47,2.21,0.00,0.00,0.002,0.021,77,0.233,0.193,0.795,0.000,0.012,17739,14196,5,0.421,0.000,0.007,65367,0.199,1.257,0.026,35.69,11741,0,349.420,0.000,0.000,281605,1.00,17.93,0.000,0.004,0.000,7,8,11,31,5812,0.022,42.28,0.0062,0.007,4,0.169,0.000,0.270,0.042,2.23,3.11,4.05,0.00,0.000,1.00,1.00,1.00,0.169,0.00159,85.48,0.9440,240.37
220000,702,1.390,0.122,10.65,28467,27302,154,0,988,29,360995.1,11656.2,0.002,0.234,0.370,0.393,785,8.48,3.59,0.03,0.76,0.05,0.61,0.10,1.21,8.29,3.30,0.00,0.00,0.004,0.041,87,0.231,0.211,0.776,0.001,0.011,19238,15974,5,0.360,0.103,0.013,84226,0.189,0.771,0.009,35.94,12854,0,401.937,0.000,0.003,331709,1.01,17.69,0.000,0.000,0.000,6,8,11,47,5952,0.023,40.83,0.0062,0.000,10,0.182,0.000,0.271,0.070,2.28,3.08,4.18,0.00,0.001,1.01,1.01,1.00,0.182,0.00167,86.67,1.1796,379.49
230000,708,1.376,0.061,10.99,30059,29026,140,0,887,72,369989.4,11528.4,0.004,0.231,0.371,0.394,760,9.09,4.72,0.00,0.00,0.10,0.90,0.13,1.51,8.86,4.06,0.00,0.00,0.006,0.045,106,0.247,0.208,0.782,0.003,0.007,20840,17122,8,0.359,0.016,0.017,79439,0.190,0.330,0.001,36.96,13525,0,160.116,0.000,0.004,340339,1.00,17.56,0.003,0.000,0.000,7,8,11,64,6436,0.025,5.84,0.0059,0.000,9,0.189,0.000,0.280,0.063,2.24,3.15,4.15,0.00,0.000,1.00,1.00,1.00,0.189,0.00171,120.64,1.1420,270.44
240000,724,1.414,0.056,10.93,29559,28439,149,1,954,99,369505.4,11458.8,0.005,0.223,0.376,0.396,761,8.94,3.97,0.00,0.07,0.11,1.12,0.24,1.80,8.58,3.05,0.00,0.00,0.008,0.064,100,0.198,0.224,0.768,0.000,0.008,20067,16188,7,0.407,0.011,0.030,174459,0.144,0.308,0.001,37.00,13280,97,115.746,0.000,0.003,268154,1.00,17.71,0.000,0.000,0.000,6,8,12,49,6471,0.025,1.85,0.0059,0.000,8,0.156,0.000,0.282,0.061,2.18,3.23,3.92,0.00,0.000,1.00,1.00,1.00,0.157,0.00167,124.59,1.1399,216.33
250000,724,1.428,0.053,10.44,30563,29358,156,0,1049,34,370280.9,11961.3,0.003,0.204,0.381,0.411,757,9.07,3.36,0.05,0.59,0.03,0.32,0.06,0.58,8.94,3.25,0.00,0.00,0.003,0.034,106,0.202,0.193,0.787,0.000,0.019,21252,17138,6,0.367,0.123,0.015,90797,0.186,0.221,0.001,37.06,12870,0,351.803,0.000,0.004,220071,1.02,17.20,0.000,0.003,0.000,6,8,12,40,6569,0.025,1.86,0.0057,0.000,9,0.142,0.000,0.288,0.062,2.30,3.21,4.27,0.00,0.001,1.01,1.03,1.03,0.142,0.00154,124.52,1.1956,208.69
260000,753,1.484,0.061,10.67,30088,29040,150,1,868,57,371260.0,12171.1,0.006,0.202,0.375,0.417,760,8.64,3.32,0.01,0.20,0.06,1.53,0.04,0.48,8.53,2.70,0.00,0.00,0.001,0.025,88,0.267,0.214,0.777,0.001,0.008,21139,16975,7,0.352,0.031,0.009,131866,0.163,0.306,0.002,37.20,12662,157,213.527,0.000,0.004,218237,1.00,17.63,0.001,0.004,0.000,5,8,11,64,6503,0.025,3.26,0.0058,0.000,20,0.142,0.000,0.280,0.067,2.34,3.10,4.15,0.00,0.000,1.01,1.00,1.00,0.142,0.00152,122.97,1.2194,227.68
270000,699,1.469,0.048,11.57,28867,27844,130,2,945,105,365993.0,11023.2,0.007,0.224,0.366,0.403,769,9.40,2.98,0.00,0.00,0.02,0.19,0.11,1.70,9.27,2.56,0.00,0.00,0.001,0.013,79,0.243,0.223,0.768,0.001,0.007,19596,16114,5,0.326,0.080,0.009,81632,0.177,0.217,0.001,36.59,12302,156,104.983,0.500,0.003,271458,1.00,17.53,0.000,0.000,0.000,7,8,12,40,6569,0.025,2.92,0.0056,0.009,7,0.159,0.000,0.280,0.057,2.22,3.13,4.13,0.00,0.000,1.00,1.00,1.00,0.159,0.00173,123.93,1.1007,212.95
280000,678,1.477,0.056,11.71,28330,27350,132,1,868,54,361836.5,10276.0,0.001,0.225,0.396,0.377,772,9.25,3.20,0.00,0.08,0.08,1.22,0.09,1.26,9.07,2.74,0.00,0.00,0.004,0.037,77,0.189,0.199,0.792,0.000,0.009,18549,14373,6,0.273,0.173,0.013,80036,0.179,0.277,0.001,36.22,12635,8,190.297,1.000,0.001,291332,1.00,17.75,0.000,0.004,0.000,7,8,12,46,6269,0.024,1.39,0.0059,0.000,5,0.175,0.000,0.279,0.049,2.35,3.03,4.15,0.00,0.000,1.00,1.00,1.01,0.175,0.00175,125.83,1.0273,211.69
290000,621,1.417,0.049,11.84,26948,25916,143,0,946,48,336141.5,10085.8,0.001,0.208,0.422,0.370,818,9.56,3.47,0.01,0.11,0.08,1.01,0.08,1.46,9.39,3.19,0.00,0.00,0.004,0.046,69,0.224,0.225,0.767,0.002,0.006,18099,12819,6,0.303,0.027,0.013,78022,0.172,0.218,0.001,33.62,12055,0,210.121,0.000,0.005,254290,1.01,17.82,0.000,0.002,0.000,7,9,12,36,5935,0.023,1.32,0.0058,0.008,6,0.177,0.000,0.307,0.049,2.22,3.27,3.85,0.00,0.000,1.01,1.01,1.00,0.177,0.00166,128.50,1.0102,226.83
300000,673,1.358,0.048,9.98,25216,24308,165,0,691,22,302381.2,10177.5,0.001,0.203,0.351,0.445,948,8.18,3.03,0.01,0.18,0.03,0.36,0.04,0.71,8.10,2.92,0.00,0.00,0.002,0.026,72,0.361,0.211,0.780,0.001,0.007,21074,17020,6,0.676,0.000,0.003,99832,0.148,0.204,0.001,30.27,11186,0,462.614,0.000,0.007,236845,1.00,17.47,0.000,0.000,0.000,6,8,10,54,5502,0.021,1.11,0.0055,0.004,7,0.184,0.000,0.345,0.080,2.03,3.38,3.92,0.00,0.000,1.00,1.00,1.00,0.184,0.00126,132.06,1.0175,224.62
310000,752,1.317,0.051,9.74,29560,28588,216,0,677,27,365315.9,10885.9,0.001,0.212,0.285,0.503,810,8.05,3.79,0.01,0.12,0.03,0.53,0.04,0.58,7.98,3.51,0.00,0.00,0.001,0.017,65,0.347,0.213,0.773,0.000,0.015,23481,20319,3,0.735,0.039,0.005,57710,0.177,0.241,0.001,36.59,12519,0,403.181,0.000,0.001,317989,1.01,17.40,0.000,0.000,0.000,6,8,9,55,6054,0.023,1.58,0.0061,0.012,7,0.189,0.000,0.291,0.070,2.05,3.36,3.95,0.00,0.000,1.01,1.01,1.00,0.189,0.00138,125.27,1.0864,203.18
320000,731,1.391,0.052,9.60,29864,29039,175,0,671,3,375848.8,10807.7,0.001,0.227,0.256,0.516,787,7.87,2.03,0.00,0.11,0.01,0.09,0.01,0.26,7.85,2.03,0.00,0.00,0.000,0.007,61,0.372,0.231,0.765,0.001,0.003,22854,19903,3,0.758,0.000,0.001,54036,0.202,0.208,0.001,37.67,12929,0,3602.573,0.000,0.004,370365,1.00,17.45,0.000,0.000,0.000,6,8,9,32,5751,0.022,1.97,0.0066,0.026,3,0.200,0.000,0.279,0.067,1.99,3.32,3.98,0.00,0.000,1.00,1.00,1.00,0.200,0.00155,123.80,1.0800,192.33
330000,772,1.363,0.047,9.57,30444,29534,165,0,704,16,374983.8,10250.5,0.000,0.230,0.268,0.502,788,8.03,2.27,0.00,0.07,0.02,0.41,0.06,0.98,7.94,1.96,0.00,0.00,0.002,0.041,70,0.367,0.246,0.740,0.001,0.013,23090,19635,3,0.709,0.000,0.005,77793,0.154,0.145,0.000,37.56,13082,0,640.653,0.000,0.001,396192,1.00,17.42,0.000,0.000,0.000,6,8,9,30,6197,0.024,2.08,0.0061,0.019,4,0.211,0.000,0.284,0.059,2.08,3.29,4.01,0.00,0.000,1.00,1.00,1.00,0.211,0.00148,123.80,1.0246,186.46
340000,754,1.381,0.052,9.67,29990,29210,148,0,650,11,374778.3,10295.0,0.001,0.236,0.266,0.497,794,8.37,3.85,0.03,0.54,0.12,2.15,0.09,0.81,8.13,2.75,0.00,0.00,0.003,0.043,73,0.312,0.235,0.756,0.001,0.008,22873,19192,3,0.736,0.000,0.017,58616,0.199,0.211,0.001,37.51,12981,0,935.908,0.000,0.005,394421,1.01,17.34,0.001,0.000,0.000,6,8,9,64,6309,0.024,1.70,0.0061,0.031,4,0.208,0.000,0.283,0.062,2.06,3.33,4.03,0.01,0.001,1.01,1.01,1.00,0.208,0.00155,124.23,1.0304,194.11
350000,752,1.383,0.064,9.70,30353,29534,193,0,628,23,378046.2,11020.0,0.002,0.226,0.270,0.503,769,8.09,3.63,0.01,0.26,0.01,0.19,0.07,0.71,8.00,3.28,0.00,0.00,0.001,0.010,66,0.285,0.211,0.782,0.000,0.007,23764,19175,5,0.706,0.027,0.015,75296,0.174,0.327,0.002,37.89,13818,0,479.129,0.000,0.003,379093,1.00,17.36,0.000,0.000,0.000,6,8,9,52,6087,0.023,3.66,0.0063,0.013,4,0.203,0.000,0.284,0.070,2.04,3.31,4.05,0.00,0.000,1.00,1.00,1.00,0.203,0.00149,121.89,1.1046,216.05
360000,661,1.324,0.150,9.81,27017,26470,203,0,435,0,347652.5,9390.1,0.001,0.217,0.278,0.505,854,8.16,3.33,0.00,0.12,0.09,1.92,0.06,0.83,8.00,2.54,0.00,0.00,0.003,0.039,66,0.428,0.225,0.766,0.000,0.009,21345,16373,2,0.812,0.057,0.009,71372,0.216,0.897,0.013,34.96,11846,0,9390.142,0.000,0.003,314038,1.00,17.59,0.002,0.000,0.000,6,8,9,64,5392,0.021,32.45,0.0066,0.000,5,0.193,0.000,0.285,0.062,1.97,3.58,3.70,0.00,0.000,1.00,1.00,1.00,0.193,0.00153,96.03,0.9427,252.50
370000,746,1.384,0.056,9.97,25887,25105,260,0,437,10,322044.8,11977.0,0.006,0.208,0.290,0.496,922,8.31,3.16,0.02,0.38,0.03,0.43,0.05,0.70,8.21,3.00,0.00,0.00,0.003,0.039,70,0.496,0.260,0.731,0.000,0.009,22919,17097,4,0.761,0.019,0.009,109946,0.135,0.289,0.001,32.11,11721,0,1197.697,0.000,0.003,301173,1.01,17.09,0.000,0.000,0.000,6,8,10,41,6200,0.024,23.92,0.0053,0.003,9,0.200,0.000,0.309,0.109,1.96,3.45,4.06,0.00,0.001,1.01,1.01,1.01,0.200,0.00122,107.41,1.1970,244.05
380000,788,1.324,0.049,9.79,29781,28959,211,0,569,19,373405.5,11897.2,0.002,0.229,0.267,0.502,791,7.77,1.70,0.01,0.21,0.01,0.20,0.02,0.40,7.73,1.66,0.00,0.00,0.002,0.032,59,0.453,0.230,0.759,0.003,0.009,23968,17934,3,0.692,0.000,0.003,48287,0.200,0.187,0.001,37.39,12628,0,626.167,0.000,0.003,391596,1.00,17.65,0.000,0.000,0.000,6,8,9,19,6119,0.023,4.05,0.0061,0.009,7,0.209,0.000,0.278,0.079,1.98,3.22,4.15,0.00,0.000,1.00,1.00,1.00,0.209,0.00143,122.00,1.1859,203.01
390000,768,1.339,0.048,9.99,29984,29178,189,0,637,27,375077.2,10796.3,0.001,0.249,0.260,0.489,791,7.75,2.72,0.02,0.40,0.08,1.09,0.12,1.32,7.53,2.22,0.00,0.00,0.006,0.068,60,0.427,0.204,0.779,0.000,0.017,23278,17734,3,0.695,0.000,0.010,50839,0.177,0.154,0.000,37.58,13066,0,399.862,0.000,0.000,445173,1.01,17.60,0.000,0.000,0.000,6,8,9,49,5952,0.023,1.88,0.0065,0.030,10,0.220,0.000,0.276,0.067,2.02,3.21,4.16,0.00,0.001,1.00,1.01,1.01,0.220,0.00157,123.98,1.0784,192.26
400000,762,1.386,0.049,9.87,30841,30025,165,0,657,1,380615.8,10555.0,0.000,0.246,0.268,0.486,768,8.12,2.82,0.05,0.96,0.01,0.23,0.02,0.36,8.04,2.33,0.00,0.00,0.002,0.039,74,0.466,0.206,0.783,0.001,0.009,23807,18530,3,0.537,0.177,0.004,37002,0.204,0.188,0.001,38.13,13650,0,10554.963,0.000,0.003,466199,1.01,17.33,0.000,0.000,0.000,6,8,9,48,6189,0.024,2.24,0.0062,0.001,9,0.227,0.000,0.271,0.060,2.03,3.30,4.21,0.00,0.001,1.00,1.02,1.01,0.228,0.00158,123.07,1.0539,174.24
410000,763,1.392,0.050,9.78,31837,30973,175,0,688,7,386333.4,12359.9,0.003,0.249,0.260,0.488,753,8.35,3.51,0.00,0.04,0.05,0.63,0.05,0.65,8.25,3.22,0.00,0.00,0.003,0.032,70,0.375,0.204,0.790,0.001,0.004,25370,20898,5,0.341,0.021,0.008,56664,0.183,0.188,0.001,38.65,14078,0,1765.705,0.000,0.005,419598,1.00,17.39,0.001,0.000,0.000,6,8,10,64,6371,0.024,4.59,0.0061,0.000,18,0.204,0.000,0.265,0.075,2.12,3.26,4.33,0.00,0.000,1.00,1.00,1.00,0.204,0.00167,120.21,1.2385,195.53
