step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side
5000,1,288,10.0,0.0,0.1,0.0,9.8,0.0,1.01,15.8,32,289,17.45,0.77,264,16,8,0.0,1.01,1.02,1.02,2.83,3.32,4.86
5000,3,249,13.7,0.0,0.0,0.0,13.7,0.0,1.01,16.2,50,313,22.72,0.59,248,1,0,0.0,1.00,1.01,1.01,3.13,3.61,4.31
6000,1,288,10.1,0.1,0.0,0.0,10.1,0.0,1.03,15.6,36,335,20.33,0.51,267,19,2,0.0,1.02,1.02,1.04,2.91,3.27,5.01
6000,3,276,11.3,0.0,0.0,0.0,11.2,0.0,1.01,17.6,48,344,22.07,0.50,275,0,1,0.0,1.01,1.01,1.01,2.82,3.14,4.09
7000,1,323,10.6,0.2,0.1,0.0,10.3,0.0,1.06,15.2,51,268,16.15,0.53,292,21,10,0.0,1.02,1.08,1.06,2.83,3.41,5.06
7000,3,279,10.6,0.0,0.0,0.0,10.6,0.0,1.00,18.1,32,370,23.09,0.43,277,0,2,0.0,1.00,1.00,1.00,2.82,2.93,4.03
7000,10,17,14.1,0.5,0.0,1.1,12.5,0.0,1.09,13.5,12,58,4.92,0.45,0,13,4,0.0,1.15,1.03,1.08,2.94,6.06,3.18
8000,1,302,10.6,0.1,0.0,0.0,10.5,0.0,1.02,15.2,35,317,19.79,0.48,280,20,2,0.0,1.00,1.02,1.02,2.90,3.39,5.08
8000,3,285,10.7,0.0,0.1,0.0,10.6,0.0,1.00,17.8,45,415,25.86,0.51,285,0,0,0.0,1.00,1.00,1.00,2.76,2.95,4.13
8000,10,11,31.8,8.3,0.5,0.5,22.5,0.0,2.59,4.0,7,97,10.87,5.62,0,10,1,0.0,3.16,1.00,3.10,5.00,6.45,7.55
9000,1,301,10.5,0.2,0.0,0.1,10.2,0.0,1.05,15.3,40,298,18.58,0.48,278,19,4,0.0,1.04,1.06,1.04,3.02,3.48,4.95
9000,3,284,10.7,0.1,0.0,0.0,10.6,0.0,1.02,18.0,47,420,26.27,0.55,281,0,3,0.0,1.00,1.03,1.02,2.69,2.93,4.06
9000,10,18,32.8,4.0,1.3,1.9,25.6,0.0,1.31,2.2,9,220,35.90,13.22,0,14,4,0.0,1.31,1.00,1.48,4.78,7.33,7.56
10000,1,307,10.6,0.1,0.0,0.1,10.4,0.0,1.03,15.1,35,320,19.82,0.45,278,27,2,0.0,1.02,1.04,1.04,2.95,3.58,4.94
10000,3,283,11.0,0.0,0.0,0.0,10.9,0.0,1.01,17.9,46,411,25.91,0.48,283,0,0,0.0,1.01,1.02,1.01,2.79,3.00,4.05
10000,10,17,34.9,6.0,0.9,2.4,25.5,0.0,1.76,1.6,9,284,36.96,22.23,0,10,7,0.1,1.78,1.65,1.81,4.88,7.82,7.59
11000,1,301,10.4,0.0,0.0,0.0,10.3,0.0,1.01,15.3,33,327,20.33,0.44,278,21,2,0.0,1.00,1.02,1.02,2.94,3.59,4.81
11000,3,274,11.4,0.1,0.1,0.0,11.2,0.0,1.04,17.7,39,414,26.47,0.50,273,0,1,0.0,1.02,1.05,1.05,2.82,3.03,4.12
11000,10,5,41.8,26.6,0.0,2.4,12.8,0.0,6.03,0.0,3,304,40.63,2.50,0,3,2,0.0,9.23,1.00,6.95,5.00,8.00,8.00
12000,3,292,10.8,0.2,0.0,0.0,10.6,0.0,1.07,18.2,33,383,24.54,0.53,290,0,2,0.0,1.05,1.07,1.07,2.79,3.03,3.90
12000,1,287,10.4,0.1,0.0,0.0,10.2,0.0,1.03,15.3,32,352,21.70,0.44,272,13,2,0.0,1.01,1.04,1.03,2.93,3.58,4.84
13000,1,287,11.2,0.8,0.0,0.0,10.4,0.0,1.18,14.9,40,328,20.43,0.49,274,10,3,0.0,1.02,1.31,1.20,3.05,3.77,4.89
13000,3,284,10.8,0.2,0.1,0.0,10.6,0.0,1.07,18.2,35,364,23.40,0.49,283,0,1,0.0,1.06,1.09,1.08,2.69,3.01,3.87
14000,1,310,10.8,0.4,0.0,0.0,10.4,0.0,1.13,14.9,35,318,19.92,0.38,286,21,3,0.0,1.04,1.20,1.14,2.95,3.76,4.82
