step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion
160000,668,1.422,0.100,6.28,27682,26919,10,0,763,15,346665.5,35528.6,0.010,0.290,0.477,0.223,906,8.99,3.49,0.05,1.09,0.06,0.73,0.02,0.54,8.86,3.17,0.00,0.00,0.004,0.048,70,0.322,0.141,0.850,0.001,0.007,18152,14495,3,0.840,0.048,0.001,19008,0.164,0.614,0.002,34.62,8489,0,2368.572,0.000,0.012,468783,1.02,17.71,0.000,0.000,0.000,6,9,12,46,6006,0.023,4.11,0.0059,0.000,5,0.223,0.000,0.314,0.046,2.60,3.18,3.97,0.00,0.001,1.01,1.02,1.02,0.223,0.00205,124.72,3.5403,834.20
170000,678,1.401,0.096,6.07,27016,26269,7,0,730,13,347556.4,32509.7,0.012,0.290,0.476,0.222,917,9.28,4.61,0.08,1.50,0.01,0.15,0.06,0.78,9.13,4.14,0.00,0.00,0.001,0.015,73,0.176,0.134,0.853,0.000,0.013,17226,13804,2,0.413,0.553,0.007,16980,0.188,0.575,0.001,34.70,8018,0,2500.744,0.000,0.012,402678,1.02,17.61,0.001,0.000,0.000,6,9,11,64,6289,0.024,2.43,0.0056,0.004,13,0.196,0.000,0.321,0.035,2.53,3.28,3.92,0.00,0.000,1.01,1.03,1.02,0.196,0.00209,126.31,3.2462,770.69
180000,662,1.457,0.094,6.27,26864,26134,4,0,742,3,348025.5,31330.9,0.010,0.292,0.483,0.215,916,8.83,3.21,0.05,0.76,0.03,0.49,0.00,0.04,8.75,3.04,0.00,0.00,0.002,0.034,72,0.192,0.139,0.853,0.000,0.008,16915,14572,2,0.424,0.482,0.002,26299,0.146,0.568,0.001,34.75,7928,0,10443.639,0.000,0.012,401971,1.02,17.74,0.000,0.000,0.000,6,9,11,35,5844,0.022,2.12,0.0060,0.017,2,0.193,0.000,0.332,0.028,2.54,3.21,3.94,0.00,0.000,1.02,1.03,1.02,0.193,0.00216,126.57,3.1343,764.25
190000,677,1.387,0.092,6.34,26107,25297,2,0,793,24,339924.4,32853.6,0.009,0.279,0.495,0.216,920,9.21,3.76,0.11,1.42,0.05,0.53,0.04,0.68,9.01,3.39,0.00,0.00,0.005,0.050,91,0.161,0.148,0.840,0.001,0.010,16836,14244,3,0.733,0.109,0.004,39520,0.191,0.551,0.001,33.94,7944,0,1368.902,0.000,0.018,353188,1.04,17.26,0.000,0.000,0.000,5,9,12,43,6232,0.024,4.33,0.0056,0.021,11,0.183,0.000,0.323,0.041,2.65,3.16,4.25,0.00,0.001,1.03,1.04,1.09,0.183,0.00197,125.16,3.2812,707.79
200000,662,1.442,0.093,6.36,25845,25110,7,0,743,4,338550.7,33947.5,0.008,0.278,0.497,0.216,917,9.52,4.12,0.00,0.09,0.01,0.11,0.11,0.59,9.40,4.01,0.00,0.00,0.001,0.010,65,0.211,0.110,0.884,0.002,0.005,16795,13618,3,0.805,0.000,0.036,38580,0.137,0.554,0.001,33.77,8425,0,8486.877,0.000,0.011,351896,1.00,17.16,0.000,0.000,0.000,6,9,12,51,6303,0.024,17.87,0.0054,0.008,20,0.185,0.000,0.314,0.050,2.62,3.40,4.02,0.00,0.000,1.00,1.00,1.00,0.185,0.00205,111.80,3.3985,729.93
210000,675,1.372,0.095,6.29,26675,25842,3,0,817,11,346037.3,33541.1,0.010,0.293,0.490,0.207,923,8.88,3.44,0.06,1.32,0.00,0.08,0.02,0.34,8.80,3.26,0.00,0.00,0.000,0.006,54,0.239,0.142,0.844,0.001,0.012,17296,14058,3,0.804,0.129,0.003,46935,0.113,0.546,0.001,34.52,8542,0,3049.187,0.000,0.012,425419,1.02,17.81,0.000,0.000,0.000,6,9,12,56,5994,0.023,5.83,0.0058,0.010,9,0.204,0.000,0.319,0.037,2.52,3.32,3.78,0.00,0.000,1.02,1.02,1.03,0.204,0.00208,123.09,3.3577,748.56
220000,659,1.391,0.095,6.52,26805,26058,5,0,758,4,346419.7,34073.3,0.009,0.276,0.504,0.211,905,8.86,3.26,0.09,1.57,0.02,0.33,0.02,0.29,8.72,2.91,0.00,0.00,0.002,0.021,73,0.158,0.156,0.839,0.002,0.003,17386,14359,4,0.687,0.000,0.006,17323,0.171,0.571,0.001,34.57,8729,0,8518.335,0.000,0.015,346959,1.03,17.53,0.000,0.000,0.000,6,9,12,43,5836,0.022,2.49,0.0060,0.000,12,0.179,0.000,0.320,0.048,2.54,3.50,3.75,0.00,0.000,1.02,1.04,1.03,0.179,0.00203,126.38,3.4103,760.85
230000,646,1.425,0.232,6.43,24140,23514,1,0,638,9,335394.6,28938.3,0.009,0.287,0.507,0.197,940,8.69,2.86,0.03,0.36,0.02,0.29,0.02,0.47,8.62,2.68,0.00,0.00,0.001,0.011,67,0.214,0.138,0.853,0.003,0.006,14814,11700,4,0.353,0.043,0.002,24392,0.168,1.149,0.018,33.65,7763,0,3215.364,0.000,0.012,323373,1.01,17.81,0.000,0.000,0.000,6,9,10,30,5612,0.021,38.49,0.0060,0.000,7,0.164,0.000,0.307,0.033,2.50,3.37,3.75,0.00,0.000,1.01,1.01,1.01,0.164,0.00210,91.29,2.9261,1071.17
240000,689,1.432,0.097,6.48,27715,26942,10,0,720,17,345182.6,36163.1,0.014,0.270,0.509,0.207,900,8.63,4.22,0.09,1.19,0.04,0.46,0.02,0.35,8.48,3.65,0.00,0.00,0.004,0.038,74,0.200,0.119,0.866,0.004,0.010,18314,15300,3,0.779,0.113,0.006,19478,0.162,0.412,0.001,34.25,9158,0,2127.244,0.000,0.022,377048,1.02,17.92,0.000,0.000,0.000,6,9,10,51,5949,0.023,17.63,0.0059,0.000,20,0.193,0.000,0.309,0.057,2.50,3.28,3.77,0.01,0.003,1.01,1.03,1.02,0.193,0.00187,111.56,3.5861,746.91
250000,673,1.368,0.259,6.30,25696,24985,14,0,713,21,338802.3,30834.0,0.015,0.250,0.525,0.210,922,8.85,4.07,0.12,1.90,0.04,0.59,0.00,0.00,8.69,3.58,0.00,0.00,0.003,0.038,72,0.223,0.143,0.842,0.006,0.009,16263,12408,5,0.771,0.000,0.000,23086,0.201,1.153,0.021,34.03,7981,0,1468.284,0.000,0.019,306830,1.04,17.28,0.000,0.000,0.000,6,9,10,59,5957,0.023,28.83,0.0058,0.000,19,0.173,0.000,0.298,0.037,2.56,3.35,4.03,0.01,0.003,1.04,1.06,1.04,0.173,0.00176,100.58,3.1000,904.19
260000,625,1.450,0.133,6.52,26426,25701,8,0,765,13,339247.4,34245.4,0.007,0.271,0.509,0.213,908,9.31,4.97,0.22,2.21,0.04,0.81,0.02,0.48,9.03,3.96,0.00,0.00,0.002,0.028,78,0.210,0.147,0.845,0.000,0.008,17524,13230,1,0.454,0.546,0.002,20336,0.152,0.664,0.007,33.64,8247,0,2634.261,0.000,0.011,454802,1.06,16.76,0.000,0.000,0.000,6,9,11,56,5816,0.022,32.92,0.0060,0.000,7,0.228,0.000,0.305,0.057,2.71,3.23,4.60,0.00,0.000,1.02,1.08,1.07,0.228,0.00201,96.88,3.4137,778.97
270000,671,1.385,0.078,6.34,26628,25852,3,1,726,13,341217.4,31152.5,0.005,0.261,0.498,0.236,914,8.90,2.72,0.03,0.39,0.03,0.56,0.08,1.09,8.76,2.55,0.00,0.00,0.003,0.047,67,0.246,0.143,0.846,0.001,0.009,17288,14137,2,0.617,0.273,0.007,22851,0.184,0.253,0.000,33.95,8057,123,2396.348,0.000,0.016,411462,1.01,17.01,0.000,0.000,0.000,6,9,10,35,5971,0.023,7.71,0.0058,0.016,16,0.219,0.000,0.316,0.037,2.59,3.27,4.35,0.00,0.000,1.01,1.02,1.02,0.219,0.00180,121.77,3.1118,727.37
280000,659,1.397,0.078,6.42,26230,25474,9,0,759,12,334663.7,30502.7,0.005,0.241,0.506,0.249,906,9.19,2.89,0.10,1.37,0.00,0.09,0.03,0.30,9.05,2.46,0.00,0.00,0.000,0.006,63,0.190,0.144,0.842,0.002,0.012,17270,13097,2,0.566,0.300,0.011,24525,0.145,0.251,0.001,33.44,8336,0,2541.894,0.000,0.006,351839,1.04,16.72,0.000,0.000,0.000,7,9,12,35,6053,0.023,1.11,0.0056,0.000,8,0.213,0.000,0.317,0.030,2.68,3.32,4.45,0.00,0.000,1.03,1.04,1.04,0.213,0.00173,128.90,3.0484,693.93
290000,588,1.378,0.075,6.22,24466,23847,3,0,687,3,314558.4,27960.5,0.006,0.237,0.511,0.246,982,9.35,3.88,0.09,1.36,0.00,0.00,0.01,0.25,9.24,3.64,0.00,0.00,0.000,0.000,56,0.328,0.133,0.849,0.002,0.017,16811,11463,2,0.719,0.248,0.003,22929,0.149,0.247,0.001,31.42,7578,0,9320.183,0.000,0.015,343283,1.03,17.00,0.000,0.000,0.000,6,9,11,58,5498,0.021,0.80,0.0058,0.003,9,0.227,0.000,0.337,0.028,2.56,3.74,3.80,0.00,0.000,1.03,1.03,1.04,0.227,0.00175,131.23,2.7999,717.08
300000,629,1.408,0.073,7.42,22640,22000,4,0,595,0,277311.7,24742.2,0.005,0.211,0.526,0.258,1132,8.47,2.78,0.16,1.53,0.00,0.12,0.00,0.04,8.30,1.94,0.00,0.00,0.000,0.008,57,0.235,0.153,0.833,0.002,0.013,16909,13411,4,0.685,0.049,0.002,16420,0.178,0.231,0.000,27.71,7091,0,24742.215,0.000,0.017,310584,1.05,17.97,0.000,0.000,0.000,6,8,10,44,5328,0.020,1.31,0.0053,0.003,12,0.255,0.000,0.369,0.034,2.44,3.31,3.78,0.00,0.000,1.05,1.07,1.05,0.255,0.00122,134.42,2.4754,714.43
310000,678,1.375,0.078,7.66,26050,25261,13,0,727,0,331787.6,27840.0,0.002,0.203,0.537,0.258,926,9.01,3.70,0.10,1.63,0.00,0.00,0.00,0.00,8.91,3.27,0.00,0.00,0.000,0.000,62,0.229,0.153,0.842,0.001,0.003,17243,14824,3,0.817,0.012,0.000,9073,0.168,0.269,0.001,33.18,8459,0,27840.012,0.000,0.010,305240,1.03,17.46,0.001,0.000,0.000,7,9,10,64,6108,0.023,1.06,0.0055,0.009,3,0.217,0.000,0.301,0.025,2.43,3.22,4.18,0.00,0.000,1.02,1.04,1.03,0.217,0.00136,129.21,2.7799,661.08
320000,636,1.415,0.076,7.69,25957,25293,9,0,697,0,342090.6,28968.9,0.002,0.206,0.536,0.256,883,9.36,3.87,0.10,1.46,0.00,0.04,0.00,0.00,9.26,3.54,0.00,0.00,0.000,0.002,60,0.355,0.159,0.836,0.003,0.002,17026,14929,3,0.844,0.000,0.000,9025,0.144,0.225,0.001,34.18,9074,0,28968.889,0.000,0.014,293956,1.03,16.82,0.000,0.000,0.000,7,9,10,48,5952,0.023,1.46,0.0058,0.020,6,0.202,0.000,0.281,0.028,2.61,3.55,4.17,0.00,0.002,1.03,1.04,1.03,0.202,0.00154,127.80,2.8990,667.77
330000,642,1.404,0.080,7.83,26062,25326,13,0,717,0,340594.9,29096.9,0.001,0.204,0.529,0.265,892,9.21,2.99,0.08,0.96,0.00,0.00,0.02,0.51,9.11,2.57,0.00,0.00,0.000,0.000,72,0.304,0.146,0.849,0.000,0.005,16963,13931,3,0.840,0.009,0.002,7911,0.119,0.262,0.001,34.03,9067,0,29096.854,0.000,0.006,307925,1.02,16.88,0.000,0.000,0.000,7,9,11,39,5913,0.023,1.65,0.0058,0.012,9,0.213,0.000,0.289,0.027,2.56,3.35,4.25,0.00,0.000,1.02,1.03,1.02,0.213,0.00152,127.76,2.9107,662.10
340000,669,1.374,0.076,8.12,25763,25008,9,0,719,0,339939.4,30231.8,0.002,0.209,0.521,0.268,895,9.07,3.58,0.07,1.37,0.01,0.20,0.01,0.16,8.99,3.34,0.00,0.00,0.001,0.022,73,0.392,0.166,0.824,0.000,0.010,17321,13278,3,0.867,0.010,0.003,16866,0.121,0.234,0.001,33.94,9444,0,30231.840,0.000,0.006,293331,1.03,17.00,0.000,0.000,0.000,6,9,10,54,6071,0.023,2.74,0.0057,0.019,6,0.201,0.000,0.287,0.039,2.46,3.40,4.11,0.00,0.000,1.02,1.02,1.03,0.201,0.00150,126.76,3.0239,653.67
350000,660,1.426,0.082,7.90,26354,25507,18,0,838,0,344701.5,29889.7,0.003,0.208,0.526,0.264,878,9.00,3.76,0.09,1.43,0.00,0.00,0.08,0.85,8.83,2.87,0.00,0.00,0.000,0.000,71,0.336,0.126,0.868,0.003,0.003,17590,12896,4,0.706,0.085,0.011,18523,0.182,0.261,0.001,34.44,9391,0,29889.730,0.000,0.020,281262,1.02,17.40,0.000,0.000,0.000,6,8,10,58,5942,0.023,2.09,0.0059,0.009,6,0.189,0.000,0.294,0.032,2.53,3.32,4.03,0.00,0.000,1.01,1.04,1.02,0.189,0.00154,126.90,2.9964,712.36
360000,587,1.373,0.081,7.85,25847,25162,11,0,747,2,324859.8,30218.4,0.003,0.197,0.512,0.289,936,9.34,2.53,0.07,0.79,0.01,0.07,0.01,0.16,9.25,2.27,0.00,0.00,0.000,0.005,63,0.358,0.138,0.853,0.000,0.009,18484,13812,5,0.567,0.092,0.002,25265,0.167,0.248,0.001,32.43,9233,0,15109.214,0.000,0.012,264764,1.02,17.20,0.000,0.000,0.000,6,10,12,26,5480,0.021,2.18,0.0060,0.000,4,0.204,0.000,0.300,0.036,2.51,3.71,3.70,0.00,0.000,1.02,1.03,1.02,0.204,0.00154,128.82,3.0275,752.27
370000,673,1.351,0.080,7.85,25384,24685,10,0,603,2,302262.6,29988.3,0.002,0.177,0.501,0.320,1017,9.38,2.96,0.01,0.19,0.00,0.05,0.00,0.00,9.36,2.95,0.00,0.00,0.000,0.007,70,0.257,0.159,0.828,0.000,0.013,19731,14024,5,0.413,0.058,0.000,35949,0.181,0.250,0.001,30.20,9155,0,14994.138,0.000,0.012,263009,1.01,17.52,0.000,0.000,0.000,6,10,12,33,6311,0.024,2.22,0.0048,0.004,6,0.240,0.000,0.310,0.046,2.33,3.74,3.52,0.00,0.000,1.01,1.01,1.00,0.240,0.00111,131.03,3.0015,762.70
380000,722,1.357,0.075,7.70,29138,28417,8,0,664,9,352825.5,36068.3,0.003,0.179,0.493,0.326,857,9.45,3.28,0.09,0.85,0.01,0.18,0.00,0.00,9.35,2.95,0.00,0.00,0.002,0.039,76,0.219,0.183,0.806,0.003,0.008,21109,17829,4,0.504,0.011,0.000,17276,0.139,0.202,0.000,35.26,10245,0,4007.591,0.000,0.014,262350,1.03,17.18,0.000,0.000,0.000,6,10,12,43,6824,0.026,2.19,0.0052,0.018,6,0.203,0.000,0.244,0.049,2.29,3.69,3.76,0.00,0.000,1.04,1.04,1.02,0.203,0.00126,125.99,3.6022,699.12
390000,692,1.428,0.079,7.67,29078,28395,8,0,705,3,354993.9,34810.2,0.001,0.201,0.478,0.320,856,9.25,3.99,0.16,1.32,0.07,0.80,0.01,0.15,9.02,3.12,0.00,0.00,0.007,0.052,87,0.182,0.158,0.829,0.003,0.010,20430,17487,5,0.406,0.064,0.001,9284,0.134,0.231,0.000,35.48,10207,0,11603.406,0.000,0.019,283336,1.05,17.23,0.000,0.000,0.000,6,10,11,47,6400,0.024,1.60,0.0057,0.033,3,0.192,0.000,0.250,0.048,2.34,3.64,3.77,0.00,0.000,1.05,1.07,1.04,0.192,0.00146,126.35,3.4815,689.20
400000,730,1.356,0.165,7.68,29181,28320,8,0,815,10,353103.6,35166.3,0.001,0.201,0.475,0.324,846,8.42,3.22,0.07,0.84,0.02,0.37,0.00,0.04,8.32,2.90,0.00,0.00,0.003,0.045,82,0.151,0.171,0.821,0.000,0.008,20243,16917,3,0.395,0.000,0.001,8430,0.185,0.860,0.012,35.45,9987,0,3516.627,0.000,0.011,241317,1.02,17.76,0.000,0.000,0.000,6,8,11,49,6144,0.023,18.20,0.0058,0.008,7,0.163,0.000,0.250,0.048,2.14,3.51,3.64,0.00,0.000,1.03,1.03,1.02,0.163,0.00136,109.79,3.5313,824.55
410000,722,1.385,0.267,7.67,27766,27091,13,0,670,11,347765.1,31847.0,0.001,0.193,0.474,0.333,859,8.61,3.48,0.05,0.62,0.03,0.44,0.00,0.00,8.53,3.34,0.00,0.00,0.003,0.042,81,0.217,0.163,0.821,0.007,0.008,18542,15556,3,0.381,0.129,0.000,12495,0.149,1.227,0.024,34.95,9968,0,2895.181,0.000,0.030,212259,1.02,17.86,0.000,0.000,0.000,6,8,11,36,6213,0.024,41.88,0.0056,0.003,9,0.149,0.000,0.241,0.043,2.17,3.51,3.58,0.00,0.000,1.03,1.03,1.02,0.149,0.00132,86.60,3.1895,863.19
