step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion
110000,859,1.515,0.068,9.85,39851,38828,23,0,983,64,487053.5,17568.8,0.005,0.272,0.460,0.262,573,11.41,4.43,0.03,0.45,0.08,1.22,0.08,0.84,11.22,4.12,0.00,0.00,0.004,0.038,117,0.228,0.228,0.759,0.001,0.012,31156,25235,7,0.312,0.006,0.017,153196,0.170,0.459,0.001,48.48,17379,0,274.512,0.000,0.001,577698,1.01,15.19,0.000,0.000,0.000,8,9,16,44,9802,0.037,0.01,0.0051,0.000,5,0.237,0.000,0.381,0.081,2.64,3.57,4.87,0.00,0.000,1.00,1.01,1.01,0.237,0.00238,114.71,1.7596,309.96
120000,856,1.483,0.073,9.62,40085,39008,16,0,1064,20,491266.4,17927.2,0.006,0.246,0.456,0.292,575,11.87,4.96,0.01,0.22,0.03,0.47,0.10,1.18,11.72,4.88,0.00,0.00,0.003,0.042,133,0.183,0.225,0.756,0.001,0.018,31437,26261,6,0.350,0.027,0.025,124543,0.196,0.463,0.001,48.93,17343,0,896.358,0.000,0.005,466080,1.01,15.25,0.000,0.000,0.000,7,10,19,37,10159,0.039,0.01,0.0049,0.001,8,0.215,0.000,0.370,0.080,2.64,3.55,5.00,0.00,0.000,1.01,1.01,1.01,0.215,0.00231,114.26,1.7940,315.93
130000,847,1.521,0.074,10.02,39701,38761,21,0,928,10,484720.5,18288.2,0.006,0.226,0.468,0.300,585,11.10,4.25,0.03,0.37,0.05,0.76,0.13,1.75,10.90,3.70,0.00,0.00,0.003,0.047,123,0.129,0.205,0.776,0.001,0.018,32002,25311,7,0.336,0.024,0.013,162056,0.173,0.439,0.001,48.25,17378,0,1828.823,0.000,0.005,452598,1.01,15.55,0.000,0.000,0.000,7,10,17,55,9403,0.036,0.01,0.0053,0.013,5,0.228,0.000,0.377,0.087,2.57,3.51,4.82,0.00,0.000,1.01,1.01,1.02,0.228,0.00210,114.94,1.8296,313.70
140000,887,1.540,0.061,10.68,40569,39376,38,1,1114,49,484030.9,17856.9,0.008,0.229,0.436,0.327,571,11.03,4.55,0.08,0.88,0.11,1.11,0.11,1.75,10.73,3.94,0.00,0.03,0.006,0.055,125,0.255,0.194,0.782,0.002,0.021,31956,26626,5,0.324,0.180,0.017,120115,0.184,0.429,0.001,48.17,17824,666,364.427,0.000,0.008,451553,1.03,15.76,0.000,0.000,0.001,7,9,17,58,9784,0.037,0.01,0.0051,0.006,8,0.218,0.000,0.366,0.084,2.60,3.45,4.72,0.01,0.003,1.03,1.04,1.02,0.218,0.00195,115.02,1.7844,294.92
150000,896,1.459,0.056,11.60,40413,39355,49,0,1000,20,481373.6,17489.7,0.008,0.219,0.416,0.358,561,9.94,2.64,0.06,0.82,0.17,1.25,0.10,0.98,9.61,2.10,0.00,0.00,0.012,0.078,103,0.413,0.212,0.768,0.000,0.020,30031,23896,5,0.722,0.000,0.018,154458,0.178,0.384,0.001,47.88,18432,0,874.487,0.000,0.003,380328,1.02,17.21,0.000,0.000,0.000,8,9,12,42,8908,0.034,0.01,0.0056,0.001,5,0.191,0.000,0.348,0.082,2.58,3.44,4.01,0.00,0.002,1.02,1.02,1.03,0.191,0.00185,115.31,1.7471,269.13
160000,903,1.416,0.051,11.75,44097,42849,73,1,1167,61,493771.7,18400.4,0.002,0.180,0.398,0.420,563,9.83,2.85,0.07,0.64,0.17,1.62,0.09,0.83,9.51,2.37,0.00,0.00,0.009,0.076,120,0.457,0.204,0.783,0.000,0.013,31531,27539,5,0.739,0.039,0.022,146508,0.166,0.377,0.001,49.09,19984,395,301.646,0.000,0.003,210679,1.03,17.33,0.000,0.001,0.000,8,9,12,45,8876,0.034,0.00,0.0058,0.020,6,0.122,0.000,0.345,0.079,2.62,3.40,3.99,0.00,0.001,1.03,1.02,1.03,0.122,0.00162,114.10,1.8414,276.23
170000,892,1.494,0.047,11.71,43118,41953,77,1,1098,91,482289.1,18072.5,0.002,0.172,0.413,0.413,571,9.73,3.64,0.02,0.30,0.22,2.27,0.13,1.49,9.36,2.22,0.00,0.10,0.009,0.067,90,0.409,0.203,0.786,0.001,0.010,31021,26230,4,0.744,0.031,0.021,199256,0.143,0.296,0.001,47.95,19774,638,198.599,0.000,0.004,220953,1.01,17.53,0.001,0.002,0.001,8,9,12,64,8675,0.033,0.01,0.0058,0.010,4,0.135,0.000,0.342,0.081,2.52,3.43,3.84,0.00,0.001,1.01,1.00,1.01,0.135,0.00149,115.24,1.8040,242.76
180000,933,1.389,0.047,11.83,42614,41560,73,0,940,86,477828.1,16771.0,0.002,0.164,0.407,0.427,572,9.19,2.87,0.04,0.48,0.13,1.22,0.06,0.75,8.96,2.06,0.00,0.07,0.006,0.048,75,0.367,0.213,0.767,0.001,0.018,28778,23774,3,0.826,0.019,0.013,161569,0.161,0.263,0.000,47.56,19541,0,195.012,0.000,0.002,223596,1.01,18.20,0.000,0.000,0.001,7,9,11,44,8578,0.033,0.01,0.0057,0.013,1,0.143,0.000,0.321,0.070,2.40,3.33,3.61,0.00,0.001,1.01,1.01,1.01,0.143,0.00133,115.63,1.6742,213.51
190000,916,1.385,0.045,11.93,42682,41638,68,1,992,51,461527.6,17184.1,0.002,0.151,0.410,0.437,595,9.49,3.07,0.06,0.77,0.07,0.88,0.11,1.23,9.25,2.62,0.01,0.12,0.004,0.033,70,0.269,0.195,0.785,0.000,0.020,30117,24990,5,0.468,0.123,0.016,156322,0.161,0.227,0.000,45.99,18952,368,336.944,0.000,0.004,232422,1.02,18.32,0.000,0.000,0.002,7,9,13,41,8694,0.033,0.01,0.0054,0.026,4,0.167,0.000,0.329,0.075,2.28,3.33,3.53,0.01,0.002,1.02,1.01,1.03,0.167,0.00120,117.20,1.7194,217.20
200000,935,1.361,0.049,12.24,44350,43123,88,2,1118,22,474848.8,17376.8,0.002,0.144,0.396,0.457,565,9.11,2.61,0.01,0.30,0.14,1.47,0.04,0.44,8.92,2.18,0.00,0.00,0.007,0.064,81,0.249,0.199,0.789,0.001,0.011,31341,26032,4,0.475,0.013,0.010,178291,0.145,0.232,0.000,47.35,19921,424,789.856,0.500,0.003,222674,1.01,18.43,0.000,0.000,0.000,7,9,12,48,8522,0.033,0.01,0.0057,0.011,2,0.162,0.000,0.325,0.072,2.39,3.29,3.52,0.00,0.000,1.01,1.00,1.01,0.163,0.00115,115.85,1.7381,214.24
210000,922,1.441,0.048,12.29,43924,42405,116,0,1416,18,473041.0,15137.4,0.002,0.138,0.432,0.428,564,8.90,2.88,0.05,0.74,0.07,1.16,0.09,0.79,8.70,2.29,0.00,0.00,0.002,0.034,77,0.324,0.197,0.794,0.001,0.008,28007,21485,5,0.412,0.104,0.025,146347,0.149,0.230,0.000,47.16,19413,0,840.968,0.000,0.003,222697,1.02,18.76,0.000,0.000,0.000,7,9,11,43,8206,0.031,0.02,0.0059,0.027,0,0.165,0.000,0.308,0.048,2.39,3.21,3.43,0.00,0.000,1.02,1.02,1.02,0.166,0.00106,116.02,1.5131,201.97
220000,960,1.363,0.048,12.12,45847,44213,124,0,1472,10,487980.2,16753.8,0.002,0.137,0.419,0.443,548,8.86,2.50,0.03,0.38,0.10,1.10,0.09,1.11,8.65,1.84,0.00,0.00,0.005,0.049,83,0.304,0.210,0.770,0.000,0.020,30084,24191,6,0.422,0.019,0.017,182077,0.144,0.230,0.000,48.62,20415,0,1675.377,0.000,0.003,217551,1.01,18.62,0.000,0.000,0.000,7,9,11,35,8510,0.032,0.01,0.0059,0.011,2,0.160,0.000,0.303,0.059,2.43,3.22,3.51,0.00,0.000,1.01,1.01,1.01,0.160,0.00106,114.57,1.6748,188.52
230000,943,1.395,0.050,11.96,43755,42116,135,1,1520,18,477803.2,15025.6,0.002,0.139,0.398,0.460,564,9.01,2.78,0.07,0.77,0.03,0.65,0.13,1.53,8.78,1.73,0.00,0.00,0.002,0.027,79,0.374,0.208,0.779,0.000,0.013,27621,22407,6,0.456,0.028,0.021,141432,0.152,0.185,0.000,47.59,18793,50,834.758,0.000,0.005,218450,1.02,18.51,0.001,0.000,0.000,8,9,10,64,8499,0.032,0.01,0.0058,0.001,5,0.161,0.000,0.302,0.046,2.48,3.21,3.56,0.00,0.001,1.02,1.02,1.02,0.161,0.00108,115.59,1.5020,176.51
240000,927,1.398,0.046,12.81,43591,41885,124,0,1598,18,477253.9,15024.0,0.002,0.143,0.389,0.466,560,8.86,1.95,0.02,0.28,0.09,0.69,0.05,0.51,8.70,1.81,0.00,0.00,0.008,0.066,86,0.337,0.194,0.790,0.000,0.016,26719,22156,5,0.476,0.012,0.019,150964,0.147,0.105,0.000,47.58,19153,0,834.665,0.000,0.001,217727,1.01,18.71,0.000,0.000,0.000,8,9,10,28,8217,0.031,0.01,0.0059,0.000,3,0.156,0.000,0.301,0.044,2.51,3.15,3.54,0.01,0.003,1.01,1.01,1.01,0.156,0.00113,115.61,1.5000,144.73
250000,918,1.389,0.046,13.18,42747,41156,123,0,1477,16,471167.8,14039.6,0.001,0.140,0.396,0.463,545,8.97,2.32,0.07,0.52,0.12,1.13,0.02,0.32,8.77,1.88,0.00,0.00,0.007,0.063,86,0.356,0.204,0.775,0.000,0.022,24849,20498,3,0.475,0.002,0.007,178436,0.136,0.095,0.000,46.98,19510,0,877.478,0.000,0.001,196939,1.02,18.71,0.000,0.000,0.000,8,9,11,38,8237,0.031,0.02,0.0059,0.000,2,0.147,0.000,0.291,0.034,2.57,3.08,3.60,0.01,0.004,1.03,1.02,1.02,0.147,0.00113,116.20,1.4065,163.00
260000,889,1.429,0.045,12.85,41771,40347,123,0,1330,20,466537.6,13576.6,0.001,0.147,0.403,0.448,552,9.34,2.22,0.01,0.19,0.11,0.92,0.10,1.10,9.11,1.79,0.00,0.00,0.007,0.057,96,0.426,0.210,0.774,0.001,0.015,23748,18576,4,0.502,0.046,0.025,171534,0.128,0.099,0.000,46.48,19564,0,678.829,0.000,0.001,193366,1.00,18.23,0.000,0.000,0.000,8,9,12,33,8302,0.032,0.03,0.0058,0.001,3,0.140,0.000,0.292,0.030,2.65,3.14,3.78,0.01,0.003,1.01,1.00,1.01,0.140,0.00122,116.69,1.3566,148.12
270000,888,1.409,0.041,12.69,41070,39649,103,0,1319,16,464158.6,13753.6,0.001,0.140,0.423,0.435,561,9.43,2.61,0.06,0.61,0.06,0.73,0.07,0.82,9.24,2.25,0.00,0.00,0.004,0.047,88,0.347,0.200,0.785,0.000,0.015,24477,17749,7,0.467,0.106,0.014,152068,0.127,0.100,0.000,46.28,19124,0,859.603,0.000,0.001,188235,1.02,18.28,0.000,0.000,0.000,8,9,12,30,8373,0.032,0.02,0.0057,0.018,5,0.145,0.000,0.295,0.034,2.55,3.22,3.68,0.01,0.003,1.02,1.02,1.02,0.145,0.00117,116.90,1.3770,158.26
280000,941,1.433,0.043,12.30,41331,39958,112,1,1207,31,457502.7,13833.2,0.001,0.145,0.397,0.457,574,9.08,3.42,0.07,0.78,0.11,1.34,0.10,1.36,8.80,2.38,0.00,0.03,0.007,0.067,87,0.298,0.185,0.795,0.000,0.020,26027,18621,6,0.645,0.031,0.016,133609,0.145,0.095,0.000,45.67,18888,63,446.231,0.000,0.000,202074,1.03,18.65,0.000,0.000,0.001,7,8,12,59,8545,0.033,0.01,0.0055,0.007,2,0.152,0.000,0.304,0.037,2.46,3.25,3.44,0.01,0.004,1.04,1.04,1.03,0.152,0.00110,117.52,1.3826,148.21
290000,796,1.448,0.042,13.17,40616,39454,126,0,1181,9,440852.2,13304.4,0.001,0.133,0.415,0.450,593,9.63,2.86,0.05,0.63,0.04,0.66,0.13,1.11,9.41,2.49,0.01,0.21,0.003,0.047,88,0.255,0.177,0.807,0.001,0.015,26898,18860,6,0.325,0.029,0.033,198413,0.123,0.107,0.000,43.99,18716,0,1478.270,0.000,0.001,197337,1.02,18.30,0.000,0.000,0.001,8,9,13,38,7664,0.029,0.02,0.0059,0.008,4,0.168,0.000,0.316,0.035,2.48,3.36,3.51,0.01,0.003,1.02,1.01,1.02,0.168,0.00114,119.19,1.3327,164.79
300000,862,1.476,0.040,13.73,39887,38483,136,0,1202,10,419633.2,13254.3,0.002,0.144,0.411,0.444,616,9.39,3.18,0.04,0.49,0.14,1.43,0.16,1.50,9.05,2.32,0.00,0.00,0.010,0.078,99,0.326,0.177,0.796,0.000,0.027,29047,20578,6,0.200,0.203,0.035,222401,0.119,0.088,0.000,41.85,19002,0,1325.435,0.000,0.000,216326,1.01,18.46,0.000,0.000,0.000,8,9,11,57,8091,0.031,0.02,0.0054,0.013,4,0.181,0.000,0.341,0.038,2.30,3.38,3.43,0.00,0.001,1.02,1.01,1.02,0.181,0.00108,121.33,1.3251,156.44
310000,920,1.429,0.044,13.84,44245,42462,229,0,1496,9,470087.8,14194.7,0.001,0.130,0.432,0.437,545,9.51,2.79,0.02,0.25,0.09,0.89,0.07,0.55,9.33,2.36,0.00,0.00,0.005,0.047,88,0.388,0.218,0.763,0.000,0.018,30035,23244,7,0.343,0.040,0.032,317583,0.106,0.092,0.000,46.99,21670,0,1577.185,0.000,0.000,187293,1.01,18.35,0.000,0.000,0.000,8,9,12,44,8751,0.033,0.01,0.0055,0.037,1,0.152,0.000,0.298,0.033,2.37,3.37,3.47,0.00,0.000,1.01,1.00,1.01,0.152,0.00104,116.20,1.4203,158.25
320000,878,1.424,0.044,13.60,42854,41316,205,0,1375,17,461441.7,13810.7,0.000,0.139,0.431,0.430,559,9.12,2.36,0.01,0.21,0.07,0.89,0.07,0.59,8.97,2.18,0.00,0.00,0.005,0.057,78,0.379,0.208,0.773,0.000,0.018,28234,21425,6,0.333,0.076,0.027,280162,0.108,0.085,0.000,46.14,20689,0,812.394,0.000,0.001,204456,1.00,18.65,0.000,0.000,0.000,7,8,12,28,8004,0.031,0.03,0.0059,0.035,5,0.158,0.000,0.303,0.036,2.32,3.33,3.36,0.00,0.001,1.00,1.00,1.00,0.158,0.00114,117.03,1.3826,168.19
330000,894,1.446,0.045,13.15,42950,41216,209,0,1509,14,461631.5,14360.6,0.000,0.134,0.418,0.447,563,9.73,2.85,0.02,0.38,0.04,0.46,0.06,0.48,9.62,2.71,0.00,0.00,0.002,0.025,100,0.334,0.213,0.768,0.000,0.019,28659,22042,5,0.334,0.011,0.029,213250,0.112,0.087,0.000,46.15,20739,0,1025.756,0.000,0.003,202374,1.01,18.41,0.000,0.000,0.000,8,9,13,35,8702,0.033,0.02,0.0054,0.034,1,0.162,0.000,0.302,0.040,2.28,3.43,3.39,0.00,0.000,1.00,1.01,1.01,0.162,0.00107,117.03,1.4359,163.03
340000,892,1.439,0.044,13.17,42319,40824,186,0,1311,8,460764.8,15519.8,0.001,0.140,0.407,0.452,574,9.40,2.65,0.03,0.47,0.04,0.44,0.09,1.02,9.25,2.26,0.00,0.00,0.003,0.039,94,0.321,0.186,0.797,0.000,0.017,29475,22021,5,0.374,0.037,0.033,203010,0.115,0.112,0.000,46.07,20719,0,1939.970,0.000,0.002,221828,1.01,18.66,0.000,0.000,0.000,8,9,13,39,8387,0.032,0.02,0.0056,0.062,4,0.172,0.000,0.301,0.056,2.30,3.40,3.28,0.00,0.000,1.01,1.01,1.01,0.173,0.00113,117.11,1.5524,160.27
350000,924,1.380,0.045,13.09,43819,42080,239,0,1468,5,479227.2,15444.8,0.000,0.133,0.432,0.435,545,9.24,2.74,0.01,0.07,0.04,0.58,0.10,0.91,9.10,2.65,0.00,0.00,0.003,0.042,102,0.397,0.207,0.776,0.001,0.016,29749,22172,6,0.325,0.066,0.029,215763,0.113,0.083,0.000,47.92,21237,0,3088.968,0.000,0.001,212730,1.00,18.81,0.000,0.000,0.000,7,8,13,38,8540,0.033,0.01,0.0057,0.019,2,0.167,0.000,0.290,0.048,2.30,3.35,3.26,0.00,0.000,1.00,1.00,1.00,0.167,0.00108,115.27,1.5446,155.35
360000,867,1.441,0.043,13.16,42678,40889,205,0,1641,10,463860.0,15467.1,0.000,0.130,0.408,0.462,568,9.67,2.98,0.02,0.38,0.04,0.44,0.10,1.10,9.51,2.79,0.00,0.00,0.003,0.028,98,0.415,0.210,0.768,0.000,0.022,29516,21425,4,0.487,0.000,0.024,197430,0.119,0.088,0.000,46.36,20610,0,1546.706,0.000,0.001,201973,1.00,18.53,0.000,0.000,0.000,8,8,13,37,8388,0.032,0.01,0.0056,0.000,1,0.169,0.000,0.304,0.050,2.27,3.42,3.34,0.00,0.001,1.01,1.00,1.00,0.169,0.00110,116.83,1.5490,172.71
370000,902,1.416,0.046,13.20,40662,39152,153,0,1322,5,442460.2,14963.3,0.000,0.142,0.425,0.432,598,9.48,2.74,0.03,0.50,0.06,0.76,0.08,1.07,9.31,2.39,0.00,0.00,0.005,0.055,84,0.394,0.200,0.782,0.002,0.017,29733,21587,5,0.411,0.022,0.013,154653,0.116,0.089,0.000,44.21,19740,0,2992.651,0.000,0.002,230045,1.01,18.65,0.000,0.001,0.000,7,8,13,47,8555,0.033,0.01,0.0053,0.016,3,0.185,0.000,0.317,0.055,2.27,3.43,3.27,0.00,0.001,1.01,1.01,1.01,0.185,0.00111,118.98,1.4980,183.88
380000,904,1.384,0.046,13.63,43643,41893,244,0,1504,43,475789.6,15368.9,0.000,0.136,0.443,0.421,548,9.21,3.36,0.00,0.05,0.12,1.76,0.10,1.41,8.99,2.47,0.00,0.00,0.005,0.053,82,0.418,0.187,0.799,0.000,0.014,29389,21348,5,0.340,0.168,0.014,246335,0.104,0.087,0.000,47.58,21198,0,357.417,0.000,0.003,211512,1.00,18.88,0.000,0.000,0.000,7,8,12,63,8326,0.032,0.01,0.0059,0.020,2,0.164,0.000,0.281,0.046,2.33,3.34,3.23,0.00,0.000,1.00,1.00,1.00,0.164,0.00114,115.61,1.5361,174.81
390000,874,1.403,0.049,13.61,41653,39992,181,0,1510,6,452091.3,14057.2,0.001,0.129,0.457,0.414,566,9.46,2.76,0.00,0.11,0.03,0.50,0.03,0.37,9.39,2.69,0.00,0.00,0.002,0.027,84,0.463,0.222,0.764,0.000,0.014,27572,20357,4,0.601,0.013,0.010,193103,0.120,0.097,0.000,45.19,20750,0,2342.865,0.000,0.002,165029,1.00,18.80,0.000,0.000,0.000,8,8,14,28,8264,0.032,0.02,0.0055,0.072,2,0.141,0.000,0.292,0.039,2.33,3.32,3.29,0.00,0.000,1.00,1.00,1.00,0.141,0.00106,118.00,1.4059,171.60
400000,940,1.423,0.048,13.78,43858,42074,184,0,1534,2,468389.8,14355.0,0.000,0.126,0.450,0.423,541,9.24,2.96,0.03,0.21,0.07,1.05,0.06,0.56,9.09,2.66,0.00,0.00,0.005,0.058,106,0.427,0.216,0.761,0.000,0.023,28772,20293,8,0.315,0.080,0.018,206567,0.106,0.086,0.000,46.80,21934,0,7177.482,0.000,0.003,145161,1.01,18.81,0.000,0.000,0.000,8,8,12,40,8687,0.033,0.01,0.0055,0.009,2,0.122,0.000,0.295,0.037,2.35,3.36,3.25,0.00,0.000,1.02,1.01,1.01,0.122,0.00101,116.39,1.4357,167.62
410000,968,1.416,0.048,13.57,45307,43283,206,0,1790,6,486845.1,15056.5,0.000,0.125,0.481,0.394,523,9.10,3.22,0.00,0.03,0.08,1.16,0.09,0.82,8.93,2.77,0.00,0.00,0.003,0.032,104,0.489,0.220,0.765,0.000,0.014,29223,20920,7,0.407,0.069,0.027,230188,0.105,0.087,0.000,48.66,22806,0,2509.411,0.000,0.001,139095,1.00,18.95,0.000,0.000,0.000,7,8,12,53,8808,0.034,0.01,0.0056,0.004,1,0.113,0.000,0.289,0.036,2.28,3.35,3.21,0.00,0.000,1.00,1.00,1.00,0.113,0.00102,114.52,1.5052,157.60
