step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion
10000,8,426,10.66,0.10,0.00,0.11,10.44,0.00,1.04,0.000,0.105,278341.0,37589.3,1,0,2.78,1.03,1.05,3.7154,16.08
10000,1,21,27.33,1.19,1.57,3.52,21.05,0.00,1.21,0.000,0.385,19000.1,3728.5,0,0,4.90,1.00,1.38,0.3801,1.99
10000,0,11,33.73,1.09,0.00,5.55,27.09,0.00,1.23,0.000,0.002,102254.6,68739.4,0,8,5.91,1.00,1.34,7.5234,6010.56
20000,8,494,10.62,0.19,0.00,0.03,10.40,0.00,1.05,0.000,0.093,264699.9,8219.9,2,2,2.76,1.02,1.07,0.7988,46.26
20000,1,33,11.27,0.33,0.00,0.64,10.30,0.00,1.14,0.000,0.242,25514.9,3483.3,2,2,2.70,1.13,1.12,0.3526,2.18
20000,0,7,10.57,0.71,0.00,0.00,9.86,0.00,1.30,0.000,0.000,1385.2,1569.5,2,6,2.71,1.36,1.43,0.0650,4873.42
30000,8,458,11.19,0.25,0.00,0.02,10.91,0.00,1.08,0.000,0.095,270991.1,7323.5,4,0,2.90,1.06,1.08,0.7252,37.90
30000,1,15,43.67,3.80,0.00,0.33,39.53,0.00,1.64,0.000,0.424,22389.1,3514.4,2,2,7.80,1.33,2.08,0.3574,16.87
30000,0,10,38.60,3.00,0.00,0.00,35.60,0.00,1.50,0.000,0.002,1961.2,1029.6,3,9,7.60,1.50,1.73,0.0875,4702.52
40000,8,526,11.84,0.07,0.00,0.08,11.70,0.00,1.02,0.000,0.081,290016.3,7390.5,5,0,3.06,1.01,1.03,0.6920,60.72
40000,1,20,29.85,0.00,0.90,0.40,28.55,0.00,1.00,0.000,0.352,22818.5,4392.5,1,0,5.90,1.00,1.00,0.4415,5.02
40000,0,6,29.00,0.00,0.00,2.17,26.83,0.00,1.00,0.000,0.001,1597.0,1263.1,2,5,6.00,1.00,1.00,0.0905,3890.85
50000,8,516,11.81,0.16,0.00,0.01,11.64,0.00,1.04,0.000,0.080,308177.4,7418.1,4,1,3.02,1.02,1.07,0.7240,16.20
50000,1,20,22.95,0.00,0.00,0.00,22.95,0.00,1.00,0.000,0.333,22916.4,4936.4,1,2,5.35,1.00,1.00,0.4960,13.67
50000,0,12,26.42,0.00,0.00,0.00,26.42,0.00,1.00,0.000,0.001,1444.5,1250.5,2,10,5.33,1.00,1.00,0.0971,3495.08
60000,8,564,10.81,0.04,0.00,0.00,10.77,0.00,1.01,0.000,0.079,310733.4,6905.9,2,0,2.79,1.01,1.02,0.6834,17.81
60000,1,20,20.30,1.65,0.00,0.00,18.65,0.00,1.38,0.000,0.273,22694.9,4393.5,2,0,5.50,1.00,1.58,0.4463,9.41
60000,0,11,20.91,0.45,0.00,0.00,20.45,0.00,1.12,0.000,0.001,1334.7,874.5,2,7,5.27,1.00,1.16,0.0699,3321.90
70000,8,559,10.78,0.04,0.00,0.01,10.73,0.00,1.02,0.000,0.079,315219.9,6591.0,2,2,2.81,1.01,1.02,0.6478,18.24
70000,1,32,19.69,0.16,0.00,0.62,18.91,0.00,1.01,0.000,0.374,21316.2,3836.7,2,2,4.97,1.00,1.03,0.3857,0.67
70000,0,8,23.62,0.00,0.00,0.00,23.62,0.00,1.00,0.000,0.001,1098.4,604.6,2,4,5.88,1.00,1.00,0.0554,3188.13
80000,8,587,10.49,0.10,0.00,0.02,10.37,0.00,1.03,0.000,0.080,318269.0,6602.4,4,0,2.67,1.01,1.05,0.6536,83.41
80000,1,12,19.83,0.00,0.00,0.08,19.75,0.00,1.00,0.000,0.142,17612.5,3069.0,1,0,4.25,1.00,1.00,0.3047,2.16
80000,0,1,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,1365.1,723.0,1,1,4.00,1.00,1.00,0.0608,2918.83
90000,8,565,10.89,0.14,0.00,0.00,10.75,0.00,1.05,0.000,0.080,319230.9,6518.2,4,0,2.79,1.04,1.06,0.6483,122.97
90000,1,18,27.22,0.00,5.83,0.00,21.39,0.00,1.00,0.000,0.301,18080.2,3383.9,2,0,4.72,1.00,1.00,0.3466,9.49
90000,0,5,22.80,0.00,5.60,1.40,15.80,0.00,1.00,0.000,0.001,3618.2,1977.8,2,4,4.60,1.00,1.00,0.1848,2789.43
100000,8,582,11.11,0.12,0.00,0.00,11.00,0.00,1.04,0.000,0.084,325842.3,8005.9,3,0,2.60,1.03,1.05,0.7300,112.56
100000,1,30,13.17,0.00,0.57,0.97,11.63,0.00,1.00,0.000,0.230,22922.3,3476.4,2,0,3.63,1.00,1.00,0.3543,2.54
100000,0,8,10.00,0.00,0.00,0.50,9.50,0.00,1.00,0.000,0.001,1952.3,1190.1,3,7,2.25,1.00,1.00,0.0844,1829.28
110000,8,601,10.76,0.06,0.00,0.05,10.65,0.00,1.02,0.000,0.084,332365.4,7909.2,3,0,2.57,1.02,1.03,0.7545,57.73
110000,1,43,9.09,0.37,0.81,0.14,7.77,0.00,1.20,0.000,0.251,23195.5,4574.8,2,2,2.91,1.20,1.21,0.4768,5.61
110000,0,5,7.20,0.80,0.00,0.00,6.40,0.00,1.40,0.000,0.000,1821.5,1210.3,2,4,2.40,1.50,1.50,0.0943,1445.97
120000,8,556,10.76,0.12,0.01,0.02,10.61,0.00,1.04,0.000,0.079,330126.9,8171.6,3,2,2.56,1.02,1.06,0.7951,41.53
120000,1,28,14.39,1.36,0.89,0.18,11.96,0.00,1.20,0.000,0.255,24114.3,2660.5,1,7,3.54,1.00,1.40,0.2663,1.55
120000,0,5,18.20,0.80,1.40,0.00,16.00,0.00,1.07,0.000,0.000,899.7,351.3,2,2,4.40,1.00,1.05,0.0324,1222.92
130000,8,595,10.81,0.15,0.00,0.01,10.64,0.00,1.04,0.000,0.087,325386.7,8065.9,4,4,2.52,1.02,1.05,0.7860,46.30
130000,1,30,15.87,0.00,0.00,0.00,15.87,0.00,1.00,0.000,0.313,22531.2,2439.0,3,6,3.77,1.00,1.00,0.2469,7.06
130000,0,8,19.75,0.00,0.00,0.00,19.75,0.00,1.00,0.000,0.001,811.7,338.0,1,6,3.75,1.00,1.00,0.0259,958.53
140000,8,564,10.98,0.09,0.00,0.00,10.88,0.00,1.03,0.000,0.081,327714.9,7935.2,4,10,2.55,1.03,1.05,0.7870,15.05
140000,1,43,11.14,0.23,0.47,0.00,10.44,0.00,1.08,0.000,0.353,23892.5,2572.1,3,9,2.79,1.03,1.15,0.2588,2.95
140000,0,7,10.00,0.00,0.00,0.00,10.00,0.00,1.00,0.000,0.000,957.2,352.2,1,2,2.00,1.00,1.00,0.0344,937.40
150000,8,570,10.68,0.05,0.00,0.00,10.62,0.00,1.02,0.000,0.080,329112.0,7916.0,3,9,2.57,1.02,1.03,0.7896,20.21
150000,1,32,12.25,0.03,0.44,0.00,11.78,0.00,1.01,0.000,0.295,25096.1,2380.1,2,3,3.25,1.00,1.01,0.2380,5.96
150000,0,5,11.80,0.00,1.00,0.00,10.80,0.00,1.00,0.000,0.000,1024.3,279.1,2,5,3.40,1.00,1.00,0.0307,939.72
160000,8,589,10.74,0.10,0.00,0.01,10.64,0.00,1.03,0.000,0.084,326032.8,8012.8,3,2,2.53,1.02,1.03,0.8001,19.92
160000,1,34,11.06,0.00,0.06,0.00,11.00,0.00,1.00,0.000,0.232,24153.8,2489.5,2,0,2.76,1.00,1.00,0.2483,1.42
160000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,995.5,285.3,0,0,-0.00,-0.00,-0.00,0.0301,944.43
170000,8,587,10.55,0.10,0.01,0.01,10.43,0.00,1.03,0.000,0.081,330804.5,8018.8,3,0,2.61,1.03,1.03,0.7986,17.37
170000,1,11,37.00,1.36,0.00,0.55,35.09,0.00,1.22,0.000,0.258,19658.1,2949.5,1,0,4.91,1.00,1.45,0.3021,15.84
170000,0,6,37.00,2.50,0.00,1.00,33.50,0.00,1.40,0.000,0.001,1163.7,579.7,1,3,5.33,1.00,1.83,0.0553,946.66
180000,8,590,10.78,0.12,0.00,0.01,10.65,0.00,1.06,0.000,0.084,330511.2,8327.4,3,6,2.62,1.05,1.05,0.8311,16.47
180000,1,35,12.06,0.49,0.00,0.57,11.00,0.00,1.17,0.000,0.284,23307.3,2584.9,2,2,3.00,1.17,1.10,0.2600,6.53
180000,0,3,20.00,1.33,0.00,5.67,13.00,0.00,1.09,0.000,0.000,1712.2,1020.8,1,2,3.33,1.00,1.38,0.0997,933.20
190000,8,587,10.66,0.07,0.00,0.00,10.59,0.00,1.03,0.000,0.085,328844.8,8041.2,3,6,2.64,1.02,1.02,0.8003,15.90
190000,1,46,11.30,0.11,0.00,0.00,11.20,0.00,1.04,0.000,0.348,23894.7,3156.7,1,11,3.07,1.00,1.05,0.3208,11.70
190000,0,1,6.00,0.00,0.00,0.00,6.00,0.00,1.00,0.000,0.000,1271.9,621.7,0,1,1.00,1.00,1.00,0.0592,913.20
200000,8,569,10.67,0.06,0.01,0.04,10.56,0.00,1.02,0.000,0.083,325259.6,8237.8,3,5,2.64,1.01,1.02,0.8197,13.16
200000,1,33,11.58,0.27,0.03,0.15,11.12,0.00,1.04,0.000,0.268,24099.1,2082.6,2,11,3.27,1.08,1.01,0.2093,3.74
200000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,532.6,97.0,0,0,-0.00,-0.00,-0.00,0.0104,901.63
210000,8,584,10.69,0.05,0.01,0.02,10.62,0.00,1.01,0.000,0.083,324760.2,8545.7,5,7,2.61,1.01,1.02,0.8407,24.63
210000,1,49,8.78,0.04,0.00,0.04,8.69,0.00,1.01,0.000,0.332,23001.3,2382.6,3,10,2.55,1.00,1.01,0.2403,5.91
210000,0,3,9.67,0.00,0.00,0.00,9.67,0.00,1.00,0.000,0.000,566.1,137.1,1,0,2.33,1.00,1.00,0.0126,758.72
220000,8,570,10.78,0.04,0.00,0.01,10.73,0.00,1.02,0.000,0.093,324775.4,8485.1,3,0,2.63,1.00,1.02,0.8352,38.06
220000,1,27,19.96,0.00,0.00,0.00,19.96,0.00,1.00,0.000,0.340,23866.7,3455.5,0,0,3.67,1.00,1.00,0.3501,13.01
220000,0,10,20.00,0.00,0.00,0.00,20.00,0.00,1.00,0.000,0.001,865.1,391.0,1,5,4.30,1.00,1.00,0.0369,629.26
230000,8,576,9.78,0.06,0.00,0.00,9.72,0.00,1.02,0.000,0.085,312138.0,6895.0,3,2,2.59,1.02,1.03,0.6807,13.32
230000,1,32,12.34,0.09,0.00,0.00,12.25,0.00,1.04,0.000,0.284,25710.6,3803.4,4,3,2.84,1.00,1.07,0.3828,10.05
230000,0,4,18.50,0.75,0.00,0.00,17.75,0.00,1.29,0.000,0.000,1019.3,664.2,1,3,4.00,1.00,1.58,0.0654,584.57
240000,8,587,9.27,0.11,0.01,0.01,9.15,0.00,1.03,0.000,0.086,305624.4,6106.5,2,0,2.46,1.02,1.04,0.6086,10.94
240000,1,30,18.87,0.03,0.17,0.60,18.07,0.00,1.00,0.000,0.346,25226.5,3543.5,2,0,3.50,1.00,1.01,0.3537,4.66
240000,0,4,4.75,0.00,0.00,0.00,4.75,0.00,1.00,0.000,0.000,1032.3,603.6,2,4,2.25,1.00,1.00,0.0634,596.87
250000,8,613,9.38,0.07,0.00,0.00,9.31,0.00,1.03,0.000,0.086,305951.2,6241.2,2,0,2.51,1.02,1.03,0.5998,22.43
250000,1,23,31.61,0.39,0.00,0.35,30.87,0.00,1.13,0.000,0.432,25284.3,3692.8,2,0,5.78,1.00,1.36,0.3721,30.18
250000,0,11,19.64,0.00,0.00,0.18,19.45,0.00,1.00,0.000,0.001,1343.1,719.2,2,8,4.36,1.00,1.00,0.0725,353.04
260000,8,607,9.19,0.13,0.00,0.00,9.06,0.00,1.05,0.000,0.088,320162.4,6202.1,2,0,2.51,1.05,1.06,0.6109,6.81
260000,1,25,18.68,0.00,1.44,0.00,17.24,0.00,1.00,0.000,0.320,23006.7,5096.9,2,0,3.92,1.00,1.00,0.5163,24.19
260000,0,9,20.78,0.00,0.56,0.00,20.22,0.00,1.00,0.000,0.001,1795.4,1203.6,3,7,4.33,1.00,1.00,0.1144,288.69
270000,8,531,9.12,0.02,0.00,0.00,9.10,0.00,1.00,0.000,0.085,294855.7,5696.5,2,0,2.45,1.00,1.01,0.5691,10.14
270000,1,31,18.90,0.10,0.10,0.48,18.23,0.00,1.02,0.000,0.376,23348.3,5032.6,2,0,4.39,1.01,1.02,0.5065,7.06
270000,0,11,31.27,0.18,0.00,0.00,31.09,0.00,1.01,0.000,0.002,1601.6,1172.6,3,6,5.27,1.00,1.06,0.1142,301.22
280000,8,554,9.16,0.03,0.00,0.00,9.12,0.00,1.01,0.000,0.087,288630.8,5662.6,2,0,2.49,1.01,1.01,0.5644,9.92
280000,1,32,19.06,0.44,0.00,0.00,18.62,0.00,1.08,0.000,0.430,23186.2,3652.1,1,0,4.38,1.00,1.16,0.3685,10.26
280000,0,20,20.00,0.05,0.00,0.05,19.90,0.00,1.01,0.000,0.002,1306.4,673.0,2,10,4.45,1.00,1.02,0.0649,289.01
290000,8,616,8.94,0.00,0.00,0.00,8.94,0.00,1.00,0.000,0.084,315958.2,6140.7,2,0,2.38,1.00,1.00,0.6116,16.57
290000,1,42,10.93,0.24,0.36,0.02,10.31,0.00,1.05,0.000,0.288,26970.3,2742.8,2,0,2.69,1.02,1.09,0.2730,2.21
290000,0,14,12.29,0.50,0.00,0.21,11.57,0.00,1.09,0.000,0.001,1019.8,474.1,3,11,3.64,1.07,1.13,0.0505,284.89
300000,8,559,9.50,0.05,0.00,0.00,9.45,0.00,1.02,0.000,0.091,291969.2,5644.2,4,0,2.47,1.01,1.03,0.5632,15.25
300000,1,30,13.87,0.17,0.00,0.07,13.63,0.00,1.19,0.000,0.268,24175.5,4386.6,3,4,3.70,1.19,1.18,0.4447,9.81
300000,0,10,18.80,0.00,0.00,0.00,18.80,0.00,1.00,0.000,0.001,1477.9,986.8,2,7,3.90,1.00,1.00,0.0972,312.50
310000,8,599,9.52,0.09,0.01,0.10,9.33,0.00,1.03,0.000,0.090,293708.1,5924.5,4,0,2.50,1.02,1.04,0.5907,15.76
310000,1,28,13.00,0.00,0.00,0.21,12.79,0.00,1.00,0.000,0.216,24141.1,3223.3,1,0,2.79,1.00,1.00,0.3241,7.30
310000,0,3,11.33,0.00,0.00,0.00,11.33,0.00,1.00,0.000,0.000,1143.1,618.9,1,2,2.33,1.00,1.00,0.0617,313.61
320000,8,629,9.03,0.01,0.01,0.00,9.02,0.00,1.00,0.000,0.075,321624.7,5990.6,3,0,2.52,1.00,1.00,0.5952,13.72
320000,1,27,14.15,0.11,0.00,0.00,14.04,0.00,1.04,0.000,0.238,25136.9,4048.0,2,0,3.59,1.00,1.13,0.4145,4.37
320000,0,7,10.43,0.00,0.00,0.00,10.43,0.00,1.00,0.000,0.000,1360.3,944.7,3,7,3.00,1.00,1.00,0.0825,257.66
330000,8,628,9.27,0.07,0.00,0.00,9.20,0.00,1.03,0.000,0.076,324679.5,6111.5,3,0,2.50,1.01,1.04,0.6076,29.42
330000,1,19,13.42,0.42,0.00,0.00,13.00,0.00,1.10,0.000,0.159,14901.8,2193.8,1,0,3.21,1.13,1.13,0.2199,5.63
330000,0,12,11.67,0.00,0.00,0.00,11.67,0.00,1.00,0.000,0.001,1099.5,446.3,2,7,2.42,1.00,1.00,0.0456,220.60
340000,8,625,9.61,0.04,0.00,0.01,9.56,0.00,1.02,0.000,0.078,329993.5,6539.9,5,0,2.37,1.01,1.02,0.6510,12.56
340000,1,19,21.95,0.00,0.00,0.00,21.95,0.00,1.00,0.000,0.252,13350.1,1687.2,1,0,3.00,1.00,1.00,0.1693,15.75
340000,0,8,39.75,0.00,0.00,0.25,39.50,0.00,1.00,0.000,0.002,996.2,292.5,2,3,5.12,1.00,1.00,0.0317,229.27
350000,8,628,9.63,0.05,0.00,0.01,9.57,0.00,1.02,0.000,0.079,330578.4,6772.8,5,0,2.52,1.00,1.02,0.6772,17.65
