step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep
110000,2119,1.380,0.050,7.01,65832,62675,127,0,3021,0,1034958.5,14948.5,0.000,0.476,0.001,0.523,391,7.35,2.54,0.00,0.07,0.00,0.09,0.06,0.76,7.29,2.31,0.00,0.00,0.000,0.022,49,0.889,0.244,0.749,0.000,0.007,13212,12706,1,1.000,0.000,0.013,364440,0.105,0.086,0.000,105.83,16439,0,14948.458,0.000,0.000,1350934,1.00,15.73,0.000,0.000,0.000,7,7,7,64,15565,0.059,0.00,0.0067,0.023,694,0.130,0.000,0.213,0.000,2.94,1.09,7.96,0.00,0.000,1.00,1.00,1.00,0.130,0.00306,58.01,1.6545,16.79,135419.1,139470.3,0.000,0.1598,105.679,123.720,1.000,1.000
120000,2140,1.394,0.051,7.00,66055,62918,100,0,3016,0,1034568.1,15004.5,0.000,0.474,0.001,0.525,391,7.29,2.11,0.00,0.15,0.00,0.00,0.09,1.03,7.19,1.62,0.00,0.00,0.000,0.000,56,0.879,0.246,0.748,0.000,0.006,13350,12694,1,1.000,0.000,0.021,351777,0.109,0.111,0.000,105.82,16601,0,15004.482,0.000,0.000,1318491,1.00,15.75,0.000,0.000,0.000,7,7,8,55,15602,0.060,0.00,0.0067,0.029,711,0.128,0.000,0.213,0.000,2.93,1.11,7.94,0.00,0.000,1.00,1.00,1.00,0.128,0.00302,58.02,1.6617,16.37,135321.8,139445.0,0.000,0.1610,105.656,123.562,1.000,1.000
130000,2143,1.413,0.049,7.01,65923,62804,103,0,3013,0,1035130.2,14873.4,0.000,0.476,0.001,0.523,400,7.32,2.28,0.00,0.06,0.00,0.09,0.12,1.44,7.20,1.59,0.00,0.00,0.000,0.002,59,0.873,0.248,0.743,0.000,0.009,13618,12953,1,1.000,0.000,0.018,357848,0.106,0.086,0.000,105.85,16581,0,14873.435,0.000,0.000,1338574,1.00,15.73,0.000,0.000,0.000,7,7,8,55,15678,0.060,0.00,0.0067,0.028,710,0.129,0.000,0.214,0.000,2.92,1.09,7.96,0.00,0.000,1.00,1.00,1.00,0.129,0.00303,57.99,1.6466,13.22,135269.7,139419.8,0.000,0.1593,105.684,123.663,1.000,1.000
140000,2135,1.398,0.049,7.01,65887,62752,105,0,3038,0,1035128.1,14991.3,0.000,0.476,0.001,0.523,385,7.25,2.00,0.00,0.00,0.00,0.14,0.08,0.88,7.17,1.64,0.00,0.00,0.001,0.027,49,0.876,0.240,0.752,0.000,0.008,13446,12613,1,1.000,0.000,0.016,372052,0.105,0.101,0.000,105.84,17072,0,14991.298,0.000,0.000,1332260,1.00,15.79,0.000,0.000,0.000,7,7,8,55,15485,0.059,0.00,0.0068,0.017,703,0.128,0.000,0.213,0.000,2.91,1.08,7.94,0.00,0.000,1.00,1.00,1.00,0.128,0.00305,58.00,1.6597,12.86,135303.9,139394.6,0.000,0.1603,105.689,123.654,1.000,1.000
150000,2148,1.378,0.049,7.01,65872,62698,112,0,3049,0,1035045.9,14907.6,0.000,0.476,0.001,0.523,372,7.30,2.28,0.00,0.00,0.00,0.09,0.08,1.21,7.22,1.80,0.00,0.00,0.000,0.022,50,0.876,0.259,0.736,0.000,0.005,13455,12557,1,1.000,0.000,0.016,348060,0.108,0.098,0.000,105.84,17493,0,14907.587,0.000,0.000,1333372,1.00,15.76,0.000,0.000,0.000,7,7,8,55,15674,0.060,0.00,0.0067,0.025,720,0.128,0.000,0.213,0.000,2.92,1.09,7.95,0.00,0.000,1.00,1.00,1.00,0.128,0.00302,58.00,1.6516,15.96,135292.5,139369.3,0.000,0.1602,105.682,123.607,1.000,1.000
160000,2173,1.346,0.050,7.01,66009,62823,112,0,3049,3,1034172.4,14916.9,0.000,0.475,0.001,0.524,397,7.25,1.65,0.00,0.00,0.00,0.00,0.12,1.36,7.14,1.23,0.00,0.00,0.000,0.000,57,0.898,0.264,0.729,0.000,0.007,13383,12697,1,1.000,0.000,0.016,362142,0.106,0.094,0.000,105.82,17702,0,4972.309,0.000,0.000,1335910,1.00,15.78,0.000,0.000,0.000,7,7,7,34,15765,0.060,0.00,0.0067,0.031,743,0.129,0.000,0.213,0.000,2.92,1.10,7.95,0.00,0.000,1.00,1.00,1.00,0.129,0.00298,58.02,1.6535,17.21,135281.9,139344.0,0.000,0.1615,105.658,123.579,1.000,1.000
170000,2134,1.383,0.051,7.01,66193,63045,120,0,3067,0,1034429.9,15196.2,0.000,0.476,0.001,0.523,381,7.33,2.39,0.00,0.00,0.01,0.25,0.10,1.05,7.22,2.05,0.00,0.00,0.001,0.023,57,0.888,0.229,0.761,0.000,0.009,13434,12600,1,1.000,0.000,0.019,380098,0.107,0.085,0.000,105.83,17937,0,15196.246,0.000,0.000,1336016,1.00,15.76,0.000,0.000,0.000,7,7,7,62,15632,0.060,0.00,0.0067,0.034,714,0.129,0.000,0.213,0.000,2.93,1.10,7.94,0.00,0.000,1.00,1.00,1.00,0.129,0.00304,58.01,1.6821,10.87,135214.2,139318.6,0.000,0.1628,105.661,123.621,1.000,1.000
180000,2139,1.386,0.050,7.01,66232,62956,125,0,3146,0,1034419.8,15108.7,0.000,0.476,0.001,0.523,376,7.34,2.76,0.00,0.09,0.00,0.00,0.13,1.55,7.21,1.84,0.00,0.00,0.000,0.000,55,0.893,0.242,0.752,0.000,0.006,13692,13034,1,1.000,0.000,0.018,359227,0.111,0.096,0.000,105.81,18001,0,15108.713,0.000,0.000,1336004,1.00,15.75,0.001,0.000,0.000,7,7,7,64,15698,0.060,0.00,0.0067,0.028,704,0.129,0.000,0.214,0.000,2.94,1.09,7.96,0.00,0.000,1.00,1.00,1.00,0.129,0.00303,58.03,1.6758,14.70,135204.2,139293.2,0.000,0.1642,105.648,123.596,1.000,1.000
190000,2115,1.395,0.049,7.01,65615,62494,131,0,3014,0,1034432.1,14781.2,0.000,0.476,0.001,0.523,379,7.30,1.92,0.01,0.21,0.00,0.13,0.09,1.30,7.20,1.22,0.00,0.00,0.000,0.013,53,0.893,0.243,0.750,0.000,0.007,13591,12817,1,1.000,0.000,0.016,358148,0.105,0.090,0.000,105.83,17642,0,14781.229,0.000,0.000,1339533,1.00,15.72,0.000,0.000,0.000,7,7,7,64,15448,0.059,0.00,0.0068,0.028,700,0.129,0.000,0.214,0.000,2.92,1.10,7.97,0.00,0.000,1.00,1.00,1.00,0.129,0.00307,58.01,1.6383,17.08,135199.8,139267.9,0.000,0.1597,105.670,123.616,1.000,1.000
200000,2130,1.390,0.052,7.02,66178,62953,119,0,3091,0,1034025.9,15005.9,0.000,0.475,0.001,0.524,377,7.26,1.95,0.00,0.00,0.00,0.00,0.10,1.28,7.16,1.62,0.00,0.00,0.000,0.000,54,0.894,0.248,0.748,0.000,0.004,13432,12575,1,1.000,0.000,0.016,360468,0.110,0.099,0.000,105.80,18139,0,15005.909,0.000,0.000,1334976,1.00,15.79,0.000,0.000,0.000,7,7,7,56,15460,0.059,0.00,0.0068,0.029,714,0.129,0.000,0.214,0.000,2.92,1.09,7.95,0.00,0.000,1.00,1.00,1.00,0.129,0.00304,58.04,1.6626,18.32,135123.9,139242.4,0.000,0.1615,105.632,123.569,1.000,1.000
210000,2149,1.358,0.051,7.01,66165,63045,108,0,2993,0,1034638.5,14946.4,0.000,0.475,0.001,0.525,377,7.32,2.01,0.00,0.00,0.00,0.12,0.06,0.69,7.26,1.75,0.00,0.00,0.000,0.003,57,0.858,0.264,0.731,0.000,0.005,13341,12542,1,1.000,0.000,0.016,354859,0.110,0.111,0.000,105.80,18297,0,14946.381,0.000,0.000,1327705,1.00,15.70,0.000,0.000,0.000,7,7,8,62,15734,0.060,0.00,0.0066,0.028,724,0.128,0.000,0.213,0.000,2.92,1.11,7.93,0.00,0.000,1.00,1.00,1.00,0.128,0.00301,58.04,1.6546,19.71,135141.6,139217.1,0.000,0.1596,105.642,123.606,1.000,1.000
220000,2135,1.408,0.050,7.01,66003,62791,142,0,3084,0,1034774.2,15018.3,0.000,0.475,0.001,0.525,380,7.23,1.51,0.00,0.00,0.00,0.06,0.12,1.38,7.10,1.07,0.00,0.00,0.000,0.002,48,0.893,0.251,0.743,0.000,0.006,13547,12581,1,1.000,0.000,0.016,365839,0.108,0.108,0.000,105.81,18187,0,15018.259,0.000,0.000,1332775,1.00,15.78,0.000,0.000,0.000,7,7,7,31,15433,0.059,0.00,0.0068,0.024,704,0.129,0.000,0.213,0.000,2.91,1.08,7.95,0.00,0.000,1.00,1.00,1.00,0.129,0.00303,58.03,1.6625,20.37,135054.3,139191.9,0.000,0.1603,105.644,123.630,1.000,1.000
230000,2124,1.373,0.052,7.01,66205,62959,127,0,3130,3,1034374.1,15156.6,0.000,0.475,0.001,0.524,383,7.22,1.60,0.00,0.00,0.00,0.00,0.08,0.94,7.14,1.36,0.00,0.00,0.000,0.000,53,0.892,0.239,0.754,0.000,0.007,13405,12579,1,1.000,0.000,0.016,369492,0.108,0.088,0.000,105.81,18212,0,5052.197,0.000,0.000,1328106,1.00,15.80,0.000,0.000,0.000,7,7,7,33,15333,0.058,0.00,0.0068,0.027,706,0.128,0.000,0.214,0.001,2.91,1.08,7.96,0.00,0.000,1.00,1.00,1.00,0.128,0.00305,58.03,1.6793,14.17,135091.5,139166.5,0.000,0.1641,105.648,123.556,1.000,1.000
240000,2142,1.365,0.050,7.00,65870,62615,111,0,3126,0,1035150.2,14987.1,0.000,0.474,0.001,0.525,376,7.35,1.75,0.00,0.19,0.00,0.09,0.08,1.03,7.26,1.45,0.00,0.00,0.000,0.022,47,0.850,0.253,0.739,0.000,0.008,13348,12280,1,1.000,0.000,0.017,348170,0.108,0.098,0.000,105.79,17804,0,14987.144,0.000,0.000,1316208,1.00,15.65,0.000,0.000,0.000,7,7,8,38,15736,0.060,0.00,0.0067,0.027,698,0.127,0.000,0.213,0.000,2.93,1.11,7.96,0.00,0.000,1.00,1.00,1.00,0.127,0.00303,58.05,1.6594,13.05,135086.0,139141.3,0.000,0.1606,105.636,123.535,1.000,1.000
250000,2112,1.393,0.050,7.00,65851,62638,127,0,3116,0,1035271.5,15140.0,0.000,0.475,0.001,0.524,382,7.28,1.98,0.00,0.00,0.00,0.00,0.06,0.83,7.22,1.76,0.00,0.00,0.000,0.000,50,0.874,0.230,0.763,0.000,0.007,13302,12096,1,1.000,0.000,0.014,360038,0.108,0.090,0.000,105.83,18090,0,15139.966,0.000,0.000,1323597,1.00,15.75,0.000,0.000,0.000,7,7,8,62,15376,0.059,0.00,0.0068,0.020,692,0.128,0.000,0.212,0.001,2.92,1.08,7.94,0.00,0.000,1.00,1.00,1.00,0.128,0.00308,58.01,1.6775,20.59,135041.9,139116.2,0.000,0.1625,105.664,123.746,1.000,1.000
260000,2132,1.392,0.050,7.00,66203,62923,92,0,3168,0,1035295.4,15171.9,0.000,0.475,0.001,0.524,380,7.39,2.56,0.01,0.20,0.00,0.00,0.13,1.62,7.25,1.75,0.00,0.00,0.000,0.000,60,0.859,0.246,0.746,0.000,0.008,13492,12536,1,1.000,0.000,0.019,371025,0.109,0.091,0.000,105.84,18260,0,15171.916,0.000,0.000,1326129,1.00,15.68,0.000,0.000,0.000,7,7,8,64,15748,0.060,0.00,0.0067,0.028,706,0.128,0.000,0.212,0.000,2.94,1.11,7.96,0.00,0.000,1.00,1.00,1.00,0.128,0.00305,58.00,1.6809,18.93,134988.1,139091.0,0.000,0.1636,105.673,123.581,1.000,1.000
270000,2151,1.371,0.049,7.01,66056,62747,110,0,3180,0,1035325.9,15177.5,0.000,0.476,0.001,0.523,373,7.44,2.77,0.00,0.00,0.00,0.00,0.12,1.28,7.32,2.09,0.00,0.00,0.000,0.000,66,0.861,0.242,0.754,0.000,0.004,13355,12296,1,1.000,0.000,0.019,377916,0.104,0.109,0.000,105.83,18430,0,15177.512,0.000,0.000,1330650,1.00,15.64,0.000,0.000,0.000,7,7,8,55,16011,0.061,0.00,0.0066,0.026,736,0.128,0.000,0.213,0.000,2.93,1.13,7.95,0.00,0.000,1.00,1.00,1.00,0.128,0.00303,58.01,1.6815,15.18,134988.0,139065.8,0.000,0.1638,105.670,123.730,1.000,1.000
280000,2173,1.373,0.052,7.00,66188,62850,105,0,3211,0,1035090.6,15163.1,0.000,0.475,0.001,0.524,380,7.28,2.05,0.00,0.09,0.00,0.00,0.14,1.45,7.14,1.48,0.00,0.00,0.000,0.000,61,0.879,0.260,0.733,0.000,0.007,13393,12514,1,1.000,0.000,0.016,364655,0.109,0.115,0.000,105.83,18645,0,15163.069,0.000,0.000,1330624,1.00,15.78,0.000,0.000,0.000,7,7,8,64,15821,0.060,0.00,0.0067,0.024,735,0.128,0.000,0.213,0.000,2.91,1.09,7.94,0.00,0.000,1.00,1.00,1.00,0.128,0.00299,58.01,1.6817,18.19,134888.2,139040.6,0.000,0.1648,105.658,123.712,1.000,1.000
290000,2154,1.378,0.050,7.01,66203,62952,97,0,3173,0,1034789.2,15171.5,0.000,0.475,0.001,0.524,375,7.36,2.89,0.00,0.00,0.00,0.00,0.08,0.83,7.28,2.46,0.00,0.00,0.000,0.000,59,0.898,0.253,0.741,0.000,0.006,13428,12518,1,1.000,0.000,0.017,359976,0.105,0.109,0.000,105.81,18451,0,15171.488,0.000,0.000,1328697,1.00,15.75,0.000,0.000,0.000,7,7,7,62,15847,0.060,0.00,0.0066,0.027,714,0.128,0.000,0.214,0.000,2.92,1.11,7.94,0.00,0.000,1.00,1.00,1.00,0.128,0.00301,58.03,1.6821,16.29,134915.4,139015.3,0.000,0.1649,105.652,123.715,1.000,1.000
300000,2145,1.369,0.048,7.01,65718,62593,107,0,3027,0,1034106.1,14850.3,0.000,0.476,0.001,0.523,378,7.31,2.28,0.00,0.00,0.00,0.00,0.13,1.25,7.18,1.69,0.00,0.00,0.000,0.000,62,0.888,0.232,0.760,0.000,0.007,13626,12881,1,1.000,0.000,0.019,376686,0.106,0.077,0.000,105.81,18216,0,14850.282,0.000,0.000,1348792,1.00,15.76,0.000,0.000,0.000,7,7,7,55,15675,0.060,0.00,0.0067,0.031,722,0.130,0.000,0.213,0.001,2.91,1.09,7.95,0.00,0.000,1.00,1.00,1.00,0.130,0.00302,58.03,1.6454,22.19,134956.7,138989.9,0.000,0.1595,105.657,123.659,1.000,1.000
310000,2132,1.386,0.049,7.00,65890,62656,115,0,3132,0,1034387.1,14916.6,0.000,0.475,0.001,0.524,381,7.39,2.57,0.00,0.00,0.00,0.00,0.11,1.27,7.29,1.87,0.00,0.00,0.000,0.000,51,0.870,0.244,0.749,0.000,0.007,13378,12558,1,1.000,0.000,0.016,377512,0.104,0.084,0.000,105.80,17880,0,14916.585,0.000,0.000,1325556,1.00,15.67,0.000,0.000,0.000,7,7,8,64,15764,0.060,0.00,0.0067,0.026,717,0.128,0.000,0.213,0.000,2.93,1.11,7.94,0.00,0.000,1.00,1.00,1.00,0.128,0.00304,58.04,1.6537,9.38,134889.6,138964.6,0.000,0.1630,105.630,123.482,1.000,1.000
320000,2124,1.364,0.052,7.00,65886,62621,109,0,3164,0,1034639.8,15066.6,0.000,0.474,0.001,0.525,428,7.23,1.47,0.00,0.00,0.00,0.00,0.05,0.63,7.18,1.31,0.00,0.00,0.000,0.000,57,0.887,0.247,0.748,0.000,0.005,13350,12399,1,1.000,0.000,0.017,359055,0.107,0.088,0.000,105.81,17953,0,15066.638,0.000,0.000,1320667,1.00,15.78,0.000,0.000,0.000,7,7,7,35,15356,0.059,0.00,0.0068,0.025,700,0.128,0.000,0.213,0.001,2.93,1.09,7.95,0.00,0.000,1.00,1.00,1.00,0.128,0.00305,58.03,1.6705,16.96,134882.5,138939.3,0.000,0.1627,105.649,123.515,1.000,1.000
330000,2148,1.383,0.050,7.00,66000,62712,117,0,3147,0,1034051.9,14995.6,0.000,0.476,0.001,0.523,471,7.28,2.83,0.00,0.00,0.00,0.00,0.11,1.37,7.18,2.02,0.00,0.00,0.000,0.000,51,0.911,0.237,0.756,0.000,0.007,13459,12762,1,1.000,0.000,0.016,379692,0.104,0.096,0.000,105.82,17707,0,14995.624,0.000,0.000,1344074,1.00,15.82,0.001,0.000,0.000,7,7,7,64,15647,0.060,0.00,0.0067,0.027,704,0.129,0.000,0.213,0.000,2.92,1.09,7.95,0.00,0.000,1.00,1.00,1.00,0.129,0.00301,58.02,1.6604,15.54,134812.7,138914.0,0.000,0.1607,105.652,123.600,1.000,1.000
340000,2146,1.388,0.049,7.00,66038,62795,130,0,3115,1,1034610.9,14967.7,0.000,0.476,0.001,0.523,473,7.26,1.85,0.00,0.00,0.00,0.09,0.08,0.98,7.17,1.52,0.00,0.00,0.000,0.022,56,0.877,0.250,0.741,0.000,0.008,13495,12643,1,1.000,0.000,0.017,356924,0.109,0.073,0.000,105.81,17813,0,14967.728,0.000,0.000,1347961,1.00,15.75,0.000,0.000,0.000,7,7,8,55,15570,0.059,0.00,0.0067,0.025,726,0.130,0.000,0.213,0.000,2.92,1.08,7.95,0.00,0.000,1.00,1.00,1.00,0.130,0.00302,58.03,1.6561,11.07,134800.1,138888.6,0.000,0.1596,105.649,123.664,1.000,1.000
350000,2135,1.399,0.052,7.01,65752,62523,123,0,3117,0,1034836.6,14982.2,0.000,0.476,0.001,0.523,464,7.31,2.35,0.00,0.06,0.00,0.09,0.08,0.96,7.23,1.91,0.00,0.00,0.000,0.022,57,0.881,0.241,0.750,0.000,0.008,13305,12262,1,1.000,0.000,0.016,366118,0.107,0.115,0.000,105.84,17915,0,14982.156,0.000,0.000,1334303,1.00,15.75,0.000,0.000,0.000,7,7,8,55,15611,0.060,0.00,0.0067,0.022,692,0.129,0.000,0.212,0.000,2.92,1.10,7.95,0.00,0.000,1.00,1.00,1.00,0.129,0.00304,58.00,1.6606,22.63,134710.2,138863.3,0.000,0.1609,105.669,123.582,1.000,1.000
360000,2125,1.376,0.053,7.00,66437,63209,94,0,3144,0,1034601.0,15088.8,0.000,0.475,0.001,0.524,477,7.25,1.48,0.00,0.00,0.00,0.09,0.10,1.09,7.15,1.30,0.00,0.00,0.000,0.022,54,0.888,0.233,0.760,0.000,0.007,13541,12653,1,1.000,0.000,0.020,374337,0.104,0.113,0.000,105.80,18225,0,15088.784,0.000,0.000,1333724,1.00,15.78,0.000,0.000,0.000,7,7,7,25,15408,0.059,0.00,0.0068,0.030,720,0.129,0.000,0.215,0.001,2.93,1.09,7.95,0.00,0.000,1.00,1.00,1.00,0.129,0.00304,58.04,1.6720,17.11,134736.4,138838.0,0.000,0.1634,105.641,123.743,1.000,1.000
