step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep
110000,564,1.450,0.131,8.80,18989,18221,37,0,626,39,262139.1,7297.6,0.005,0.295,0.353,0.347,703,9.86,3.10,0.01,0.34,0.07,0.85,0.14,1.12,9.63,2.65,0.00,0.00,0.003,0.038,41,0.660,0.213,0.780,0.004,0.004,11683,9403,3,0.796,0.131,0.028,218315,0.172,0.717,0.011,26.20,6769,0,187.117,0.000,0.009,203186,1.00,17.16,0.000,0.000,0.000,9,9,11,42,5559,0.021,4.51,0.0048,0.000,12,0.137,0.000,0.286,0.077,2.65,3.30,4.12,0.00,0.000,1.00,1.00,1.00,0.137,0.00213,109.62,0.8977,12.83,136653.8,139731.1,23.104,0.1687,26.027,43.039,0.660,0.434
120000,568,1.480,0.142,9.16,21677,20860,66,0,747,34,297336.8,8307.0,0.004,0.285,0.365,0.346,642,10.15,4.19,0.01,0.09,0.00,0.00,0.21,1.65,9.94,3.68,0.00,0.00,0.000,0.000,64,0.618,0.211,0.776,0.000,0.012,13665,10552,3,0.680,0.276,0.056,201725,0.179,0.754,0.012,29.70,7697,0,244.324,0.000,0.004,261911,1.00,17.18,0.000,0.000,0.000,9,9,12,44,5767,0.022,5.57,0.0053,0.000,2,0.157,0.000,0.296,0.073,2.83,3.33,4.14,0.00,0.000,1.00,1.00,1.00,0.157,0.00226,117.74,1.0122,17.67,136448.5,139730.6,10.430,0.1812,29.500,46.020,0.658,0.433
130000,556,1.488,0.124,9.51,23062,22123,65,0,886,7,316434.0,7924.3,0.004,0.256,0.383,0.357,628,9.53,2.32,0.00,0.00,0.00,0.00,0.14,1.19,9.39,2.05,0.00,0.00,0.000,0.000,49,0.518,0.207,0.775,0.004,0.014,14088,10941,2,0.392,0.601,0.036,287742,0.161,0.669,0.009,31.53,8515,0,1132.043,0.000,0.005,225814,1.00,17.15,0.000,0.000,0.000,8,9,11,29,5296,0.020,1.92,0.0061,0.000,9,0.143,0.000,0.312,0.052,2.66,3.31,4.12,0.00,0.000,1.00,1.00,1.00,0.143,0.00223,121.75,0.9345,11.05,136767.6,139730.4,8.239,0.1428,31.422,45.817,0.659,0.434
140000,374,1.458,0.119,9.74,19762,19091,51,0,802,2,243730.6,5900.1,0.014,0.213,0.387,0.386,723,9.93,2.92,0.03,0.37,0.01,0.26,0.15,1.18,9.74,2.58,0.00,0.00,0.001,0.011,39,0.390,0.176,0.813,0.000,0.011,10759,8567,6,0.393,0.000,0.024,166914,0.179,0.662,0.009,24.37,7616,0,2950.042,0.000,0.003,154031,1.01,17.16,0.000,0.000,0.000,7,9,12,34,3715,0.014,0.96,0.0067,0.000,1,0.147,0.000,0.287,0.031,2.70,3.26,4.18,0.00,0.000,1.01,1.01,1.01,0.147,0.00218,106.78,0.7028,11.15,137167.1,139730.2,31.341,0.1127,24.293,36.757,0.659,0.435
150000,309,1.427,0.376,9.92,13798,13415,51,0,397,3,186502.4,4368.5,0.023,0.230,0.412,0.334,849,11.46,3.69,0.05,0.85,0.01,0.23,0.36,2.67,11.03,2.43,0.00,0.00,0.000,0.004,40,0.524,0.217,0.780,0.000,0.003,7716,7087,3,0.832,0.000,0.042,137288,0.189,1.454,0.039,19.09,5220,0,1456.154,0.000,0.003,110303,1.01,16.26,0.000,0.000,0.000,8,12,12,52,3540,0.014,35.56,0.0055,0.000,2,0.134,0.000,0.241,0.040,2.63,3.72,4.15,0.00,0.000,1.01,1.02,1.01,0.134,0.00230,65.51,0.5143,8.75,133050.3,139730.0,43.283,0.0778,18.598,36.910,0.648,0.424
160000,296,1.546,0.741,10.92,11574,11181,73,0,333,1,165980.0,5235.6,0.009,0.207,0.463,0.321,891,11.67,4.06,0.08,1.33,0.07,0.71,0.59,3.37,10.93,2.24,0.00,0.00,0.003,0.030,37,0.544,0.182,0.797,0.000,0.020,7980,7779,2,0.986,0.000,0.051,82569,0.216,2.113,0.083,17.21,4670,0,5235.595,0.000,0.000,114840,1.02,16.02,0.000,0.000,0.000,10,12,12,43,3455,0.013,50.40,0.0051,0.020,1,0.176,0.000,0.220,0.084,2.74,3.95,4.05,0.00,0.000,1.01,1.02,1.02,0.176,0.00191,63.23,0.6097,9.02,127055.6,139730.0,32.601,0.0862,16.523,47.114,0.635,0.409
170000,335,1.527,0.388,11.00,15411,14856,80,0,436,5,219009.9,8148.8,0.007,0.202,0.478,0.312,758,12.32,4.16,0.05,0.98,0.04,0.47,0.44,3.54,11.79,1.62,0.00,0.00,0.002,0.019,27,0.818,0.209,0.782,0.006,0.003,11580,11150,1,1.000,0.000,0.039,154926,0.194,1.550,0.042,21.34,7280,0,1629.767,0.000,0.006,175613,1.01,15.79,0.000,0.000,0.000,11,12,12,62,4126,0.016,46.58,0.0055,0.003,3,0.203,0.000,0.234,0.139,2.82,4.01,4.10,0.00,0.000,1.02,1.01,1.01,0.203,0.00216,72.42,0.9755,18.07,132783.0,139729.7,23.101,0.1598,21.755,55.730,0.650,0.424
180000,466,1.469,0.446,10.86,13679,13117,95,0,336,2,218226.0,5205.6,0.006,0.175,0.483,0.336,769,11.81,3.98,0.01,0.14,0.18,2.76,0.29,2.53,11.34,2.02,0.00,0.00,0.004,0.053,25,0.777,0.217,0.779,0.000,0.004,7860,7625,1,1.000,0.000,0.019,105864,0.228,1.677,0.049,21.94,5678,0,2602.784,0.000,0.000,75291,1.01,16.11,0.000,0.000,0.000,10,12,12,60,5504,0.021,41.05,0.0041,0.000,1,0.107,0.000,0.175,0.054,2.75,3.95,4.00,0.00,0.000,1.01,1.01,1.01,0.108,0.00151,49.18,0.6136,7.86,131619.7,139729.6,51.271,0.0941,21.725,38.149,0.648,0.421
190000,325,1.407,0.114,10.89,15462,15107,111,1,384,30,243039.5,9349.7,0.011,0.184,0.473,0.332,723,11.67,3.98,0.03,0.23,0.02,0.23,0.44,3.32,11.19,2.03,0.00,0.00,0.000,0.004,27,0.738,0.209,0.785,0.000,0.006,11006,10748,2,0.908,0.077,0.028,146263,0.206,0.643,0.009,23.78,7140,26,311.657,1.000,0.003,95069,1.00,16.23,0.000,0.003,0.000,8,12,12,52,3794,0.014,6.81,0.0067,0.000,1,0.115,0.000,0.187,0.143,2.83,3.91,4.00,0.00,0.000,1.00,1.00,1.01,0.115,0.00243,70.07,1.2087,13.20,137330.1,139729.0,62.778,0.2736,24.074,51.476,0.660,0.436
200000,368,1.511,0.120,11.10,12606,12188,79,0,296,0,198162.8,4476.2,0.007,0.215,0.467,0.311,815,10.63,2.94,0.02,0.31,0.00,0.00,0.26,1.80,10.35,2.62,0.00,0.00,0.000,0.000,27,0.584,0.226,0.769,0.000,0.005,5918,5536,2,0.916,0.011,0.120,155027,0.160,0.671,0.009,19.84,5114,0,4476.176,0.000,0.000,42856,1.00,16.71,0.000,0.000,0.000,7,12,12,30,3911,0.015,0.51,0.0052,0.000,2,0.056,0.000,0.171,0.041,2.75,3.81,3.84,0.00,0.000,1.00,1.00,1.00,0.056,0.00205,29.83,0.5265,4.95,137135.8,139728.2,113.262,0.0797,19.744,29.574,0.658,0.436
210000,319,1.500,0.107,10.83,11476,11191,75,0,259,5,182272.0,3991.9,0.005,0.221,0.472,0.302,861,10.90,4.23,0.02,0.34,0.16,2.03,0.23,1.95,10.48,2.57,0.00,0.00,0.005,0.052,37,0.558,0.179,0.806,0.000,0.016,5396,5107,2,0.897,0.006,0.041,128072,0.158,0.621,0.008,18.22,4604,0,798.374,0.000,0.000,39559,1.02,16.57,0.000,0.000,0.000,7,12,12,58,3476,0.013,0.02,0.0055,0.000,1,0.054,0.000,0.177,0.040,2.87,3.71,4.03,0.00,0.000,1.02,1.02,1.02,0.054,0.00219,26.26,0.4664,7.75,137429.1,139727.1,118.935,0.0670,18.184,26.048,0.659,0.436
220000,308,1.551,0.106,10.75,11694,11309,83,0,313,0,193378.1,4285.8,0.003,0.205,0.485,0.306,831,11.49,3.66,0.00,0.00,0.00,0.00,0.37,3.13,11.12,1.74,0.00,0.00,0.000,0.000,28,0.627,0.218,0.776,0.000,0.006,5762,5594,2,0.935,0.000,0.055,97490,0.206,0.620,0.008,19.36,4645,0,4285.777,0.000,0.000,38752,1.00,16.14,0.000,0.000,0.000,8,12,12,59,3539,0.014,0.13,0.0056,0.000,1,0.055,0.000,0.171,0.041,2.88,3.76,4.18,0.00,0.000,1.00,1.00,1.00,0.055,0.00230,29.21,0.4994,11.13,137433.8,139726.3,114.737,0.0705,19.286,25.840,0.660,0.436
230000,489,1.548,0.107,10.58,12580,12028,77,0,294,0,204429.5,4460.3,0.003,0.215,0.476,0.306,812,10.90,3.31,0.00,0.00,0.01,0.24,0.17,1.68,10.71,2.33,0.00,0.00,0.001,0.010,38,0.391,0.190,0.806,0.000,0.004,6235,5913,1,1.000,0.000,0.025,134440,0.186,0.619,0.008,20.46,5206,0,4460.251,0.000,0.000,50678,1.00,16.46,0.000,0.000,0.000,7,11,12,58,5330,0.020,0.32,0.0039,0.000,0,0.064,0.000,0.180,0.041,2.70,3.45,4.33,0.00,0.000,1.00,1.00,1.00,0.064,0.00156,31.49,0.5143,8.53,137114.5,139725.3,111.164,0.0685,20.361,27.082,0.660,0.435
240000,551,1.494,0.087,10.48,17618,16985,109,0,462,3,296389.8,6188.7,0.002,0.229,0.484,0.284,678,11.19,3.00,0.00,0.00,0.06,0.67,0.24,2.00,10.89,1.93,0.00,0.00,0.003,0.047,43,0.383,0.198,0.789,0.000,0.013,9345,8909,2,0.929,0.000,0.038,164661,0.204,0.512,0.005,29.62,6984,0,2062.898,0.000,0.000,120602,1.00,16.19,0.000,0.000,0.000,7,11,12,47,6166,0.024,0.28,0.0049,0.000,2,0.098,0.000,0.219,0.036,2.75,3.44,4.47,0.00,0.000,1.00,1.00,1.00,0.098,0.00212,49.05,0.7092,6.95,137345.4,139724.5,84.493,0.0905,29.549,38.417,0.659,0.436
250000,495,1.581,0.087,10.82,17127,16677,108,0,398,2,284734.8,6005.3,0.003,0.210,0.476,0.310,714,11.10,2.39,0.00,0.06,0.04,0.24,0.20,1.78,10.85,2.01,0.00,0.00,0.006,0.052,46,0.372,0.214,0.770,0.000,0.016,9228,8456,2,0.483,0.416,0.036,190016,0.176,0.512,0.005,28.47,6863,0,3002.640,0.000,0.000,98969,1.00,16.80,0.000,0.000,0.000,7,11,12,37,5495,0.021,0.89,0.0053,0.000,1,0.092,0.000,0.217,0.038,2.71,3.49,4.13,0.00,0.002,1.00,1.00,1.00,0.092,0.00211,48.09,0.6838,6.44,137405.7,139723.7,85.985,0.0833,28.394,34.981,0.659,0.436
260000,523,1.538,0.084,10.82,16740,16234,158,0,320,13,275843.8,5754.1,0.004,0.185,0.477,0.335,721,10.55,3.27,0.00,0.00,0.03,0.48,0.18,1.56,10.34,2.72,0.00,0.00,0.003,0.048,48,0.325,0.233,0.761,0.000,0.006,8792,7961,3,0.446,0.136,0.048,197546,0.162,0.511,0.005,27.59,6888,0,442.620,0.000,0.000,68276,1.00,17.39,0.000,0.000,0.000,5,11,12,50,5520,0.021,0.85,0.0051,0.000,0,0.074,0.000,0.203,0.036,2.66,3.47,3.86,0.00,0.000,1.00,1.00,1.00,0.074,0.00170,46.48,0.6555,7.01,137428.2,139723.3,88.516,0.0802,27.509,33.456,0.660,0.436
270000,555,1.519,0.082,10.90,18097,17591,143,0,331,6,292142.9,6122.1,0.004,0.184,0.470,0.342,694,10.85,3.14,0.02,0.55,0.06,0.65,0.21,1.45,10.55,2.48,0.00,0.00,0.005,0.053,57,0.395,0.205,0.787,0.000,0.007,9523,7938,3,0.463,0.027,0.074,242751,0.143,0.507,0.005,29.20,7548,0,1020.346,0.000,0.000,73311,1.01,17.07,0.000,0.000,0.000,7,11,12,43,6022,0.023,0.81,0.0050,0.000,1,0.074,0.000,0.204,0.036,2.71,3.64,3.83,0.00,0.000,1.01,1.01,1.01,0.075,0.00168,48.14,0.6945,7.40,137416.5,139722.8,85.290,0.0823,29.116,35.492,0.659,0.436
280000,539,1.494,0.081,10.84,19603,19113,134,0,372,4,309676.0,6485.9,0.004,0.193,0.475,0.328,661,10.48,4.09,0.00,0.04,0.12,1.30,0.31,2.41,10.04,3.05,0.00,0.00,0.006,0.048,62,0.327,0.186,0.807,0.000,0.007,10392,9144,3,0.464,0.000,0.058,325817,0.126,0.496,0.005,30.93,7895,0,1621.474,0.000,0.000,74808,1.00,17.33,0.000,0.000,0.000,6,11,12,51,5648,0.022,0.80,0.0057,0.000,0,0.068,0.000,0.201,0.036,2.58,3.68,3.67,0.00,0.000,1.00,1.00,1.00,0.068,0.00183,48.49,0.7356,7.45,137472.1,139722.4,83.215,0.0870,30.853,37.791,0.660,0.437
290000,586,1.474,0.083,10.88,19314,18764,138,0,365,6,305535.5,6340.6,0.004,0.194,0.473,0.329,679,10.43,3.32,0.00,0.00,0.04,0.34,0.34,2.20,10.05,2.50,0.00,0.00,0.003,0.044,58,0.398,0.196,0.795,0.000,0.009,10313,8710,3,0.490,0.000,0.106,474818,0.103,0.496,0.005,30.52,8098,0,1056.770,0.000,0.000,77549,1.00,17.41,0.000,0.002,0.000,6,11,12,52,6110,0.023,1.16,0.0052,0.000,0,0.071,0.000,0.204,0.036,2.62,3.67,3.64,0.00,0.000,1.00,1.00,1.00,0.071,0.00167,48.37,0.7185,10.31,137381.0,139721.9,83.397,0.0843,30.426,36.880,0.659,0.436
300000,543,1.397,0.080,10.86,19730,19214,148,0,411,3,316979.3,6672.0,0.004,0.202,0.471,0.324,657,10.78,2.89,0.03,0.54,0.12,0.45,0.11,1.07,10.52,2.38,0.00,0.00,0.012,0.060,51,0.390,0.195,0.799,0.000,0.006,10138,7803,2,0.538,0.120,0.022,316061,0.126,0.495,0.005,31.65,8262,0,2223.986,0.000,0.000,77630,1.01,17.17,0.000,0.000,0.000,6,12,12,41,5851,0.022,0.82,0.0056,0.000,0,0.066,0.000,0.196,0.036,2.75,3.62,3.80,0.00,0.000,1.01,1.01,1.00,0.066,0.00197,49.37,0.7559,7.77,137542.2,139721.4,81.590,0.0890,31.580,38.730,0.660,0.436
310000,580,1.564,0.093,10.91,18804,18263,146,0,358,4,301981.0,6420.4,0.004,0.205,0.461,0.330,685,10.41,3.05,0.00,0.00,0.10,0.65,0.24,1.79,10.07,2.52,0.00,0.00,0.009,0.057,53,0.400,0.184,0.805,0.000,0.010,10278,7829,5,0.603,0.003,0.052,254997,0.139,0.590,0.007,30.19,7295,0,1605.110,0.000,0.000,78368,1.00,17.33,0.000,0.000,0.000,6,11,12,31,6037,0.023,6.41,0.0052,0.003,5,0.069,0.000,0.199,0.038,2.63,3.65,3.73,0.00,0.000,1.00,1.00,1.00,0.069,0.00179,48.49,0.7242,10.99,137172.8,139720.4,78.352,0.0818,30.069,36.858,0.660,0.436
320000,435,1.403,0.080,11.00,17917,17580,132,0,350,12,273953.8,6652.5,0.004,0.204,0.452,0.339,720,10.63,3.60,0.01,0.29,0.08,0.73,0.24,1.65,10.30,3.06,0.00,0.00,0.007,0.060,50,0.501,0.200,0.793,0.000,0.007,10947,9468,3,0.775,0.034,0.080,600685,0.093,0.505,0.005,27.38,7425,0,554.372,0.000,0.000,112466,1.01,17.03,0.000,0.000,0.000,6,12,12,40,4623,0.018,0.37,0.0061,0.028,1,0.105,0.000,0.208,0.058,2.63,3.72,3.79,0.00,0.000,1.01,1.01,1.01,0.106,0.00206,80.85,0.7588,6.92,137709.7,139719.3,54.845,0.0941,27.335,36.149,0.660,0.437
330000,429,1.441,0.078,10.90,14934,14501,78,0,361,5,223000.8,5537.5,0.004,0.220,0.464,0.312,821,10.50,4.03,0.02,0.34,0.09,1.23,0.33,2.38,10.06,2.78,0.00,0.00,0.005,0.045,46,0.464,0.212,0.779,0.000,0.009,8141,7778,2,0.683,0.026,0.042,167545,0.158,0.499,0.005,22.30,6515,0,1107.499,0.000,0.005,96583,1.01,17.23,0.000,0.000,0.000,7,12,12,47,4503,0.017,0.66,0.0052,0.026,1,0.101,0.000,0.192,0.061,2.56,3.66,3.73,0.00,0.000,1.01,1.01,1.01,0.101,0.00175,70.32,0.6331,8.26,137730.8,139718.5,70.164,0.0793,22.220,29.338,0.661,0.437
340000,553,1.537,0.083,10.96,17631,17017,113,0,377,5,259264.8,6300.6,0.006,0.205,0.471,0.318,766,10.10,3.77,0.00,0.00,0.04,0.41,0.37,3.21,9.70,2.46,0.00,0.00,0.004,0.039,48,0.383,0.172,0.816,0.000,0.013,10460,9408,2,0.548,0.000,0.040,165965,0.178,0.496,0.005,25.94,7450,0,1260.112,0.000,0.002,118487,1.00,17.69,0.000,0.000,0.000,6,10,12,52,5588,0.021,0.34,0.0048,0.038,1,0.115,0.000,0.217,0.051,2.60,3.63,3.54,0.00,0.000,1.00,1.00,1.00,0.115,0.00153,79.46,0.7113,5.92,137400.0,139718.4,57.700,0.0815,25.821,32.317,0.660,0.436
350000,604,1.482,0.081,10.96,21084,20458,135,0,440,4,310852.0,6990.5,0.006,0.217,0.471,0.306,668,9.88,3.43,0.00,0.00,0.20,1.54,0.25,2.19,9.43,2.53,0.00,0.00,0.011,0.065,53,0.343,0.175,0.818,0.000,0.007,12063,9999,2,0.530,0.000,0.026,178550,0.175,0.486,0.005,31.05,8646,0,1747.628,0.000,0.002,139507,1.00,17.84,0.000,0.000,0.000,6,10,12,40,5968,0.023,0.33,0.0055,0.017,2,0.106,0.000,0.226,0.042,2.53,3.56,3.52,0.00,0.000,1.00,1.00,1.00,0.107,0.00173,87.14,0.7855,6.76,137372.7,139718.6,44.913,0.0864,30.963,38.008,0.661,0.436
360000,586,1.485,0.076,10.96,20705,20128,172,0,423,2,312488.8,7100.6,0.005,0.206,0.466,0.323,665,10.73,3.46,0.01,0.13,0.13,0.93,0.26,2.06,10.33,2.62,0.00,0.00,0.010,0.063,56,0.427,0.191,0.799,0.000,0.010,12691,9943,2,0.561,0.003,0.039,172882,0.175,0.485,0.005,31.19,8357,0,3550.279,0.000,0.000,134810,1.00,17.19,0.000,0.000,0.000,7,11,12,42,6290,0.024,0.23,0.0052,0.014,2,0.110,0.000,0.232,0.043,2.53,3.80,3.62,0.00,0.000,1.00,1.00,1.00,0.110,0.00175,88.60,0.7872,8.76,137476.0,139717.7,43.421,0.0770,31.126,36.281,0.661,0.437
