step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep
10000,2143,1.348,0.048,7.52,69176,65817,193,1,2505,2023,1167523.6,68265.7,0.017,0.446,0.514,0.023,354,7.47,1.90,0.01,0.29,0.02,0.24,0.03,0.73,7.41,1.58,0.00,0.00,0.001,0.025,99,0.182,0.218,0.777,0.000,0.005,44126,37528,1,0.683,0.317,0.003,319165,0.143,0.065,0.000,107.29,28945,634,33.745,0.000,0.000,1225696,1.00,17.43,0.000,0.000,0.000,6,7,9,36,16017,0.061,0.46,0.0073,0.019,715,0.122,0.000,0.203,0.248,2.82,1.86,6.07,0.00,0.000,1.00,1.00,1.01,0.122,0.00339,56.10,10.4122,13.66,136056.4,140048.9,0.001,3.5829,117.312,157.705,1.000,1.000
20000,2051,1.394,0.042,7.23,51916,49408,535,0,2065,36,1054509.5,11495.8,0.002,0.366,0.629,0.004,345,7.88,2.08,0.03,0.67,0.04,0.79,0.01,0.19,7.80,1.41,0.00,0.00,0.002,0.025,94,0.328,0.217,0.779,0.000,0.004,8623,5005,1,0.813,0.187,0.001,31429,0.099,0.060,0.000,105.84,15891,0,319.328,0.000,0.000,605346,1.01,16.24,0.000,0.001,0.000,6,8,10,46,16164,0.062,0.00,0.0066,0.023,685,0.077,0.000,0.136,0.000,3.07,1.83,7.04,0.01,0.001,1.00,1.01,1.01,0.077,0.00266,58.00,1.3016,18.71,136158.4,140025.9,0.000,0.1519,105.697,119.759,1.000,1.000
30000,1933,1.426,0.038,6.98,47004,44875,628,0,1619,72,1023086.1,11477.9,0.003,0.366,0.630,0.001,360,8.17,1.65,0.04,0.55,0.09,1.16,0.03,0.58,8.02,0.92,0.00,0.00,0.005,0.049,76,0.793,0.177,0.817,0.000,0.005,5674,3968,2,0.979,0.002,0.004,44569,0.097,0.055,0.000,102.03,10501,0,159.415,0.000,0.000,461812,1.01,15.82,0.000,0.002,0.000,8,8,9,39,15791,0.060,0.00,0.0066,0.017,637,0.062,0.000,0.111,0.000,3.45,2.07,7.77,0.01,0.003,1.00,1.01,1.02,0.062,0.00289,61.81,1.2995,21.58,136318.2,140008.1,0.000,0.1521,101.895,117.551,1.000,1.000
40000,1973,1.375,0.035,7.01,45418,43261,675,0,1442,76,1005720.4,11546.5,0.004,0.377,0.619,0.000,379,8.22,2.42,0.07,0.72,0.10,1.44,0.02,0.49,8.04,0.96,0.00,0.00,0.004,0.042,71,0.905,0.200,0.796,0.000,0.005,5162,4925,1,1.000,0.000,0.003,52305,0.098,0.046,0.000,100.16,7199,0,151.928,0.000,0.000,451554,1.02,15.85,0.000,0.001,0.000,8,8,8,63,16217,0.062,0.00,0.0063,0.019,661,0.061,0.000,0.099,0.000,3.50,2.10,7.89,0.02,0.004,1.00,1.02,1.04,0.061,0.00286,63.68,1.3056,9.20,136378.9,139993.3,0.000,0.1532,100.013,116.892,1.000,1.000
50000,1946,1.366,0.036,7.21,45505,43326,650,0,1556,96,1003644.4,11605.9,0.004,0.381,0.615,0.000,368,8.14,2.10,0.07,0.95,0.05,0.93,0.02,0.53,8.00,0.79,0.00,0.00,0.002,0.030,64,0.933,0.188,0.810,0.000,0.002,5087,5035,1,1.000,0.000,0.003,53943,0.097,0.051,0.000,99.93,7290,0,120.895,0.000,0.000,452902,1.02,15.94,0.000,0.002,0.000,8,8,8,49,15840,0.060,0.00,0.0064,0.022,654,0.060,0.000,0.098,0.000,3.52,2.07,7.94,0.01,0.002,1.00,1.02,1.03,0.060,0.00292,63.91,1.3179,19.50,136420.8,139979.0,0.000,0.1573,99.779,116.727,1.000,1.000
60000,1938,1.415,0.035,7.63,44792,42626,723,0,1451,88,1001363.9,11183.4,0.003,0.384,0.613,0.000,366,8.15,2.17,0.06,0.86,0.05,1.09,0.03,0.78,8.00,0.96,0.00,0.00,0.002,0.033,47,0.925,0.183,0.812,0.000,0.005,4771,4744,2,0.997,0.000,0.003,49038,0.096,0.049,0.000,99.83,9830,0,127.084,0.000,0.000,405297,1.02,15.92,0.000,0.000,0.000,8,8,8,51,15788,0.060,0.00,0.0065,0.018,637,0.054,0.000,0.095,0.000,3.47,2.04,7.92,0.01,0.002,1.00,1.02,1.04,0.054,0.00297,64.01,1.2682,19.95,136339.7,139964.6,0.000,0.1505,99.677,115.930,1.000,1.000
70000,1948,1.410,0.034,7.94,43875,41455,869,0,1541,53,1000781.8,10851.0,0.001,0.393,0.605,0.000,371,8.01,1.10,0.02,0.40,0.01,0.42,0.00,0.07,7.98,0.82,0.00,0.00,0.001,0.015,52,0.888,0.200,0.797,0.000,0.003,4355,4273,1,0.998,0.002,0.001,42361,0.097,0.046,0.000,99.97,12574,0,204.736,0.000,0.000,356988,1.01,15.97,0.000,0.001,0.000,8,8,8,28,15609,0.060,0.00,0.0064,0.013,655,0.046,0.000,0.092,0.000,3.48,2.03,7.93,0.00,0.001,1.00,1.01,1.01,0.046,0.00304,63.87,1.2367,13.44,136335.6,139950.2,0.000,0.1528,99.814,115.171,1.000,1.000
80000,1917,1.436,0.035,7.99,43156,40720,923,0,1544,26,1000501.8,10583.9,0.001,0.404,0.596,0.000,370,8.01,1.50,0.01,0.19,0.03,0.59,0.01,0.29,7.96,1.09,0.00,0.00,0.001,0.026,54,0.854,0.175,0.823,0.000,0.003,4173,4092,1,1.000,0.000,0.002,36864,0.098,0.046,0.000,100.02,13060,0,407.073,0.000,0.000,348220,1.00,15.97,0.000,0.000,0.000,8,8,8,41,15353,0.059,0.00,0.0066,0.014,637,0.044,0.000,0.090,0.000,3.42,2.04,7.93,0.00,0.001,1.00,1.00,1.01,0.044,0.00316,63.82,1.2105,13.59,136306.7,139935.6,0.000,0.1521,99.869,114.928,1.000,1.000
90000,1953,1.386,0.034,7.98,42809,40262,978,0,1533,38,1000854.1,10458.7,0.000,0.406,0.593,0.000,364,8.06,1.64,0.03,0.46,0.03,0.75,0.01,0.29,7.99,0.99,0.00,0.00,0.001,0.019,52,0.857,0.184,0.812,0.000,0.005,4274,4147,1,1.000,0.000,0.003,37866,0.096,0.050,0.000,100.06,13573,0,275.229,0.000,0.000,346630,1.01,15.90,0.000,0.000,0.000,8,8,8,42,15737,0.060,0.00,0.0064,0.018,657,0.043,0.000,0.091,0.000,3.43,2.06,7.94,0.01,0.002,1.00,1.01,1.01,0.043,0.00312,63.78,1.1961,17.40,136340.6,139920.8,0.000,0.1500,99.917,114.937,1.000,1.000
100000,1957,1.416,0.033,8.00,43265,40756,936,1,1568,33,1000931.6,10494.2,0.001,0.406,0.593,0.000,360,8.00,1.68,0.04,0.73,0.02,0.47,0.01,0.34,7.94,1.06,0.00,0.00,0.001,0.019,55,0.849,0.185,0.811,0.000,0.004,4272,4134,1,1.000,0.000,0.001,49321,0.082,0.045,0.000,100.09,13803,44,318.008,1.000,0.000,347880,1.01,15.99,0.000,0.001,0.000,7,8,8,46,15657,0.060,0.00,0.0064,0.018,656,0.044,0.000,0.091,0.000,3.42,2.04,7.94,0.00,0.001,1.00,1.01,1.02,0.044,0.00311,63.75,1.1988,14.24,136282.5,139905.7,0.000,0.1499,99.938,114.869,1.000,1.000
110000,1953,1.392,0.032,7.99,43149,40629,981,1,1542,39,1000590.1,10483.0,0.000,0.406,0.594,0.000,355,8.01,1.67,0.03,0.62,0.03,0.58,0.01,0.16,7.95,1.08,0.00,0.00,0.001,0.024,56,0.830,0.182,0.816,0.000,0.002,4101,3934,1,1.000,0.000,0.004,60687,0.069,0.044,0.000,100.07,13887,42,268.794,1.000,0.001,344971,1.01,15.95,0.000,0.001,0.000,7,8,8,45,15653,0.060,0.00,0.0064,0.019,643,0.043,0.000,0.090,0.000,3.46,2.05,7.94,0.00,0.002,1.00,1.01,1.01,0.043,0.00311,63.77,1.1976,11.68,136327.5,139890.6,0.000,0.1498,99.927,114.778,1.000,1.000
120000,1953,1.383,0.034,7.98,43541,41002,952,0,1587,52,1001015.4,10532.3,0.000,0.403,0.596,0.000,360,7.99,1.65,0.04,0.73,0.01,0.31,0.01,0.27,7.92,1.10,0.00,0.00,0.001,0.020,56,0.823,0.187,0.811,0.000,0.003,4078,3904,1,1.000,0.000,0.003,60108,0.070,0.049,0.000,100.08,14256,0,202.545,0.000,0.000,338038,1.01,15.94,0.000,0.001,0.000,7,8,8,40,15606,0.060,0.00,0.0065,0.015,658,0.043,0.000,0.091,0.000,3.44,2.04,7.94,0.00,0.001,1.00,1.01,1.02,0.043,0.00309,63.76,1.2042,14.87,136310.7,139875.4,0.000,0.1512,99.931,114.730,1.000,1.000
