step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells
10000,8,117,8.88,0.03,0.00,0.00,8.85,0.00,1.01,0.000,0.014,235111.9,27625.4,3,0,2.48,1.01,1.01,4.1211,2.58,11155.8,31.2060,19.7011,4802
10000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,5694.1,1031.0,0,0,-0.00,-0.00,-0.00,0.1462,0.00,599.4,24.0962,0.7174,98
10000,0,2,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,88144.7,34081.9,1,2,2.50,1.00,1.00,5.8580,0.51,121804.8,0.0000,0.0000,11484
20000,8,213,11.10,0.14,0.12,0.10,10.74,0.00,1.05,0.000,0.031,116299.0,2211.0,2,0,2.39,1.03,1.06,0.2668,4.16,19057.8,54.1806,11.6422,4802
20000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,742.6,40.9401,0.0545,98
20000,0,1,9.00,0.00,0.00,0.00,9.00,0.00,1.00,0.000,0.000,318.3,7.0,1,1,2.00,1.00,1.00,0.0043,0.31,113292.3,0.0000,0.0000,11484
30000,8,307,8.86,0.08,0.21,0.00,8.58,0.00,1.02,0.000,0.035,133664.3,2657.0,2,0,2.33,1.00,1.04,0.3145,6.87,25365.9,49.1611,13.3898,4802
30000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,950.1,40.9417,0.1761,98
30000,0,3,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,268.0,4.1,1,3,2.33,1.00,1.00,0.0046,0.42,104950.5,0.0000,0.0000,11484
40000,8,112,8.23,0.00,0.06,0.00,8.17,0.00,1.00,0.000,0.012,144283.9,2832.3,3,0,2.17,1.00,1.00,0.3311,2.64,13235.9,45.8678,14.4032,4802
40000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,1394.8,40.9283,0.1113,98
40000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,362.3,5.3,0,0,-0.00,-0.00,-0.00,0.0043,0.13,116386.7,0.0000,0.0000,11484
50000,8,41,9.07,0.00,0.00,0.00,9.07,0.00,1.00,0.000,0.005,31156.4,494.9,1,0,2.34,1.00,1.00,0.0672,2.54,6905.8,75.1778,3.1911,4802
50000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,1478.5,40.9342,0.1182,98
50000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,134.2,1.6,0,0,-0.00,-0.00,-0.00,0.0017,0.75,120999.5,0.0000,0.0000,11484
53181,8,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,2854.8,39.2,0,0,-0.00,-0.00,-0.00,0.0077,0.53,3723.4,25.1149,0.3985,4802
53181,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,1209.3,13.0121,0.0837,98
53181,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,42.8,0.3,0,0,-0.00,-0.00,-0.00,0.0004,0.03,122591.0,0.0000,0.0000,11484
