step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells
10000,0,594,9.04,0.06,0.00,0.02,8.96,0.00,1.02,0.000,0.061,381831.8,23995.0,1,17,3.16,1.02,1.02,3.5791,5.22,137089.5,3.9567,32.5442,5462
10000,1,42,9.38,0.05,0.00,0.00,9.33,0.00,1.02,0.000,0.005,149705.6,20590.8,1,29,3.33,1.01,1.01,3.2013,0.15,979.6,37.4654,10.5323,5461
10000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,99164.2,19857.9,0,0,-0.00,-0.00,-0.00,3.1025,0.00,0.0,45.2078,5.5416,5461
20000,0,586,9.59,0.05,0.00,0.00,9.54,0.00,1.02,0.000,0.064,327389.4,4037.7,1,14,3.25,1.01,1.02,0.4568,3.61,137896.6,5.1706,31.9585,5462
20000,1,27,8.96,0.19,0.00,0.00,8.78,0.00,1.07,0.000,0.003,20263.0,252.5,1,21,3.15,1.06,1.06,0.0309,0.73,201.6,51.4215,2.0318,5461
20000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,123.4,1.9,0,0,-0.00,-0.00,-0.00,0.0003,0.02,0.0,54.5903,0.0121,5461
30000,0,576,9.58,0.02,0.00,0.00,9.56,0.00,1.01,0.000,0.063,329319.1,3869.3,1,7,3.18,1.01,1.01,0.4360,3.81,137924.7,4.6429,32.2063,5462
30000,1,70,9.04,0.00,0.00,0.01,9.03,0.00,1.00,0.000,0.007,20703.8,256.4,1,56,3.21,1.00,1.00,0.0379,1.44,92.3,51.2740,2.0795,5461
30000,2,7,9.29,0.00,0.00,0.00,9.29,0.00,1.00,0.000,0.001,2313.1,21.7,1,4,3.29,1.00,1.00,0.0050,1.37,4.6,54.2411,0.2323,5461
40000,0,599,9.44,0.02,0.01,0.02,9.40,0.00,1.01,0.000,0.064,332467.6,3820.1,1,11,3.21,1.01,1.01,0.4316,6.89,138159.0,4.2277,32.4698,5462
40000,1,32,9.06,0.03,0.00,0.00,9.03,0.00,1.01,0.000,0.004,26118.8,322.9,1,26,3.22,1.00,1.01,0.0498,1.20,42.7,50.3315,2.6186,5461
40000,2,3,8.67,0.00,0.00,0.00,8.67,0.00,1.00,0.000,0.000,5246.9,43.1,1,2,3.33,1.00,1.00,0.0084,0.08,1.6,53.7853,0.5197,5461
50000,0,583,9.29,0.02,0.02,0.03,9.23,0.00,1.00,0.000,0.062,328068.6,4071.5,1,9,3.20,1.00,1.01,0.4585,4.08,138249.9,4.6106,32.0820,5462
50000,1,19,9.05,0.00,0.00,0.00,9.05,0.00,1.00,0.000,0.002,13142.3,196.8,1,15,3.32,1.00,1.00,0.0308,0.44,21.2,52.3839,1.3157,5461
50000,2,5,9.00,0.00,0.00,0.00,9.00,0.00,1.00,0.000,0.001,1589.4,16.4,1,3,2.80,1.00,1.00,0.0035,0.21,3.0,54.3542,0.1579,5461
60000,0,577,9.15,0.01,0.00,0.00,9.13,0.00,1.00,0.000,0.060,323817.1,4282.9,1,4,3.25,1.00,1.00,0.4823,4.37,138299.0,5.0499,31.6838,5462
60000,1,8,9.00,0.00,0.00,0.00,9.00,0.00,1.00,0.000,0.001,7780.1,128.2,1,7,3.38,1.00,1.00,0.0201,0.51,8.7,53.2480,0.7767,5461
60000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,1073.3,6.6,0,0,-0.00,-0.00,-0.00,0.0013,0.00,0.0,54.4395,0.1070,5461
70000,0,591,9.01,0.03,0.00,0.01,8.97,0.00,1.02,0.000,0.061,322235.0,4379.8,1,4,3.21,1.01,1.01,0.4937,3.14,138313.0,5.2166,31.5475,5462
70000,1,11,9.00,0.00,0.00,0.00,9.00,0.00,1.00,0.000,0.001,4779.5,99.6,1,9,3.09,1.00,1.00,0.0159,0.72,6.5,53.7285,0.4774,5461
70000,2,6,9.17,0.00,0.00,0.00,9.17,0.00,1.00,0.000,0.001,225.3,2.8,1,6,3.67,1.00,1.00,0.0007,0.29,3.4,54.5733,0.0232,5461
80000,0,589,9.11,0.04,0.01,0.03,9.03,0.00,1.01,0.000,0.061,320529.3,4575.5,1,9,3.21,1.01,1.01,0.5153,4.77,138317.2,5.3925,31.3781,5462
80000,1,6,8.83,0.00,0.00,0.00,8.83,0.00,1.00,0.000,0.001,3117.2,85.4,1,6,3.33,1.00,1.00,0.0130,0.03,2.2,53.9992,0.3117,5461
80000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,174.4,0.4,0,0,-0.00,-0.00,-0.00,0.0001,0.00,0.0,54.5825,0.0171,5461
90000,0,588,8.99,0.04,0.03,0.05,8.87,0.00,1.01,0.000,0.060,320107.8,4400.8,1,4,3.16,1.01,1.01,0.4948,4.90,138345.8,5.4098,31.3295,5462
90000,1,2,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,2677.9,71.9,1,2,3.50,1.00,1.00,0.0118,0.39,1.4,54.0699,0.2681,5461
90000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,11.8,0.5,0,0,-0.00,-0.00,-0.00,0.0001,0.00,0.0,54.6079,0.0012,5461
100000,0,580,9.01,0.02,0.01,0.01,8.97,0.00,1.02,0.000,0.060,319045.2,4440.6,1,3,3.21,1.01,1.01,0.4995,4.85,138355.2,5.5577,31.2545,5462
100000,1,6,8.33,0.00,0.00,0.00,8.33,0.00,1.00,0.000,0.001,2204.1,59.6,1,6,2.83,1.00,1.00,0.0099,0.67,2.1,54.1537,0.2201,5461
100000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,2.2,0.2,0,0,-0.00,-0.00,-0.00,0.0001,0.00,0.0,54.6096,0.0002,5461
110000,0,581,9.17,0.02,0.06,0.02,9.08,0.00,1.00,0.000,0.061,318274.9,4375.9,1,2,3.22,1.00,1.01,0.4904,7.06,138365.4,5.6324,31.1625,5462
110000,1,5,6.80,0.00,0.20,0.00,6.60,0.00,1.00,0.000,0.001,1686.9,45.9,1,5,2.80,1.00,1.00,0.0079,0.19,1.3,54.2431,0.1686,5461
110000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,133.3,0.1,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,54.5890,0.0132,5461
120000,0,573,9.09,0.01,0.02,0.01,9.04,0.00,1.01,0.000,0.060,318234.1,4475.7,1,0,3.27,1.01,1.01,0.5029,6.51,138361.1,5.6409,31.1655,5462
120000,1,6,9.00,0.00,0.00,0.00,9.00,0.00,1.00,0.000,0.001,1930.2,60.4,1,6,3.67,1.00,1.00,0.0100,0.45,2.2,54.1995,0.1935,5461
120000,2,1,10.00,0.00,0.00,0.00,10.00,0.00,1.00,0.000,0.000,53.2,0.4,1,1,3.00,1.00,1.00,0.0001,0.01,0.3,54.6014,0.0052,5461
130000,0,576,9.26,0.01,0.03,0.00,9.23,0.00,1.00,0.000,0.061,318015.8,4495.5,2,0,3.31,1.00,1.00,0.5046,8.69,138422.5,5.6537,31.1213,5462
130000,1,3,7.33,0.00,0.00,0.00,7.33,0.00,1.00,0.000,0.000,2355.6,64.8,1,3,3.00,1.00,1.00,0.0110,1.02,2.0,54.1335,0.2357,5461
130000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,203.5,3.2,0,0,-0.00,-0.00,-0.00,0.0008,0.00,0.0,54.5758,0.0206,5461
140000,0,569,9.18,0.07,0.01,0.04,9.06,0.00,1.03,0.000,0.060,316344.6,4251.0,2,2,3.25,1.02,1.02,0.4771,5.88,138391.5,5.7101,30.9899,5462
