step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep
10000,1191,1.358,0.069,2.32,63295,61204,35,4,2357,1640,884470.4,68537.6,0.027,0.347,0.170,0.456,527,8.44,3.19,0.03,0.82,0.00,0.00,0.09,2.13,8.32,2.33,0.00,0.00,0.000,0.000,46,0.302,0.239,0.755,0.000,0.006,42783,39379,1,1.000,0.000,0.003,346351,0.179,0.101,0.000,75.74,18009,16,41.791,1.000,0.001,1125885,1.01,15.29,0.001,0.000,0.000,6,8,10,64,10053,0.038,0.41,0.0089,0.078,0,0.214,0.000,0.230,0.254,2.88,1.76,6.81,0.00,0.000,1.01,1.01,1.01,0.214,0.00385,38.83,10.6517,22.72,137274.1,140215.9,48.867,3.7949,85.677,399.553,0.554,0.400
20000,1155,1.427,0.067,2.35,49005,47078,23,0,1940,0,592390.9,12509.7,0.002,0.344,0.054,0.600,694,7.44,2.98,0.01,0.24,0.00,0.00,0.04,1.47,7.39,2.53,0.00,0.00,0.000,0.000,40,0.229,0.215,0.777,0.000,0.008,12965,12956,1,1.000,0.000,0.001,50835,0.260,0.096,0.000,58.70,7302,0,12509.670,0.000,0.000,751518,1.00,17.27,0.001,0.000,0.000,6,6,10,64,8595,0.033,0.00,0.0069,0.086,0,0.180,0.000,0.219,0.001,2.92,2.01,6.47,0.00,0.000,1.00,1.00,1.00,0.180,0.00227,30.61,1.4221,12.46,137289.4,140211.5,74.524,0.1718,58.533,77.465,0.539,0.399
30000,1213,1.329,0.071,2.18,46569,44622,32,0,1857,5,578172.9,11098.8,0.002,0.389,0.032,0.577,655,6.71,3.93,0.01,0.35,0.00,0.00,0.13,2.67,6.57,3.11,0.00,0.00,0.000,0.000,39,0.608,0.244,0.745,0.000,0.011,15329,15328,1,1.000,0.000,0.004,46015,0.275,0.101,0.000,57.07,6078,0,2219.764,0.000,0.001,940957,1.01,17.89,0.003,0.000,0.000,6,6,8,64,8143,0.031,0.00,0.0073,0.107,0,0.196,0.000,0.207,0.001,2.99,2.05,7.12,0.00,0.000,1.02,1.02,1.00,0.196,0.00212,31.55,1.2685,21.63,137266.9,140208.1,75.225,0.1574,56.909,74.284,0.540,0.399
40000,1181,1.326,0.069,2.19,46753,45107,12,0,1666,3,574860.8,10514.6,0.002,0.427,0.018,0.553,675,6.47,3.86,0.03,0.78,0.02,0.38,0.12,2.35,6.31,2.78,0.00,0.00,0.001,0.030,33,0.749,0.197,0.798,0.000,0.005,17386,17385,1,1.000,0.000,0.003,41294,0.292,0.099,0.000,56.68,5424,0,3504.883,0.000,0.001,1147102,1.01,18.23,0.003,0.000,0.000,6,6,6,64,7640,0.029,0.00,0.0077,0.097,1,0.214,0.000,0.215,0.001,3.00,2.06,7.13,0.00,0.001,1.01,1.01,1.01,0.214,0.00218,31.97,1.2017,14.86,137349.6,140204.5,75.188,0.1505,56.541,74.579,0.539,0.399
50000,1191,1.375,0.071,2.10,46844,45187,11,0,1636,2,570715.0,10317.1,0.002,0.443,0.014,0.540,652,6.29,3.29,0.03,1.19,0.00,0.09,0.04,1.26,6.21,2.78,0.00,0.00,0.000,0.012,28,0.871,0.221,0.772,0.000,0.008,18227,18226,1,1.000,0.000,0.002,33660,0.289,0.098,0.000,56.22,4933,0,5158.569,0.000,0.001,1248460,1.01,18.19,0.002,0.001,0.000,6,6,6,64,7492,0.029,0.00,0.0077,0.101,0,0.226,0.000,0.224,0.002,3.07,2.04,7.51,0.00,0.000,1.01,1.01,1.01,0.226,0.00218,32.42,1.1800,14.37,137256.2,140200.3,75.195,0.1479,56.064,74.773,0.540,0.399
60000,1222,1.312,0.070,2.15,47391,45764,9,0,1587,2,571489.0,10301.0,0.002,0.452,0.011,0.534,696,6.38,3.55,0.02,0.52,0.02,0.55,0.05,1.27,6.30,2.97,0.00,0.00,0.001,0.014,34,0.813,0.232,0.763,0.000,0.005,18974,18974,1,1.000,0.000,0.004,33646,0.290,0.100,0.000,56.30,4785,0,5150.508,0.000,0.000,1297612,1.00,18.27,0.002,0.000,0.000,6,6,6,64,7802,0.030,0.00,0.0074,0.099,0,0.228,0.000,0.227,0.002,3.01,2.06,7.25,0.00,0.001,1.00,1.00,1.00,0.228,0.00215,32.39,1.1797,13.84,137286.4,140196.1,75.155,0.1493,56.150,75.175,0.539,0.398
70000,1169,1.367,0.071,2.14,47226,45699,6,0,1574,3,570943.6,10370.6,0.002,0.447,0.012,0.539,687,6.22,2.17,0.01,0.35,0.01,0.38,0.08,1.86,6.12,1.33,0.00,0.00,0.001,0.029,25,0.840,0.216,0.777,0.000,0.008,18809,18809,1,1.000,0.000,0.003,34607,0.291,0.099,0.000,56.27,4868,0,3456.881,0.000,0.000,1252942,1.00,18.29,0.000,0.000,0.000,6,6,6,60,7266,0.028,0.00,0.0080,0.121,0,0.224,0.000,0.227,0.002,3.03,2.04,7.33,0.00,0.000,1.00,1.01,1.00,0.224,0.00224,32.41,1.1845,18.08,137280.4,140191.7,75.161,0.1467,56.126,74.865,0.539,0.399
80000,1201,1.345,0.067,2.13,47124,45450,15,0,1627,0,573622.1,10291.8,0.002,0.436,0.013,0.549,684,6.47,4.61,0.11,2.61,0.00,0.00,0.05,1.61,6.31,3.73,0.00,0.00,0.000,0.000,20,0.838,0.212,0.782,0.000,0.006,18301,18301,1,1.000,0.000,0.002,38542,0.271,0.094,0.000,56.50,5033,0,10291.795,0.000,0.000,1191253,1.04,18.22,0.005,0.000,0.000,6,6,6,64,7768,0.030,0.00,0.0076,0.118,0,0.217,0.000,0.221,0.002,3.03,2.05,7.36,0.00,0.000,1.04,1.04,1.04,0.217,0.00215,32.22,1.1766,14.75,137315.7,140187.3,75.121,0.1474,56.357,74.523,0.539,0.399
90000,1188,1.345,0.068,2.18,46840,45287,18,0,1548,1,572678.2,10246.2,0.002,0.432,0.013,0.553,675,6.55,4.57,0.01,0.26,0.03,0.75,0.27,3.72,6.25,2.45,0.00,0.00,0.001,0.021,29,0.783,0.201,0.790,0.000,0.008,17868,17867,1,1.000,0.000,0.007,38505,0.280,0.094,0.000,56.44,4962,0,10246.203,0.000,0.001,1155329,1.00,18.21,0.003,0.000,0.000,6,6,6,64,7786,0.030,0.00,0.0077,0.112,0,0.213,0.000,0.221,0.002,2.98,2.03,7.21,0.00,0.001,1.00,1.00,1.00,0.213,0.00216,32.23,1.1701,12.68,137308.0,140182.9,75.171,0.1453,56.297,74.190,0.539,0.399
100000,1216,1.329,0.068,2.20,46963,45307,15,0,1613,2,573729.2,10264.5,0.002,0.435,0.013,0.550,682,6.24,2.53,0.00,0.00,0.00,0.00,0.08,1.74,6.17,1.93,0.00,0.00,0.000,0.000,26,0.779,0.211,0.781,0.000,0.007,18095,18094,1,1.000,0.000,0.004,39285,0.288,0.094,0.000,56.54,4930,0,5132.273,0.000,0.000,1188121,1.00,18.39,0.002,0.000,0.000,6,6,6,64,7592,0.029,0.00,0.0077,0.112,1,0.217,0.000,0.221,0.001,2.96,2.03,7.15,0.00,0.000,1.00,1.00,1.00,0.217,0.00212,32.17,1.1726,11.68,137299.7,140178.4,75.132,0.1459,56.395,74.442,0.540,0.399
