step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep
150000,1334,1.391,0.037,10.05,31031,29035,621,0,1371,0,680588.4,7441.3,0.000,0.267,0.678,0.054,521,7.98,1.70,0.02,0.48,0.02,0.30,0.00,0.00,7.94,1.47,0.00,0.00,0.002,0.033,65,0.682,0.218,0.778,0.000,0.004,3318,1698,3,0.967,0.000,0.000,5141,0.118,0.055,0.000,67.39,12808,0,7441.323,0.000,0.000,85688,1.01,17.80,0.000,0.000,0.000,7,8,8,33,10647,0.041,0.00,0.0064,0.087,2,0.024,0.000,0.069,0.000,2.59,2.09,5.02,0.00,0.000,1.00,1.01,1.01,0.024,0.00210,33.45,0.8478,7.35,137304.7,139980.4,62.997,0.1040,67.284,70.457,0.611,0.402
160000,1354,1.358,0.036,10.04,30862,28985,591,0,1266,0,679709.3,7287.4,0.000,0.264,0.681,0.055,516,7.92,1.28,0.00,0.05,0.00,0.05,0.00,0.00,7.92,1.27,0.00,0.00,0.000,0.004,57,0.674,0.226,0.771,0.000,0.003,3312,1513,1,0.982,0.018,0.000,6497,0.126,0.053,0.000,67.30,12989,0,7287.388,0.000,0.000,81247,1.00,17.84,0.000,0.000,0.000,7,8,9,20,10722,0.041,0.00,0.0063,0.085,7,0.023,0.000,0.069,0.000,2.55,2.07,5.01,0.00,0.001,1.00,1.00,1.00,0.023,0.00205,33.49,0.8311,9.82,137329.3,139974.9,63.045,0.1021,67.204,70.468,0.614,0.403
170000,1346,1.347,0.037,10.06,30772,28903,640,0,1237,0,679405.6,7314.7,0.000,0.262,0.682,0.055,529,8.01,1.27,0.00,0.05,0.04,0.47,0.00,0.00,7.97,1.26,0.00,0.00,0.003,0.046,62,0.670,0.224,0.773,0.000,0.003,3257,1453,2,0.957,0.013,0.000,4909,0.124,0.057,0.000,67.28,12713,0,7314.660,0.000,0.000,80320,1.00,17.75,0.000,0.000,0.000,7,8,9,23,10784,0.041,0.00,0.0063,0.079,1,0.023,0.000,0.068,0.000,2.63,2.12,5.02,0.00,0.000,1.00,1.00,1.00,0.023,0.00206,33.45,0.8338,12.53,137340.4,139969.5,63.109,0.1020,67.177,70.461,0.610,0.403
180000,1335,1.373,0.037,10.08,30810,28923,633,0,1265,0,680490.4,7367.4,0.000,0.266,0.680,0.054,518,8.04,1.34,0.01,0.19,0.01,0.13,0.00,0.00,8.03,1.29,0.00,0.00,0.000,0.008,58,0.670,0.202,0.796,0.000,0.001,3158,1327,2,0.991,0.000,0.000,6512,0.100,0.054,0.000,67.38,12746,0,7367.419,0.000,0.001,82546,1.00,17.71,0.000,0.000,0.000,7,8,9,27,10736,0.041,0.00,0.0063,0.084,1,0.023,0.000,0.068,0.000,2.61,2.10,5.06,0.00,0.000,1.00,1.00,1.00,0.023,0.00210,33.45,0.8386,7.68,137307.1,139964.3,63.002,0.1023,67.279,70.604,0.612,0.402
190000,1354,1.396,0.037,10.08,31037,29104,578,0,1336,0,681051.1,7354.8,0.000,0.264,0.683,0.053,509,8.03,1.66,0.01,0.23,0.01,0.19,0.00,0.00,8.01,1.63,0.00,0.00,0.001,0.014,63,0.708,0.222,0.775,0.000,0.002,3290,1449,3,0.990,0.000,0.000,4099,0.127,0.059,0.000,67.41,12817,0,7354.833,0.000,0.000,82166,1.00,17.75,0.000,0.000,0.000,7,8,9,34,10875,0.041,0.00,0.0063,0.064,2,0.023,0.000,0.067,0.000,2.64,2.09,5.04,0.00,0.000,1.00,1.00,1.00,0.023,0.00206,33.45,0.8397,13.76,137243.4,139959.3,62.978,0.1036,67.302,70.538,0.615,0.402
200000,1328,1.382,0.036,10.08,30684,28973,581,0,1156,0,680921.8,7119.4,0.000,0.261,0.686,0.052,527,8.03,1.61,0.00,0.14,0.02,0.48,0.00,0.03,8.00,1.33,0.00,0.00,0.001,0.017,54,0.727,0.205,0.792,0.000,0.003,3096,1194,1,0.995,0.005,0.001,4598,0.126,0.050,0.000,67.40,12636,0,7119.442,0.000,0.000,76057,1.00,17.81,0.000,0.000,0.000,7,8,9,42,10667,0.041,0.00,0.0064,0.077,1,0.022,0.000,0.067,0.000,2.62,2.10,5.01,0.00,0.002,1.00,1.00,1.00,0.022,0.00208,33.40,0.8102,7.12,137317.5,139954.3,63.035,0.0988,67.310,70.270,0.612,0.402
210000,1328,1.376,0.037,10.09,30740,28832,633,0,1275,0,680891.3,7321.5,0.000,0.260,0.687,0.053,514,8.05,1.33,0.01,0.32,0.02,0.40,0.00,0.08,8.01,1.21,0.00,0.00,0.002,0.036,58,0.764,0.212,0.785,0.000,0.003,3126,1296,1,0.982,0.018,0.001,4312,0.129,0.055,0.000,67.40,12755,0,7321.503,0.000,0.000,78810,1.00,17.77,0.000,0.000,0.000,7,8,8,23,10689,0.041,0.00,0.0064,0.084,3,0.022,0.000,0.067,0.000,2.61,2.07,5.06,0.00,0.000,1.00,1.00,1.01,0.022,0.00208,33.40,0.8356,9.59,137298.0,139949.4,63.035,0.1031,67.298,70.410,0.612,0.402
220000,1347,1.370,0.037,10.11,30913,28962,630,0,1302,0,681636.9,7327.5,0.000,0.261,0.687,0.053,516,8.03,1.39,0.02,0.53,0.01,0.13,0.00,0.00,8.00,1.23,0.00,0.00,0.000,0.009,59,0.728,0.212,0.783,0.000,0.004,3177,1345,1,0.996,0.004,0.000,5316,0.113,0.052,0.000,67.48,12957,0,7327.464,0.000,0.000,78167,1.01,17.76,0.000,0.000,0.000,7,8,9,26,10815,0.041,0.00,0.0063,0.094,4,0.022,0.000,0.068,0.000,2.60,2.10,5.03,0.00,0.000,1.00,1.01,1.01,0.022,0.00205,33.46,0.8369,7.15,137281.4,139944.4,62.900,0.1043,67.374,70.504,0.612,0.402
230000,1352,1.378,0.037,10.10,30859,28940,656,0,1258,0,680993.6,7324.3,0.000,0.259,0.688,0.053,497,8.02,1.56,0.02,0.52,0.01,0.23,0.00,0.00,7.99,1.36,0.00,0.00,0.001,0.013,57,0.661,0.232,0.764,0.000,0.004,3127,1254,1,0.966,0.034,0.000,4950,0.141,0.054,0.000,67.42,13111,0,7324.348,0.000,0.000,79027,1.01,17.72,0.000,0.000,0.000,7,8,9,34,10842,0.041,0.00,0.0063,0.081,2,0.023,0.000,0.067,0.000,2.57,2.10,5.05,0.00,0.000,1.00,1.01,1.01,0.023,0.00203,33.45,0.8357,7.13,137256.0,139939.3,62.965,0.1032,67.319,70.514,0.614,0.403
240000,1334,1.389,0.038,10.15,30868,28996,599,0,1291,0,681075.7,7288.4,0.000,0.259,0.690,0.051,516,8.04,2.07,0.01,0.45,0.01,0.29,0.00,0.11,8.01,1.88,0.00,0.00,0.001,0.014,58,0.726,0.229,0.767,0.000,0.004,3146,1327,2,0.979,0.000,0.001,4734,0.141,0.058,0.000,67.43,13000,0,7288.439,0.000,0.000,79026,1.00,17.80,0.000,0.000,0.000,7,8,8,50,10723,0.041,0.00,0.0064,0.079,4,0.023,0.000,0.067,0.000,2.61,2.09,5.01,0.00,0.001,1.00,1.01,1.00,0.023,0.00206,33.48,0.8328,11.85,137239.3,139934.1,62.930,0.1034,67.326,70.504,0.612,0.402
250000,1355,1.381,0.036,10.08,30940,28988,647,0,1284,0,681417.0,7345.5,0.000,0.253,0.694,0.052,497,8.14,1.88,0.01,0.31,0.01,0.24,0.00,0.00,8.11,1.73,0.00,0.00,0.001,0.013,66,0.743,0.222,0.774,0.000,0.004,3098,1286,2,0.927,0.054,0.000,4144,0.134,0.055,0.000,67.43,12827,0,7345.475,0.000,0.000,77590,1.00,17.66,0.000,0.000,0.000,7,8,9,31,11026,0.042,0.00,0.0062,0.066,1,0.023,0.000,0.066,0.000,2.59,2.10,5.08,0.00,0.001,1.00,1.00,1.00,0.023,0.00199,33.47,0.8385,6.46,137247.9,139929.2,62.944,0.1044,67.326,70.234,0.612,0.402
260000,1357,1.360,0.036,10.01,30797,28952,630,0,1213,0,680568.1,7233.6,0.000,0.259,0.690,0.051,521,8.07,1.44,0.00,0.06,0.00,0.09,0.00,0.00,8.07,1.42,0.00,0.00,0.000,0.008,61,0.711,0.222,0.777,0.000,0.001,3238,1246,2,0.997,0.000,0.000,4530,0.125,0.054,0.000,67.38,12592,0,7233.624,0.000,0.000,78643,1.00,17.74,0.000,0.000,0.000,7,8,9,30,10955,0.042,0.00,0.0062,0.073,4,0.023,0.000,0.067,0.000,2.62,2.09,5.04,0.00,0.000,1.00,1.00,1.00,0.023,0.00203,33.46,0.8258,10.17,137273.7,139924.3,62.999,0.1020,67.278,70.418,0.613,0.403
270000,1358,1.392,0.037,10.01,30613,28712,635,0,1265,0,682093.5,7247.2,0.000,0.257,0.690,0.053,506,8.13,1.78,0.03,0.58,0.01,0.13,0.00,0.00,8.09,1.53,0.00,0.00,0.001,0.017,70,0.701,0.223,0.767,0.000,0.010,3070,1177,1,1.000,0.000,0.000,4577,0.140,0.056,0.000,67.48,12567,0,7247.199,0.000,0.000,77425,1.01,17.61,0.000,0.000,0.000,7,8,9,38,11034,0.042,0.00,0.0062,0.074,3,0.022,0.000,0.065,0.000,2.64,2.12,5.08,0.00,0.001,1.00,1.01,1.01,0.022,0.00201,33.47,0.8270,9.01,137196.5,139919.1,62.891,0.1023,67.374,70.372,0.612,0.402
280000,1348,1.358,0.037,10.00,30789,28956,635,0,1208,0,681643.0,7223.0,0.000,0.258,0.693,0.049,515,8.03,1.42,0.00,0.11,0.01,0.12,0.00,0.11,8.02,1.40,0.00,0.00,0.001,0.013,62,0.700,0.201,0.796,0.000,0.003,3188,1178,1,0.992,0.008,0.001,5500,0.123,0.057,0.000,67.48,12645,0,7223.038,0.000,0.000,82458,1.00,17.71,0.000,0.000,0.000,7,8,9,28,10827,0.041,0.00,0.0063,0.094,5,0.024,0.000,0.068,0.000,2.63,2.07,5.08,0.00,0.000,1.00,1.00,1.00,0.024,0.00203,33.48,0.8240,7.31,137261.2,139914.0,62.877,0.1018,67.385,70.501,0.614,0.402
290000,1343,1.364,0.038,10.02,30963,29048,631,0,1289,0,681692.3,7309.9,0.000,0.258,0.693,0.049,513,7.97,1.62,0.00,0.12,0.03,0.51,0.00,0.11,7.93,1.46,0.00,0.00,0.002,0.029,51,0.728,0.217,0.779,0.000,0.004,3295,1315,1,0.981,0.019,0.001,5460,0.132,0.057,0.000,67.47,12776,0,7309.880,0.000,0.000,79342,1.00,17.88,0.000,0.000,0.000,7,8,8,49,10701,0.041,0.00,0.0064,0.094,5,0.023,0.000,0.068,0.000,2.60,2.08,4.98,0.00,0.001,1.00,1.00,1.00,0.023,0.00205,33.44,0.8341,9.77,137243.1,139909.0,62.932,0.1028,67.365,70.522,0.614,0.402
300000,1356,1.378,0.037,10.03,30711,28824,599,0,1275,0,681913.8,7194.5,0.000,0.261,0.691,0.048,499,8.00,1.13,0.01,0.38,0.01,0.17,0.00,0.00,7.98,1.06,0.00,0.00,0.001,0.010,54,0.740,0.210,0.788,0.000,0.002,3178,1297,2,0.983,0.003,0.000,5344,0.129,0.056,0.000,67.50,12734,0,7194.497,0.000,0.000,84535,1.00,17.84,0.000,0.000,0.000,7,8,9,23,10842,0.041,0.00,0.0063,0.091,2,0.024,0.000,0.068,0.000,2.57,2.08,5.00,0.00,0.001,1.00,1.00,1.00,0.024,0.00204,33.41,0.8199,13.63,137219.3,139904.1,62.932,0.1000,67.399,70.586,0.613,0.402
310000,1353,1.376,0.036,10.01,30702,28865,621,0,1219,0,682411.7,7180.3,0.000,0.257,0.694,0.049,519,8.04,1.45,0.01,0.16,0.01,0.16,0.00,0.00,8.02,1.41,0.00,0.00,0.001,0.018,62,0.707,0.211,0.787,0.000,0.002,3157,1134,1,0.979,0.021,0.000,4277,0.122,0.054,0.000,67.54,12610,0,7180.292,0.000,0.000,79324,1.00,17.77,0.000,0.000,0.000,7,8,9,26,10877,0.041,0.00,0.0063,0.086,1,0.023,0.000,0.066,0.000,2.62,2.10,5.03,0.00,0.000,1.00,1.00,1.00,0.023,0.00202,33.41,0.8189,8.05,137225.8,139899.2,62.889,0.1014,67.442,70.437,0.612,0.402
320000,1368,1.342,0.036,10.06,30642,28740,627,0,1260,0,682196.9,7206.7,0.000,0.259,0.693,0.048,506,8.04,1.43,0.00,0.03,0.04,0.58,0.00,0.16,8.00,1.35,0.00,0.00,0.003,0.040,65,0.727,0.209,0.788,0.000,0.003,3207,1096,1,1.000,0.000,0.001,4351,0.125,0.054,0.000,67.51,12714,0,7206.654,0.000,0.000,81042,1.00,17.77,0.000,0.000,0.000,7,8,9,23,10997,0.042,0.00,0.0062,0.079,3,0.023,0.000,0.066,0.000,2.60,2.05,5.07,0.00,0.000,1.00,1.00,1.00,0.023,0.00202,33.41,0.8234,8.48,137246.2,139894.2,62.924,0.1026,67.407,70.464,0.614,0.402
330000,1345,1.370,0.037,10.00,30591,28842,590,0,1182,0,682367.6,7130.7,0.000,0.260,0.693,0.047,515,8.04,1.74,0.01,0.22,0.01,0.27,0.00,0.11,8.03,1.73,0.00,0.00,0.001,0.014,60,0.753,0.226,0.770,0.000,0.004,3176,1131,1,0.973,0.027,0.001,5119,0.136,0.056,0.000,67.52,12629,0,7130.706,0.000,0.000,81540,1.00,17.80,0.000,0.000,0.000,7,8,9,49,10820,0.041,0.00,0.0063,0.077,2,0.023,0.000,0.067,0.000,2.53,2.10,5.01,0.00,0.000,1.01,1.01,1.00,0.023,0.00206,33.43,0.8123,11.09,137216.4,139889.4,62.897,0.0989,67.415,70.545,0.613,0.402
340000,1329,1.380,0.038,10.02,30762,28873,612,0,1293,0,681753.8,7267.3,0.000,0.262,0.689,0.048,503,8.07,1.36,0.00,0.16,0.03,0.42,0.00,0.00,8.04,1.27,0.00,0.00,0.002,0.034,61,0.751,0.202,0.789,0.000,0.008,3150,1139,1,1.000,0.000,0.000,5234,0.139,0.057,0.000,67.51,12899,0,7267.328,0.000,0.000,82482,1.00,17.74,0.000,0.000,0.000,7,8,9,23,10725,0.041,0.00,0.0064,0.092,2,0.023,0.000,0.068,0.000,2.58,2.08,5.06,0.00,0.000,1.00,1.00,1.00,0.023,0.00210,33.36,0.8294,9.62,137219.9,139884.6,62.970,0.1027,67.408,70.638,0.611,0.402
350000,1354,1.363,0.036,10.04,30545,28639,612,0,1269,0,682304.6,7181.7,0.000,0.259,0.692,0.050,503,8.06,1.56,0.00,0.00,0.02,0.30,0.00,0.00,8.04,1.52,0.00,0.00,0.001,0.021,59,0.790,0.226,0.770,0.000,0.004,3225,1137,3,0.964,0.017,0.000,4622,0.133,0.052,0.000,67.53,12503,0,7181.732,0.000,0.000,80024,1.00,17.82,0.000,0.000,0.000,7,8,8,35,10910,0.042,0.00,0.0063,0.070,2,0.023,0.000,0.066,0.000,2.57,2.07,5.03,0.00,0.000,1.00,1.00,1.00,0.023,0.00203,33.38,0.8187,9.58,137223.3,139879.8,62.933,0.1004,67.431,70.363,0.613,0.402
360000,1340,1.401,0.038,10.02,30649,28717,643,0,1303,0,681804.2,7294.8,0.000,0.264,0.686,0.050,501,7.97,1.49,0.01,0.20,0.02,0.51,0.00,0.00,7.94,1.28,0.00,0.00,0.001,0.021,64,0.722,0.209,0.789,0.000,0.002,3211,1144,3,0.985,0.007,0.000,5935,0.126,0.057,0.000,67.51,12839,0,7294.847,0.000,0.000,83839,1.01,17.87,0.000,0.000,0.000,7,8,8,32,10682,0.041,0.00,0.0064,0.081,2,0.024,0.000,0.067,0.000,2.58,2.06,5.02,0.00,0.001,1.01,1.01,1.00,0.024,0.00209,33.31,0.8323,10.20,137155.7,139874.9,63.017,0.1026,67.406,70.478,0.612,0.402
