step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells
10000,0,565,8.83,0.00,0.00,0.01,8.82,0.00,1.00,0.000,0.057,364591.6,22585.8,3,0,2.94,1.00,1.00,3.4677,1.89,138547.0,6.7048,31.0837,5462
10000,1,1,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,132319.6,19014.2,1,1,3.00,1.00,1.00,3.0255,0.07,0.8,40.3598,8.7681,5461
10000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,86124.4,18995.5,0,0,-0.00,-0.00,-0.00,3.0345,0.00,0.0,47.1189,4.2480,5461
20000,0,569,7.94,0.00,0.01,0.01,7.92,0.00,1.00,0.000,0.052,295498.5,3110.1,1,0,2.81,1.00,1.00,0.3593,5.37,138534.4,10.4713,29.0990,5462
20000,1,5,9.60,0.00,0.00,0.00,9.60,0.00,1.00,0.000,0.001,1145.6,21.3,1,5,4.00,1.00,1.00,0.0045,0.21,1.3,54.4143,0.1140,5461
20000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,7.5,0.1,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,54.6091,0.0006,5461
30000,0,559,7.84,0.00,0.00,0.00,7.84,0.00,1.00,0.000,0.050,290353.2,3062.9,1,0,2.88,1.00,1.00,0.3528,4.62,138573.3,10.9129,28.6301,5462
30000,1,2,7.50,0.00,0.00,0.00,7.50,0.00,1.00,0.000,0.000,1257.8,18.1,1,2,3.00,1.00,1.00,0.0040,0.06,0.9,54.3973,0.1250,5461
30000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,8.6,0.1,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,54.6086,0.0008,5461
40000,0,569,6.71,0.00,0.00,0.02,6.69,0.00,1.00,0.000,0.044,282604.5,2917.8,1,1,2.86,1.00,1.00,0.3376,3.30,138593.2,11.3521,27.9618,5462
40000,1,1,6.00,0.00,0.00,0.00,6.00,0.00,1.00,0.000,0.000,1059.5,17.9,1,1,3.00,1.00,1.00,0.0037,0.17,0.5,54.4266,0.1055,5461
40000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,60.4,0.4,0,0,-0.00,-0.00,-0.00,0.0001,0.00,0.0,54.6005,0.0056,5461
50000,0,577,6.84,0.00,0.00,0.04,6.79,0.00,1.00,0.000,0.045,280465.8,2726.6,1,1,2.86,1.00,1.00,0.3155,7.46,138627.5,11.4447,27.7480,5462
50000,1,4,7.25,0.00,0.00,0.00,7.25,0.00,1.00,0.000,0.000,793.6,16.4,1,4,3.00,1.00,1.00,0.0036,0.28,1.2,54.4717,0.0792,5461
50000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,8.6,0.1,0,0,-0.00,-0.00,-0.00,0.0001,0.00,0.0,54.6086,0.0008,5461
60000,0,568,7.24,0.00,0.01,0.00,7.23,0.00,1.00,0.000,0.047,281937.6,2743.0,1,0,2.88,1.00,1.00,0.3148,4.90,138638.6,11.4304,27.8449,5462
60000,1,2,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,825.6,15.8,1,2,3.00,1.00,1.00,0.0036,0.24,0.7,54.4666,0.0823,5461
60000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,2.7,0.1,0,0,-0.00,-0.00,-0.00,0.0001,0.00,0.0,54.6095,0.0003,5461
70000,0,577,6.96,0.00,0.00,0.00,6.96,0.00,1.00,0.000,0.046,281914.5,2872.5,1,0,2.82,1.00,1.00,0.3299,2.81,138637.8,11.5589,27.8011,5462
70000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,642.4,12.4,0,0,-0.00,-0.00,-0.00,0.0034,0.20,0.0,54.4978,0.0648,5461
70000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,5.2,0.1,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,54.6092,0.0005,5461
80000,0,568,7.12,0.00,0.00,0.01,7.11,0.00,1.00,0.000,0.046,281522.6,2816.0,1,0,2.83,1.00,1.00,0.3224,1.39,138629.8,11.5975,27.7693,5462
80000,1,3,6.33,0.00,0.00,0.00,6.33,0.00,1.00,0.000,0.000,857.2,15.6,1,3,2.33,1.00,1.00,0.0041,0.36,0.6,54.4638,0.0858,5461
80000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,15.8,0.6,0,0,-0.00,-0.00,-0.00,0.0002,0.00,0.0,54.6073,0.0017,5461
90000,0,563,7.14,0.00,0.00,0.03,7.11,0.00,1.00,0.000,0.046,282022.5,2999.6,1,0,2.84,1.00,1.00,0.3452,3.48,138646.6,11.5666,27.7908,5462
90000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,754.1,12.0,0,0,-0.00,-0.00,-0.00,0.0034,0.17,0.0,54.4803,0.0753,5461
90000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,10.9,0.6,0,0,-0.00,-0.00,-0.00,0.0001,0.00,0.0,54.6078,0.0014,5461
100000,0,576,7.13,0.00,0.00,0.02,7.11,0.00,1.00,0.000,0.047,282078.6,2917.7,1,1,2.84,1.00,1.00,0.3342,2.52,138589.8,11.5908,27.7958,5462
100000,1,4,7.75,0.00,0.00,0.00,7.75,0.00,1.00,0.000,0.000,1004.9,14.2,1,4,3.00,1.00,1.00,0.0040,0.14,1.5,54.4403,0.1010,5461
100000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,100.5,1.1,0,0,-0.00,-0.00,-0.00,0.0004,0.01,0.0,54.5939,0.0100,5461
110000,0,570,7.07,0.00,0.00,0.00,7.07,0.00,1.00,0.000,0.046,281857.1,2926.6,1,0,2.85,1.00,1.00,0.3363,3.07,138640.6,11.6295,27.7830,5462
110000,1,1,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,894.6,12.6,1,1,3.00,1.00,1.00,0.0031,0.05,0.1,54.4596,0.0884,5461
110000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,52.9,0.2,0,0,-0.00,-0.00,-0.00,0.0001,0.00,0.0,54.6019,0.0049,5461
120000,0,563,7.21,0.00,0.00,0.01,7.20,0.00,1.00,0.000,0.046,281220.6,2854.2,1,0,2.85,1.00,1.00,0.3281,4.17,138642.5,11.6701,27.7398,5462
120000,1,1,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,591.3,8.7,0,1,3.00,1.00,1.00,0.0027,0.41,0.0,54.5078,0.0593,5461
120000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,47.3,0.3,0,0,-0.00,-0.00,-0.00,0.0001,0.00,0.0,54.6026,0.0045,5461
130000,0,574,7.19,0.00,0.00,0.01,7.17,0.00,1.00,0.000,0.047,281120.6,2907.3,1,0,2.87,1.00,1.00,0.3331,3.64,138654.0,11.6501,27.7290,5462
130000,1,1,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,642.6,11.7,1,1,3.00,1.00,1.00,0.0029,0.05,0.1,54.4995,0.0645,5461
130000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,27.2,0.2,0,0,-0.00,-0.00,-0.00,0.0001,0.00,0.0,54.6054,0.0027,5461
140000,0,540,7.16,0.00,0.00,0.00,7.16,0.00,1.00,0.000,0.044,281127.4,3015.1,1,0,2.87,1.00,1.00,0.3457,8.49,138642.3,11.6417,27.6930,5462
140000,1,1,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,623.6,10.1,1,1,3.00,1.00,1.00,0.0032,0.07,0.4,54.5032,0.0631,5461
140000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,30.3,0.1,0,0,-0.00,-0.00,-0.00,0.0001,0.00,0.0,54.6057,0.0029,5461
150000,0,562,7.21,0.00,0.00,0.00,7.20,0.00,1.00,0.000,0.046,280599.3,3102.8,1,0,2.85,1.00,1.00,0.3543,3.82,138673.0,11.6949,27.6340,5462
150000,1,2,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,571.2,11.0,1,2,3.00,1.00,1.00,0.0032,0.13,0.4,54.5123,0.0571,5461
150000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.8,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,54.6098,0.0001,5461
160000,0,565,7.13,0.00,0.00,0.02,7.11,0.00,1.00,0.000,0.046,280890.8,3085.6,1,0,2.86,1.00,1.00,0.3529,3.80,138691.0,11.6535,27.6789,5462
160000,1,1,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,631.3,11.1,1,1,3.00,1.00,1.00,0.0032,0.39,0.3,54.5027,0.0629,5461
160000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,8.9,0.3,0,0,-0.00,-0.00,-0.00,0.0001,0.00,0.0,54.6084,0.0010,5461
170000,0,578,7.19,0.00,0.00,0.00,7.19,0.00,1.00,0.000,0.048,281307.6,3115.2,1,0,2.88,1.00,1.00,0.3577,5.61,138694.9,11.6176,27.6876,5462
170000,1,1,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,811.8,12.4,1,1,3.00,1.00,1.00,0.0037,0.18,0.1,54.4707,0.0813,5461
170000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,58.4,0.3,0,0,-0.00,-0.00,-0.00,0.0002,0.00,0.0,54.6006,0.0060,5461
180000,0,572,7.18,0.00,0.00,0.04,7.14,0.00,1.00,0.000,0.047,280734.8,3074.1,1,0,2.84,1.00,1.00,0.3514,6.78,138676.0,11.6473,27.6557,5462
180000,1,1,10.00,0.00,0.00,0.00,10.00,0.00,1.00,0.000,0.000,682.3,10.5,1,1,3.00,1.00,1.00,0.0034,0.20,0.5,54.4925,0.0686,5461
180000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,15.3,0.0,0,0,-0.00,-0.00,-0.00,0.0001,0.00,0.0,54.6072,0.0017,5461
190000,0,563,7.13,0.00,0.00,0.02,7.10,0.00,1.00,0.000,0.046,281302.2,3108.4,2,0,2.86,1.00,1.00,0.3554,3.66,138670.8,11.5781,27.6967,5462
190000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,876.8,14.5,0,0,-0.00,-0.00,-0.00,0.0037,0.21,0.0,54.4598,0.0874,5461
190000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,9.0,0.2,0,0,-0.00,-0.00,-0.00,0.0001,0.00,0.0,54.6085,0.0008,5461
200000,0,585,7.18,0.00,0.00,0.00,7.17,0.00,1.00,0.000,0.048,280955.6,3156.5,1,1,2.86,1.00,1.00,0.3622,6.59,138681.2,11.6360,27.6653,5462
200000,1,1,6.00,0.00,0.00,0.00,6.00,0.00,1.00,0.000,0.000,724.9,11.1,1,1,3.00,1.00,1.00,0.0036,0.15,0.4,54.4856,0.0728,5461
200000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,8.7,0.3,0,0,-0.00,-0.00,-0.00,0.0001,0.04,0.0,54.6084,0.0009,5461
210000,0,555,7.18,0.00,0.00,0.06,7.12,0.00,1.00,0.000,0.046,280776.6,3117.3,1,1,2.90,1.00,1.00,0.3568,4.82,138678.3,11.6543,27.6565,5462
210000,1,5,7.20,0.00,0.00,0.00,7.20,0.00,1.00,0.000,0.000,740.1,12.7,1,5,2.80,1.00,1.00,0.0034,0.09,1.7,54.4842,0.0738,5461
210000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,6.7,0.2,0,0,-0.00,-0.00,-0.00,0.0001,0.07,0.0,54.6088,0.0007,5461
220000,0,567,7.07,0.00,0.00,0.00,7.07,0.00,1.00,0.000,0.046,281176.1,3145.9,1,0,2.82,1.00,1.00,0.3614,5.02,138685.8,11.5824,27.6887,5462
220000,1,4,8.25,0.00,0.00,0.00,8.25,0.00,1.00,0.000,0.000,848.9,11.0,1,4,3.00,1.00,1.00,0.0033,0.52,1.6,54.4661,0.0849,5461
220000,2,1,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,67.8,0.4,1,1,3.00,1.00,1.00,0.0002,0.01,0.2,54.5993,0.0066,5461
230000,0,580,7.14,0.00,0.00,0.01,7.14,0.00,1.00,0.000,0.047,280927.5,3097.3,1,0,2.86,1.00,1.00,0.3536,3.99,138706.1,11.6454,27.6581,5462
230000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,723.3,9.9,0,0,-0.00,-0.00,-0.00,0.0029,0.02,0.1,54.4869,0.0720,5461
230000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,32.7,0.5,0,0,-0.00,-0.00,-0.00,0.0001,0.00,0.0,54.6047,0.0033,5461
240000,0,551,7.37,0.00,0.00,0.11,7.26,0.00,1.00,0.000,0.046,281240.7,3228.9,1,0,2.90,1.00,1.00,0.3708,7.76,138689.7,11.6212,27.6820,5462
240000,1,1,10.00,0.00,0.00,0.00,10.00,0.00,1.00,0.000,0.000,660.2,11.5,1,1,5.00,1.00,1.00,0.0034,0.14,0.6,54.4958,0.0662,5461
240000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,13.6,0.1,0,0,-0.00,-0.00,-0.00,0.0001,0.00,0.0,54.6078,0.0013,5461
250000,0,570,7.25,0.03,0.00,0.01,7.22,0.00,1.01,0.000,0.047,281165.8,3180.2,1,0,2.86,1.00,1.01,0.3632,4.67,138715.6,11.6285,27.6750,5462
250000,1,1,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,632.3,11.1,1,1,3.00,1.00,1.00,0.0033,0.17,0.1,54.4997,0.0638,5461
250000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.7,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,54.6099,0.0000,5461
260000,0,582,7.08,0.01,0.00,0.01,7.06,0.00,1.00,0.000,0.047,281594.2,3186.8,1,0,2.88,1.00,1.00,0.3646,3.22,138698.0,11.5635,27.7094,5462
260000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,920.6,11.9,0,0,-0.00,-0.00,-0.00,0.0038,0.25,0.1,54.4530,0.0920,5461
260000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,5.1,0.1,0,0,-0.00,-0.00,-0.00,0.0001,0.00,0.0,54.6089,0.0006,5461
270000,0,555,7.05,0.00,0.00,0.02,7.03,0.00,1.00,0.000,0.045,281297.7,3142.1,1,0,2.83,1.00,1.00,0.3594,1.39,138713.9,11.5791,27.6996,5462
270000,1,1,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,796.3,11.8,1,1,3.00,1.00,1.00,0.0035,0.19,0.1,54.4753,0.0792,5461
270000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,7.9,0.1,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,54.6088,0.0007,5461
280000,0,579,6.92,0.00,0.00,0.01,6.91,0.00,1.00,0.000,0.046,281215.5,3137.2,1,1,2.83,1.00,1.00,0.3591,3.57,138705.8,11.6487,27.6690,5462
