step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep
10000,453,1.538,0.047,7.91,25147,25189,46,3,961,1473,500575.4,58541.6,0.058,0.474,0.060,0.408,875,9.68,1.38,0.01,0.19,0.00,0.00,0.00,0.00,9.67,1.29,0.00,0.00,0.000,0.000,18,0.720,0.234,0.764,0.000,0.002,33121,29705,2,0.949,0.000,0.000,492429,0.154,0.072,0.000,36.64,14797,10,39.743,1.000,0.000,613433,1.00,12.37,0.000,0.000,0.000,8,10,10,24,4384,0.017,0.42,0.0114,0.000,0,0.192,0.000,0.178,0.464,3.56,1.93,7.98,0.00,0.000,1.00,1.00,1.00,0.192,0.00834,23.72,9.3722,6.08,138662.6,140223.7,103.055,3.5221,46.989,505.748,0.249,0.212
20000,491,1.474,0.041,8.04,13475,12361,54,0,1022,0,261050.4,3821.2,0.000,0.479,0.004,0.517,1396,8.86,1.81,0.01,0.13,0.00,0.00,0.00,0.00,8.86,1.77,0.00,0.00,0.000,0.000,31,0.312,0.220,0.778,0.000,0.002,2668,2594,1,1.000,0.000,0.000,1298,0.212,0.063,0.000,26.12,3436,0,3821.247,0.000,0.000,234432,1.00,13.43,0.000,0.000,0.000,7,9,10,24,4352,0.017,0.00,0.0060,0.020,0,0.102,0.000,0.164,0.000,3.34,1.80,7.86,0.00,0.000,1.00,1.00,1.00,0.102,0.00393,15.21,0.4397,3.24,138739.6,140226.4,122.511,0.0579,26.073,32.826,0.250,0.212
30000,506,1.399,0.040,8.76,14077,12964,41,0,1057,0,260615.2,3685.3,0.000,0.455,0.018,0.526,1389,8.12,1.70,0.00,0.06,0.00,0.00,0.00,0.00,8.12,1.69,0.00,0.00,0.000,0.000,32,0.466,0.231,0.765,0.000,0.004,2785,2656,1,1.000,0.000,0.000,1867,0.189,0.062,0.000,26.15,4041,0,3685.345,0.000,0.002,286428,1.00,14.28,0.000,0.000,0.000,7,8,10,24,4110,0.016,0.00,0.0063,0.000,0,0.125,0.000,0.161,0.000,3.12,1.51,7.95,0.00,0.000,1.00,1.00,1.00,0.125,0.00335,14.86,0.4232,5.39,138782.2,140229.2,122.838,0.0544,26.095,31.585,0.248,0.212
40000,522,1.385,0.040,8.97,14675,13528,58,0,1073,1,259234.9,3660.6,0.000,0.374,0.033,0.593,1316,7.79,1.61,0.02,0.40,0.00,0.00,0.00,0.00,7.77,1.61,0.00,0.00,0.000,0.000,31,0.466,0.245,0.745,0.000,0.010,2264,2212,1,1.000,0.000,0.000,1693,0.178,0.062,0.000,26.02,3993,0,3660.643,0.000,0.000,216095,1.01,14.75,0.000,0.002,0.000,7,8,9,28,4067,0.016,0.00,0.0064,0.000,0,0.111,0.000,0.155,0.000,3.08,1.49,7.95,0.00,0.000,1.01,1.01,1.02,0.111,0.00261,14.92,0.4183,3.28,138776.0,140232.6,122.906,0.0524,25.966,29.893,0.248,0.212
50000,494,1.480,0.038,8.99,14326,13240,84,0,1030,0,259074.0,3551.0,0.000,0.354,0.037,0.609,1223,8.29,1.38,0.02,0.28,0.00,0.00,0.00,0.00,8.27,1.33,0.00,0.00,0.000,0.000,34,0.300,0.219,0.779,0.000,0.002,2036,1896,1,1.000,0.000,0.000,1998,0.197,0.063,0.000,26.00,4290,0,3550.997,0.000,0.000,184748,1.00,14.41,0.000,0.000,0.000,7,8,9,16,4095,0.016,0.00,0.0063,0.000,0,0.101,0.000,0.139,0.000,3.23,1.69,7.96,0.00,0.000,1.00,1.00,1.01,0.101,0.00265,15.08,0.4077,9.70,138796.1,140235.8,122.762,0.0519,25.951,29.352,0.248,0.212
60000,491,1.425,0.036,8.99,12901,12012,136,0,756,0,255948.2,3188.3,0.000,0.327,0.040,0.633,1261,8.76,1.38,0.02,0.32,0.00,0.00,0.00,0.00,8.74,1.30,0.00,0.00,0.000,0.000,35,0.464,0.206,0.794,0.000,0.000,1557,1393,1,1.000,0.000,0.000,1605,0.187,0.058,0.000,25.68,3679,0,3188.270,0.000,0.000,125651,1.01,14.03,0.000,0.000,0.000,8,9,10,20,4303,0.016,0.00,0.0060,0.000,0,0.076,0.000,0.113,0.000,3.30,1.83,7.88,0.00,0.000,1.00,1.01,1.01,0.076,0.00259,15.24,0.3628,2.63,138857.7,140239.4,122.917,0.0447,25.642,28.752,0.248,0.212
70000,487,1.439,0.037,8.98,11776,10962,189,0,629,0,255784.7,2982.3,0.000,0.316,0.043,0.641,1220,8.86,1.71,0.00,0.05,0.00,0.00,0.00,0.00,8.86,1.72,0.00,0.00,0.000,0.000,27,0.345,0.216,0.782,0.000,0.002,1258,1136,1,1.000,0.000,0.000,1320,0.177,0.059,0.000,25.67,3529,0,2982.334,0.000,0.000,89420,1.00,13.96,0.000,0.000,0.000,7,9,10,27,4316,0.016,0.00,0.0059,0.000,0,0.057,0.000,0.097,0.000,3.34,1.82,7.87,0.00,0.000,1.00,1.00,1.00,0.057,0.00266,15.29,0.3409,4.72,138853.6,140242.5,122.887,0.0425,25.623,28.586,0.248,0.212
80000,498,1.430,0.036,8.97,11768,10941,200,0,616,0,255670.0,2932.9,0.000,0.320,0.044,0.635,1203,8.60,2.01,0.02,0.15,0.00,0.00,0.00,0.00,8.59,1.94,0.00,0.00,0.000,0.000,37,0.361,0.213,0.781,0.000,0.006,1252,1043,1,1.000,0.000,0.000,1917,0.150,0.058,0.000,25.64,3598,0,2932.930,0.000,0.002,102950,1.01,14.50,0.000,0.000,0.000,7,9,10,29,4285,0.016,0.00,0.0060,0.000,0,0.064,0.000,0.094,0.000,3.33,1.86,7.78,0.00,0.000,1.00,1.01,1.01,0.064,0.00257,15.32,0.3349,3.17,138851.4,140245.9,122.873,0.0417,25.602,28.544,0.248,0.212
90000,495,1.451,0.037,8.97,11943,11118,190,0,638,0,255665.2,2937.2,0.000,0.325,0.045,0.630,1212,8.60,1.49,0.01,0.13,0.00,0.00,0.00,0.04,8.58,1.46,0.00,0.00,0.000,0.000,28,0.343,0.208,0.790,0.000,0.002,1314,1084,1,1.000,0.000,0.002,1707,0.177,0.059,0.000,25.65,3567,0,2937.246,0.000,0.000,108593,1.00,14.21,0.000,0.000,0.000,7,9,10,22,4255,0.016,0.00,0.0060,0.002,0,0.067,0.000,0.096,0.000,3.28,1.74,7.94,0.00,0.000,1.00,1.00,1.00,0.067,0.00258,15.28,0.3359,3.41,138834.6,140249.4,122.907,0.0421,25.605,28.481,0.248,0.212
100000,499,1.467,0.036,8.96,11994,11159,167,0,664,0,256472.5,2977.9,0.000,0.333,0.044,0.622,1233,8.63,1.53,0.00,0.06,0.00,0.00,0.00,0.00,8.62,1.53,0.00,0.00,0.000,0.000,34,0.379,0.236,0.762,0.000,0.002,1373,1019,1,1.000,0.000,0.000,2146,0.185,0.060,0.000,25.73,3762,0,2977.857,0.000,0.004,120102,1.00,14.35,0.000,0.000,0.000,7,9,10,18,4305,0.016,0.00,0.0060,0.000,0,0.072,0.000,0.099,0.000,3.31,1.82,7.87,0.00,0.000,1.00,1.00,1.00,0.072,0.00263,15.27,0.3403,5.08,138837.9,140253.2,122.844,0.0423,25.686,28.675,0.248,0.212
