step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells
10000,8,338,10.77,0.01,0.08,0.00,10.68,0.00,1.00,0.000,0.048,298966.4,25180.1,2,0,2.99,1.00,1.00,3.7005,7.41,28397.5,10.5058,25.8471,4756
10000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,6421.1,691.4,0,0,-0.00,-0.00,-0.00,0.0993,0.01,0.1,56.9643,0.6148,95
10000,0,2,8.50,0.00,0.00,0.00,8.50,0.00,1.00,0.000,0.000,88803.8,34789.7,1,2,2.50,1.00,1.00,5.8832,1.15,107059.9,0.0000,0.0000,11533
20000,8,330,11.19,0.00,0.04,0.05,11.10,0.00,1.00,0.000,0.048,207207.6,4279.1,2,0,2.97,1.00,1.00,0.5026,8.97,33781.1,26.4519,20.7018,4760
20000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,13.7,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,81.4173,0.0176,98
20000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,440.7,6.5,0,0,-0.00,-0.00,-0.00,0.0075,1.56,101687.3,0.0000,0.0000,11526
30000,8,455,10.09,0.02,0.02,0.02,10.04,0.00,1.00,0.000,0.060,197614.2,3520.5,3,0,2.78,1.00,1.01,0.4194,7.90,42809.2,27.8014,19.7159,4802
30000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,80.5414,0.0000,98
30000,0,1,16.00,0.00,0.00,0.00,16.00,0.00,1.00,0.000,0.000,394.6,5.8,1,1,3.00,1.00,1.00,0.0063,1.04,92684.8,0.0000,0.0000,11484
40000,8,290,11.97,0.00,0.00,0.09,11.89,0.00,1.00,0.000,0.048,211552.0,3693.9,2,0,2.98,1.00,1.00,0.4411,6.71,34359.3,23.8506,21.0982,4498
40000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,3.2,77.2725,0.0293,98
40000,0,1,12.00,0.00,0.00,0.00,12.00,0.00,1.00,0.000,0.000,643.5,7.2,1,1,3.00,1.00,1.00,0.0064,0.14,101548.5,0.0000,0.0000,11788
50000,8,261,11.52,0.00,0.00,0.03,11.49,0.00,1.00,0.000,0.040,164549.7,2703.1,2,0,2.88,1.00,1.00,0.3293,4.69,32167.9,38.5503,16.4144,4654
50000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,235.5,5.5,0,0,-0.00,-0.00,-0.00,0.0008,0.03,0.0,71.8709,0.0404,82
50000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,832.9,156.5,0,0,-0.00,-0.00,-0.00,0.0236,0.18,104460.5,0.0000,0.0000,11648
