step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,1,1138,7.6,0.1,0.0,0.0,7.5,0.0,1.02,16.8,62,594,32.33,0.34,382,200,556,0.0,1.01,1.03,1.03,2.65,2.11,5.50,0.0
5000,2,581,9.3,0.1,0.0,0.1,9.2,0.0,1.02,16.4,61,671,38.88,0.38,123,319,139,0.0,1.02,1.03,1.02,2.81,3.78,4.00,0.0
5000,5,331,11.3,0.0,0.0,0.0,11.3,0.0,1.00,10.2,22,653,42.42,0.46,168,156,7,0.0,1.00,1.00,1.00,3.53,3.11,7.88,0.0
6000,1,1324,7.6,0.1,0.0,0.0,7.5,0.0,1.03,16.5,47,683,36.66,0.34,526,209,589,0.0,1.03,1.04,1.04,2.66,2.01,5.73,0.0
6000,2,413,8.9,0.0,0.0,0.0,8.8,0.0,1.00,16.5,43,696,39.29,0.35,74,250,89,0.0,1.00,1.01,1.00,2.77,3.28,4.49,0.0
6000,5,211,10.9,0.0,0.0,0.0,10.9,0.0,1.00,10.4,13,963,60.67,0.53,92,118,1,0.0,1.00,1.00,1.00,3.43,3.00,7.83,0.0
7000,1,1608,7.7,0.1,0.0,0.0,7.7,0.0,1.01,16.2,56,742,40.25,0.37,585,391,632,0.0,1.00,1.02,1.01,2.71,2.09,5.85,0.0
7000,2,372,8.8,0.1,0.0,0.0,8.7,0.0,1.06,16.4,35,699,38.91,0.38,50,250,72,0.0,1.05,1.05,1.09,2.72,3.02,4.79,0.0
7000,5,116,10.9,0.0,0.0,0.0,10.9,0.0,1.00,10.2,6,1316,81.24,0.69,60,54,2,0.0,1.00,1.00,1.00,3.47,3.03,7.91,0.0
8000,1,1693,7.7,0.1,0.0,0.0,7.6,0.0,1.01,16.1,55,739,39.92,0.41,637,415,641,0.0,1.00,1.02,1.02,2.70,2.05,5.92,0.0
8000,2,350,8.9,0.1,0.0,0.0,8.8,0.0,1.05,16.2,29,695,38.68,0.40,36,255,59,0.0,1.05,1.05,1.05,2.76,2.89,5.03,0.0
8000,5,41,11.0,0.0,0.0,0.0,11.0,0.0,1.00,10.0,2,1512,92.57,0.81,21,20,0,0.0,1.00,1.00,1.00,3.54,3.00,8.00,0.0
9000,1,1704,7.7,0.1,0.0,0.0,7.6,0.0,1.02,16.0,49,753,40.71,0.40,654,405,645,0.0,1.01,1.03,1.02,2.75,2.04,6.00,0.0
9000,2,370,9.1,0.1,0.0,0.0,9.0,0.0,1.04,15.9,33,712,39.58,0.39,44,263,63,0.0,1.02,1.04,1.05,2.79,2.85,5.21,0.0
