step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep
110000,329,1.304,0.311,6.40,15700,14925,16,0,715,30,167605.0,8492.3,0.058,0.168,0.352,0.421,881,8.96,3.23,0.10,1.24,0.10,0.85,0.00,0.00,8.76,2.59,0.00,0.00,0.005,0.039,39,0.198,0.195,0.793,0.003,0.009,11315,10034,1,0.653,0.347,0.000,15592,0.137,1.201,0.030,15.98,5334,0,283.078,0.000,0.003,188894,1.03,16.21,0.000,0.003,0.000,6,8,10,28,2947,0.011,22.31,0.0058,0.012,6,0.287,0.000,0.367,0.149,2.86,2.91,5.04,0.00,0.000,1.01,1.05,1.04,0.287,0.00120,44.13,1.0856,8.05,134633.0,140217.0,81.024,0.2363,16.523,53.430,0.626,0.381
120000,416,1.371,0.179,6.39,18281,17389,19,0,786,4,187716.8,6805.7,0.057,0.190,0.327,0.425,862,8.77,3.83,0.08,0.79,0.00,0.00,0.01,0.20,8.68,3.42,0.00,0.00,0.000,0.000,49,0.250,0.185,0.800,0.002,0.012,11043,9551,2,0.365,0.349,0.002,28866,0.175,0.847,0.014,18.56,5536,0,1701.424,0.000,0.002,233286,1.03,16.30,0.000,0.000,0.000,6,8,10,41,3647,0.014,2.37,0.0052,0.019,0,0.301,0.000,0.377,0.070,2.87,2.87,4.98,0.00,0.000,1.03,1.04,1.03,0.301,0.00116,67.17,0.8287,12.06,136637.8,140216.7,75.342,0.1477,18.614,51.296,0.632,0.388
130000,432,1.463,0.167,6.12,26118,24949,12,0,1141,51,250596.9,8088.7,0.048,0.296,0.230,0.426,726,9.33,2.99,0.00,0.00,0.00,0.07,0.00,0.00,9.33,3.00,0.00,0.00,0.002,0.023,55,0.211,0.192,0.806,0.000,0.002,16254,14890,2,0.819,0.000,0.000,26503,0.124,0.813,0.013,25.07,7196,0,158.602,0.000,0.002,661083,1.00,15.37,0.000,0.000,0.000,7,8,13,30,4031,0.015,0.85,0.0062,0.007,0,0.427,0.000,0.418,0.040,3.01,2.84,5.49,0.00,0.000,1.00,1.00,1.00,0.427,0.00192,87.97,0.9452,9.29,136774.9,140216.8,49.546,0.1367,24.946,43.249,0.631,0.388
140000,373,1.382,0.166,6.38,19485,18746,13,0,785,0,200009.0,5340.3,0.058,0.221,0.278,0.444,759,9.87,3.54,0.04,0.72,0.04,0.78,0.00,0.00,9.79,3.11,0.00,0.00,0.001,0.026,45,0.306,0.217,0.772,0.000,0.011,10443,8662,2,0.568,0.000,0.000,16068,0.146,0.832,0.014,19.99,5846,0,5340.275,0.000,0.000,244673,1.01,15.49,0.000,0.000,0.000,7,9,13,42,3682,0.014,0.72,0.0055,0.027,2,0.269,0.000,0.385,0.024,2.99,3.31,4.96,0.00,0.000,1.00,1.02,1.01,0.269,0.00171,70.31,0.6255,6.65,136913.1,140216.2,72.415,0.0917,19.915,33.030,0.631,0.387
150000,313,1.492,0.166,6.94,18218,17539,14,0,725,4,189259.7,6034.8,0.074,0.188,0.290,0.447,792,9.92,5.20,0.01,0.11,0.14,1.63,0.00,0.00,9.78,4.95,0.00,0.00,0.006,0.059,42,0.524,0.163,0.831,0.000,0.006,11237,9607,2,0.773,0.000,0.000,11879,0.162,0.823,0.014,18.91,5673,0,1508.688,0.000,0.003,161444,1.00,16.17,0.003,0.000,0.000,7,9,10,64,3106,0.012,11.72,0.0062,0.048,3,0.215,0.000,0.383,0.059,2.91,3.80,4.13,0.00,0.000,1.00,1.00,1.00,0.215,0.00173,93.65,0.7158,6.18,136966.0,140215.3,39.165,0.1124,18.801,34.608,0.631,0.388
160000,292,1.364,0.321,6.87,15603,15079,6,0,539,0,165123.1,5175.9,0.087,0.166,0.329,0.417,879,9.12,2.77,0.04,0.55,0.00,0.00,0.01,0.12,9.07,2.56,0.00,0.00,0.000,0.000,32,0.503,0.192,0.798,0.000,0.010,9525,8363,2,0.825,0.000,0.003,7978,0.170,1.340,0.033,16.76,4893,0,5175.918,0.000,0.000,118428,1.01,16.80,0.000,0.000,0.000,7,9,10,41,2662,0.010,16.08,0.0062,0.024,0,0.208,0.000,0.375,0.050,2.77,3.72,3.90,0.00,0.000,1.01,1.02,1.01,0.208,0.00140,80.39,0.6159,7.35,134502.7,140214.1,50.214,0.0982,16.411,35.575,0.625,0.378
170000,254,1.456,0.289,7.32,12554,12207,11,0,374,6,130509.3,3576.6,0.086,0.137,0.390,0.387,992,9.07,4.07,0.05,0.81,0.00,0.00,0.00,0.00,9.02,3.40,0.00,0.00,0.000,0.000,32,0.437,0.173,0.807,0.004,0.016,7147,6516,2,0.972,0.000,0.000,8119,0.181,1.257,0.029,13.00,4272,0,596.107,0.000,0.004,54912,1.01,17.33,0.004,0.000,0.000,7,9,11,64,2304,0.009,1.41,0.0057,0.000,2,0.147,0.000,0.348,0.041,2.72,4.00,3.35,0.00,0.000,1.00,1.02,1.01,0.147,0.00112,57.98,0.4355,6.81,135067.2,140213.8,91.054,0.0779,12.976,27.230,0.626,0.381
180000,297,1.438,0.341,7.42,14013,13579,9,0,382,1,148528.5,3475.4,0.073,0.126,0.389,0.412,935,9.16,4.19,0.21,1.79,0.07,1.16,0.00,0.00,8.89,3.17,0.00,0.00,0.002,0.036,41,0.418,0.178,0.818,0.000,0.003,8122,6613,1,1.000,0.000,0.000,9021,0.156,1.368,0.034,14.93,4981,0,3475.378,0.000,0.000,63492,1.07,17.43,0.000,0.000,0.000,7,9,10,44,2721,0.010,1.85,0.0056,0.000,1,0.159,0.000,0.352,0.034,2.83,4.05,3.24,0.00,0.000,1.05,1.09,1.06,0.160,0.00092,62.17,0.4057,7.08,134150.4,140213.4,84.490,0.0581,14.778,27.003,0.624,0.377
190000,240,1.472,0.333,7.96,13336,13011,10,0,372,0,150634.2,4140.7,0.057,0.163,0.375,0.405,933,10.02,3.27,0.00,0.00,0.13,1.17,0.00,0.00,9.89,2.99,0.00,0.00,0.008,0.061,35,0.412,0.204,0.788,0.000,0.008,8322,6841,1,1.000,0.000,0.000,10064,0.162,1.375,0.034,15.05,4643,0,4140.679,0.000,0.000,85259,1.00,16.66,0.000,0.000,0.000,6,11,11,36,2404,0.009,3.68,0.0063,0.058,2,0.167,0.000,0.347,0.055,2.73,4.00,3.71,0.00,0.000,1.00,1.00,1.00,0.168,0.00158,74.04,0.4914,5.92,134354.4,140213.0,70.671,0.0774,14.991,27.244,0.626,0.378
200000,173,1.437,0.365,7.90,8259,8116,18,0,192,5,106510.0,2208.9,0.014,0.242,0.324,0.420,1086,9.23,2.55,0.00,0.00,0.04,0.53,0.00,0.00,9.18,2.48,0.00,0.00,0.002,0.031,29,0.220,0.220,0.775,0.000,0.006,4517,4306,1,1.000,0.000,0.000,6794,0.115,1.464,0.038,10.71,2820,0,441.777,0.000,0.000,84130,1.00,17.35,0.000,0.000,0.000,7,9,12,25,1596,0.006,2.69,0.0067,0.006,0,0.161,0.000,0.262,0.034,2.75,3.70,3.62,0.00,0.000,1.00,1.00,1.00,0.161,0.00230,61.13,0.2647,3.68,133947.0,140212.7,88.907,0.0440,10.623,19.606,0.624,0.376
210000,370,1.485,0.111,8.03,10441,9909,20,0,315,33,141383.4,3655.3,0.014,0.213,0.374,0.400,985,9.07,3.22,0.00,0.05,0.04,0.53,0.04,0.54,8.99,3.16,0.00,0.00,0.002,0.027,42,0.351,0.243,0.746,0.000,0.011,6313,5907,1,1.000,0.000,0.005,6263,0.130,0.631,0.008,13.72,3986,0,110.767,0.000,0.000,58628,1.00,17.44,0.000,0.000,0.000,7,9,11,38,3356,0.013,1.61,0.0042,0.008,1,0.091,0.000,0.285,0.075,2.69,3.90,3.40,0.00,0.000,1.00,1.00,1.00,0.091,0.00125,24.58,0.4482,6.86,137774.3,140212.5,123.531,0.0829,14.018,25.830,0.649,0.386
220000,330,1.288,0.096,8.43,11633,11353,39,0,281,0,156242.6,2746.2,0.011,0.190,0.421,0.378,978,8.25,2.63,0.05,0.68,0.12,1.61,0.00,0.05,8.08,1.88,0.00,0.00,0.008,0.080,29,0.352,0.261,0.730,0.000,0.009,6198,4498,1,1.000,0.000,0.003,8368,0.160,0.552,0.006,15.59,3931,0,2746.204,0.000,0.000,55591,1.01,18.83,0.000,0.000,0.000,6,8,9,37,2724,0.010,0.09,0.0059,0.000,0,0.092,0.000,0.287,0.018,2.58,3.57,3.02,0.01,0.006,1.01,1.02,1.01,0.092,0.00141,45.28,0.3157,2.44,138161.7,140212.4,102.482,0.0415,15.591,34.527,0.635,0.391
230000,328,1.412,0.117,8.06,11911,11451,56,0,406,0,156477.9,3010.5,0.012,0.172,0.452,0.364,990,8.10,1.98,0.00,0.00,0.08,1.13,0.01,0.17,8.02,1.64,0.00,0.00,0.004,0.048,25,0.704,0.235,0.762,0.000,0.003,6289,4761,2,0.905,0.085,0.003,10318,0.170,0.683,0.009,15.68,3514,0,3010.490,0.000,0.000,55319,1.00,19.52,0.000,0.000,0.000,7,8,9,28,2658,0.010,5.44,0.0060,0.043,1,0.098,0.000,0.276,0.017,2.51,3.23,3.03,0.00,0.000,1.00,1.00,1.00,0.098,0.00126,39.28,0.3459,3.71,137782.4,140212.4,103.033,0.0447,15.598,25.129,0.634,0.389
240000,187,1.451,0.123,7.86,10924,10595,51,0,419,0,132850.1,3035.6,0.013,0.191,0.436,0.359,1089,8.64,3.48,0.00,0.00,0.04,0.41,0.01,0.15,8.58,3.40,0.00,0.00,0.003,0.032,18,0.775,0.219,0.781,0.000,0.000,6448,6181,1,1.000,0.000,0.005,7934,0.143,0.706,0.009,13.30,3416,0,3035.643,0.000,0.000,99267,1.00,19.11,0.000,0.000,0.000,8,8,11,47,1615,0.006,0.58,0.0083,0.000,2,0.179,0.000,0.300,0.034,2.65,3.21,3.25,0.00,0.000,1.00,1.00,1.00,0.179,0.00186,59.10,0.3506,5.86,137900.2,140212.9,90.451,0.0468,13.264,20.625,0.634,0.390
250000,130,1.264,0.192,6.62,5818,5648,5,0,222,2,58073.6,1976.2,0.027,0.263,0.412,0.298,1531,8.93,2.35,0.18,2.10,0.02,0.26,0.00,0.00,8.72,2.08,0.00,0.00,0.002,0.024,18,0.308,0.123,0.846,0.008,0.023,3958,3954,1,1.000,0.000,0.000,4635,0.155,0.999,0.018,5.93,1776,0,988.125,0.000,0.008,76679,1.09,18.72,0.000,0.000,0.000,7,8,11,24,1161,0.004,12.24,0.0051,0.000,8,0.226,0.000,0.335,0.081,2.64,3.06,3.59,0.00,0.000,1.08,1.08,1.10,0.226,0.00149,57.16,0.2461,5.51,136879.6,140212.8,88.108,0.0486,5.778,21.453,0.630,0.387
260000,184,1.319,0.277,7.22,7936,7596,15,0,271,1,78353.2,2708.9,0.040,0.261,0.399,0.300,1424,8.45,4.72,0.07,0.69,0.02,0.29,0.00,0.00,8.36,4.44,0.00,0.00,0.002,0.029,20,0.473,0.245,0.739,0.011,0.005,5522,5516,1,1.000,0.000,0.000,5011,0.167,1.284,0.029,7.98,2277,0,2708.888,0.000,0.022,113130,1.02,19.04,0.000,0.000,0.000,6,8,9,57,1555,0.006,3.60,0.0051,0.000,7,0.255,0.000,0.324,0.079,2.57,3.06,3.42,0.00,0.000,1.00,1.02,1.03,0.255,0.00137,80.33,0.3308,4.03,135395.2,140212.5,71.531,0.0601,7.774,27.665,0.627,0.384
270000,152,1.481,0.308,6.72,8516,8271,15,0,262,6,83552.0,3089.4,0.050,0.243,0.371,0.336,1389,8.73,4.37,0.07,0.89,0.25,2.45,0.07,0.57,8.34,2.88,0.00,0.00,0.012,0.082,18,0.309,0.217,0.763,0.000,0.020,6316,6312,1,0.678,0.322,0.013,5634,0.174,1.369,0.033,8.41,2342,0,514.894,0.000,0.000,129247,1.01,18.67,0.000,0.000,0.000,6,8,11,49,1327,0.005,3.17,0.0066,0.000,5,0.295,0.000,0.321,0.083,2.74,3.01,3.68,0.00,0.000,1.00,1.02,1.01,0.295,0.00161,84.92,0.3710,2.85,134908.5,140212.5,66.936,0.0622,8.303,24.502,0.625,0.380
280000,97,1.298,0.325,6.68,4635,4534,5,0,151,0,40616.8,2214.2,0.048,0.288,0.237,0.427,1700,11.25,8.81,0.00,0.00,0.00,0.00,0.01,0.10,11.24,8.78,0.00,0.00,0.000,0.000,21,0.216,0.237,0.732,0.031,0.000,3758,3754,1,1.000,0.000,0.010,5632,0.129,1.398,0.035,4.09,1263,0,2214.208,0.000,0.041,91674,1.00,16.29,0.021,0.000,0.000,7,10,13,64,1091,0.004,2.11,0.0037,0.000,8,0.374,0.000,0.341,0.129,3.00,3.59,4.29,0.00,0.000,1.00,1.00,1.00,0.374,0.00129,48.63,0.2718,7.86,134747.3,140212.3,108.603,0.0498,4.025,12.943,0.624,0.380
290000,167,1.510,0.472,7.13,8640,8320,10,0,240,0,90398.6,3307.7,0.029,0.215,0.283,0.473,1289,10.31,6.34,0.00,0.00,0.06,0.70,0.00,0.00,10.25,6.34,0.00,0.00,0.004,0.047,25,0.311,0.204,0.766,0.006,0.024,6021,5675,1,0.820,0.180,0.000,11832,0.146,1.734,0.054,9.29,2621,0,3307.720,0.000,0.018,117922,1.00,16.28,0.012,0.000,0.000,7,10,12,64,1721,0.007,38.94,0.0053,0.000,17,0.284,0.000,0.310,0.099,2.91,4.29,3.57,0.00,0.000,1.00,1.00,1.00,0.284,0.00153,47.59,0.4035,12.53,132184.8,140212.1,67.626,0.0722,8.958,28.060,0.618,0.371
300000,139,1.353,0.545,8.94,7651,7433,22,0,224,0,85111.5,2377.1,0.044,0.209,0.321,0.426,1336,8.07,2.20,0.00,0.00,0.06,0.76,0.01,0.17,7.99,2.07,0.00,0.00,0.004,0.048,16,0.460,0.295,0.705,0.000,0.000,4591,4153,1,0.906,0.094,0.007,9176,0.158,1.877,0.063,8.64,2315,0,2377.069,0.000,0.000,65124,1.00,18.39,0.000,0.000,0.000,6,9,9,23,1122,0.004,43.40,0.0077,0.000,0,0.181,0.000,0.270,0.058,2.49,3.83,3.01,0.00,0.000,1.00,1.00,1.00,0.181,0.00179,44.17,0.2886,2.31,131074.8,140212.2,67.240,0.0519,8.473,25.911,0.615,0.368
310000,268,1.445,0.575,9.03,5820,5538,14,0,139,0,79143.7,1243.7,0.048,0.172,0.419,0.362,1378,8.71,3.18,0.01,0.24,0.06,0.61,0.01,0.18,8.62,3.19,0.00,0.00,0.005,0.054,31,0.586,0.228,0.761,0.000,0.011,2600,2533,1,1.000,0.000,0.004,10337,0.123,1.927,0.066,7.97,1997,0,1243.685,0.000,0.000,9951,1.00,17.99,0.000,0.000,0.000,6,9,10,45,2335,0.009,41.08,0.0034,0.000,0,0.037,0.000,0.262,0.009,2.63,3.93,3.07,0.01,0.004,1.00,1.01,1.00,0.037,0.00082,14.09,0.1449,5.02,130357.8,140212.2,100.305,0.0203,7.879,14.476,0.614,0.366
320000,327,1.443,0.336,8.98,12296,11880,43,0,314,0,168453.2,5067.2,0.045,0.188,0.401,0.367,1006,9.50,4.91,0.06,0.99,0.07,0.68,0.09,0.77,9.29,3.95,0.00,0.06,0.002,0.020,28,0.685,0.232,0.761,0.000,0.006,7289,7119,2,0.976,0.000,0.018,29188,0.129,1.431,0.036,16.43,4681,0,5067.160,0.000,0.000,81655,1.01,17.53,0.000,0.000,0.003,7,9,9,39,3108,0.012,23.48,0.0055,0.000,2,0.116,0.000,0.262,0.092,2.89,4.07,3.17,0.01,0.003,1.02,1.02,1.01,0.116,0.00140,47.00,0.6492,8.11,134174.9,140211.5,76.525,0.1421,16.673,38.029,0.625,0.380
330000,311,1.452,0.385,8.88,12622,12304,40,0,294,11,171612.8,4388.2,0.048,0.196,0.393,0.362,999,9.38,4.74,0.00,0.00,0.10,1.70,0.05,0.58,9.23,4.44,0.00,0.00,0.003,0.047,34,0.563,0.154,0.823,0.006,0.016,6986,6786,2,0.949,0.000,0.016,36019,0.121,1.553,0.043,17.23,4429,0,398.928,0.000,0.006,82442,1.00,17.72,0.000,0.000,0.000,7,9,9,40,2916,0.011,34.93,0.0060,0.000,3,0.114,0.000,0.262,0.056,2.71,3.94,3.23,0.00,0.000,1.00,1.00,1.00,0.114,0.00166,63.14,0.5462,5.74,133387.3,140210.6,48.143,0.1077,17.039,33.403,0.621,0.375
340000,336,1.323,0.262,8.89,14243,13791,51,0,376,0,174148.8,5366.8,0.047,0.186,0.398,0.368,974,8.62,3.57,0.01,0.16,0.01,0.22,0.08,0.84,8.51,2.97,0.00,0.00,0.001,0.016,41,0.330,0.205,0.795,0.000,0.000,9361,8949,2,0.940,0.000,0.012,46049,0.134,1.197,0.026,17.20,5533,0,5366.830,0.000,0.000,87696,1.00,18.15,0.000,0.000,0.000,6,8,10,47,2896,0.011,1.36,0.0061,0.000,0,0.123,0.000,0.302,0.098,2.64,3.74,3.20,0.00,0.000,1.00,1.01,1.00,0.123,0.00141,63.92,0.6493,4.20,135411.8,140209.7,80.967,0.1127,17.285,45.236,0.622,0.383
350000,361,1.482,0.168,8.88,14739,14171,51,0,492,0,189775.8,5065.1,0.045,0.185,0.396,0.374,916,8.61,2.07,0.06,0.47,0.12,1.11,0.00,0.00,8.44,1.93,0.00,0.00,0.008,0.078,33,0.393,0.219,0.773,0.000,0.008,8593,7890,2,0.953,0.008,0.000,39664,0.136,0.941,0.016,18.80,5693,0,5065.071,0.000,0.003,67119,1.02,18.65,0.000,0.000,0.000,8,8,10,23,3110,0.012,1.09,0.0062,0.000,1,0.089,0.000,0.277,0.070,2.65,3.55,3.13,0.00,0.003,1.03,1.03,1.01,0.089,0.00148,65.63,0.6115,9.72,136859.3,140209.0,77.920,0.1044,18.844,35.945,0.631,0.387
360000,361,1.448,0.168,8.87,15565,14901,63,0,601,8,192309.5,5355.0,0.044,0.186,0.364,0.406,928,8.15,1.63,0.00,0.00,0.01,0.16,0.00,0.00,8.14,1.66,0.00,0.00,0.003,0.053,33,0.579,0.211,0.778,0.000,0.011,8975,7980,2,0.889,0.000,0.000,41684,0.131,0.972,0.016,19.23,6243,0,669.381,0.000,0.000,84316,1.00,19.33,0.000,0.000,0.000,6,8,9,17,2942,0.011,11.74,0.0065,0.022,0,0.110,0.000,0.282,0.072,2.54,3.25,3.09,0.00,0.000,1.00,1.00,1.00,0.110,0.00151,65.73,0.6478,6.09,136873.1,140208.8,66.732,0.1128,19.118,39.594,0.630,0.385
