step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep
10000,552,1.427,0.076,2.01,34462,34198,8,3,1197,1309,534856.0,61289.9,0.042,0.412,0.085,0.461,870,8.23,2.87,0.00,0.00,0.09,1.41,0.04,0.65,8.11,2.25,0.00,0.00,0.003,0.051,11,0.940,0.216,0.775,0.000,0.009,36600,33361,1,1.000,0.000,0.004,313252,0.176,0.101,0.000,39.90,13255,15,46.822,1.000,0.000,928304,1.00,15.84,0.002,0.000,0.000,8,8,8,64,4544,0.017,0.40,0.0119,0.000,0,0.287,0.000,0.213,0.385,3.44,2.02,7.94,0.00,0.000,1.00,1.00,1.00,0.287,0.00557,24.06,9.7803,9.02,138115.9,140236.4,99.478,3.6519,50.058,554.543,0.273,0.231
20000,556,1.418,0.076,2.02,21706,20911,2,0,789,0,277962.3,5397.0,0.001,0.351,0.082,0.566,1353,8.63,5.48,0.10,1.38,0.05,1.02,0.04,0.89,8.44,5.02,0.00,0.00,0.004,0.060,15,0.948,0.216,0.773,0.000,0.011,6175,6175,1,1.000,0.000,0.004,9835,0.321,0.102,0.000,27.72,2131,0,5397.003,0.000,0.000,473136,1.03,15.79,0.007,0.000,0.000,8,8,8,64,4796,0.018,0.00,0.0059,0.000,0,0.238,0.000,0.190,0.001,3.45,2.13,7.87,0.00,0.000,1.03,1.03,1.05,0.238,0.00217,17.13,0.6230,7.88,138119.2,140243.8,118.995,0.0833,27.634,41.273,0.271,0.230
30000,538,1.471,0.074,2.00,21386,20651,2,0,751,4,276232.9,5304.7,0.002,0.351,0.081,0.566,1351,8.11,1.68,0.00,0.00,0.01,0.17,0.01,0.17,8.10,1.36,0.00,0.00,0.000,0.004,9,0.980,0.225,0.770,0.000,0.006,6049,6049,1,1.000,0.000,0.002,9176,0.313,0.098,0.000,27.55,2078,0,1326.187,0.000,0.000,472903,1.00,15.93,0.000,0.000,0.000,8,8,8,44,4365,0.017,0.00,0.0063,0.000,0,0.239,0.000,0.190,0.001,3.46,2.04,7.95,0.00,0.000,1.00,1.00,1.00,0.239,0.00223,17.04,0.6101,4.55,138166.1,140250.8,119.252,0.0800,27.469,37.678,0.270,0.230
40000,549,1.431,0.074,2.01,21565,20723,4,0,827,0,276584.9,5373.3,0.001,0.353,0.080,0.565,1317,8.60,5.21,0.04,0.85,0.00,0.00,0.05,1.03,8.52,4.96,0.00,0.00,0.000,0.000,13,0.976,0.230,0.767,0.000,0.004,6137,6137,1,1.000,0.000,0.004,9929,0.326,0.098,0.000,27.58,2188,0,5373.262,0.000,0.000,479589,1.01,15.79,0.004,0.000,0.000,8,8,8,64,4722,0.018,0.00,0.0059,0.000,0,0.240,0.000,0.190,0.001,3.44,2.08,7.98,0.00,0.000,1.01,1.00,1.01,0.240,0.00220,17.04,0.6205,7.24,138162.7,140257.8,119.218,0.0829,27.501,37.197,0.271,0.230
50000,553,1.463,0.074,2.00,21581,20785,0,0,792,0,276384.8,5367.7,0.001,0.353,0.081,0.564,1235,8.29,3.50,0.00,0.08,0.03,0.76,0.00,0.00,8.25,3.48,0.00,0.00,0.002,0.042,10,0.962,0.262,0.731,0.000,0.007,6052,6052,1,1.000,0.000,0.000,8827,0.326,0.100,0.000,27.56,2182,0,5367.724,0.000,0.000,481916,1.00,15.87,0.004,0.000,0.000,8,8,8,64,4582,0.017,0.00,0.0061,0.000,0,0.242,0.000,0.188,0.001,3.40,2.07,7.92,0.00,0.000,1.00,1.00,1.00,0.242,0.00217,17.05,0.6197,7.48,138152.9,140264.6,119.225,0.0828,27.479,37.128,0.271,0.230
60000,538,1.456,0.074,2.01,21649,20882,5,0,777,8,276386.9,5390.6,0.002,0.354,0.080,0.564,1285,8.09,1.16,0.00,0.00,0.00,0.00,0.00,0.04,8.09,1.17,0.00,0.00,0.000,0.000,10,0.981,0.206,0.788,0.000,0.006,6087,6087,1,1.000,0.000,0.002,10021,0.317,0.100,0.000,27.57,2195,0,673.819,0.000,0.002,481007,1.00,15.93,0.000,0.000,0.000,8,8,8,30,4353,0.017,0.00,0.0064,0.000,0,0.241,0.000,0.190,0.001,3.44,2.04,7.97,0.00,0.000,1.00,1.00,1.00,0.241,0.00225,17.04,0.6219,8.38,138189.7,140271.5,119.230,0.0827,27.486,37.192,0.270,0.230
70000,547,1.419,0.073,2.01,21579,20787,2,0,781,0,276192.6,5342.1,0.002,0.351,0.081,0.567,1285,8.21,2.68,0.02,0.33,0.07,1.20,0.00,0.00,8.12,2.48,0.00,0.00,0.003,0.046,11,0.982,0.225,0.770,0.000,0.005,6124,6124,1,1.000,0.000,0.000,10341,0.316,0.098,0.000,27.54,2157,0,5342.097,0.000,0.000,471241,1.01,15.90,0.002,0.000,0.000,8,8,8,64,4490,0.017,0.00,0.0062,0.000,0,0.239,0.000,0.191,0.001,3.44,2.05,7.97,0.01,0.002,1.00,1.01,1.01,0.239,0.00219,17.04,0.6144,5.33,138224.4,140278.3,119.259,0.0804,27.463,37.116,0.270,0.229
80000,533,1.509,0.075,2.01,21740,20964,1,0,789,5,276368.4,5380.1,0.002,0.354,0.080,0.564,1261,8.46,4.46,0.03,0.61,0.05,1.04,0.00,0.00,8.38,4.22,0.00,0.00,0.002,0.043,10,0.972,0.216,0.777,0.000,0.008,6285,6285,1,1.000,0.000,0.000,9244,0.311,0.099,0.000,27.56,2180,0,1076.017,0.000,0.000,477568,1.00,15.83,0.004,0.000,0.000,8,8,8,64,4507,0.017,0.00,0.0062,0.000,0,0.240,0.000,0.192,0.001,3.45,2.08,7.95,0.00,0.000,1.01,1.00,1.00,0.240,0.00227,17.03,0.6214,11.57,138166.5,140285.2,119.248,0.0828,27.474,37.204,0.271,0.229
90000,536,1.443,0.076,2.01,21526,20720,4,0,799,0,276323.7,5321.2,0.001,0.351,0.080,0.568,1297,8.39,3.84,0.01,0.22,0.07,1.18,0.21,3.07,8.10,2.71,0.00,0.00,0.003,0.046,13,0.965,0.244,0.748,0.000,0.007,6113,6113,1,1.000,0.000,0.006,9775,0.308,0.100,0.000,27.56,2171,0,5321.197,0.000,0.000,473123,1.00,15.86,0.002,0.000,0.000,8,8,8,64,4495,0.017,0.00,0.0064,0.000,0,0.239,0.000,0.191,0.001,3.53,2.08,7.93,0.01,0.002,1.00,1.00,1.00,0.239,0.00224,17.05,0.6138,5.57,138191.6,140292.1,119.231,0.0823,27.480,37.152,0.270,0.229
100000,551,1.444,0.075,2.01,21569,20723,5,0,826,1,276121.1,5406.9,0.001,0.351,0.080,0.568,1248,8.34,3.63,0.03,0.64,0.04,0.89,0.09,2.09,8.19,2.74,0.00,0.00,0.002,0.043,16,0.971,0.230,0.764,0.000,0.005,6027,6027,1,1.000,0.000,0.002,9455,0.317,0.102,0.000,27.54,2148,0,5406.899,0.000,0.000,466955,1.01,15.87,0.004,0.002,0.000,8,8,8,64,4595,0.018,0.00,0.0061,0.000,0,0.237,0.000,0.190,0.001,3.43,2.05,7.96,0.00,0.000,1.01,1.00,1.01,0.237,0.00218,17.05,0.6245,7.93,138178.7,140298.9,119.253,0.0835,27.454,37.099,0.270,0.229
110000,545,1.465,0.074,2.01,21516,20722,1,0,799,0,276324.3,5354.7,0.001,0.353,0.080,0.565,1249,8.24,3.46,0.00,0.00,0.01,0.30,0.19,3.18,8.04,1.11,0.00,0.00,0.001,0.027,11,0.978,0.211,0.783,0.000,0.006,6094,6094,1,1.000,0.000,0.004,9522,0.329,0.098,0.000,27.56,2076,0,5354.656,0.000,0.000,481272,1.00,15.92,0.004,0.000,0.000,8,8,8,64,4493,0.017,0.00,0.0063,0.000,0,0.242,0.000,0.190,0.001,3.47,2.04,7.96,0.00,0.000,1.00,1.00,1.00,0.242,0.00221,17.04,0.6165,4.31,138208.7,140305.8,119.242,0.0813,27.477,37.242,0.270,0.230
120000,534,1.435,0.075,2.00,21502,20723,2,0,788,0,276161.2,5279.4,0.001,0.353,0.080,0.566,1260,8.35,4.01,0.00,0.00,0.00,0.00,0.20,3.33,8.15,2.46,0.00,0.00,0.000,0.000,10,0.983,0.230,0.755,0.000,0.015,6165,6165,1,1.000,0.000,0.004,9382,0.306,0.100,0.000,27.54,2036,0,5279.373,0.000,0.000,481536,1.00,15.86,0.002,0.000,0.000,8,8,8,64,4458,0.017,0.00,0.0063,0.000,0,0.242,0.000,0.189,0.001,3.48,2.06,7.97,0.00,0.000,1.00,1.00,1.00,0.242,0.00225,17.05,0.6096,9.95,138228.9,140312.7,119.248,0.0811,27.462,37.207,0.271,0.230
