step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells
10000,0,698,8.19,0.00,0.00,0.08,8.10,0.00,1.00,0.000,0.065,411784.5,25826.3,1,21,3.08,1.00,1.00,3.8732,15.20,45204.9,0.0002,35.6247,5462
10000,1,712,7.91,0.02,0.01,0.04,7.83,0.00,1.01,0.000,0.064,413698.3,25619.2,1,18,2.90,1.01,1.00,3.8281,12.67,45126.5,0.0002,35.8705,5461
10000,2,701,8.25,0.00,0.03,0.12,8.09,0.00,1.00,0.000,0.066,412108.3,25787.4,1,37,3.01,1.00,1.00,3.8458,12.48,45229.5,0.0003,35.4257,5461
20000,0,672,8.03,0.00,0.00,0.00,8.03,0.00,1.00,0.000,0.062,354836.1,7496.6,1,17,3.35,1.00,1.00,0.8559,10.11,45257.9,0.0000,34.6796,5462
20000,1,687,8.12,0.00,0.03,0.00,8.09,0.00,1.00,0.000,0.064,353802.1,7169.5,1,21,3.32,1.00,1.00,0.8170,7.56,45260.3,0.0000,34.5526,5461
20000,2,679,8.54,0.00,0.00,0.18,8.36,0.00,1.00,0.000,0.066,354069.2,7421.9,1,42,3.37,1.00,1.00,0.8484,13.52,45242.0,0.0000,34.5867,5461
30000,0,655,8.51,0.08,0.04,0.10,8.29,0.00,1.02,0.000,0.064,347232.3,6551.6,1,30,3.54,1.03,1.01,0.7452,7.67,45273.4,0.0000,33.8916,5462
30000,1,667,8.32,0.00,0.00,0.15,8.17,0.00,1.00,0.000,0.064,346983.5,6676.5,1,15,3.47,1.00,1.00,0.7595,7.54,45235.6,0.0000,33.8698,5461
30000,2,658,8.30,0.04,0.01,0.14,8.12,0.00,1.02,0.000,0.062,347413.6,6673.3,1,29,3.36,1.01,1.01,0.7586,9.12,45216.7,0.0000,33.9015,5461
40000,0,654,8.26,0.00,0.00,0.00,8.26,0.00,1.00,0.000,0.062,347010.4,6571.8,1,19,3.43,1.00,1.00,0.7461,8.15,45247.1,0.0000,33.8733,5462
40000,1,656,8.18,0.08,0.02,0.00,8.08,0.00,1.02,0.000,0.061,347217.1,6463.5,1,26,3.42,1.00,1.03,0.7337,14.04,45248.8,0.0000,33.8978,5461
40000,2,681,8.37,0.08,0.03,0.09,8.17,0.00,1.02,0.000,0.065,347221.6,6477.8,1,39,3.35,1.00,1.03,0.7372,13.78,45210.7,0.0000,33.9001,5461
50000,0,674,8.29,0.10,0.00,0.02,8.16,0.00,1.03,0.000,0.064,348421.8,6484.9,1,26,3.43,1.03,1.02,0.7367,8.33,45243.0,0.0000,34.0923,5462
50000,1,665,8.16,0.00,0.00,0.05,8.11,0.00,1.00,0.000,0.062,348029.7,6622.5,1,27,3.45,1.00,1.00,0.7520,5.66,45212.8,0.0000,34.0166,5461
50000,2,666,8.39,0.00,0.00,0.00,8.39,0.00,1.00,0.000,0.064,348437.3,6368.3,1,46,3.50,1.00,1.00,0.7237,13.26,45240.0,0.0000,34.0386,5461
60000,0,664,8.29,0.00,0.00,0.22,8.07,0.00,1.00,0.000,0.063,350074.5,6563.9,1,18,3.38,1.00,1.00,0.7457,7.15,45157.6,0.0000,34.2558,5462
60000,1,669,8.27,0.00,0.02,0.00,8.24,0.00,1.00,0.000,0.063,349480.6,6312.6,1,29,3.34,1.00,1.00,0.7163,8.69,45207.5,0.0000,34.1427,5461
60000,2,656,8.25,0.01,0.00,0.03,8.21,0.00,1.00,0.000,0.062,349310.0,6362.3,1,54,3.40,1.00,1.00,0.7207,9.75,45272.0,0.0000,34.1666,5461
70000,0,640,8.39,0.01,0.02,0.12,8.24,0.00,1.01,0.000,0.061,350026.9,6215.3,1,28,3.39,1.00,1.00,0.7044,8.20,45208.5,0.0000,34.2064,5462
70000,1,660,8.25,0.00,0.03,0.10,8.12,0.00,1.00,0.000,0.062,350773.8,6260.2,1,29,3.37,1.00,1.00,0.7100,5.16,45204.2,0.0000,34.3197,5461
70000,2,661,8.38,0.07,0.05,0.03,8.23,0.00,1.02,0.000,0.063,349707.8,6431.1,1,52,3.44,1.01,1.01,0.7284,5.55,45234.9,0.0000,34.1873,5461
80000,0,662,8.24,0.00,0.00,0.15,8.10,0.00,1.00,0.000,0.063,349776.9,6231.9,1,24,3.39,1.00,1.00,0.7065,6.29,45253.6,0.0000,34.1912,5462
80000,1,666,8.41,0.00,0.00,0.20,8.21,0.00,1.00,0.000,0.064,350214.8,6280.0,1,19,3.45,1.00,1.00,0.7115,10.08,45148.8,0.0000,34.2537,5461
80000,2,643,8.13,0.09,0.00,0.00,8.05,0.00,1.03,0.000,0.060,350569.6,6346.5,1,43,3.37,1.03,1.03,0.7194,6.98,45202.5,0.0000,34.2992,5461
90000,0,678,8.25,0.03,0.00,0.00,8.22,0.00,1.01,0.000,0.064,350556.5,6248.1,1,16,3.45,1.01,1.01,0.7085,10.34,45155.4,0.0000,34.2827,5462
90000,1,682,8.37,0.00,0.00,0.09,8.28,0.00,1.00,0.000,0.065,350443.6,6313.5,1,28,3.49,1.00,1.00,0.7155,8.18,45238.3,0.0000,34.2497,5461
90000,2,660,8.19,0.08,0.00,0.00,8.11,0.00,1.02,0.000,0.062,350878.8,6182.9,1,39,3.47,1.02,1.02,0.6998,7.47,45237.4,0.0000,34.3066,5461
100000,0,664,8.40,0.01,0.00,0.00,8.39,0.00,1.00,0.000,0.063,349625.6,6167.5,1,16,3.40,1.00,1.00,0.6979,10.54,45194.0,0.0000,34.1844,5462
100000,1,675,8.15,0.00,0.00,0.06,8.09,0.00,1.00,0.000,0.063,348921.1,6147.9,1,25,3.42,1.00,1.00,0.6962,7.47,45203.2,0.0000,34.1383,5461
100000,2,653,8.31,0.07,0.00,0.06,8.19,0.00,1.02,0.000,0.062,348823.7,6201.4,1,55,3.44,1.02,1.01,0.7029,9.50,45213.9,0.0000,34.0800,5461
110000,0,657,8.09,0.00,0.00,0.02,8.07,0.00,1.00,0.000,0.061,349960.4,6327.5,1,27,3.39,1.00,1.00,0.7168,8.83,45184.4,0.0000,34.1767,5462
110000,1,678,8.26,0.08,0.01,0.00,8.16,0.00,1.02,0.000,0.065,351032.1,6070.9,1,20,3.40,1.00,1.03,0.6876,8.76,45181.2,0.0000,34.3057,5461
110000,2,680,8.21,0.00,0.00,0.02,8.19,0.00,1.00,0.000,0.064,350701.6,6166.2,1,54,3.39,1.00,1.00,0.6985,7.39,45189.7,0.0000,34.2563,5461
120000,0,680,8.28,0.00,0.01,0.00,8.27,0.00,1.00,0.000,0.064,349614.1,6242.2,1,15,3.38,1.00,1.00,0.7068,8.13,45162.2,0.0000,34.1705,5462
