step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells
10000,0,698,7.67,0.07,0.01,0.00,7.59,0.00,1.02,0.000,0.061,410368.7,22037.6,3,46,2.78,1.00,1.02,3.3688,8.03,45303.4,0.0002,35.5073,5462
10000,1,700,8.20,0.04,0.00,0.01,8.15,0.00,1.01,0.000,0.066,412656.0,21656.1,3,43,2.76,1.00,1.02,3.3764,4.08,45348.2,0.0002,35.7279,5461
10000,2,703,7.90,0.08,0.00,0.00,7.82,0.00,1.03,0.000,0.064,412694.3,22732.4,2,89,2.77,1.03,1.03,3.4900,8.70,45354.3,0.0002,35.7618,5461
20000,0,719,8.02,0.02,0.00,0.00,8.00,0.00,1.00,0.000,0.066,374130.1,3915.9,2,30,2.77,1.00,1.01,0.4398,3.35,45340.5,0.0000,36.3399,5462
20000,1,715,7.94,0.07,0.00,0.00,7.87,0.00,1.02,0.000,0.065,374777.0,3849.5,2,42,2.67,1.02,1.03,0.4330,4.80,45349.9,0.0000,36.3997,5461
20000,2,722,7.91,0.12,0.02,0.02,7.75,0.00,1.04,0.000,0.065,374748.7,3791.3,2,72,2.65,1.04,1.04,0.4261,3.34,45343.0,0.0000,36.4212,5461
30000,0,719,8.47,0.12,0.00,0.00,8.35,0.00,1.04,0.000,0.070,374716.5,4148.0,2,30,2.76,1.02,1.06,0.4642,6.08,45350.2,0.0000,36.3822,5462
30000,1,699,8.28,0.10,0.00,0.01,8.17,0.00,1.04,0.000,0.067,375990.7,4214.6,2,24,2.69,1.03,1.04,0.4711,3.24,45329.8,0.0000,36.4478,5461
30000,2,694,8.34,0.05,0.00,0.00,8.29,0.00,1.02,0.000,0.066,376446.0,4177.9,2,62,2.78,1.01,1.02,0.4687,3.83,45389.1,0.0000,36.4920,5461
40000,0,689,8.33,0.06,0.00,0.00,8.26,0.00,1.02,0.000,0.066,375514.4,4314.0,2,33,2.75,1.01,1.02,0.4821,3.66,45355.9,0.0000,36.3909,5462
40000,1,708,8.17,0.04,0.00,0.01,8.12,0.00,1.02,0.000,0.066,376053.9,4504.1,2,37,2.78,1.02,1.02,0.5045,3.05,45355.5,0.0000,36.4135,5461
40000,2,711,8.17,0.14,0.00,0.01,8.01,0.00,1.06,0.000,0.066,375389.8,4556.3,2,57,2.76,1.06,1.07,0.5118,6.28,45422.8,0.0000,36.3596,5461
50000,0,711,8.20,0.04,0.00,0.02,8.14,0.00,1.01,0.000,0.067,376802.0,4605.3,2,38,2.77,1.00,1.02,0.5165,4.21,45321.4,0.0000,36.4567,5462
50000,1,722,8.31,0.03,0.00,0.02,8.26,0.00,1.01,0.000,0.069,376384.1,4588.9,2,31,2.77,1.00,1.01,0.5150,1.90,45305.2,0.0000,36.4440,5461
50000,2,729,8.19,0.06,0.00,0.00,8.13,0.00,1.02,0.000,0.068,376722.5,4690.9,2,74,2.75,1.01,1.03,0.5266,2.27,45318.1,0.0000,36.4765,5461
60000,0,691,8.25,0.07,0.00,0.03,8.15,0.00,1.02,0.000,0.065,376576.5,4726.0,2,24,2.77,1.01,1.02,0.5311,8.58,45338.5,0.0000,36.4734,5462
60000,1,706,8.16,0.03,0.00,0.04,8.09,0.00,1.02,0.000,0.066,376447.4,4723.9,1,21,2.79,1.01,1.02,0.5314,8.18,45352.1,0.0000,36.4582,5461
60000,2,722,8.26,0.04,0.00,0.01,8.21,0.00,1.01,0.000,0.068,376111.8,4654.8,1,65,2.77,1.01,1.02,0.5238,6.40,45366.0,0.0000,36.4086,5461
70000,0,709,8.26,0.11,0.00,0.02,8.14,0.00,1.04,0.000,0.067,377126.4,4687.6,1,26,2.77,1.02,1.04,0.5261,5.71,45346.5,0.0000,36.4967,5462
70000,1,711,8.15,0.07,0.00,0.02,8.06,0.00,1.03,0.000,0.066,376732.1,4636.7,1,24,2.73,1.03,1.03,0.5208,6.56,45361.2,0.0000,36.4606,5461
70000,2,712,8.20,0.04,0.00,0.00,8.16,0.00,1.02,0.000,0.067,376700.8,4651.0,1,49,2.70,1.01,1.02,0.5228,2.36,45343.0,0.0000,36.4735,5461
80000,0,710,8.07,0.05,0.00,0.01,8.01,0.00,1.02,0.000,0.065,376908.8,4657.2,1,30,2.70,1.01,1.02,0.5247,8.83,45335.5,0.0000,36.5149,5462
80000,1,702,8.19,0.07,0.00,0.01,8.11,0.00,1.02,0.000,0.066,376554.3,4662.6,1,35,2.77,1.01,1.02,0.5242,5.39,45362.4,0.0000,36.4284,5461
80000,2,716,8.17,0.02,0.00,0.00,8.15,0.00,1.01,0.000,0.067,376935.3,4687.6,1,54,2.71,1.01,1.02,0.5285,6.85,45337.9,0.0000,36.5144,5461
90000,0,708,8.24,0.11,0.00,0.01,8.11,0.00,1.04,0.000,0.067,377595.2,4553.2,1,31,2.72,1.03,1.04,0.5120,7.81,45287.2,0.0000,36.5644,5462
90000,1,703,8.13,0.03,0.00,0.00,8.10,0.00,1.02,0.000,0.066,376560.1,4524.5,1,27,2.72,1.02,1.02,0.5093,6.83,45323.7,0.0000,36.4611,5461
90000,2,703,8.25,0.11,0.00,0.05,8.09,0.00,1.04,0.000,0.066,377259.5,4649.3,1,48,2.74,1.03,1.04,0.5238,9.03,45335.2,0.0000,36.5308,5461
100000,0,712,8.11,0.01,0.00,0.00,8.10,0.00,1.00,0.000,0.066,378070.3,4486.8,1,26,2.66,1.00,1.00,0.5043,3.88,45309.7,0.0000,36.6632,5462
100000,1,714,8.26,0.05,0.00,0.02,8.19,0.00,1.02,0.000,0.068,377234.7,4497.0,1,22,2.69,1.01,1.02,0.5052,2.40,45334.6,0.0000,36.5831,5461
100000,2,698,8.19,0.09,0.00,0.00,8.10,0.00,1.03,0.000,0.065,377279.3,4471.4,1,45,2.71,1.02,1.03,0.5034,4.46,45348.2,0.0000,36.5388,5461
110000,0,718,8.03,0.04,0.00,0.01,7.98,0.00,1.02,0.000,0.066,379371.4,4433.5,1,20,2.61,1.01,1.02,0.5001,4.07,45290.8,0.0000,36.7474,5462
110000,1,728,8.22,0.11,0.00,0.01,8.10,0.00,1.04,0.000,0.068,377588.8,4334.2,1,32,2.68,1.03,1.04,0.4878,3.35,45286.6,0.0000,36.5943,5461
