step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells
10000,0,648,10.04,0.00,0.00,0.11,9.93,0.00,1.00,0.000,0.075,413978.1,24495.6,1,10,3.10,1.00,1.00,3.6328,3.36,45166.9,0.0002,35.3192,5462
10000,1,655,9.65,0.00,0.00,0.01,9.64,0.00,1.00,0.000,0.072,416777.2,24673.0,1,25,3.09,1.00,1.00,3.6553,4.34,45279.8,0.0002,35.5961,5461
10000,2,655,9.89,0.00,0.00,0.14,9.76,0.00,1.00,0.000,0.074,416743.0,23898.1,1,43,3.09,1.00,1.00,3.5518,1.76,45257.3,0.0002,35.5919,5461
20000,0,630,10.04,0.00,0.03,0.05,9.97,0.00,1.00,0.000,0.072,366487.0,3960.2,1,18,3.16,1.00,1.00,0.4455,6.07,45219.1,0.0000,35.3910,5462
20000,1,649,10.31,0.00,0.00,0.14,10.17,0.00,1.00,0.000,0.077,367365.8,3972.4,1,26,3.12,1.00,1.00,0.4469,7.26,45206.4,0.0000,35.4354,5461
20000,2,650,9.65,0.00,0.00,0.04,9.61,0.00,1.00,0.000,0.072,367114.4,4097.9,1,45,3.07,1.00,1.00,0.4617,3.51,45242.4,0.0000,35.4622,5461
30000,0,653,9.50,0.00,0.00,0.03,9.47,0.00,1.00,0.000,0.071,366012.3,4010.9,1,21,3.12,1.00,1.00,0.4504,4.96,45217.5,0.0000,35.3531,5462
30000,1,642,9.72,0.00,0.00,0.05,9.67,0.00,1.00,0.000,0.072,365564.8,4063.9,1,29,3.15,1.00,1.00,0.4563,4.16,45166.2,0.0000,35.3187,5461
30000,2,662,8.72,0.00,0.00,0.03,8.69,0.00,1.00,0.000,0.066,366980.2,4536.5,1,57,3.00,1.00,1.00,0.5090,5.78,45222.4,0.0000,35.4776,5461
40000,0,699,7.82,0.00,0.00,0.10,7.72,0.00,1.00,0.000,0.062,365778.7,4515.1,1,23,2.96,1.00,1.00,0.5034,3.88,45189.1,0.0000,35.3729,5462
40000,1,678,7.90,0.00,0.00,0.07,7.82,0.00,1.00,0.000,0.062,365859.4,4869.6,1,23,2.97,1.00,1.00,0.5450,4.99,45110.9,0.0000,35.4306,5461
40000,2,706,7.65,0.00,0.00,0.06,7.59,0.00,1.00,0.000,0.062,366815.8,5018.8,1,58,2.94,1.00,1.00,0.5596,8.71,45226.5,0.0000,35.4719,5461
50000,0,700,7.33,0.01,0.00,0.10,7.22,0.00,1.00,0.000,0.059,365769.0,4870.4,1,25,2.92,1.00,1.00,0.5403,9.01,45149.1,0.0000,35.3253,5462
50000,1,707,7.26,0.00,0.00,0.03,7.23,0.00,1.00,0.000,0.059,365805.9,5051.2,1,33,2.92,1.00,1.00,0.5603,2.59,45192.5,0.0000,35.3315,5461
50000,2,724,7.14,0.00,0.00,0.05,7.09,0.00,1.00,0.000,0.059,365667.3,4972.7,1,51,2.93,1.00,1.00,0.5512,4.19,45183.4,0.0000,35.3060,5461
60000,0,697,7.27,0.00,0.00,0.09,7.17,0.00,1.00,0.000,0.058,365658.3,4948.1,1,27,2.92,1.00,1.00,0.5480,6.82,45171.9,0.0000,35.2706,5462
60000,1,715,7.25,0.00,0.01,0.09,7.16,0.00,1.00,0.000,0.060,365682.8,4918.5,1,33,2.90,1.00,1.00,0.5445,6.63,45184.6,0.0000,35.2828,5461
60000,2,706,7.23,0.00,0.00,0.04,7.19,0.00,1.00,0.000,0.058,365713.4,5017.7,1,50,2.89,1.00,1.00,0.5557,5.63,45169.6,0.0000,35.2808,5461
70000,0,717,7.33,0.00,0.00,0.10,7.23,0.00,1.00,0.000,0.060,365695.1,4991.4,1,26,2.94,1.00,1.00,0.5521,2.23,45181.0,0.0000,35.2737,5462
70000,1,703,7.27,0.00,0.00,0.06,7.21,0.00,1.00,0.000,0.059,365756.5,4991.2,1,27,2.91,1.00,1.00,0.5527,4.77,45115.5,0.0000,35.2793,5461
70000,2,709,7.31,0.00,0.00,0.09,7.21,0.00,1.00,0.000,0.059,365776.4,4912.1,1,56,2.92,1.00,1.00,0.5437,3.16,45170.8,0.0000,35.2864,5461
80000,0,713,7.47,0.00,0.00,0.20,7.27,0.00,1.00,0.000,0.061,365389.7,4862.7,1,18,2.93,1.00,1.00,0.5382,3.15,45128.7,0.0000,35.2558,5462
80000,1,702,7.29,0.00,0.00,0.06,7.24,0.00,1.00,0.000,0.059,365420.3,4978.1,1,30,2.90,1.00,1.00,0.5515,7.26,45146.4,0.0000,35.2694,5461
80000,2,693,7.41,0.01,0.00,0.05,7.34,0.00,1.00,0.000,0.059,365708.8,4935.7,1,55,2.93,1.00,1.01,0.5455,3.34,45148.2,0.0000,35.2775,5461
90000,0,715,7.49,0.00,0.00,0.21,7.28,0.00,1.00,0.000,0.061,365486.5,4991.5,1,36,2.93,1.00,1.00,0.5531,6.25,45142.9,0.0000,35.2590,5462
90000,1,701,7.21,0.00,0.00,0.04,7.17,0.00,1.00,0.000,0.058,365605.2,5009.9,1,19,2.91,1.00,1.00,0.5535,5.34,45171.7,0.0000,35.2658,5461
90000,2,712,7.27,0.00,0.00,0.11,7.15,0.00,1.00,0.000,0.059,365615.5,4919.8,1,58,2.90,1.00,1.00,0.5441,4.26,45115.4,0.0000,35.2727,5461
100000,0,704,7.28,0.00,0.00,0.11,7.16,0.00,1.00,0.000,0.059,365707.1,4976.2,1,33,2.91,1.00,1.00,0.5511,7.29,45155.1,0.0000,35.2800,5462
100000,1,686,7.33,0.00,0.00,0.12,7.21,0.00,1.00,0.000,0.058,365567.8,4998.5,1,27,2.94,1.00,1.00,0.5547,8.60,45117.5,0.0000,35.2828,5461
100000,2,720,7.20,0.00,0.00,0.05,7.15,0.00,1.00,0.000,0.059,365568.4,5042.7,1,56,2.90,1.00,1.00,0.5589,4.48,45123.1,0.0000,35.2649,5461
110000,0,706,7.38,0.00,0.00,0.05,7.33,0.00,1.00,0.000,0.059,365827.0,4935.4,1,26,2.94,1.00,1.00,0.5471,8.36,45162.8,0.0000,35.2868,5462
110000,1,719,7.29,0.00,0.01,0.05,7.24,0.00,1.00,0.000,0.060,365571.8,5088.0,1,22,2.93,1.00,1.00,0.5633,4.45,45126.3,0.0000,35.2714,5461
110000,2,694,7.36,0.00,0.00,0.07,7.29,0.00,1.00,0.000,0.059,365624.3,4928.6,1,52,2.96,1.00,1.00,0.5441,3.99,45130.0,0.0000,35.2756,5461
120000,0,727,7.28,0.01,0.00,0.08,7.20,0.00,1.00,0.000,0.060,365761.7,4953.3,1,37,2.94,1.00,1.00,0.5486,5.99,45075.2,0.0000,35.2868,5462
