step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,2,12,64.0,8.7,0.0,0.0,55.3,0.0,2.35,0.0,5,58,16.83,1.05,0,9,3,0.0,3.83,1.00,2.29,7.00,8.00,8.00,31.1
6000,2,8,64.0,0.8,0.0,0.0,63.2,0.0,1.10,0.0,2,93,23.78,2.17,0,6,2,0.0,1.16,1.06,1.09,5.62,8.00,8.00,31.3
7000,2,7,64.0,1.0,0.0,0.0,63.0,0.0,1.00,0.0,2,169,40.48,5.56,0,7,0,0.0,1.00,1.00,1.00,6.29,8.00,8.00,29.9
8000,2,12,64.0,0.7,0.0,0.0,63.3,0.0,1.10,0.0,2,69,15.81,0.90,0,8,4,0.0,1.18,1.02,1.10,8.00,8.00,8.00,31.6
9000,2,8,64.0,0.0,0.0,0.1,63.9,0.0,1.00,0.0,2,75,19.59,1.70,0,7,1,0.0,1.00,1.00,1.00,8.62,8.00,8.00,33.0
10000,2,10,64.0,0.0,0.8,0.0,63.2,0.0,1.00,0.0,2,94,30.48,3.67,0,7,3,0.0,1.00,1.00,1.00,5.70,8.00,8.00,28.4
11000,2,7,64.0,13.1,0.0,0.0,50.9,0.0,3.45,0.0,5,72,16.59,1.62,0,6,1,0.0,3.21,4.36,3.11,8.57,8.00,8.00,23.7
12000,2,9,64.0,6.7,0.0,5.7,51.7,0.0,2.35,0.0,7,55,15.41,1.06,0,8,1,0.0,2.60,2.25,2.28,7.33,8.00,8.00,31.8
13000,5,12,11.2,0.0,0.0,0.0,11.2,0.0,1.00,11.0,3,244,14.90,0.23,12,0,0,0.0,1.00,1.00,1.00,3.75,2.92,7.58,30.9
13000,2,7,60.0,3.1,0.0,6.7,50.1,0.0,1.51,0.0,4,145,28.82,1.18,0,6,1,0.0,1.80,1.45,1.39,8.14,8.00,8.00,35.6
14000,5,10,12.8,0.0,0.0,0.0,12.8,0.0,1.00,10.2,4,189,11.70,0.15,10,0,0,0.0,1.00,1.00,1.00,4.20,3.40,7.50,32.1
15000,5,29,13.3,0.6,0.3,0.0,12.4,0.0,1.07,9.7,2,201,13.38,0.28,29,0,0,0.0,1.00,1.18,1.05,3.83,3.17,8.00,29.0
16000,5,36,15.4,0.4,0.0,0.0,15.1,0.0,1.02,9.2,8,180,13.46,0.33,35,0,1,0.0,1.00,1.03,1.03,4.08,3.69,7.72,27.7
17000,5,27,12.3,0.0,0.0,0.0,12.3,0.0,1.00,10.6,7,148,9.62,0.17,27,0,0,0.0,1.00,1.00,1.00,4.11,3.22,7.52,29.5
18000,5,29,14.0,0.4,0.6,0.1,12.9,0.0,1.00,10.7,9,212,15.02,0.45,29,0,0,0.0,1.00,1.00,1.00,4.10,3.48,7.79,28.6
19000,5,40,11.8,0.0,0.0,0.0,11.8,0.0,1.00,11.8,9,184,12.51,0.30,40,0,0,0.0,1.00,1.00,1.00,3.55,3.05,7.15,29.1
20000,5,41,12.9,0.0,0.0,0.0,12.9,0.0,1.00,10.2,4,256,17.50,0.56,41,0,0,0.0,1.00,1.00,1.00,4.07,3.02,7.88,29.1
21000,5,23,13.2,0.0,0.0,0.0,13.2,0.0,1.00,9.9,5,172,11.97,0.18,22,0,1,0.0,1.00,1.00,1.00,3.83,3.22,7.83,31.2
22000,5,37,12.8,0.1,0.0,0.0,12.7,0.0,1.10,10.8,6,130,9.53,0.14,37,0,0,0.0,1.08,1.08,1.14,3.35,2.95,7.65,28.6
23000,5,58,13.8,0.0,0.0,0.0,13.8,0.0,1.00,9.7,7,170,12.27,0.35,58,0,0,0.0,1.00,1.00,1.00,3.78,3.36,7.79,27.7
24000,5,99,13.5,0.4,0.0,0.0,13.2,0.0,1.10,10.8,17,152,11.05,0.38,99,0,0,0.0,1.05,1.17,1.12,3.90,3.17,7.55,25.2
25000,5,63,13.6,0.0,0.1,0.0,13.4,0.0,1.07,10.5,13,175,12.46,0.55,62,0,1,0.0,1.06,1.06,1.07,3.67,3.13,7.67,28.1
26000,5,43,14.0,0.0,0.0,0.0,14.0,0.0,1.00,10.1,6,218,15.24,0.32,41,0,2,0.0,1.00,1.00,1.00,3.72,3.07,7.88,28.7
27000,5,49,14.2,0.0,1.0,0.0,13.2,0.0,1.06,10.3,11,192,13.94,0.32,49,0,0,0.0,1.10,1.10,1.04,4.10,3.31,7.86,27.1
28000,5,39,12.6,0.2,0.0,0.0,12.4,0.0,1.18,11.3,6,190,12.78,0.25,39,0,0,0.0,1.18,1.18,1.18,3.59,2.90,7.74,28.5
29000,5,32,13.1,0.0,0.0,0.0,13.0,0.0,1.06,11.1,4,186,12.62,0.30,32,0,0,0.0,1.06,1.06,1.06,4.09,3.09,7.78,29.2
30000,5,41,15.0,0.0,0.0,0.0,15.0,0.0,1.05,10.6,10,246,18.66,0.37,41,0,0,0.0,1.05,1.05,1.05,3.90,3.32,7.49,28.2
31000,5,41,17.4,0.1,0.0,0.1,17.2,0.0,1.01,8.2,11,205,15.85,0.37,39,0,2,0.0,1.00,1.02,1.01,4.51,3.93,8.00,28.0
32000,5,48,19.8,0.0,0.7,0.0,19.1,0.0,1.00,7.9,12,216,18.60,0.54,48,0,0,0.0,1.00,1.00,1.00,4.54,4.12,7.98,25.9
33000,5,69,18.4,0.4,0.0,0.1,17.9,0.0,1.07,9.0,20,209,17.04,0.43,69,0,0,0.0,1.00,1.13,1.07,4.20,3.86,7.62,23.7
34000,5,42,19.7,0.0,0.3,0.1,19.4,0.0,1.01,9.0,12,232,19.60,0.46,42,0,0,0.0,1.01,1.01,1.01,4.48,3.93,7.57,27.6
35000,5,36,18.4,0.1,0.0,0.0,18.3,0.0,1.01,8.6,9,265,21.75,0.53,36,0,0,0.0,1.00,1.01,1.03,4.64,3.69,8.00,28.6
36000,5,51,19.3,0.1,0.0,0.0,19.3,0.0,1.02,8.6,8,263,21.24,0.42,51,0,0,0.0,1.00,1.02,1.03,3.84,3.96,7.73,27.5
37000,5,40,19.8,0.0,0.0,0.0,19.8,0.0,1.00,8.4,7,306,25.48,0.62,40,0,0,0.0,1.00,1.00,1.00,4.50,3.83,8.00,27.7
38000,5,50,17.8,0.0,0.0,0.0,17.8,0.0,1.01,9.3,9,216,18.36,0.45,50,0,0,0.0,1.01,1.01,1.02,3.82,3.74,7.70,27.8
39000,5,35,17.9,0.1,0.0,0.0,17.8,0.0,1.01,9.0,9,283,21.73,0.43,35,0,0,0.0,1.00,1.01,1.02,4.20,3.66,7.86,29.3
40000,5,79,13.7,0.4,0.0,0.0,13.3,0.0,1.16,10.6,12,148,11.09,0.26,79,0,0,0.0,1.13,1.17,1.17,3.92,3.29,7.41,27.2
41000,5,84,14.1,0.0,0.0,0.0,14.1,0.0,1.00,10.3,14,181,12.86,0.40,84,0,0,0.0,1.00,1.00,1.00,4.12,3.24,7.63,24.7
42000,5,59,13.7,0.3,0.0,0.1,13.4,0.0,1.07,10.0,12,292,19.11,0.38,56,0,3,0.0,1.01,1.09,1.09,4.22,3.15,7.85,25.9
43000,5,84,13.6,0.4,0.0,0.0,13.2,0.0,1.14,10.8,16,216,15.33,0.37,84,0,0,0.0,1.12,1.13,1.16,4.06,3.08,7.61,25.4
44000,5,72,13.7,0.3,0.3,0.0,13.0,0.0,1.12,10.3,12,195,13.48,0.36,72,0,0,0.0,1.07,1.18,1.13,4.15,3.12,7.85,27.1
45000,5,91,13.9,0.4,0.0,0.0,13.5,0.0,1.11,10.0,16,195,13.38,0.26,91,0,0,0.0,1.00,1.14,1.15,3.80,3.22,7.80,25.4
46000,5,88,14.1,0.1,0.7,0.1,13.2,0.0,1.00,10.6,18,206,13.59,0.33,88,0,0,0.0,1.00,1.01,1.00,4.06,3.11,7.70,25.4
47000,5,131,12.9,0.0,0.2,0.0,12.7,0.0,1.00,10.8,18,193,13.35,0.38,130,0,1,0.0,1.00,1.00,1.00,3.86,3.21,7.76,22.8
48000,5,79,13.4,0.7,0.0,0.2,12.6,0.0,1.18,10.8,17,311,20.03,0.45,79,0,0,0.0,1.11,1.20,1.20,4.15,3.18,7.80,25.5
49000,5,96,12.6,0.4,0.0,0.0,12.2,0.0,1.17,11.3,22,230,14.91,0.39,96,0,0,0.0,1.12,1.19,1.18,3.86,3.01,7.46,25.9
50000,5,84,13.1,0.3,0.0,0.0,12.8,0.0,1.08,10.8,20,234,16.01,0.47,84,0,0,0.0,1.01,1.10,1.11,3.87,3.13,7.56,25.2
51000,5,128,12.7,0.3,0.0,0.0,12.4,0.0,1.07,11.1,24,175,12.02,0.32,128,0,0,0.0,1.00,1.09,1.09,3.68,2.93,7.51,22.4
52000,5,131,12.2,0.0,0.0,0.0,12.1,0.0,1.00,11.3,22,223,14.31,0.41,131,0,0,0.0,1.00,1.00,1.00,3.69,2.82,7.59,22.0
53000,5,165,11.7,0.2,0.0,0.1,11.4,0.0,1.05,12.1,31,214,14.30,0.36,165,0,0,0.0,1.00,1.06,1.08,3.53,2.80,7.30,21.5
54000,5,243,11.4,0.0,0.0,0.0,11.3,0.0,1.03,12.8,42,186,12.39,0.44,225,17,1,0.0,1.02,1.02,1.03,3.61,2.61,7.02,24.8
55000,5,258,12.2,0.4,0.0,0.0,11.7,0.0,1.14,12.1,36,204,13.52,0.35,239,17,2,0.0,1.15,1.17,1.13,3.49,2.59,7.39,26.0
56000,5,259,12.1,0.1,0.1,0.0,11.9,0.0,1.03,12.2,52,226,14.59,0.35,241,17,1,0.0,1.00,1.03,1.04,3.59,2.84,7.17,22.9
57000,5,221,12.1,0.1,0.0,0.1,11.9,0.0,1.04,11.8,54,221,14.52,0.52,197,20,4,0.0,1.01,1.04,1.10,3.57,3.04,7.10,24.0
58000,5,179,12.6,0.1,0.0,0.0,12.4,0.0,1.02,11.7,42,235,15.32,0.83,159,18,2,0.0,1.00,1.03,1.04,3.57,3.21,6.95,23.4
59000,5,208,11.2,0.1,0.0,0.0,11.1,0.0,1.03,12.5,39,229,14.60,0.34,189,17,2,0.0,1.02,1.04,1.04,3.44,2.93,6.81,24.3
60000,5,243,10.7,0.2,0.0,0.0,10.5,0.0,1.05,13.3,39,212,13.46,0.39,222,14,7,0.0,1.01,1.07,1.06,3.48,2.84,6.63,22.5
61000,5,206,10.7,0.2,0.0,0.1,10.3,0.0,1.06,13.9,36,225,13.86,0.40,206,0,0,0.0,1.02,1.07,1.07,3.36,2.91,6.20,21.5
62000,5,236,10.7,0.0,0.0,0.1,10.6,0.0,1.01,13.9,40,224,13.85,0.26,236,0,0,0.0,1.00,1.01,1.02,3.27,2.85,6.25,21.1
63000,5,240,10.4,0.2,0.0,0.0,10.1,0.0,1.06,14.4,39,269,16.14,0.36,224,16,0,0.0,1.01,1.07,1.08,3.12,2.74,6.14,24.8
64000,5,266,10.3,0.2,0.0,0.0,10.1,0.0,1.04,14.5,32,206,12.73,0.33,248,18,0,0.0,1.03,1.06,1.05,3.15,2.76,6.06,21.4
65000,5,220,10.4,0.1,0.0,0.1,10.1,0.0,1.03,14.4,39,277,17.30,0.40,218,1,1,0.0,1.01,1.03,1.05,3.15,2.95,6.00,22.5
66000,5,184,10.8,0.1,0.0,0.0,10.6,0.0,1.04,14.9,34,235,14.42,0.35,183,0,1,0.0,1.01,1.04,1.05,3.11,3.07,5.52,21.4
67000,5,185,11.1,0.1,0.1,0.1,10.8,0.0,1.02,14.6,39,233,14.76,0.41,184,0,1,0.0,1.00,1.03,1.03,3.17,3.15,5.61,20.6
68000,5,221,10.1,0.2,0.1,0.0,9.8,0.0,1.07,15.8,32,230,14.22,0.35,219,0,2,0.0,1.04,1.11,1.08,2.89,3.02,5.07,19.5
