step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep
140000,1563,1.349,0.056,7.99,40538,37704,260,0,2535,3,721860.2,7891.1,0.000,0.384,0.005,0.611,533,6.16,1.08,0.00,0.03,0.01,0.31,0.00,0.10,6.14,1.00,0.00,0.00,0.002,0.035,55,0.466,0.262,0.733,0.000,0.004,7405,4816,1,1.000,0.000,0.001,33264,0.118,0.129,0.000,71.23,10428,0,2630.371,0.000,0.001,758477,1.00,17.76,0.000,0.000,0.000,6,6,6,21,9625,0.037,0.00,0.0075,0.125,23,0.126,0.000,0.149,0.000,2.73,1.09,7.39,0.00,0.000,1.00,1.00,1.00,0.126,0.00205,38.91,0.9137,9.37,136349.8,139568.6,53.687,0.1246,71.107,77.548,0.667,0.433
150000,1532,1.341,0.055,8.00,40288,37634,280,0,2405,1,720390.8,7781.2,0.000,0.381,0.005,0.615,525,6.20,1.19,0.00,0.00,0.02,0.35,0.00,0.10,6.17,1.16,0.00,0.00,0.002,0.042,56,0.441,0.245,0.751,0.000,0.004,7368,4966,1,1.000,0.000,0.001,32917,0.126,0.137,0.000,71.10,10510,0,7781.229,0.000,0.001,758239,1.00,17.72,0.000,0.000,0.000,6,6,6,21,9491,0.036,0.00,0.0076,0.119,20,0.128,0.000,0.150,0.000,2.73,1.08,7.44,0.00,0.000,1.00,1.00,1.00,0.128,0.00207,38.99,0.9000,10.97,136415.4,139557.0,53.750,0.1216,70.985,77.417,0.664,0.433
160000,1530,1.352,0.054,8.00,40604,37808,270,0,2528,0,718319.8,7971.6,0.000,0.375,0.004,0.621,534,6.24,1.58,0.00,0.00,0.00,0.10,0.00,0.10,6.24,1.57,0.00,0.00,0.000,0.009,63,0.546,0.246,0.748,0.000,0.005,7494,5054,1,1.000,0.000,0.001,34376,0.120,0.102,0.000,70.76,10997,0,7971.625,0.000,0.000,755862,1.00,17.71,0.000,0.000,0.000,6,6,6,33,9548,0.036,0.00,0.0075,0.115,17,0.130,0.000,0.153,0.000,2.77,1.09,7.53,0.00,0.000,1.00,1.00,1.00,0.130,0.00204,39.13,0.9218,10.08,136399.9,139545.5,53.940,0.1247,70.638,77.307,0.662,0.433
170000,1487,1.359,0.057,8.01,40309,37647,241,0,2464,1,716272.1,7849.2,0.000,0.369,0.004,0.626,541,6.26,1.59,0.00,0.00,0.02,0.39,0.00,0.13,6.24,1.51,0.00,0.00,0.001,0.031,61,0.517,0.245,0.749,0.000,0.005,7271,4953,1,1.000,0.000,0.001,30991,0.125,0.129,0.000,70.52,10827,0,7849.179,0.000,0.000,744504,1.00,17.68,0.000,0.000,0.000,6,6,7,35,9303,0.035,0.00,0.0077,0.111,16,0.130,0.000,0.154,0.000,2.76,1.10,7.49,0.00,0.000,1.00,1.00,1.00,0.130,0.00206,39.16,0.9058,9.34,136400.4,139533.9,54.153,0.1210,70.403,77.005,0.663,0.433
180000,1509,1.367,0.056,7.99,40500,37776,259,0,2443,1,718359.9,7862.9,0.000,0.378,0.005,0.617,535,6.19,1.38,0.00,0.00,0.00,0.03,0.01,0.29,6.18,1.38,0.00,0.00,0.000,0.009,54,0.448,0.246,0.751,0.001,0.002,7381,5051,1,1.000,0.000,0.003,29097,0.119,0.131,0.000,70.89,10772,0,7862.919,0.000,0.001,752144,1.00,17.74,0.000,0.000,0.000,6,6,6,34,9341,0.036,0.01,0.0077,0.117,15,0.128,0.000,0.150,0.000,2.74,1.09,7.41,0.00,0.000,1.00,1.00,1.00,0.128,0.00209,39.00,0.9074,11.27,136355.4,139522.2,53.945,0.1209,70.766,77.286,0.664,0.433
190000,1507,1.362,0.055,8.00,40189,37491,267,0,2433,0,717516.2,7803.6,0.000,0.378,0.005,0.617,537,6.17,1.19,0.00,0.10,0.00,0.00,0.02,0.31,6.15,1.10,0.00,0.00,0.000,0.000,53,0.481,0.240,0.754,0.000,0.005,7429,4852,1,1.000,0.000,0.003,31721,0.124,0.112,0.000,70.73,10552,0,7803.603,0.000,0.000,753386,1.00,17.78,0.000,0.000,0.000,6,6,6,25,9295,0.035,0.00,0.0077,0.124,30,0.128,0.000,0.152,0.000,2.74,1.07,7.47,0.00,0.000,1.00,1.00,1.00,0.129,0.00209,38.98,0.9014,12.83,136372.2,139510.7,54.127,0.1209,70.609,77.231,0.664,0.433
200000,1507,1.376,0.056,7.99,40158,37472,242,0,2444,0,719411.0,7773.1,0.000,0.377,0.005,0.618,523,6.26,1.29,0.00,0.00,0.00,0.08,0.02,0.45,6.24,1.19,0.00,0.00,0.000,0.008,55,0.461,0.242,0.756,0.000,0.002,7395,4911,1,1.000,0.000,0.003,32405,0.118,0.120,0.000,70.92,10865,0,7773.064,0.000,0.000,746279,1.00,17.61,0.000,0.000,0.000,6,6,7,24,9435,0.036,0.00,0.0077,0.115,28,0.127,0.000,0.151,0.000,2.76,1.10,7.48,0.00,0.000,1.00,1.00,1.00,0.127,0.00209,39.13,0.8977,10.42,136314.9,139499.1,53.788,0.1206,70.798,77.220,0.666,0.433
210000,1505,1.341,0.057,7.98,40205,37648,270,0,2289,0,718744.1,7712.0,0.000,0.376,0.005,0.619,521,6.23,1.42,0.00,0.00,0.02,0.67,0.01,0.26,6.20,1.26,0.00,0.00,0.001,0.025,57,0.476,0.250,0.746,0.000,0.005,7314,4917,1,1.000,0.000,0.001,30483,0.127,0.155,0.000,70.83,10770,0,7711.998,0.000,0.001,754338,1.00,17.68,0.000,0.000,0.000,6,6,6,30,9381,0.036,0.00,0.0077,0.105,17,0.129,0.000,0.151,0.000,2.75,1.09,7.48,0.00,0.000,1.00,1.00,1.00,0.129,0.00209,39.15,0.8883,12.92,136353.4,139487.4,53.854,0.1168,70.722,77.266,0.664,0.433
220000,1514,1.345,0.055,7.98,40454,37858,251,0,2336,1,717236.2,7765.6,0.000,0.374,0.005,0.621,518,6.28,1.55,0.00,0.00,0.00,0.10,0.01,0.32,6.26,1.54,0.00,0.00,0.000,0.009,59,0.533,0.231,0.764,0.000,0.005,7511,4865,1,1.000,0.000,0.002,34289,0.121,0.106,0.000,70.65,11443,0,7765.649,0.000,0.000,749512,1.00,17.63,0.000,0.000,0.000,6,6,7,30,9509,0.036,0.01,0.0076,0.122,27,0.129,0.000,0.153,0.000,2.77,1.09,7.53,0.00,0.000,1.00,1.00,1.00,0.129,0.00205,39.19,0.8954,13.62,136351.4,139475.7,53.993,0.1187,70.533,77.178,0.666,0.433
230000,1499,1.324,0.056,7.99,39980,37426,238,0,2331,0,715340.7,7713.4,0.000,0.370,0.005,0.625,527,6.27,1.47,0.00,0.00,0.01,0.39,0.01,0.42,6.24,1.35,0.00,0.00,0.001,0.021,64,0.559,0.239,0.757,0.000,0.003,7250,4863,1,1.000,0.000,0.002,31473,0.128,0.119,0.000,70.40,11334,0,7713.430,0.000,0.000,742161,1.00,17.62,0.000,0.000,0.000,6,6,7,25,9393,0.036,0.01,0.0076,0.115,21,0.130,0.000,0.155,0.000,2.80,1.12,7.58,0.00,0.000,1.00,1.00,1.00,0.130,0.00205,39.26,0.8889,14.41,136381.3,139464.1,54.178,0.1175,70.287,77.001,0.663,0.433
240000,1507,1.334,0.056,8.00,40197,37673,227,0,2289,3,714300.4,7748.6,0.000,0.367,0.005,0.628,523,6.22,1.20,0.00,0.00,0.00,0.00,0.00,0.16,6.22,1.20,0.00,0.00,0.000,0.000,58,0.566,0.246,0.750,0.000,0.003,7134,4664,1,1.000,0.000,0.001,34048,0.122,0.111,0.000,70.19,11456,0,2582.860,0.000,0.000,749153,1.00,17.67,0.000,0.001,0.000,6,6,6,20,9379,0.036,0.00,0.0076,0.109,13,0.133,0.000,0.156,0.000,2.78,1.09,7.57,0.00,0.000,1.00,1.00,1.00,0.133,0.00202,39.34,0.8887,9.94,136333.5,139452.6,54.310,0.1143,70.072,77.015,0.662,0.433
250000,1514,1.318,0.055,7.98,40060,37543,242,0,2268,3,713161.1,7727.5,0.000,0.364,0.004,0.631,493,6.23,1.29,0.00,0.00,0.00,0.00,0.01,0.25,6.22,1.28,0.00,0.00,0.000,0.000,56,0.574,0.248,0.751,0.000,0.001,7141,5050,1,1.000,0.000,0.004,31533,0.128,0.113,0.000,70.07,11294,0,2575.847,0.000,0.000,742901,1.00,17.65,0.000,0.000,0.000,6,6,7,34,9434,0.036,0.00,0.0076,0.119,24,0.132,0.000,0.156,0.000,2.80,1.09,7.58,0.00,0.000,1.00,1.00,1.00,0.133,0.00199,39.39,0.8887,14.37,136357.0,139441.0,54.372,0.1155,69.959,76.835,0.666,0.433
260000,1527,1.327,0.057,8.01,39989,37409,233,0,2334,0,712958.4,7751.6,0.000,0.363,0.005,0.632,516,6.19,1.35,0.00,0.00,0.01,0.16,0.02,0.41,6.16,1.35,0.00,0.00,0.001,0.026,64,0.630,0.242,0.751,0.000,0.007,7176,5170,1,1.000,0.000,0.006,32870,0.122,0.128,0.000,70.04,11302,0,7751.559,0.000,0.000,739826,1.00,17.75,0.000,0.000,0.000,6,6,6,30,9448,0.036,0.00,0.0076,0.117,12,0.132,0.000,0.157,0.000,2.79,1.08,7.60,0.00,0.000,1.00,1.00,1.00,0.132,0.00196,39.41,0.8906,13.00,136285.9,139429.5,54.384,0.1155,69.919,76.780,0.661,0.433
270000,1511,1.333,0.055,7.99,40053,37593,268,0,2208,1,714168.7,7747.2,0.000,0.362,0.004,0.634,524,6.28,1.33,0.00,0.00,0.00,0.00,0.01,0.14,6.28,1.33,0.00,0.00,0.000,0.000,51,0.592,0.263,0.732,0.000,0.005,6950,4925,1,1.000,0.000,0.003,32112,0.123,0.115,0.000,70.15,11457,0,7747.189,0.000,0.000,736038,1.00,17.58,0.000,0.000,0.000,6,6,8,21,9493,0.036,0.00,0.0075,0.108,17,0.132,0.000,0.157,0.000,2.80,1.08,7.62,0.00,0.000,1.00,1.00,1.00,0.132,0.00198,39.41,0.8882,12.44,136320.4,139418.1,54.275,0.1135,70.044,76.731,0.661,0.433
280000,1507,1.319,0.054,8.02,39948,37441,243,0,2268,1,713822.6,7684.4,0.000,0.365,0.004,0.631,507,6.26,1.87,0.00,0.00,0.00,0.03,0.01,0.32,6.24,1.87,0.00,0.00,0.000,0.005,49,0.631,0.237,0.758,0.000,0.005,7062,5194,1,1.000,0.000,0.001,32606,0.118,0.095,0.000,70.17,11677,0,7684.427,0.000,0.000,745653,1.00,17.67,0.000,0.000,0.000,6,6,6,62,9427,0.036,0.00,0.0076,0.121,14,0.132,0.000,0.156,0.000,2.80,1.09,7.62,0.00,0.000,1.00,1.00,1.00,0.132,0.00200,39.35,0.8832,15.55,136339.2,139406.6,54.317,0.1144,70.059,76.768,0.662,0.433
290000,1491,1.327,0.056,8.03,39855,37492,242,0,2137,1,711550.4,7634.5,0.000,0.358,0.004,0.638,505,6.23,1.29,0.00,0.00,0.00,0.11,0.01,0.35,6.22,1.28,0.00,0.00,0.000,0.009,56,0.634,0.233,0.758,0.000,0.009,6988,5087,1,1.000,0.000,0.003,34178,0.123,0.124,0.000,69.89,12042,0,7634.523,0.000,0.001,721408,1.00,17.64,0.000,0.000,0.000,6,6,7,28,9294,0.035,0.00,0.0077,0.118,25,0.132,0.000,0.158,0.000,2.81,1.10,7.60,0.00,0.000,1.00,1.00,1.00,0.132,0.00199,39.38,0.8737,11.92,136321.9,139395.1,54.573,0.1106,69.775,76.611,0.664,0.433
300000,1518,1.310,0.055,8.10,39898,37435,252,0,2184,5,711602.9,7680.9,0.000,0.353,0.004,0.642,506,6.28,1.48,0.00,0.06,0.01,0.23,0.01,0.51,6.26,1.41,0.00,0.00,0.000,0.014,67,0.643,0.236,0.760,0.000,0.004,7122,5280,1,1.000,0.000,0.001,33575,0.118,0.123,0.000,69.87,11826,0,1536.177,0.000,0.001,713712,1.00,17.62,0.000,0.000,0.000,6,6,6,20,9539,0.036,0.00,0.0075,0.107,18,0.131,0.000,0.157,0.000,2.81,1.11,7.65,0.00,0.000,1.00,1.00,1.00,0.131,0.00192,39.49,0.8798,12.86,136297.8,139383.7,54.477,0.1116,69.760,76.341,0.663,0.433
310000,1502,1.345,0.055,8.16,39570,37179,265,0,2142,8,711879.3,7618.8,0.000,0.357,0.004,0.639,503,6.26,1.53,0.00,0.15,0.04,0.88,0.00,0.14,6.22,1.20,0.00,0.08,0.002,0.035,62,0.621,0.238,0.760,0.000,0.002,7119,4771,1,1.000,0.000,0.001,37013,0.118,0.114,0.000,69.98,11967,0,952.349,0.000,0.000,720119,1.00,17.63,0.000,0.001,0.001,6,6,6,32,9406,0.036,0.00,0.0076,0.116,22,0.131,0.000,0.156,0.000,2.82,1.10,7.63,0.00,0.001,1.00,1.00,1.00,0.131,0.00197,39.46,0.8733,12.15,136255.1,139372.2,54.395,0.1116,69.868,76.515,0.665,0.432
320000,1500,1.317,0.057,8.26,39320,36891,271,0,2160,7,711575.7,7575.2,0.000,0.355,0.004,0.640,500,6.34,1.83,0.00,0.08,0.01,0.17,0.02,0.55,6.30,1.77,0.00,0.00,0.001,0.013,66,0.643,0.238,0.760,0.000,0.002,7077,4826,1,1.000,0.000,0.004,38946,0.123,0.114,0.000,69.91,11895,0,1082.165,0.000,0.000,716605,1.00,17.54,0.000,0.000,0.000,6,6,8,48,9503,0.036,0.00,0.0075,0.109,23,0.131,0.000,0.155,0.000,2.84,1.13,7.68,0.00,0.001,1.00,1.00,1.00,0.131,0.00195,39.44,0.8685,13.75,136263.6,139360.7,54.485,0.1108,69.804,76.162,0.663,0.432
330000,1494,1.341,0.053,8.48,39648,37440,255,0,1959,4,709476.9,7509.6,0.000,0.352,0.004,0.644,502,6.32,1.83,0.00,0.08,0.02,0.43,0.02,0.50,6.28,1.71,0.00,0.00,0.002,0.032,69,0.685,0.244,0.751,0.000,0.005,6978,4662,1,1.000,0.000,0.001,44089,0.116,0.111,0.000,69.65,11900,0,1877.403,0.000,0.000,719728,1.00,17.58,0.000,0.001,0.000,6,6,7,49,9437,0.036,0.00,0.0076,0.116,16,0.134,0.000,0.157,0.000,2.84,1.12,7.72,0.00,0.000,1.00,1.00,1.00,0.134,0.00195,39.62,0.8587,8.99,136284.3,139349.2,54.565,0.1082,69.546,76.196,0.663,0.433
340000,1491,1.319,0.052,8.66,39385,37116,254,0,2018,2,708467.4,7555.4,0.000,0.358,0.004,0.638,497,6.27,1.42,0.00,0.08,0.02,0.38,0.02,0.41,6.23,1.39,0.00,0.00,0.002,0.041,73,0.738,0.243,0.751,0.000,0.006,7029,4738,1,1.000,0.000,0.005,58277,0.104,0.091,0.000,69.52,12146,0,3777.679,0.000,0.000,747167,1.00,17.61,0.000,0.000,0.000,6,6,7,20,9353,0.036,0.00,0.0076,0.121,19,0.137,0.000,0.154,0.000,2.86,1.13,7.76,0.00,0.001,1.00,1.00,1.00,0.137,0.00197,39.73,0.8648,8.97,136331.8,139337.8,54.591,0.1092,69.414,76.067,0.661,0.433
350000,1474,1.333,0.049,9.15,38677,36545,260,0,1889,6,707522.5,7456.0,0.000,0.379,0.003,0.618,509,6.50,2.40,0.00,0.06,0.04,0.73,0.07,1.22,6.39,1.46,0.00,0.00,0.001,0.025,71,0.773,0.232,0.763,0.000,0.005,7318,4996,1,1.000,0.000,0.007,65689,0.114,0.087,0.000,69.53,12211,0,1242.665,0.000,0.000,799139,1.00,17.33,0.000,0.000,0.000,6,6,8,54,9577,0.037,0.00,0.0075,0.115,16,0.139,0.000,0.152,0.000,2.93,1.16,7.87,0.00,0.000,1.00,1.00,1.00,0.139,0.00212,39.63,0.8502,6.20,136358.8,139326.0,54.678,0.1049,69.432,76.465,0.660,0.433
360000,1460,1.340,0.047,9.61,36733,34746,315,0,1686,3,705527.9,7137.3,0.000,0.413,0.002,0.585,522,6.30,1.33,0.00,0.00,0.02,0.41,0.01,0.22,6.27,1.27,0.00,0.00,0.001,0.025,62,0.849,0.237,0.762,0.000,0.001,7846,6277,1,1.000,0.000,0.006,85405,0.105,0.073,0.000,69.40,11350,0,2379.085,0.000,0.000,838226,1.00,17.53,0.000,0.000,0.000,6,6,7,23,9198,0.035,0.00,0.0077,0.140,18,0.134,0.000,0.152,0.000,2.88,1.10,7.90,0.00,0.000,1.00,1.00,1.00,0.134,0.00233,39.61,0.8126,15.83,136402.3,139314.5,54.823,0.0978,69.310,76.622,0.662,0.433
