step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells
10000,0,701,8.25,0.01,0.08,0.00,8.16,0.00,1.00,0.000,0.066,406821.2,22388.3,2,119,3.04,1.00,1.00,3.4470,2.48,111854.4,0.0005,35.4963,5462
10000,1,618,8.28,0.00,0.02,0.00,8.26,0.00,1.00,0.000,0.059,391061.4,23096.5,2,136,2.96,1.00,1.00,3.5237,3.66,25427.4,2.2382,33.9529,5461
10000,2,3,7.67,0.00,0.00,0.00,7.67,0.00,1.00,0.000,0.000,112799.6,19241.2,2,3,3.00,1.00,1.00,3.0877,0.10,1.7,43.0096,6.8817,5461
20000,0,724,7.48,0.02,0.01,0.00,7.45,0.00,1.01,0.000,0.062,372242.6,3517.2,2,106,2.67,1.02,1.01,0.3978,3.39,112194.5,0.0000,36.3124,5462
20000,1,655,7.50,0.05,0.00,0.00,7.45,0.00,1.02,0.000,0.056,339865.1,3490.1,2,127,2.72,1.01,1.01,0.3948,3.11,25128.0,4.5627,33.2417,5461
20000,2,5,7.60,0.00,0.00,0.00,7.60,0.00,1.00,0.000,0.001,1170.9,35.1,2,5,2.80,1.00,1.00,0.0057,0.35,1.2,54.3607,0.1165,5461
30000,0,743,7.16,0.02,0.00,0.01,7.12,0.00,1.01,0.000,0.061,377920.3,5102.3,2,79,2.58,1.01,1.01,0.5691,6.61,112152.2,0.0000,36.6821,5462
30000,1,665,7.21,0.02,0.00,0.02,7.18,0.00,1.01,0.000,0.055,343086.3,4734.0,2,92,2.62,1.01,1.01,0.5297,4.06,25041.0,4.7470,33.4826,5461
30000,2,4,6.00,0.00,0.00,0.00,6.00,0.00,1.00,0.000,0.000,1417.0,36.7,1,3,2.25,1.00,1.00,0.0062,0.13,0.7,54.3419,0.1405,5461
40000,0,722,7.48,0.01,0.00,0.02,7.45,0.00,1.00,0.000,0.062,377595.3,5691.0,2,85,2.69,1.00,1.00,0.6315,4.22,112207.2,0.0000,36.5459,5462
40000,1,642,7.65,0.03,0.00,0.02,7.60,0.00,1.01,0.000,0.056,343196.0,5098.4,1,81,2.75,1.01,1.01,0.5686,4.96,25068.7,4.7264,33.4116,5461
40000,2,1,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,1429.0,44.4,1,1,3.00,1.00,1.00,0.0076,0.37,0.2,54.3380,0.1420,5461
50000,0,727,7.49,0.04,0.00,0.00,7.46,0.00,1.01,0.000,0.063,376571.5,5683.8,1,82,2.69,1.01,1.02,0.6315,8.34,112178.4,0.0000,36.4478,5462
50000,1,667,7.57,0.04,0.00,0.02,7.51,0.00,1.02,0.000,0.057,341040.0,5225.9,1,117,2.72,1.01,1.01,0.5833,5.26,25072.3,4.6575,33.2557,5461
50000,2,3,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,1349.1,34.8,1,3,2.33,1.00,1.00,0.0058,0.00,0.6,54.3412,0.1344,5461
60000,0,734,7.35,0.04,0.00,0.02,7.29,0.00,1.02,0.000,0.062,374615.2,5432.9,1,103,2.74,1.01,1.01,0.6060,3.16,112199.8,0.0000,36.3417,5462
60000,1,646,7.49,0.01,0.00,0.01,7.47,0.00,1.00,0.000,0.055,341807.9,4966.1,1,115,2.75,1.00,1.00,0.5548,3.04,25057.9,4.4868,33.3243,5461
60000,2,5,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.001,1773.1,36.4,1,5,2.40,1.00,1.00,0.0056,0.12,1.5,54.2617,0.1770,5461
70000,0,738,6.97,0.10,0.00,0.01,6.86,0.00,1.04,0.000,0.059,370946.1,4878.6,1,90,2.77,1.04,1.03,0.5440,4.31,112255.1,0.0000,36.0839,5462
70000,1,658,7.03,0.03,0.00,0.01,6.99,0.00,1.02,0.000,0.053,339355.1,4501.8,1,114,2.74,1.01,1.01,0.5045,9.16,25064.7,4.4960,33.1159,5461
70000,2,5,6.60,0.00,0.00,0.00,6.60,0.00,1.00,0.000,0.001,1572.1,25.8,1,5,2.80,1.00,1.00,0.0039,0.35,1.1,54.2909,0.1564,5461
80000,0,726,7.54,0.15,0.00,0.06,7.32,0.00,1.05,0.000,0.063,370202.6,5013.3,1,69,2.90,1.05,1.02,0.5589,3.59,112264.6,0.0000,35.8697,5462
80000,1,645,7.24,0.07,0.00,0.04,7.13,0.00,1.03,0.000,0.053,336633.6,4585.2,1,90,2.85,1.02,1.03,0.5135,8.27,25070.8,4.6131,32.8101,5461
80000,2,4,7.25,0.00,0.00,0.00,7.25,0.00,1.00,0.000,0.001,1252.9,36.9,1,4,3.00,1.00,1.00,0.0056,0.18,1.3,54.3440,0.1256,5461
90000,0,699,7.76,0.13,0.00,0.03,7.60,0.00,1.04,0.000,0.062,365687.6,5525.7,1,60,2.90,1.04,1.04,0.6137,3.58,112286.5,0.0000,35.4241,5462
90000,1,651,7.76,0.14,0.00,0.08,7.54,0.00,1.05,0.000,0.058,333826.5,4978.1,1,88,2.95,1.04,1.03,0.5558,6.78,25117.8,4.5729,32.5304,5461
90000,2,1,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,1304.1,45.1,1,1,3.00,1.00,1.00,0.0070,0.08,0.1,54.3327,0.1303,5461
100000,0,680,7.66,0.05,0.00,0.05,7.57,0.00,1.01,0.000,0.060,365641.8,5556.9,1,66,2.90,1.01,1.01,0.6175,3.79,112253.4,0.0000,35.3789,5462
100000,1,640,7.76,0.11,0.00,0.03,7.63,0.00,1.04,0.000,0.057,333127.6,4928.8,1,89,2.91,1.03,1.04,0.5502,6.61,25085.1,4.6069,32.4377,5461
