step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep
10000,2101,1.463,0.048,7.71,53037,50243,457,3,1738,1695,1172228.6,66397.9,0.028,0.545,0.353,0.074,365,7.92,2.19,0.06,1.36,0.00,0.08,0.00,0.13,7.85,1.64,0.00,0.00,0.001,0.026,72,0.272,0.208,0.787,0.000,0.005,40650,34375,3,0.819,0.001,0.001,473021,0.161,0.060,0.000,107.00,23092,10,39.173,1.000,0.000,1124390,1.02,15.95,0.000,0.001,0.000,7,7,9,61,16642,0.063,0.43,0.0071,0.042,703,0.102,0.000,0.140,0.292,2.77,2.18,5.86,0.00,0.000,1.01,1.02,1.02,0.102,0.00467,56.41,10.2352,20.81,136005.8,140195.8,0.001,3.5973,117.003,165.673,1.000,1.000
20000,2156,1.418,0.045,8.62,42378,39781,954,0,1588,10,1079023.0,11555.7,0.000,0.509,0.470,0.020,370,7.96,2.01,0.07,1.35,0.01,0.22,0.01,0.21,7.87,1.65,0.00,0.00,0.001,0.032,79,0.368,0.237,0.756,0.000,0.007,7822,5107,2,0.596,0.000,0.002,22117,0.153,0.056,0.000,109.16,11558,0,1155.568,0.000,0.000,671136,1.02,15.95,0.000,0.000,0.000,7,7,9,42,17158,0.065,0.00,0.0064,0.033,722,0.062,0.000,0.107,0.000,2.69,2.22,5.81,0.00,0.000,1.02,1.02,1.03,0.062,0.00369,54.68,1.2989,11.49,136033.4,140171.4,0.000,0.1442,109.022,127.261,1.000,1.000
30000,2112,1.412,0.045,10.17,47260,44484,777,0,2043,7,1083937.9,12538.6,0.001,0.436,0.548,0.016,346,8.37,2.23,0.09,1.22,0.00,0.05,0.00,0.11,8.27,1.89,0.00,0.00,0.000,0.004,110,0.313,0.228,0.768,0.000,0.004,8382,4031,2,0.782,0.000,0.001,28772,0.152,0.058,0.000,109.32,15442,0,1791.229,0.000,0.001,597711,1.03,15.69,0.000,0.000,0.000,7,8,10,53,17667,0.067,0.00,0.0062,0.026,694,0.064,0.000,0.110,0.000,2.74,2.01,6.15,0.00,0.000,1.02,1.04,1.05,0.064,0.00330,54.52,1.4040,13.15,136069.1,140148.8,0.000,0.1498,109.178,124.309,1.000,1.000
40000,2108,1.382,0.045,10.88,50221,46897,617,0,2711,4,1082001.5,13371.7,0.001,0.416,0.574,0.009,353,8.22,1.78,0.08,1.17,0.00,0.00,0.01,0.21,8.13,1.45,0.00,0.00,0.000,0.000,93,0.337,0.229,0.766,0.000,0.006,9351,5782,2,0.954,0.003,0.003,43676,0.154,0.057,0.000,109.16,17301,0,3342.929,0.000,0.000,736775,1.03,15.54,0.000,0.000,0.000,7,8,9,32,17327,0.066,0.00,0.0063,0.033,711,0.083,0.000,0.114,0.000,2.76,1.66,6.58,0.00,0.000,1.03,1.04,1.04,0.083,0.00319,54.68,1.4985,13.00,136134.2,140129.7,0.000,0.1611,109.011,123.095,1.000,1.000
50000,2162,1.428,0.044,11.00,52029,48373,554,0,3048,0,1082239.5,13881.9,0.001,0.418,0.573,0.008,350,8.23,1.88,0.04,0.57,0.00,0.00,0.01,0.27,8.18,1.73,0.00,0.00,0.000,0.000,103,0.443,0.246,0.749,0.000,0.005,9830,6755,2,0.984,0.004,0.003,41578,0.172,0.056,0.000,109.38,18747,0,13881.932,0.000,0.000,820535,1.01,15.58,0.000,0.000,0.000,8,8,9,37,17797,0.068,0.00,0.0061,0.032,729,0.091,0.000,0.119,0.000,2.77,1.58,6.64,0.00,0.000,1.00,1.02,1.02,0.091,0.00308,54.46,1.5581,8.38,135944.7,140112.1,0.000,0.1700,109.190,122.887,1.000,1.000
60000,2119,1.395,0.045,11.07,52548,48844,553,0,3194,0,1081765.1,14101.7,0.001,0.423,0.569,0.008,357,8.22,1.95,0.05,0.67,0.00,0.00,0.03,0.80,8.15,1.61,0.00,0.00,0.000,0.000,96,0.456,0.233,0.763,0.000,0.004,10052,6408,2,0.999,0.000,0.001,45061,0.168,0.061,0.000,109.34,19584,0,14101.695,0.000,0.000,872282,1.02,15.52,0.000,0.000,0.000,7,8,9,36,17428,0.066,0.00,0.0063,0.021,722,0.096,0.000,0.122,0.000,2.78,1.55,6.70,0.00,0.000,1.01,1.02,1.02,0.096,0.00315,54.50,1.5863,23.16,136056.6,140095.0,0.000,0.1743,109.179,122.923,1.000,1.000
70000,2132,1.383,0.044,11.16,52162,48409,579,0,3161,0,1082600.1,13972.1,0.001,0.417,0.574,0.009,354,8.20,1.95,0.07,0.98,0.00,0.00,0.01,0.44,8.12,1.65,0.00,0.00,0.000,0.000,95,0.477,0.231,0.766,0.000,0.003,9858,5845,1,0.990,0.010,0.001,44108,0.167,0.057,0.000,109.43,19490,0,13972.087,0.000,0.000,841650,1.03,15.65,0.000,0.000,0.000,8,8,8,45,17489,0.067,0.00,0.0063,0.023,712,0.094,0.000,0.119,0.000,2.73,1.53,6.64,0.00,0.000,1.02,1.03,1.04,0.094,0.00310,54.41,1.5696,14.62,136050.7,140077.8,0.000,0.1729,109.259,122.547,1.000,1.000
80000,2128,1.386,0.045,11.29,52024,48211,563,0,3254,0,1082752.0,14003.9,0.001,0.406,0.583,0.010,352,8.15,1.72,0.05,0.71,0.00,0.00,0.01,0.19,8.09,1.58,0.00,0.00,0.000,0.000,97,0.402,0.229,0.766,0.000,0.004,9610,5213,1,1.000,0.000,0.002,49234,0.173,0.060,0.000,109.46,19857,0,14003.924,0.000,0.000,787160,1.02,15.88,0.000,0.000,0.000,7,8,9,32,17334,0.066,0.00,0.0063,0.031,716,0.090,0.000,0.116,0.000,2.73,1.62,6.44,0.00,0.000,1.01,1.02,1.03,0.090,0.00304,54.38,1.5774,21.07,136035.8,140060.8,0.000,0.1760,109.282,121.842,1.000,1.000
90000,2114,1.431,0.044,11.53,51347,47730,620,0,3011,0,1084610.4,13724.3,0.001,0.387,0.599,0.013,343,8.21,2.09,0.09,1.04,0.00,0.00,0.02,0.72,8.10,1.74,0.00,0.00,0.000,0.000,94,0.423,0.217,0.778,0.000,0.005,9079,4227,1,1.000,0.000,0.001,49753,0.193,0.063,0.000,109.56,20260,0,13724.347,0.000,0.000,688883,1.04,16.15,0.000,0.000,0.000,7,8,9,42,17346,0.066,0.00,0.0063,0.027,703,0.082,0.000,0.109,0.000,2.73,1.70,6.23,0.00,0.000,1.03,1.04,1.05,0.082,0.00295,54.28,1.5451,23.67,135946.1,140043.4,0.000,0.1721,109.377,120.789,1.000,1.000
100000,2124,1.404,0.043,11.84,50693,47175,707,0,2801,0,1087660.6,13452.8,0.001,0.364,0.618,0.017,332,8.18,1.72,0.05,0.74,0.00,0.00,0.01,0.31,8.13,1.54,0.00,0.00,0.000,0.000,89,0.543,0.225,0.773,0.000,0.003,8363,3274,1,1.000,0.000,0.001,49983,0.195,0.055,0.000,109.79,20150,0,13452.763,0.000,0.000,565211,1.02,16.55,0.000,0.000,0.000,8,8,8,34,17383,0.066,0.00,0.0063,0.023,698,0.071,0.000,0.102,0.000,2.68,1.76,5.97,0.00,0.000,1.01,1.02,1.03,0.071,0.00281,54.05,1.5129,10.74,135992.5,140026.2,0.000,0.1687,109.623,119.416,1.000,1.000
110000,2165,1.400,0.042,11.94,49596,45990,800,0,2765,0,1088827.2,13232.1,0.001,0.348,0.631,0.021,328,8.11,1.73,0.06,0.97,0.00,0.00,0.01,0.25,8.04,1.31,0.00,0.00,0.000,0.000,82,0.561,0.220,0.772,0.000,0.007,7577,2810,1,1.000,0.000,0.002,57036,0.193,0.055,0.000,109.94,19682,0,13232.140,0.000,0.000,483486,1.02,16.75,0.000,0.000,0.000,8,8,8,43,17554,0.067,0.00,0.0063,0.024,719,0.064,0.000,0.095,0.000,2.65,1.79,5.84,0.00,0.000,1.01,1.02,1.03,0.064,0.00266,53.90,1.4919,12.45,135934.0,140008.9,0.000,0.1683,109.763,118.301,1.000,1.000
120000,2167,1.385,0.042,11.97,49734,46154,830,0,2748,0,1089380.0,13225.2,0.001,0.347,0.631,0.021,331,8.25,2.12,0.08,0.97,0.00,0.00,0.02,0.41,8.16,1.70,0.00,0.00,0.000,0.000,110,0.546,0.223,0.771,0.000,0.006,7557,2677,1,1.000,0.000,0.003,55335,0.195,0.054,0.000,110.02,20270,0,13225.182,0.000,0.000,470411,1.03,16.58,0.000,0.000,0.000,8,8,9,38,17884,0.068,0.00,0.0062,0.026,708,0.062,0.000,0.094,0.000,2.65,1.81,5.91,0.00,0.000,1.01,1.03,1.05,0.062,0.00266,53.82,1.4896,11.78,135944.2,139991.7,0.000,0.1669,109.860,118.273,1.000,1.000
130000,2208,1.382,0.041,12.05,49278,45619,849,0,2769,0,1090318.2,13172.6,0.001,0.350,0.626,0.022,329,8.22,1.99,0.08,1.19,0.00,0.00,0.01,0.16,8.14,1.74,0.00,0.00,0.000,0.000,94,0.584,0.231,0.764,0.000,0.005,7668,2495,1,1.000,0.000,0.003,55508,0.206,0.057,0.000,110.07,20343,0,13172.556,0.000,0.000,476594,1.03,16.77,0.000,0.000,0.000,8,8,9,38,18159,0.069,0.00,0.0061,0.017,742,0.063,0.000,0.093,0.000,2.67,1.85,5.77,0.00,0.000,1.02,1.03,1.05,0.063,0.00263,53.77,1.4856,18.43,135885.4,139974.6,0.000,0.1674,109.898,118.446,1.000,1.000
140000,2188,1.373,0.039,12.08,48065,44469,913,0,2703,0,1092973.6,13009.8,0.002,0.339,0.635,0.024,325,8.19,1.67,0.05,0.83,0.00,0.00,0.00,0.11,8.13,1.52,0.00,0.00,0.000,0.000,85,0.676,0.223,0.773,0.000,0.003,7052,2361,1,1.000,0.000,0.001,51999,0.227,0.056,0.000,110.32,19488,0,13009.769,0.000,0.000,405152,1.02,17.17,0.000,0.000,0.000,8,8,9,31,17913,0.068,0.00,0.0061,0.021,740,0.055,0.000,0.089,0.000,2.61,1.92,5.50,0.00,0.000,1.01,1.02,1.02,0.055,0.00260,53.52,1.4685,15.31,135950.0,139957.4,0.000,0.1677,110.156,117.816,1.000,1.000
150000,2181,1.412,0.041,12.07,47560,44040,919,0,2608,0,1095200.5,12851.9,0.002,0.313,0.657,0.028,325,8.20,1.84,0.03,0.56,0.00,0.00,0.02,0.55,8.14,1.56,0.00,0.00,0.000,0.000,88,0.726,0.221,0.774,0.000,0.005,6307,2539,1,1.000,0.000,0.002,50055,0.275,0.058,0.000,110.56,18983,0,12851.875,0.000,0.000,297407,1.01,17.45,0.000,0.000,0.000,8,8,9,36,17880,0.068,0.00,0.0062,0.024,730,0.043,0.000,0.083,0.000,2.58,2.01,5.27,0.00,0.000,1.01,1.01,1.02,0.043,0.00245,53.28,1.4531,18.99,135833.2,139940.1,0.000,0.1674,110.384,116.498,1.000,1.000
160000,2206,1.358,0.039,12.00,47184,43485,1030,0,2644,0,1097831.8,13031.5,0.003,0.299,0.668,0.030,322,8.17,2.14,0.02,0.41,0.00,0.00,0.04,0.75,8.12,1.85,0.00,0.00,0.000,0.000,67,0.755,0.212,0.781,0.000,0.007,6031,3065,1,0.943,0.057,0.004,50773,0.310,0.055,0.000,110.78,18450,0,13031.521,0.000,0.000,239618,1.01,17.60,0.000,0.000,0.000,8,8,9,55,18034,0.069,0.00,0.0061,0.023,731,0.036,0.000,0.080,0.000,2.56,2.03,5.17,0.00,0.000,1.01,1.01,1.03,0.036,0.00234,53.06,1.4789,17.38,135930.0,139922.6,0.000,0.1756,110.619,115.766,1.000,1.000
170000,2169,1.417,0.040,11.98,46790,43186,1053,0,2588,0,1097825.4,13108.7,0.003,0.292,0.674,0.031,323,8.12,1.62,0.02,0.46,0.00,0.00,0.01,0.34,8.09,1.49,0.00,0.00,0.000,0.000,63,0.783,0.192,0.803,0.000,0.005,5745,3402,2,0.980,0.000,0.002,55255,0.317,0.057,0.000,110.79,17720,0,13108.742,0.000,0.000,210376,1.01,17.74,0.000,0.000,0.000,8,8,9,49,17608,0.067,0.00,0.0063,0.022,716,0.033,0.000,0.078,0.000,2.52,2.04,5.09,0.00,0.000,1.01,1.01,1.01,0.033,0.00235,53.05,1.4889,19.49,135821.9,139905.2,0.000,0.1776,110.607,115.373,1.000,1.000
