step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep
10000,566,1.388,0.039,9.81,32360,31930,81,2,1264,1778,577150.8,60579.0,0.033,0.489,0.425,0.052,768,8.83,2.51,0.00,0.08,0.00,0.00,0.01,0.17,8.82,2.48,0.00,0.00,0.000,0.000,55,0.224,0.274,0.723,0.000,0.004,36871,32755,3,0.920,0.023,0.004,260784,0.161,0.060,0.000,44.10,19542,75,34.071,0.500,0.000,746320,1.00,14.41,0.000,0.000,0.000,6,8,11,45,4997,0.019,0.45,0.0116,0.002,0,0.164,0.000,0.215,0.418,2.94,1.72,7.13,0.00,0.000,1.00,1.00,1.00,0.164,0.00669,25.11,9.5277,1.96,138547.8,140078.8,94.183,3.4740,54.480,618.444,0.268,0.221
20000,574,1.411,0.039,9.82,13894,12967,96,0,823,0,291873.8,3131.6,0.000,0.434,0.541,0.024,1378,7.95,1.72,0.00,0.00,0.01,0.13,0.01,0.29,7.93,1.72,0.00,0.00,0.000,0.010,44,0.490,0.247,0.747,0.000,0.005,2467,1993,1,1.000,0.000,0.002,9024,0.105,0.062,0.000,29.21,5222,0,3131.600,0.000,0.002,188573,1.00,14.95,0.000,0.000,0.000,6,8,9,27,4564,0.017,0.00,0.0064,0.009,0,0.076,0.000,0.135,0.000,2.82,1.36,7.23,0.00,0.000,1.00,1.00,1.00,0.076,0.00326,15.13,0.3638,5.59,138535.8,140083.3,119.495,0.0502,29.162,65.704,0.264,0.218
30000,561,1.395,0.039,9.71,13681,12761,106,0,827,0,287154.1,3081.1,0.000,0.420,0.553,0.027,1296,7.84,1.76,0.00,0.00,0.00,0.00,0.00,0.04,7.83,1.75,0.00,0.00,0.000,0.000,52,0.424,0.241,0.756,0.000,0.004,2467,1746,1,1.000,0.000,0.002,8581,0.112,0.064,0.000,28.76,5271,0,3081.106,0.000,0.000,186962,1.00,14.90,0.000,0.000,0.000,6,8,10,21,4396,0.017,0.00,0.0065,0.004,0,0.079,0.000,0.131,0.000,2.88,1.29,7.65,0.00,0.000,1.00,1.00,1.00,0.079,0.00312,15.17,0.3569,4.68,138574.1,140086.4,119.919,0.0489,28.711,36.244,0.263,0.217
40000,570,1.397,0.038,10.35,13414,12398,149,0,858,0,280749.9,2936.1,0.003,0.402,0.576,0.019,1182,6.71,1.35,0.00,0.04,0.00,0.00,0.02,0.34,6.69,1.35,0.00,0.00,0.000,0.000,43,0.607,0.260,0.739,0.000,0.002,2566,1483,1,0.989,0.011,0.004,10922,0.132,0.060,0.000,28.07,5268,0,2936.128,0.000,0.000,186783,1.00,16.69,0.000,0.000,0.000,6,6,9,12,3823,0.015,0.00,0.0074,0.004,0,0.081,0.000,0.114,0.000,2.86,1.16,7.81,0.00,0.000,1.00,1.00,1.00,0.081,0.00270,15.39,0.3415,3.47,138593.7,140088.3,120.379,0.0480,28.027,30.790,0.260,0.217
50000,581,1.324,0.037,10.26,13243,12232,189,0,811,0,278133.6,2743.2,0.004,0.401,0.589,0.007,1238,6.84,1.59,0.00,0.00,0.00,0.06,0.04,0.64,6.80,1.39,0.00,0.00,0.000,0.007,45,0.535,0.248,0.750,0.000,0.002,2585,1486,1,1.000,0.000,0.005,14148,0.119,0.065,0.000,27.83,5161,0,2743.163,0.000,0.000,189366,1.00,16.55,0.000,0.000,0.000,6,6,8,23,3974,0.015,0.00,0.0070,0.009,0,0.081,0.000,0.105,0.000,2.86,1.14,7.80,0.00,0.000,1.00,1.00,1.00,0.081,0.00250,15.49,0.3191,7.74,138628.6,140089.4,120.525,0.0444,27.787,29.396,0.261,0.217
60000,570,1.337,0.037,10.38,13219,12307,193,0,730,0,278381.7,2758.9,0.003,0.397,0.592,0.008,1200,7.24,1.20,0.00,0.00,0.01,0.09,0.00,0.00,7.23,1.20,0.00,0.00,0.001,0.012,39,0.293,0.275,0.721,0.000,0.004,2350,1270,1,0.967,0.033,0.000,13524,0.116,0.062,0.000,27.93,5348,0,2758.886,0.000,0.002,175659,1.00,15.64,0.000,0.000,0.000,6,7,8,11,4125,0.016,0.00,0.0068,0.004,0,0.077,0.000,0.111,0.000,2.88,1.11,7.82,0.00,0.000,1.00,1.00,1.00,0.077,0.00262,15.41,0.3185,5.14,138639.4,140091.2,120.507,0.0428,27.886,29.471,0.260,0.217
70000,577,1.319,0.038,10.57,13680,12676,153,0,844,0,277485.3,2885.0,0.004,0.381,0.608,0.007,1156,6.96,1.15,0.00,0.00,0.00,0.00,0.00,0.00,6.96,1.15,0.00,0.00,0.000,0.000,35,0.369,0.248,0.747,0.000,0.005,2225,1429,1,0.991,0.009,0.000,10521,0.153,0.061,0.000,27.87,5493,0,2885.005,0.000,0.000,174714,1.00,16.19,0.000,0.000,0.000,6,7,8,13,4015,0.015,0.00,0.0069,0.000,0,0.080,0.000,0.118,0.000,2.82,1.06,7.78,0.00,0.000,1.00,1.00,1.00,0.080,0.00248,15.31,0.3333,3.02,138637.8,140094.0,120.666,0.0450,27.821,29.218,0.258,0.217
80000,571,1.361,0.037,10.71,13721,12778,151,0,798,0,277223.4,2832.2,0.004,0.368,0.622,0.006,1205,7.11,1.19,0.00,0.00,0.00,0.00,0.01,0.17,7.10,1.22,0.00,0.00,0.000,0.000,37,0.338,0.252,0.746,0.000,0.002,2331,1591,1,0.729,0.271,0.004,10142,0.144,0.060,0.000,27.86,5532,0,2832.234,0.000,0.000,175822,1.00,15.88,0.000,0.000,0.000,6,7,8,14,4061,0.015,0.00,0.0068,0.005,0,0.083,0.000,0.118,0.000,2.82,1.07,7.76,0.00,0.000,1.00,1.00,1.00,0.083,0.00242,15.31,0.3266,1.75,138630.4,140097.0,120.669,0.0435,27.812,29.155,0.260,0.217
90000,563,1.352,0.037,10.52,13787,12669,170,0,956,0,277345.2,3012.2,0.003,0.373,0.619,0.005,1259,7.14,1.17,0.00,0.00,0.00,0.00,0.03,0.35,7.11,1.17,0.00,0.00,0.000,0.000,41,0.430,0.231,0.769,0.000,0.000,2289,1369,1,1.000,0.000,0.009,14134,0.123,0.061,0.000,27.87,5448,0,3012.203,0.000,0.000,181082,1.00,15.92,0.000,0.000,0.000,6,7,8,14,4018,0.015,0.00,0.0069,0.000,0,0.084,0.000,0.119,0.000,2.84,1.09,7.84,0.00,0.000,1.00,1.00,1.00,0.084,0.00248,15.32,0.3487,3.64,138646.6,140100.2,120.655,0.0473,27.821,29.189,0.259,0.217
100000,580,1.398,0.038,10.74,13863,12780,156,0,910,0,277790.8,2933.0,0.003,0.375,0.617,0.005,1233,7.14,1.22,0.00,0.00,0.00,0.00,0.02,0.39,7.12,1.16,0.00,0.00,0.000,0.000,36,0.374,0.269,0.728,0.000,0.003,2323,1452,1,1.000,0.000,0.003,13035,0.143,0.059,0.000,27.91,5435,0,2932.965,0.000,0.000,180392,1.00,15.84,0.000,0.000,0.000,6,7,8,21,4140,0.016,0.00,0.0067,0.009,0,0.083,0.000,0.119,0.000,2.84,1.07,7.82,0.00,0.000,1.00,1.00,1.00,0.083,0.00241,15.31,0.3386,2.67,138591.2,140103.2,120.625,0.0454,27.855,29.127,0.260,0.217
