step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep
10000,1322,1.448,0.048,7.07,45253,43207,325,3,1901,1692,883394.1,64705.5,0.022,0.614,0.259,0.105,538,8.27,1.72,0.01,0.14,0.05,0.89,0.00,0.08,8.21,1.42,0.00,0.00,0.003,0.038,42,0.818,0.241,0.758,0.000,0.002,41771,36305,2,0.924,0.001,0.001,425598,0.153,0.060,0.000,76.33,19852,10,38.242,1.000,0.001,1592076,1.00,14.10,0.000,0.000,0.000,8,8,9,39,10928,0.042,0.43,0.0081,0.193,3,0.180,0.000,0.173,0.327,3.00,2.02,6.93,0.00,0.000,1.00,1.00,1.00,0.180,0.00555,41.83,10.0584,6.23,137283.4,140211.0,45.248,3.5921,86.468,362.298,0.640,0.390
20000,1384,1.382,0.046,7.62,25503,23439,705,0,1297,12,690159.5,7042.2,0.002,0.625,0.297,0.076,664,7.49,1.25,0.03,0.59,0.00,0.14,0.00,0.10,7.45,1.27,0.00,0.00,0.000,0.009,57,0.296,0.235,0.761,0.000,0.004,8600,6590,2,0.626,0.000,0.001,21955,0.168,0.058,0.000,69.67,6001,0,586.852,0.000,0.000,916288,1.01,15.89,0.000,0.000,0.000,7,7,8,25,10367,0.040,0.00,0.0067,0.168,5,0.109,0.000,0.144,0.001,2.70,1.70,6.37,0.00,0.000,1.02,1.01,1.02,0.109,0.00426,35.25,0.7983,6.85,137323.8,140203.9,58.923,0.0940,69.581,86.750,0.637,0.387
30000,1412,1.420,0.048,8.02,38895,35947,240,0,2680,0,698071.1,9871.7,0.009,0.532,0.445,0.014,578,7.18,1.68,0.02,0.45,0.00,0.05,0.01,0.40,7.15,1.61,0.00,0.00,0.000,0.004,63,0.294,0.232,0.763,0.000,0.005,8417,6195,2,0.979,0.000,0.001,23327,0.121,0.063,0.000,70.31,12043,0,9871.679,0.000,0.000,755150,1.01,16.56,0.000,0.000,0.000,6,7,8,32,10140,0.039,0.00,0.0069,0.121,4,0.100,0.000,0.215,0.000,2.60,1.42,6.31,0.00,0.000,1.01,1.01,1.01,0.100,0.00348,34.45,1.1050,10.81,137193.9,140195.5,59.089,0.1173,70.176,85.277,0.636,0.388
40000,1365,1.438,0.045,8.15,42052,38858,205,0,3036,0,701244.4,10831.5,0.012,0.510,0.477,0.002,585,7.56,1.89,0.02,0.26,0.00,0.00,0.02,0.33,7.52,1.75,0.00,0.00,0.000,0.000,61,0.580,0.231,0.763,0.000,0.007,8480,5517,2,0.999,0.000,0.004,32748,0.116,0.058,0.000,70.10,14061,0,10831.550,0.000,0.000,736198,1.01,15.64,0.000,0.000,0.000,6,8,8,31,10319,0.039,0.00,0.0068,0.122,1,0.102,0.000,0.228,0.000,2.72,1.31,6.88,0.00,0.000,1.00,1.01,1.01,0.102,0.00345,34.68,1.2077,9.55,137276.1,140188.1,59.064,0.1245,69.984,84.497,0.635,0.388
50000,1397,1.429,0.044,8.56,41913,38669,180,0,3032,0,699940.2,10942.7,0.012,0.519,0.469,0.000,577,7.53,1.89,0.04,0.54,0.00,0.00,0.01,0.28,7.48,1.67,0.00,0.00,0.000,0.000,65,0.581,0.244,0.751,0.000,0.005,9047,4857,1,1.000,0.000,0.001,44182,0.123,0.060,0.000,69.84,14133,0,10942.724,0.000,0.001,754402,1.01,15.50,0.000,0.000,0.000,6,8,8,34,10521,0.040,0.00,0.0067,0.142,3,0.104,0.000,0.245,0.000,2.70,1.21,7.06,0.00,0.000,1.01,1.01,1.02,0.104,0.00345,35.00,1.2206,13.60,137251.3,140181.8,58.999,0.1257,69.710,84.278,0.635,0.388
60000,1385,1.447,0.043,8.73,38934,35891,244,0,2811,0,701117.8,10433.6,0.009,0.526,0.464,0.000,595,7.42,2.12,0.03,0.55,0.00,0.00,0.01,0.30,7.37,1.89,0.00,0.00,0.000,0.000,63,0.517,0.228,0.767,0.000,0.005,9234,4142,1,1.000,0.000,0.003,49006,0.132,0.056,0.000,69.84,13420,0,10433.596,0.000,0.000,687364,1.01,15.59,0.000,0.000,0.000,6,8,8,40,10273,0.039,0.00,0.0069,0.157,5,0.094,0.000,0.243,0.000,2.74,1.16,7.26,0.00,0.000,1.00,1.01,1.02,0.094,0.00355,35.25,1.1664,6.32,137259.2,140175.6,58.749,0.1236,69.721,83.615,0.638,0.388
70000,1401,1.388,0.043,8.69,35126,32275,310,0,2525,0,696525.9,9405.4,0.010,0.547,0.442,0.000,616,7.00,1.79,0.07,1.14,0.00,0.00,0.01,0.17,6.92,1.54,0.00,0.00,0.000,0.000,63,0.323,0.221,0.772,0.000,0.007,9681,4021,1,0.993,0.007,0.003,33666,0.117,0.060,0.000,69.36,11652,0,9405.354,0.000,0.000,828356,1.03,16.31,0.000,0.000,0.000,6,7,8,40,9802,0.037,0.00,0.0072,0.146,5,0.108,0.000,0.218,0.000,2.75,1.14,7.40,0.00,0.000,1.02,1.02,1.05,0.108,0.00348,35.70,1.0524,13.81,137320.8,140169.3,58.787,0.1111,69.252,82.442,0.638,0.388
80000,1375,1.408,0.042,9.27,35278,32401,323,0,2580,0,692065.1,9634.5,0.009,0.526,0.464,0.000,601,7.40,2.42,0.11,1.28,0.00,0.00,0.05,0.69,7.23,1.91,0.00,0.00,0.000,0.000,73,0.353,0.241,0.751,0.000,0.008,9088,3964,1,0.999,0.001,0.009,72593,0.099,0.059,0.000,68.81,11572,0,9634.479,0.000,0.000,819461,1.04,15.58,0.000,0.000,0.000,6,8,8,42,10173,0.039,0.00,0.0070,0.116,4,0.111,0.000,0.201,0.000,2.88,1.29,7.59,0.00,0.000,1.03,1.03,1.07,0.111,0.00335,36.08,1.0780,12.05,137336.6,140163.1,58.957,0.1146,68.693,80.887,0.637,0.389
90000,1351,1.378,0.042,9.68,37307,34527,246,0,2558,0,684546.5,10547.6,0.005,0.465,0.530,0.000,583,7.76,2.60,0.13,1.94,0.00,0.00,0.05,0.71,7.57,1.76,0.00,0.00,0.000,0.000,77,0.384,0.226,0.766,0.000,0.008,7847,4498,1,1.000,0.000,0.012,154574,0.097,0.059,0.000,68.08,13505,0,10547.578,0.000,0.000,591941,1.05,14.92,0.001,0.000,0.000,6,8,8,64,10485,0.040,0.00,0.0067,0.110,1,0.093,0.000,0.194,0.000,2.92,1.41,7.71,0.00,0.000,1.04,1.04,1.08,0.093,0.00319,36.85,1.1765,10.44,137404.4,140157.1,58.906,0.1217,67.970,79.183,0.637,0.388
100000,1323,1.451,0.042,10.01,37189,34475,246,0,2496,0,683484.8,10525.8,0.003,0.449,0.548,0.000,561,7.72,1.94,0.08,1.31,0.00,0.00,0.04,0.58,7.60,1.40,0.00,0.00,0.000,0.000,73,0.385,0.233,0.764,0.000,0.003,7587,4028,1,1.000,0.000,0.010,146292,0.100,0.062,0.000,67.92,14232,0,10525.750,0.000,0.000,539467,1.02,14.86,0.000,0.000,0.000,6,8,9,40,10207,0.039,0.00,0.0068,0.117,3,0.088,0.000,0.191,0.001,2.90,1.36,7.77,0.00,0.000,1.02,1.02,1.03,0.088,0.00318,36.94,1.1742,10.60,137339.5,140151.0,58.978,0.1215,67.798,78.514,0.638,0.389
