step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells
10000,0,549,8.23,0.00,0.09,0.04,8.11,0.00,1.00,0.000,0.052,349284.5,23470.7,1,0,3.45,1.00,1.00,3.6269,8.99,138114.5,7.2948,29.9364,5462
10000,1,3,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,115701.7,19893.7,1,0,3.00,1.00,1.00,3.1940,0.02,1.4,42.8511,7.1575,5461
10000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,71235.3,17954.0,0,0,-0.00,-0.00,-0.00,2.9594,0.00,0.0,49.3319,2.8056,5461
20000,0,556,8.63,0.10,0.05,0.04,8.44,0.00,1.03,0.000,0.055,284501.9,5395.3,1,0,3.45,1.03,1.03,0.6216,7.87,138119.2,9.8239,27.6890,5462
20000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,281.8,1.7,0,0,-0.00,-0.00,-0.00,0.0014,0.00,0.0,54.5611,0.0285,5461
20000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,54.6100,0.0000,5461
30000,0,538,8.11,0.00,0.01,0.01,8.10,0.00,1.00,0.000,0.050,282912.1,5303.8,1,0,3.46,1.00,1.00,0.6094,4.44,138166.1,10.0358,27.5436,5462
30000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,17.3,0.8,0,0,-0.00,-0.00,-0.00,0.0006,0.10,0.0,54.6062,0.0018,5461
30000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,54.6100,0.0000,5461
40000,0,549,8.60,0.04,0.00,0.05,8.52,0.00,1.01,0.000,0.054,283294.9,5372.8,1,0,3.44,1.01,1.00,0.6201,7.24,138162.7,10.0003,27.5837,5462
40000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,9.9,0.4,0,0,-0.00,-0.00,-0.00,0.0004,0.00,0.0,54.6080,0.0009,5461
40000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,54.6100,0.0000,5461
50000,0,552,8.29,0.00,0.03,0.00,8.25,0.00,1.00,0.000,0.052,283151.5,5365.2,1,0,3.39,1.00,1.00,0.6190,7.48,138152.7,10.0127,27.5591,5462
50000,1,1,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,41.3,2.4,1,0,5.00,1.00,1.00,0.0006,0.00,0.2,54.6026,0.0038,5461
50000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,54.6100,0.0000,5461
60000,0,538,8.09,0.00,0.00,0.00,8.09,0.00,1.00,0.000,0.050,283075.7,5389.2,1,0,3.44,1.00,1.00,0.6213,8.38,138189.7,10.0133,27.5642,5462
60000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,15.0,1.2,0,0,-0.00,-0.00,-0.00,0.0006,0.00,0.0,54.6070,0.0014,5461
60000,2,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,54.6100,0.0000,5461
70000,0,547,8.21,0.02,0.07,0.00,8.12,0.00,1.01,0.000,0.051,282961.3,5341.6,1,0,3.44,1.00,1.01,0.6140,5.30,138224.4,10.0405,27.5397,5462
70000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,7.6,0.4,0,0,-0.00,-0.00,-0.00,0.0004,0.04,0.0,54.6085,0.0007,5461
