step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,1,2001,9.6,0.0,0.0,0.1,9.5,0.0,1.01,14.9,59,314,19.10,0.39,672,666,663,0.0,1.00,1.00,1.01,2.99,1.57,7.07,0.0
6000,1,2125,8.7,0.0,0.0,0.0,8.6,0.0,1.00,15.4,50,297,17.19,0.39,708,712,705,0.0,1.01,1.00,1.01,2.87,1.50,6.93,0.0
7000,1,2140,8.3,0.0,0.0,0.1,8.2,0.0,1.01,15.6,50,306,17.27,0.39,733,700,707,0.0,1.00,1.01,1.01,2.85,1.50,6.93,0.0
8000,1,2112,8.3,0.0,0.0,0.1,8.1,0.0,1.01,15.8,46,302,16.87,0.38,723,705,684,0.0,1.00,1.01,1.01,2.90,1.54,6.92,0.0
9000,1,2129,8.0,0.0,0.0,0.1,7.9,0.0,1.00,15.9,42,295,16.32,0.37,712,711,706,0.0,1.00,1.00,1.00,2.92,1.56,7.01,0.0
10000,1,2111,8.1,0.0,0.0,0.1,8.0,0.0,1.00,15.8,39,297,16.50,0.37,698,712,701,0.0,1.00,1.00,1.00,3.00,1.61,7.18,0.0
11000,1,2103,8.0,0.0,0.0,0.0,7.9,0.0,1.00,15.9,34,314,17.36,0.38,704,688,711,0.0,1.00,1.00,1.00,3.00,1.64,7.28,0.0
12000,1,2109,8.0,0.0,0.0,0.1,7.9,0.0,1.01,16.0,32,306,16.83,0.36,708,694,707,0.0,1.01,1.01,1.01,3.08,1.70,7.32,0.0
13000,1,2097,8.1,0.0,0.0,0.1,8.0,0.0,1.01,16.0,40,311,17.11,0.36,712,693,692,0.0,1.01,1.01,1.02,3.13,1.78,7.35,0.0
14000,1,2067,8.1,0.0,0.0,0.0,8.0,0.0,1.01,16.0,35,309,17.07,0.34,703,668,696,0.0,1.01,1.01,1.01,3.18,1.84,7.44,0.0
