step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells
10000,0,727,7.22,0.01,0.02,0.02,7.16,0.00,1.00,0.000,0.060,419029.4,22611.3,1,20,2.65,1.00,1.00,3.4219,4.54,45391.4,0.0001,36.1444,5462
10000,1,701,7.73,0.02,0.02,0.05,7.64,0.00,1.01,0.000,0.062,411604.0,21751.7,1,21,2.90,1.00,1.01,3.3572,4.31,45327.7,0.0002,35.5200,5461
10000,2,715,7.49,0.00,0.01,0.03,7.45,0.00,1.00,0.000,0.061,412495.4,23970.5,1,64,2.91,1.00,1.00,3.6331,4.81,45337.4,0.0002,35.6221,5461
20000,0,695,7.83,0.04,0.09,0.01,7.69,0.00,1.01,0.000,0.062,367846.2,3870.0,1,21,2.96,1.00,1.01,0.4394,5.68,45432.6,0.0000,35.5687,5462
20000,1,671,7.92,0.02,0.01,0.01,7.88,0.00,1.01,0.000,0.061,361010.9,3869.5,1,26,3.23,1.00,1.00,0.4377,4.58,45344.7,0.0000,34.9648,5461
20000,2,685,7.89,0.04,0.00,0.00,7.86,0.00,1.01,0.000,0.062,365110.8,3758.3,1,52,3.03,1.00,1.01,0.4246,8.46,45381.2,0.0000,35.3030,5461
30000,0,645,8.20,0.05,0.10,0.06,7.98,0.00,1.02,0.000,0.061,353367.3,3810.6,2,9,3.48,1.00,1.02,0.4314,5.81,45491.6,0.0000,34.2644,5462
30000,1,651,8.19,0.03,0.10,0.00,8.06,0.00,1.01,0.000,0.061,346966.4,3782.7,2,24,3.46,1.01,1.01,0.4298,12.61,45407.4,0.0000,33.6367,5461
30000,2,637,8.11,0.03,0.05,0.02,8.02,0.00,1.01,0.000,0.059,351922.1,3885.9,2,30,3.42,1.00,1.01,0.4384,3.16,45419.2,0.0000,34.1277,5461
40000,0,655,8.25,0.07,0.07,0.04,8.06,0.00,1.02,0.000,0.062,344811.9,3840.0,1,18,3.48,1.00,1.02,0.4338,2.95,45474.0,0.0000,33.4283,5462
40000,1,657,8.25,0.09,0.12,0.00,8.04,0.00,1.03,0.000,0.062,344287.7,3801.7,1,20,3.48,1.01,1.03,0.4299,3.87,45447.2,0.0000,33.3929,5461
40000,2,661,8.17,0.04,0.10,0.01,8.02,0.00,1.01,0.000,0.062,343575.1,3905.7,1,38,3.53,1.00,1.02,0.4419,2.38,45457.7,0.0000,33.3377,5461
50000,0,644,8.01,0.01,0.00,0.02,7.98,0.00,1.00,0.000,0.059,343664.7,3859.4,1,19,3.48,1.00,1.00,0.4371,5.55,45482.2,0.0000,33.3288,5462
50000,1,648,8.24,0.12,0.10,0.02,8.00,0.00,1.04,0.000,0.061,343252.7,3919.3,1,23,3.52,1.00,1.04,0.4464,7.54,45457.7,0.0000,33.3147,5461
50000,2,654,8.17,0.07,0.05,0.03,8.01,0.00,1.02,0.000,0.061,343490.0,3828.6,1,29,3.54,1.00,1.02,0.4344,6.40,45480.9,0.0000,33.2876,5461
60000,0,646,8.12,0.04,0.06,0.03,7.98,0.00,1.01,0.000,0.060,342995.2,3685.7,2,13,3.50,1.00,1.01,0.4180,5.18,45445.8,0.0000,33.3099,5462
60000,1,655,8.09,0.05,0.02,0.01,8.00,0.00,1.02,0.000,0.060,342631.0,3712.6,1,21,3.44,1.00,1.02,0.4201,9.02,45451.1,0.0000,33.2640,5461
60000,2,637,8.24,0.08,0.09,0.06,8.01,0.00,1.03,0.000,0.060,342995.5,3786.3,1,28,3.46,1.01,1.02,0.4301,5.76,45442.8,0.0000,33.2605,5461
70000,0,645,8.00,0.01,0.02,0.00,7.97,0.00,1.00,0.000,0.059,343110.6,3588.0,1,12,3.50,1.00,1.00,0.4092,3.34,45473.2,0.0000,33.3404,5462
70000,1,648,7.97,0.04,0.00,0.00,7.92,0.00,1.02,0.000,0.059,343210.0,3603.9,1,14,3.48,1.01,1.01,0.4102,5.50,45396.5,0.0000,33.2998,5461
70000,2,655,8.07,0.01,0.02,0.00,8.04,0.00,1.00,0.000,0.060,343132.9,3660.5,1,30,3.47,1.00,1.00,0.4172,4.60,45465.8,0.0000,33.3254,5461
80000,0,651,7.93,0.01,0.01,0.01,7.91,0.00,1.00,0.000,0.059,343493.0,3497.5,1,11,3.44,1.00,1.00,0.3997,3.55,45429.7,0.0000,33.3363,5462
80000,1,629,8.09,0.02,0.06,0.00,8.01,0.00,1.00,0.000,0.058,343387.4,3622.0,1,16,3.43,1.00,1.01,0.4135,4.97,45437.3,0.0000,33.3306,5461
80000,2,637,8.01,0.00,0.02,0.02,7.96,0.00,1.00,0.000,0.058,343445.0,3465.9,1,33,3.40,1.00,1.00,0.3973,5.07,45439.8,0.0000,33.3557,5461
90000,0,657,8.06,0.04,0.05,0.01,7.96,0.00,1.01,0.000,0.060,343512.6,3521.8,1,15,3.38,1.00,1.01,0.4031,6.13,45438.3,0.0000,33.3572,5462
90000,1,639,8.05,0.02,0.02,0.01,7.99,0.00,1.01,0.000,0.059,343856.2,3511.4,1,20,3.49,1.00,1.01,0.4015,6.15,45430.9,0.0000,33.3546,5461
90000,2,657,8.06,0.03,0.01,0.01,8.01,0.00,1.01,0.000,0.061,343326.0,3427.3,1,29,3.44,1.00,1.01,0.3914,5.11,45471.3,0.0000,33.3498,5461
100000,0,642,7.98,0.01,0.00,0.00,7.97,0.00,1.00,0.000,0.058,343736.4,3495.0,1,15,3.44,1.00,1.01,0.3993,5.17,45396.9,0.0000,33.3681,5462
100000,1,659,8.02,0.05,0.03,0.00,7.93,0.00,1.01,0.000,0.060,343358.5,3491.8,1,21,3.42,1.00,1.02,0.3984,3.47,45424.0,0.0000,33.3501,5461
100000,2,656,8.01,0.04,0.02,0.02,7.91,0.00,1.01,0.000,0.061,343840.5,3509.2,1,37,3.40,1.00,1.01,0.4012,5.60,45461.6,0.0000,33.3736,5461
110000,0,656,8.07,0.05,0.05,0.02,7.95,0.00,1.02,0.000,0.060,343627.0,3427.5,1,16,3.48,1.00,1.02,0.3907,2.97,45459.1,0.0000,33.3591,5462
110000,1,654,8.01,0.05,0.00,0.00,7.96,0.00,1.01,0.000,0.060,343602.2,3557.7,1,22,3.46,1.00,1.02,0.4077,4.26,45423.3,0.0000,33.3441,5461
110000,2,643,7.97,0.00,0.02,0.01,7.94,0.00,1.00,0.000,0.059,343492.2,3499.6,1,34,3.44,1.00,1.00,0.3992,4.46,45445.1,0.0000,33.3681,5461
120000,0,647,7.94,0.03,0.01,0.00,7.89,0.00,1.01,0.000,0.059,343677.3,3519.5,1,14,3.44,1.01,1.01,0.4029,5.35,45483.3,0.0000,33.3697,5462
120000,1,648,8.16,0.08,0.02,0.01,8.04,0.00,1.02,0.000,0.061,343686.8,3518.4,1,16,3.48,1.00,1.03,0.4020,3.27,45428.5,0.0000,33.3492,5461
