step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density
5000,42,822,18.2,0.3,0.1,0.1,16.7,0.0,1.07,12.7,360,126,5.93,9.58,299,313,210,0.0,1.04,1.10,1.08,3.64,4.20,5.49,29.6,1.037
5000,2,350,16.2,0.1,0.2,0.0,13.1,0.0,1.07,15.0,171,141,7.51,10.52,186,128,36,0.0,1.06,1.08,1.08,3.14,5.00,3.87,25.7,1.191
5000,9,240,11.8,0.3,0.0,0.1,10.0,0.0,1.14,16.4,111,217,11.70,11.38,168,65,7,0.0,1.11,1.15,1.17,3.09,2.58,5.74,22.0,1.118
5000,13,174,15.0,0.2,0.0,0.3,11.6,0.0,1.04,14.9,102,176,7.53,12.49,142,29,3,0.0,1.05,1.04,1.03,3.30,5.83,2.80,21.9,1.260
5000,31,74,11.5,0.0,0.0,0.0,8.3,0.0,1.00,19.4,36,222,8.44,15.12,39,35,0,0.0,1.00,1.00,1.00,2.42,3.32,3.01,25.1,1.381
5000,3,69,8.3,0.0,0.0,0.0,10.6,0.0,1.00,16.8,29,159,10.10,10.95,40,29,0,0.0,1.00,1.00,1.00,2.68,4.70,2.90,24.9,0.768
5000,6,62,8.8,0.3,0.0,0.1,6.6,0.0,1.13,20.4,35,214,9.90,10.54,45,17,0,0.0,1.13,1.13,1.13,2.03,2.81,3.02,22.6,1.160
5000,20,30,14.4,0.0,0.0,0.0,16.8,0.0,1.00,11.7,15,109,4.10,9.97,28,2,0,0.0,1.00,1.00,1.00,3.53,5.47,4.77,21.6,0.856
5000,7,13,10.2,0.0,0.0,0.0,10.5,0.0,1.00,15.2,6,127,3.54,7.47,13,0,0,0.0,1.00,1.00,1.00,3.00,6.23,2.46,18.1,0.968
6000,42,1065,18.5,0.2,0.4,0.3,14.7,0.0,1.07,13.9,527,150,7.22,11.22,571,338,156,0.0,1.05,1.09,1.08,3.35,4.22,4.93,26.9,1.179
6000,2,430,17.6,0.3,0.2,0.0,13.9,0.0,1.10,14.2,203,124,6.66,9.84,253,118,59,0.0,1.04,1.12,1.13,3.08,4.76,4.20,24.9,1.197
6000,9,158,10.8,0.6,0.0,0.2,9.1,0.0,1.21,16.8,67,240,10.09,9.65,81,62,15,0.0,1.15,1.26,1.23,2.76,2.58,5.44,26.6,1.071
6000,31,92,10.1,0.0,0.0,0.2,7.6,0.0,1.00,20.4,35,204,8.89,10.19,58,34,0,0.0,1.00,1.00,1.00,2.42,3.20,2.64,23.4,1.320
6000,13,62,11.1,0.0,0.0,0.0,9.2,0.0,1.00,15.5,18,199,7.43,11.75,55,5,2,0.0,1.00,1.00,1.00,2.87,6.65,1.60,21.7,1.197
6000,3,45,6.0,0.0,0.0,0.0,8.2,0.0,1.02,19.0,17,183,8.48,9.70,42,3,0,0.0,1.02,1.02,1.02,2.29,3.40,3.24,19.0,0.724
6000,92,8,19.8,0.1,0.0,0.0,14.4,0.0,1.06,14.5,7,150,3.89,10.64,0,0,8,0.0,1.08,1.08,1.04,4.50,5.38,4.00,50.1,1.359
