step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density
5000,1,2177,14.9,0.5,0.2,0.2,14.6,0.0,1.16,14.7,755,119,6.98,8.63,1101,864,212,0.0,1.16,1.13,1.20,3.20,3.71,5.06,24.5,0.937
5000,11,53,50.8,0.8,0.0,7.3,51.7,0.0,1.19,0.9,22,59,7.11,7.95,4,4,45,0.0,1.24,1.11,1.20,7.77,7.77,7.79,46.7,0.890
5000,14,25,9.0,0.7,0.0,0.0,7.4,0.0,1.42,19.2,12,79,4.08,4.16,25,0,0,0.0,1.20,1.75,1.39,2.32,3.36,3.64,22.2,1.016
5000,4,14,14.1,0.0,0.3,0.0,12.4,0.0,1.00,17.3,9,171,7.21,6.86,1,11,2,0.0,1.00,1.00,1.00,3.36,3.64,4.00,32.1,1.134
6000,1,2188,12.7,0.3,0.1,0.2,12.9,0.0,1.12,15.6,749,118,5.79,8.17,1134,794,260,0.0,1.12,1.12,1.14,2.98,3.80,4.49,25.2,0.923
6000,46,99,84.8,3.3,20.9,0.0,16.2,1.1,1.70,4.9,87,197,14.71,59.82,64,26,9,1.6,1.84,1.53,1.73,5.65,6.99,7.15,21.1,1.955
6000,53,43,9.5,0.0,0.0,0.2,8.8,0.0,1.00,18.0,32,182,9.70,12.81,43,0,0,0.0,1.00,1.00,1.00,2.35,4.60,2.42,7.2,1.067
6000,47,20,19.4,0.0,0.0,0.0,25.1,0.0,1.00,4.7,16,130,6.46,10.35,0,0,20,0.0,1.00,1.00,1.00,5.55,7.45,6.60,49.4,0.770
6000,14,14,23.4,0.9,0.7,1.7,20.3,0.0,1.09,9.9,9,57,5.49,3.98,0,14,0,0.4,1.00,1.09,1.15,4.00,6.57,4.64,27.5,0.995
7000,1,2203,13.8,0.3,0.5,0.2,13.2,0.0,1.10,15.2,811,127,6.09,8.99,1188,728,287,0.0,1.09,1.08,1.13,3.11,3.97,4.47,24.9,0.943
7000,63,55,5.8,0.0,0.0,0.0,7.3,0.0,1.00,19.2,27,153,8.34,5.60,55,0,0,0.0,1.00,1.00,1.00,2.11,4.38,2.07,8.4,0.789
7000,53,22,12.9,0.0,0.0,0.0,13.2,0.0,1.00,16.3,19,137,7.20,7.95,22,0,0,0.0,1.00,1.00,1.00,3.41,5.00,3.00,2.7,1.004
7000,46,13,106.2,5.4,23.1,0.0,20.3,2.8,2.13,2.2,11,202,15.96,75.69,4,6,3,3.1,2.21,1.98,2.16,6.31,7.15,8.00,29.7,1.961
8000,1,1565,13.1,0.4,0.1,0.1,13.2,0.0,1.12,15.8,549,123,5.71,7.59,774,564,227,0.0,1.13,1.09,1.16,3.07,3.71,4.47,25.7,0.926
8000,81,436,65.0,8.1,15.4,0.1,20.6,2.0,3.11,3.1,379,173,16.92,44.16,237,151,48,2.0,3.47,1.60,3.98,6.24,7.11,7.62,23.3,1.263
8000,63,47,5.6,0.0,0.0,0.0,7.2,0.0,1.00,20.0,16,268,15.47,11.66,47,0,0,0.0,1.00,1.00,1.00,2.06,4.13,2.00,9.9,0.780
8000,46,11,98.0,5.1,17.6,0.0,22.2,3.1,2.04,2.4,11,635,57.95,156.05,6,5,0,3.3,2.27,1.54,2.21,5.18,7.36,7.73,23.1,1.962
9000,1,1477,13.4,0.5,0.4,0.2,12.9,0.0,1.15,15.4,549,119,5.70,7.73,724,492,261,0.0,1.15,1.10,1.22,3.09,3.71,4.64,26.1,0.937
9000,81,338,59.7,8.5,17.1,0.0,18.2,2.5,3.11,3.3,273,148,13.04,31.66,186,117,35,2.5,3.60,1.54,3.97,6.01,7.02,7.61,24.0,1.149
9000,63,27,5.3,0.0,0.0,0.0,7.0,0.0,1.00,20.6,17,178,6.46,9.22,27,0,0,0.0,1.00,1.00,1.00,1.93,3.67,2.15,10.4,0.781
9000,92,11,9.6,2.6,0.2,0.0,5.6,0.0,2.47,18.9,10,247,11.00,14.05,10,1,0,0.2,2.74,2.91,2.18,2.27,2.55,4.27,21.5,0.869
9000,46,7,59.3,2.6,13.9,0.0,11.1,1.7,1.78,9.7,7,934,66.36,242.86,4,3,0,1.7,2.42,1.58,1.67,4.71,5.71,5.71,23.1,1.970
10000,1,1411,29.2,3.6,4.5,0.2,16.0,0.8,1.92,10.8,781,113,7.16,14.44,644,462,305,0.8,2.08,1.30,2.31,4.21,4.93,5.85,27.8,0.994
10000,120,9,9.7,0.0,0.0,0.0,10.4,0.0,1.00,17.6,3,113,5.68,7.11,0,9,0,0.0,1.00,1.00,1.00,1.89,5.22,2.00,30.1,0.925
11000,1,1559,32.2,3.7,5.1,0.2,17.5,0.9,1.93,9.5,852,106,7.09,12.97,713,509,337,0.9,2.12,1.24,2.31,4.34,5.23,6.15,27.2,1.014
12000,1,1583,32.3,3.0,4.8,0.2,19.0,0.7,1.77,9.5,843,100,6.06,12.59,641,614,328,0.7,1.89,1.22,2.11,4.44,5.27,6.10,28.3,1.014
12000,124,38,16.3,0.2,0.8,0.0,9.0,0.0,1.09,17.4,16,210,12.88,9.55,22,16,0,0.0,1.09,1.05,1.12,2.76,4.16,3.45,24.0,1.614
13000,1,783,17.9,0.5,0.1,1.4,18.6,0.0,1.13,11.4,364,86,4.41,5.95,175,296,312,0.0,1.11,1.09,1.19,3.68,4.00,6.44,34.6,0.881
13000,124,5,11.4,0.0,0.0,0.0,7.2,0.0,1.00,20.4,4,268,9.41,12.80,0,5,0,0.0,1.00,1.00,1.00,2.40,2.80,3.00,32.8,1.601
14000,1,589,18.6,0.2,0.0,2.0,20.0,0.0,1.05,10.8,251,83,5.00,5.05,196,208,185,0.0,1.05,1.04,1.05,3.99,4.01,6.65,32.0,0.877
15000,1,686,19.1,0.2,0.0,1.3,19.9,0.0,1.05,10.9,347,86,5.58,5.04,266,250,170,0.0,1.04,1.07,1.06,3.87,4.44,6.30,29.1,0.927
15000,145,210,26.3,0.0,7.5,0.1,10.3,0.0,1.00,10.8,154,71,1.95,8.43,108,69,33,0.0,1.00,1.00,1.00,3.83,6.53,4.19,26.0,1.456
