step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density
100000,120.00,64,0,18,0,42,0,1.00,0,0.150,1710,10.81,154.90,732.00,597,0,0,0,1.00,1.00,1.00,9,8,8,16.5,259.456,60,2.000
100000,114.00,64,0,13,0,44,0,1.00,0,0.114,1495,10.49,171.20,396.45,507,0,0,0,1.00,1.00,1.00,9,8,8,10.0,216.943,57,2.000
100000,128.00,64,0,25,0,39,0,1.00,0,0.195,1454,6.73,128.03,427.99,641,0,0,0,1.00,1.00,1.00,9,8,8,14.6,232.640,64,2.000
100000,128.00,64,0,15,0,49,0,1.00,0,0.117,1393,9.21,283.45,360.65,646,0,0,0,1.00,1.00,1.00,9,8,8,14.5,222.880,64,2.000
100000,104.00,64,0,16,0,36,0,1.00,0,0.154,1187,10.92,140.04,633.43,570,1,0,0,1.00,1.00,1.00,9,8,8,24.4,158.852,52,2.000
100000,118.00,64,0,20,0,39,0,1.00,0,0.169,1154,2.91,192.57,337.37,570,0,0,0,1.00,1.00,1.00,9,8,8,20.5,170.720,59,2.000
100000,8.90,11,0,0,0,9,0,1.00,18,0.000,1056,1.67,29.85,56.30,1,2,2,0,1.00,1.00,1.00,2,3,4,46.1,51.985,9,0.989
100000,128.00,64,0,18,0,46,0,1.00,0,0.141,1030,8.92,237.57,402.06,570,1,0,0,1.00,1.00,1.00,9,8,8,25.6,164.800,64,2.000
100000,84.00,64,0,17,0,25,0,1.00,0,0.202,1030,9.03,109.00,195.06,640,0,0,0,1.00,1.00,1.00,7,8,8,20.8,111.287,42,2.000
100000,80.00,64,0,20,0,20,0,1.00,4,0.250,931,3.46,102.74,233.87,635,2,0,0,1.00,1.00,1.00,7,8,6,52.6,98.845,40,2.000
100000,116.00,64,0,23,0,35,0,1.00,0,0.198,926,3.97,92.13,446.58,644,1,0,0,1.00,1.00,1.00,9,8,8,32.4,136.089,58,2.000
100000,110.00,64,0,21,0,34,0,1.00,0,0.191,907,6.66,152.28,194.16,579,0,1,0,1.00,1.00,1.00,8,8,8,23.0,125.597,55,2.000
100000,120.00,64,0,19,0,41,0,1.00,0,0.158,878,12.65,72.82,350.01,597,0,1,0,1.00,1.00,1.00,6,8,8,16.6,132.301,60,2.000
100000,120.00,64,0,15,0,45,0,1.00,0,0.125,877,3.96,79.45,228.39,570,0,0,0,1.00,1.00,1.00,6,8,8,10.5,132.311,60,2.000
100000,128.00,64,0,16,0,48,0,1.00,0,0.125,861,2.06,221.29,448.71,507,2,0,0,1.00,1.00,1.00,6,8,8,43.1,137.760,64,2.000
100000,120.00,64,23,7,0,7,3,7.68,4,0.058,855,0.66,24.18,102.47,635,1,1,3,8.62,6.12,8.08,4,6,8,35.2,88.299,37,2.000
100000,7.11,42,2,0,0,4,0,2.40,22,0.000,849,1.02,68.19,44.28,1,0,0,0,2.67,2.67,2.00,2,2,3,7.4,23.666,6,0.889
100000,126.00,64,0,16,0,47,0,1.00,0,0.127,795,2.56,48.62,194.42,579,0,0,0,1.00,1.00,1.00,9,8,8,22.0,125.491,63,2.000
100000,98.00,64,0,16,0,33,0,1.00,0,0.163,774,4.59,44.57,242.48,570,0,0,0,1.00,1.00,1.00,9,8,8,20.3,98.475,49,2.000
100000,128.00,64,0,18,0,46,0,1.00,0,0.141,770,11.45,61.41,446.76,570,0,1,0,1.00,1.00,1.00,9,8,8,20.1,123.200,64,2.000
100000,128.00,64,0,18,0,46,0,1.00,0,0.141,757,1.01,50.90,312.92,570,2,1,0,1.00,1.00,1.00,6,8,8,52.9,121.120,64,2.000
100000,108.00,64,0,17,0,37,0,1.00,2,0.157,749,10.27,50.36,160.34,641,0,0,0,1.00,1.00,1.00,6,7,8,14.1,102.393,54,2.000
100000,5.08,12,0,0,0,5,0,1.00,22,0.000,741,2.11,42.22,24.05,1,0,0,0,1.00,1.00,1.00,2,2,3,9.1,28.202,5,1.017
100000,118.00,64,0,26,0,33,0,1.00,0,0.220,736,10.99,82.59,285.20,635,0,0,0,1.00,1.00,1.00,9,8,8,15.8,110.312,59,2.000
100000,90.00,64,4,26,0,11,4,1.50,4,0.289,726,7.78,39.15,140.48,635,0,0,5,1.88,1.25,1.42,6,6,8,18.3,76.924,41,2.000
100000,5.45,13,0,0,0,5,0,1.00,20,0.000,724,0.38,24.08,29.91,1,2,2,0,1.00,1.00,1.00,2,5,1,50.3,25.409,5,1.089
100000,94.00,64,0,13,0,34,0,1.00,0,0.138,723,5.06,86.50,354.98,507,0,0,0,1.00,1.00,1.00,6,8,8,6.2,86.758,47,2.000
100000,11.58,11,0,2,0,9,0,1.00,16,0.173,716,1.19,15.08,51.45,1,2,2,0,1.00,1.00,1.00,2,5,3,64.4,38.664,11,1.053
100000,110.00,64,0,35,0,20,0,1.00,0,0.318,710,7.38,96.19,65.07,635,0,0,0,1.00,1.00,1.00,9,8,8,17.6,100.657,55,2.000
100000,116.00,64,0,24,0,34,0,1.00,0,0.207,706,12.55,104.20,164.43,507,0,0,0,1.00,1.00,1.00,5,8,8,14.0,103.548,58,2.000
100000,94.00,64,0,24,0,23,0,1.00,0,0.255,704,8.10,32.49,350.98,647,1,2,0,1.00,1.00,1.00,6,8,8,31.6,87.220,47,2.000
100000,12.20,12,0,0,0,12,0,1.00,14,0.000,699,2.19,63.02,53.94,1,0,0,0,1.00,1.00,1.00,3,5,4,8.7,39.144,12,1.017
100000,128.00,64,0,19,0,45,0,1.00,0,0.148,686,9.68,171.19,144.91,597,0,0,0,1.00,1.00,1.00,6,8,8,22.5,109.760,64,2.000
100000,128.00,64,0,18,0,46,0,1.00,0,0.141,678,13.74,60.96,146.48,597,1,0,0,1.00,1.00,1.00,9,8,8,25.9,108.480,64,2.000
100000,128.00,64,0,24,0,40,0,1.00,0,0.188,672,12.38,64.07,259.99,597,0,0,0,1.00,1.00,1.00,9,8,8,21.8,107.520,64,2.000
100000,10.55,13,0,0,0,11,0,1.00,16,0.000,663,2.63,18.02,38.86,1,2,2,0,1.00,1.00,1.00,2,5,3,45.8,34.768,11,0.959
100000,86.00,64,0,22,0,21,0,1.00,0,0.256,661,6.94,81.75,239.89,635,0,0,0,1.00,1.00,1.00,9,8,8,20.6,72.044,43,2.000
100000,2.91,25,0,0,0,3,0,1.00,24,0.000,659,2.07,38.95,38.58,1,1,1,0,1.00,1.00,1.00,1,2,2,28.3,14.378,3,0.970
100000,104.00,64,0,38,0,14,0,1.00,0,0.365,653,1.52,48.41,388.80,650,1,0,0,1.00,1.00,1.00,6,8,8,28.8,86.518,52,2.000
100000,128.00,64,0,18,0,46,0,1.00,0,0.141,641,1.15,107.50,306.06,597,0,0,0,1.00,1.00,1.00,9,8,8,20.3,102.560,64,2.000
100000,128.00,64,0,18,0,46,0,1.00,0,0.141,635,6.40,88.14,252.59,597,0,0,0,1.00,1.00,1.00,9,8,8,12.5,101.600,64,2.000
100000,112.00,64,0,14,0,42,0,1.00,2,0.125,632,2.49,64.69,118.40,652,1,1,0,1.00,1.00,1.00,6,8,7,29.7,90.773,56,2.000
100000,128.00,64,0,17,0,47,0,1.00,0,0.133,632,8.93,40.90,158.45,570,1,1,0,1.00,1.00,1.00,6,8,8,26.9,101.120,64,2.000
100000,120.00,64,0,9,0,51,0,1.00,0,0.075,626,7.64,51.31,108.84,635,2,1,0,1.00,1.00,1.00,6,8,8,43.0,94.927,60,2.000
100000,108.00,64,0,13,0,41,0,1.00,0,0.120,621,6.09,40.86,218.98,597,0,0,0,1.00,1.00,1.00,8,8,8,4.9,84.816,54,2.000
100000,108.00,64,0,13,0,41,0,1.00,0,0.120,619,4.60,60.47,375.82,635,1,0,0,1.00,1.00,1.00,9,8,8,30.9,84.820,54,2.000
100000,3.33,10,0,0,0,3,0,1.00,24,0.000,601,1.01,21.47,25.44,1,2,2,0,1.00,1.00,1.00,1,2,2,61.3,11.155,3,1.111
100000,5.37,7,0,0,0,5,0,1.00,22,0.000,591,0.51,14.87,18.55,1,2,1,0,1.00,1.00,1.00,4,3,2,42.7,19.422,5,1.074
100000,128.00,64,0,23,0,41,0,1.00,0,0.180,589,13.99,143.93,287.49,597,1,1,0,1.00,1.00,1.00,9,8,8,26.0,94.240,64,2.000
100000,128.00,64,0,18,0,46,0,1.00,0,0.141,588,11.22,53.03,282.02,507,0,0,0,1.00,1.00,1.00,9,8,8,23.0,94.080,64,2.000
100000,128.00,64,0,19,0,45,0,1.00,0,0.148,588,3.98,89.93,218.90,597,0,1,0,1.00,1.00,1.00,6,8,8,19.9,94.080,64,2.000
100000,128.00,64,0,22,0,42,0,1.00,0,0.172,586,5.81,57.64,225.68,579,1,1,0,1.00,1.00,1.00,9,8,8,25.1,93.760,64,2.000
100000,128.00,64,0,19,0,45,0,1.00,0,0.148,580,12.77,22.48,193.98,597,1,1,0,1.00,1.00,1.00,6,8,8,36.6,92.800,64,2.000
100000,8.13,12,0,0,0,8,0,1.00,18,0.000,578,2.08,13.72,51.68,1,0,1,0,1.00,1.00,1.00,2,5,2,12.6,22.328,8,1.017
100000,128.00,64,0,10,0,54,0,1.00,0,0.078,573,3.54,80.70,149.64,570,0,0,0,1.00,1.00,1.00,6,8,8,5.0,91.680,64,2.000
100000,2.03,12,0,0,0,2,0,1.00,26,0.000,572,0.46,18.42,28.02,1,0,0,0,1.00,1.00,1.00,1,2,1,21.0,7.491,2,1.017
100000,7.12,12,0,0,0,7,0,1.00,18,0.000,571,1.12,32.94,28.73,1,0,0,0,1.00,1.00,1.00,3,3,4,9.1,22.451,7,1.017
100000,120.00,64,0,17,0,43,0,1.00,0,0.142,570,8.06,63.08,111.82,635,0,0,0,1.00,1.00,1.00,8,8,8,7.5,86.523,60,2.000
100000,12.18,10,0,0,0,10,0,1.00,14,0.000,564,1.10,16.84,32.04,1,2,2,0,1.00,1.00,1.00,4,5,4,64.7,29.328,10,1.218
100000,4.58,12,0,0,0,4,0,1.00,22,0.000,564,1.57,13.45,38.85,1,0,1,0,1.00,1.00,1.00,2,3,2,22.9,11.564,4,1.146
100000,10.33,13,0,0,0,10,0,1.00,16,0.000,563,2.13,31.61,35.80,1,1,1,0,1.00,1.00,1.00,3,3,5,28.2,28.887,10,1.033
100000,126.00,64,0,23,0,40,0,1.00,0,0.183,554,8.74,55.78,302.84,653,0,1,0,1.00,1.00,1.00,9,8,8,18.0,87.309,63,2.000
100000,12.18,10,0,0,0,10,0,1.00,14,0.000,553,1.39,11.50,32.66,1,2,2,0,1.00,1.00,1.00,4,5,4,54.8,28.756,10,1.218
100000,128.00,64,0,15,0,49,0,1.00,0,0.117,553,6.83,97.99,152.22,635,0,0,0,1.00,1.00,1.00,6,8,8,6.8,88.480,64,2.000
100000,128.00,64,0,19,0,45,0,1.00,0,0.148,549,6.88,31.13,249.37,597,0,1,0,1.00,1.00,1.00,6,8,8,18.4,87.840,64,2.000
100000,128.00,64,0,16,0,48,0,1.00,0,0.125,547,3.33,35.49,179.70,507,0,0,0,1.00,1.00,1.00,9,8,8,14.9,87.520,64,2.000
100000,128.00,64,0,17,0,47,0,1.00,0,0.133,538,11.11,89.46,225.05,507,0,0,0,1.00,1.00,1.00,9,8,8,23.1,86.080,64,2.000
100000,128.00,64,0,17,0,47,0,1.00,0,0.133,537,13.80,61.38,243.46,635,0,2,0,1.00,1.00,1.00,9,8,8,14.5,85.920,64,2.000
100000,128.00,64,0,8,0,56,0,1.00,0,0.062,537,13.92,126.83,119.38,507,0,0,0,1.00,1.00,1.00,9,8,8,9.8,85.920,64,2.000
100000,4.81,24,0,0,0,4,0,1.00,22,0.000,533,1.11,16.93,43.62,1,2,2,0,1.00,1.00,1.00,2,4,1,52.9,11.474,4,1.203
100000,5.60,11,0,0,2,5,0,1.00,14,0.000,524,1.59,15.14,23.65,1,0,1,0,1.00,1.00,1.00,3,3,6,18.7,22.945,7,0.933
100000,126.00,64,0,18,0,45,0,1.00,0,0.143,517,9.80,123.92,318.70,507,1,0,0,1.00,1.00,1.00,9,8,8,35.3,81.453,63,2.000
100000,116.00,64,0,27,0,31,0,1.00,0,0.233,514,4.28,46.93,253.40,635,0,0,0,1.00,1.00,1.00,6,8,8,18.4,75.086,58,2.000
100000,58.00,64,0,16,0,13,0,1.00,0,0.276,514,2.18,215.08,75.69,597,0,0,0,1.00,1.00,1.00,9,8,8,12.4,38.196,29,2.000
100000,128.00,64,0,25,0,39,0,1.00,0,0.195,510,6.27,41.48,179.08,597,0,1,0,1.00,1.00,1.00,6,8,8,20.3,81.600,64,2.000
100000,6.45,13,0,0,0,6,0,1.00,20,0.000,506,1.66,29.52,8.69,1,0,0,0,1.00,1.00,1.00,3,2,4,21.7,20.787,6,1.075
100000,128.00,64,0,29,0,35,0,1.00,0,0.227,501,6.36,67.10,89.85,635,1,0,0,1.00,1.00,1.00,9,8,8,24.0,80.160,64,2.000
100000,122.00,64,0,17,0,44,0,1.00,0,0.139,499,8.46,14.93,155.46,640,1,1,0,1.00,1.00,1.00,9,8,8,29.4,76.114,61,2.000
100000,128.00,64,0,16,0,48,0,1.00,0,0.125,496,1.46,44.32,127.64,507,0,0,0,1.00,1.00,1.00,6,8,8,7.8,79.360,64,2.000
100000,124.00,64,0,18,0,44,0,1.00,0,0.145,488,1.21,26.25,241.05,597,1,1,0,1.00,1.00,1.00,4,8,8,35.4,75.858,62,2.000
100000,12.94,11,0,0,0,11,0,1.00,12,0.000,487,0.13,13.41,25.69,1,2,2,0,1.00,1.00,1.00,3,6,4,50.0,26.298,11,1.177
100000,128.00,64,0,14,0,50,0,1.00,0,0.109,487,11.64,27.72,74.56,646,0,0,0,1.00,1.00,1.00,9,8,8,20.7,77.920,64,2.000
100000,128.00,64,0,16,0,48,0,1.00,0,0.125,486,5.32,72.13,262.06,597,0,1,0,1.00,1.00,1.00,4,8,8,21.2,77.760,64,2.000
100000,128.00,64,0,16,0,48,0,1.00,0,0.125,482,12.88,68.20,326.56,507,0,0,0,1.00,1.00,1.00,4,8,8,21.0,77.120,64,2.000
100000,18.00,64,2,3,0,2,1,2.00,18,0.167,480,1.63,18.39,59.95,650,0,0,1,1.80,1.00,3.50,3,2,7,22.4,12.343,7,2.000
100000,7.43,11,0,0,0,7,0,1.00,20,0.000,480,2.25,26.44,42.25,1,0,1,0,1.00,1.00,1.00,2,4,2,22.8,19.696,7,1.061
100000,10.10,13,0,0,0,9,0,1.00,14,0.000,478,0.91,10.71,35.06,1,1,1,0,1.00,1.00,1.00,3,5,4,25.1,20.881,9,1.123
100000,128.00,64,0,45,0,19,0,1.00,0,0.352,476,7.77,21.42,264.49,650,1,0,0,1.00,1.00,1.00,4,8,8,26.3,76.160,64,2.000
100000,98.00,64,0,12,0,37,0,1.00,2,0.122,475,7.94,70.12,115.65,597,0,0,0,1.00,1.00,1.00,4,8,7,22.4,59.952,49,2.000
100000,128.00,64,0,22,0,42,0,1.00,0,0.172,474,1.81,34.11,197.21,579,2,1,0,1.00,1.00,1.00,9,8,8,38.9,75.840,64,2.000
100000,128.00,64,0,16,0,48,0,1.00,0,0.125,466,7.78,62.56,145.45,570,0,1,0,1.00,1.00,1.00,9,8,8,23.2,74.560,64,2.000
100000,11.55,22,0,0,0,11,0,1.00,18,0.000,466,1.79,28.35,42.53,1,1,1,0,1.00,1.00,1.00,4,3,4,25.3,22.724,11,1.050
100000,6.54,31,0,0,0,6,0,1.00,22,0.000,465,1.59,86.60,2.24,1,0,0,0,1.00,1.00,1.00,1,2,3,23.2,12.754,6,1.089
100000,9.30,13,0,0,0,9,0,1.00,18,0.000,465,1.72,21.83,34.98,1,1,1,0,1.00,1.00,1.00,4,5,2,24.7,21.617,9,1.033
100000,14.16,13,0,0,0,13,0,1.00,14,0.000,460,0.75,25.82,8.76,1,2,2,0,1.00,1.00,1.00,3,5,4,41.3,26.680,13,1.089
100000,12.58,45,0,1,0,11,0,1.00,16,0.079,457,2.97,53.45,89.86,1,1,1,0,1.00,1.00,1.00,3,2,6,30.1,17.533,12,1.048
100000,14.73,20,0,1,0,12,0,1.00,16,0.068,456,2.17,25.58,36.17,1,2,1,0,1.00,1.00,1.00,2,5,3,37.1,24.698,13,1.133
100000,6.98,13,0,0,0,7,0,1.00,20,0.000,456,1.88,17.18,9.83,1,0,0,0,1.00,1.00,1.00,2,4,2,20.4,20.824,7,0.997
100000,15.16,15,0,0,0,15,0,1.00,12,0.000,454,1.51,18.62,40.10,1,2,2,0,1.00,1.00,1.00,3,6,4,37.2,28.148,15,1.011
