step,nodes (8 by 8, row by row)
1000,-0.938,0.674,0.382,-1.309,-0.487,0.309,-0.396,0.898,-1.116,2.011,-0.967,-0.866,0.993,0.108,0.015,-0.356,0.908,-0.303,1.064,-1.073,-0.351,-0.801,-0.981,-0.936,-0.742,2.040,0.335,-1.242,0.052,0.750,1.276,-0.041,-0.596,1.602,0.146,-0.742,-0.261,1.357,0.676,-0.804,0.652,0.510,-1.929,0.271,-1.971,-0.183,0.559,-0.870,0.581,0.498,0.263,0.004,0.503,1.847,0.152,-0.443,2.458,-0.235,-1.205,0.630,0.181,0.618,0.650,0.730
2000,-1.460,-0.043,0.318,-0.694,0.100,-0.690,-1.192,0.809,-1.354,0.021,-0.967,-0.268,0.278,-0.397,-1.274,-0.998,1.057,-0.392,2.002,-0.594,0.123,-1.546,0.510,-0.133,-0.838,1.524,0.797,-0.912,0.547,0.483,1.852,0.597,0.222,0.322,0.873,-0.468,0.336,1.040,0.831,-0.288,1.361,0.554,-0.433,-0.192,-1.103,-0.831,0.432,-1.143,0.290,0.120,0.038,-0.153,-0.407,1.385,0.540,0.216,1.818,-0.712,-1.066,0.546,1.745,0.892,0.653,-1.325
3000,-1.602,-0.120,0.623,-1.584,1.333,-0.883,-0.255,-0.407,-0.774,0.283,-0.327,0.326,1.427,-0.698,-0.366,-1.588,-0.447,-1.144,0.931,-0.994,0.795,-0.588,1.937,-0.130,0.237,1.729,0.753,-0.241,0.999,1.410,0.670,1.584,-0.320,-0.472,1.159,-0.692,0.960,0.783,0.956,0.430,0.587,0.309,-0.301,-0.403,-0.662,-0.992,1.506,-1.597,0.264,-0.020,-1.088,-0.635,-0.506,1.988,0.979,-0.738,1.990,-0.623,-0.708,0.982,1.034,0.193,0.700,-0.401
4000,-0.894,-1.142,0.793,1.182,1.376,-1.371,-0.967,-0.551,0.172,0.451,0.463,1.065,0.951,-1.261,0.626,-1.274,-0.281,-1.185,2.527,-0.437,0.689,-1.471,1.604,0.190,-1.144,1.754,0.860,0.774,0.835,1.473,1.107,1.429,0.036,0.584,1.254,-0.320,-0.106,0.901,-0.121,0.732,1.009,0.336,-0.362,-1.445,-0.559,-1.369,-0.594,0.009,0.147,-0.540,-1.105,-0.266,1.149,2.505,-0.225,-1.092,1.941,-0.665,0.340,1.335,0.903,-0.509,1.258,-1.837
5000,-1.505,-0.212,0.305,1.015,2.279,-0.544,-0.812,-0.240,0.046,-0.047,-0.031,1.306,-0.099,-0.876,0.132,-1.648,0.710,-0.864,1.436,0.066,0.974,-1.316,0.886,1.149,-0.540,1.018,-0.445,0.886,0.992,1.229,0.497,1.406,-1.120,0.955,1.734,-0.188,-0.330,1.706,1.705,1.049,1.698,1.145,-1.011,-1.093,-0.585,-0.268,0.425,0.392,-0.601,0.292,-0.308,-0.604,0.016,0.808,0.325,-0.222,-0.231,-0.625,1.056,2.711,1.362,-1.079,2.043,-0.272
6000,-1.787,-0.480,1.077,-0.020,1.910,-0.423,-1.015,-0.825,-0.184,0.051,-0.422,0.974,-0.167,-0.635,1.413,-0.990,0.070,-1.252,1.321,0.804,1.294,-0.105,0.388,0.987,-0.272,0.579,-0.422,-0.508,0.288,1.308,-0.639,0.362,-0.024,0.955,2.104,-1.440,0.218,0.322,1.298,1.532,2.438,-0.712,-0.369,0.226,-0.784,-0.727,-0.725,0.208,-0.100,0.805,-0.002,-1.145,-0.129,0.141,-0.831,-1.328,0.190,-1.056,0.957,2.246,1.922,-1.422,0.718,0.145
7000,-1.878,-1.442,0.680,-0.635,0.372,-0.092,-1.144,-0.702,-1.076,-0.771,-1.009,1.037,-0.106,-0.046,0.607,0.314,-0.025,-0.394,1.446,0.688,0.680,0.454,0.399,0.309,0.500,0.060,-0.112,-0.202,0.145,1.142,-0.980,1.117,0.997,0.418,1.866,-1.318,1.152,1.750,1.072,1.931,1.758,-0.344,0.015,-0.546,-0.124,-0.708,0.214,0.660,-0.396,0.323,0.342,-2.040,-0.411,0.116,-0.778,-1.287,-0.061,-1.447,0.290,2.052,0.868,-2.450,1.170,0.553
8000,-1.622,-1.259,-0.723,0.777,0.778,0.533,0.208,0.037,-0.767,0.039,-0.392,0.451,-0.894,0.169,0.310,-0.266,-0.655,-0.151,1.252,1.288,0.705,0.248,0.607,1.070,0.767,-0.228,0.007,0.814,0.183,1.086,-0.772,0.669,-0.261,-0.082,2.252,-0.809,1.257,0.391,0.293,1.731,1.597,0.163,-0.368,-0.820,-0.516,-1.040,1.318,0.647,-0.268,0.086,0.183,-1.290,-0.433,-1.156,0.221,0.785,0.120,-0.551,-0.761,2.095,0.105,-1.063,0.140,1.023
9000,-0.358,-0.835,-0.186,-0.614,2.227,-0.283,1.220,-0.356,-0.578,0.822,0.174,0.195,-0.380,0.239,0.998,-0.334,-0.022,-0.795,1.155,1.285,-0.356,0.070,1.055,1.772,0.149,0.526,-0.335,0.628,-0.438,0.007,-0.716,1.367,-1.462,0.302,0.496,-1.193,1.176,0.094,-0.328,2.346,0.987,0.116,-0.330,-1.800,-0.552,-1.470,-0.398,0.199,-0.142,0.650,1.256,-1.532,0.516,0.438,0.043,-0.011,-0.108,-1.161,0.068,2.692,-0.073,-0.714,1.156,0.529
10000,-0.112,-0.973,-0.368,-0.278,2.892,-1.193,0.315,0.121,-1.626,-0.159,-0.281,-0.418,1.129,-0.874,0.637,0.221,-0.469,-0.427,0.491,0.685,-0.283,0.093,1.486,0.752,-0.027,0.170,-0.551,0.125,-0.442,0.064,-0.203,0.436,-0.347,1.625,0.819,-0.906,0.376,0.148,-0.889,2.542,0.855,0.714,0.461,-1.757,-0.783,-1.593,-0.735,-0.897,-0.468,-1.146,1.185,-1.992,0.454,-0.858,0.061,0.628,0.405,0.441,0.095,2.745,-0.100,-1.329,0.663,0.166
