step,event,lineage,other,size
5000,birth,2,0,8
5000,birth,4,0,2184
5000,birth,7,0,201
5000,birth,10,0,28
5000,birth,14,0,88
5000,birth,15,0,85
5000,birth,16,0,50
5000,birth,21,0,40
5000,birth,22,0,59
5000,birth,27,0,7
5000,birth,29,0,37
5000,birth,32,0,21
5000,birth,34,0,90
5000,birth,41,0,24
5000,birth,46,0,17
5000,birth,51,0,51
6000,split,86,15,130
6000,extinct,2,0,8
6000,extinct,46,0,17
7000,split,103,14,388
7000,split,113,13,7
7000,extinct,10,0,28
7000,extinct,21,0,10
7000,extinct,27,0,7
7000,extinct,41,0,22
7000,extinct,51,0,28
8000,split,118,14,17
8000,extinct,29,0,6
8000,extinct,113,0,7
9000,split,130,4,11
9000,split,137,4,13
9000,split,138,4,30
9000,split,139,86,1405
9000,extinct,15,0,8
9000,extinct,32,0,6
9000,merge,34,4,73
9000,extinct,86,0,21
10000,split,147,103,39
10000,split,150,103,74
10000,extinct,14,0,38
10000,extinct,118,0,17
10000,extinct,130,0,11
10000,extinct,138,0,30
11000,extinct,22,0,26
11000,extinct,137,0,13
12000,extinct,7,0,19
12000,extinct,103,0,29
12000,extinct,147,0,33
13000,extinct,150,0,5
14000,extinct,16,0,5
14000,extinct,139,0,38
