step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density
100000,12.00,11,0,3,0,3,0,1.00,18,0.250,1577,2.47,68.16,74.41,1368,1,0,0,1.00,1.00,1.00,3,7,2,24.6,62.096,6,2.000
100000,3.41,17,0,0,0,3,0,1.00,24,0.000,1472,2.23,77.00,51.01,11,0,1,0,1.00,1.00,1.00,1,3,1,21.2,37.197,3,1.137
100000,12.00,11,1,2,0,2,1,1.50,20,0.167,1398,1.70,61.08,36.38,1368,0,0,1,2.00,1.00,1.50,2,7,2,8.3,47.036,5,2.000
100000,16.00,11,3,0,0,2,0,2.92,20,0.000,1396,1.32,33.95,65.11,1368,0,0,0,4.50,2.00,2.75,3,7,2,22.4,44.471,5,2.000
100000,20.00,11,0,4,0,6,0,1.00,14,0.200,1377,3.42,138.68,25.29,1368,1,1,0,1.00,1.00,1.00,2,8,2,24.3,70.053,10,2.000
100000,6.82,17,0,0,0,6,0,1.00,18,0.000,1349,1.45,106.54,65.68,11,0,1,0,1.00,1.00,1.00,4,5,3,22.7,43.517,6,1.137
100000,8.00,7,0,2,0,2,0,1.00,22,0.250,1330,1.21,44.03,28.88,1368,0,0,0,1.00,1.00,1.00,3,6,2,6.9,38.656,4,2.000
100000,16.00,11,1,3,0,3,1,1.29,18,0.188,1281,3.20,47.74,37.12,1368,0,0,1,2.00,1.00,1.20,2,8,2,20.8,53.744,7,2.000
100000,16.00,11,1,2,0,4,1,1.29,18,0.125,1259,1.88,68.19,78.77,1368,0,1,1,2.00,1.00,1.20,5,7,2,20.9,54.487,7,2.000
100000,5.27,17,0,0,0,5,0,1.00,20,0.000,1259,2.39,45.53,39.08,11,1,1,0,1.00,1.00,1.00,2,1,6,25.1,48.511,5,1.054
100000,14.00,10,1,3,0,2,3,1.43,18,0.214,1227,0.52,67.08,29.26,1368,0,1,3,3.00,1.00,1.33,3,8,1,23.1,45.603,6,2.000
