step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density
5000,1,2052,26.7,0.2,4.2,0.0,8.9,0.0,1.06,16.1,1307,129,6.98,11.41,1069,808,175,0.0,1.05,1.08,1.07,3.08,4.14,3.97,24.6,1.996
5000,49,12,21.7,0.0,0.0,0.0,23.2,0.0,1.00,9.8,10,120,8.14,8.05,0,2,10,0.0,1.00,1.00,1.00,4.08,4.83,6.25,43.2,0.932
6000,1,1018,29.4,0.1,7.2,0.0,7.2,0.0,1.05,14.9,688,92,4.74,10.49,550,392,76,0.0,1.04,1.07,1.06,3.15,4.11,4.49,24.6,1.999
7000,1,1233,28.5,0.0,8.6,0.1,5.6,0.0,1.00,14.9,834,68,2.54,10.60,686,438,109,0.0,1.00,1.00,1.00,3.14,4.21,4.38,23.7,2.000
7000,111,382,14.7,1.2,0.5,0.0,17.8,0.0,1.40,12.1,293,81,4.51,5.11,2,121,259,0.0,1.20,1.46,1.48,3.89,4.35,5.98,43.8,0.703
8000,1,1172,31.2,0.1,7.1,0.1,8.2,0.0,1.04,13.5,831,76,3.51,9.97,525,505,142,0.0,1.02,1.05,1.04,3.36,4.66,4.75,26.6,2.000
8000,111,469,15.1,1.8,0.5,0.1,18.0,0.0,1.54,11.5,305,84,5.33,5.31,44,145,280,0.1,1.21,1.67,1.67,3.88,4.30,6.01,40.4,0.682
9000,1,1237,28.8,0.1,8.6,0.4,5.5,0.0,1.02,13.1,888,93,2.78,13.07,560,510,167,0.0,1.02,1.03,1.02,3.43,4.97,4.68,26.9,2.000
9000,111,1129,14.8,1.5,0.7,0.0,17.6,0.0,1.47,11.8,712,87,6.15,6.20,417,389,323,0.1,1.20,1.56,1.58,3.87,4.35,5.93,30.6,0.690
10000,111,1297,12.7,1.1,0.6,0.1,15.5,0.0,1.36,13.3,860,102,5.08,7.50,511,465,321,0.1,1.17,1.44,1.45,3.57,4.10,5.51,29.6,0.701
10000,1,879,26.1,0.0,7.1,1.0,5.4,0.0,1.02,13.0,610,93,2.41,13.37,406,403,70,0.0,1.03,1.04,1.03,3.39,5.86,3.90,25.2,2.000
11000,111,1053,13.8,1.1,0.5,0.1,16.4,0.0,1.35,12.5,741,87,3.99,6.56,343,520,190,0.0,1.16,1.42,1.44,3.76,4.05,6.01,29.5,0.730
11000,1,604,28.4,0.3,8.9,1.8,3.9,0.0,1.09,12.3,380,88,1.83,11.73,290,244,70,0.1,1.12,1.12,1.06,3.60,5.97,4.08,26.1,2.000
11000,192,284,13.8,0.7,0.1,0.0,19.7,0.0,1.17,10.4,177,84,3.62,6.04,69,55,160,0.0,1.04,1.22,1.23,4.05,4.04,7.12,37.7,0.646
11000,191,45,13.6,1.3,0.3,0.7,15.4,0.0,1.37,12.1,38,96,6.26,7.15,28,14,3,0.0,1.15,1.54,1.42,3.91,3.93,6.62,18.9,0.723
12000,1,1078,25.2,0.3,5.4,2.3,5.5,0.0,1.09,13.4,569,111,2.01,12.03,505,464,109,0.1,1.11,1.14,1.07,3.47,5.97,3.52,25.8,2.000
12000,111,475,14.0,1.1,0.7,0.0,16.1,0.0,1.37,12.8,343,81,3.64,5.68,195,197,83,0.0,1.18,1.45,1.45,3.56,4.18,5.61,28.0,0.732
12000,192,130,16.1,0.3,0.1,0.0,24.2,0.0,1.05,8.2,83,73,3.23,5.36,0,14,116,0.0,1.01,1.09,1.06,4.73,4.67,7.42,47.2,0.641
12000,191,42,9.1,0.0,0.1,0.0,13.0,0.0,1.01,14.4,23,82,3.01,4.39,42,0,0,0.0,1.01,1.01,1.01,3.33,2.64,6.45,10.3,0.693
13000,111,879,13.1,0.8,0.4,0.4,16.9,0.0,1.25,12.1,569,88,3.68,6.63,407,341,131,0.0,1.14,1.30,1.28,3.91,3.82,6.39,27.1,0.687
13000,1,763,28.4,0.4,5.3,2.7,6.8,0.0,1.10,12.7,467,104,1.96,11.15,349,349,65,0.1,1.08,1.14,1.09,3.64,6.04,3.72,26.3,2.000
13000,192,71,13.2,0.1,0.3,0.0,20.9,0.0,1.04,9.2,34,65,2.72,4.41,0,5,66,0.0,1.01,1.04,1.07,4.04,4.04,7.45,46.9,0.610
13000,191,14,15.2,0.0,0.0,0.0,21.4,0.0,1.00,9.6,9,72,2.67,5.75,9,5,0,0.0,1.00,1.00,1.00,4.50,4.14,7.14,17.3,0.710
14000,1,628,30.5,0.4,5.5,3.2,7.3,0.0,1.12,12.3,382,94,1.59,11.70,373,211,44,0.1,1.12,1.19,1.11,3.79,6.04,3.92,23.8,2.000
14000,111,416,13.0,1.1,0.4,0.0,15.9,0.0,1.34,13.2,310,86,3.98,5.92,288,112,16,0.0,1.19,1.40,1.39,3.70,3.93,5.79,21.3,0.711
14000,192,73,13.8,0.0,0.0,0.0,21.8,0.0,1.00,9.5,43,79,3.14,5.50,0,3,70,0.0,1.00,1.00,1.00,3.96,4.11,7.25,47.2,0.633
15000,1,411,29.7,0.3,6.1,3.6,6.4,0.0,1.06,11.6,242,92,1.51,11.30,211,159,41,0.1,1.05,1.11,1.05,3.75,6.28,4.12,24.4,2.000
15000,111,399,14.1,1.5,0.8,0.1,16.4,0.0,1.44,11.9,247,85,3.59,5.89,203,128,68,0.2,1.30,1.49,1.52,3.79,3.81,6.44,26.4,0.694
15000,327,126,13.3,0.2,0.1,0.0,20.1,0.0,1.07,10.7,85,78,3.29,6.43,52,54,20,0.0,1.06,1.07,1.08,3.83,3.66,7.18,29.1,0.649
15000,192,47,11.8,0.1,0.0,0.0,18.6,0.0,1.01,9.5,25,67,3.41,3.80,13,13,21,0.0,1.00,1.01,1.02,3.57,3.60,7.72,34.1,0.642
15000,304,9,37.3,0.0,1.7,0.0,17.0,0.0,1.00,9.1,4,481,16.37,31.28,4,5,0,0.0,1.00,1.00,1.00,4.56,5.22,8.00,25.8,2.000
16000,111,544,13.0,1.1,0.3,0.1,16.1,0.0,1.36,12.7,309,86,3.67,5.63,278,161,105,0.0,1.17,1.42,1.46,3.68,3.49,6.34,26.9,0.694
16000,327,301,13.6,0.3,0.4,0.1,19.9,0.0,1.07,10.7,198,90,3.93,6.51,76,138,87,0.0,1.06,1.08,1.07,4.06,3.90,6.96,33.4,0.651
16000,1,254,27.4,0.5,5.1,3.1,6.0,0.0,1.16,12.7,158,75,1.15,9.62,173,70,11,0.2,1.15,1.17,1.18,3.58,6.13,3.54,21.9,2.000
16000,337,168,16.2,1.3,0.1,0.0,19.8,0.0,1.36,10.5,100,75,3.24,5.24,100,62,6,0.0,1.27,1.45,1.40,3.99,3.64,7.32,23.1,0.724
16000,304,9,37.8,0.0,7.4,0.2,11.3,0.0,1.00,7.3,8,304,8.24,32.61,4,5,0,0.0,1.00,1.00,1.00,5.00,5.11,8.00,24.4,2.000
17000,111,385,13.0,1.5,0.4,0.0,15.3,0.0,1.43,13.0,238,77,3.56,4.98,228,105,52,0.1,1.14,1.57,1.54,3.58,3.69,5.95,24.5,0.693
17000,1,190,37.7,0.6,8.7,3.9,7.0,0.0,1.13,9.3,149,95,2.01,13.88,94,87,9,0.2,1.06,1.22,1.12,4.26,6.53,4.90,25.6,2.000
17000,357,170,17.6,0.7,4.7,0.0,10.9,0.0,1.14,10.3,119,91,3.00,7.29,77,68,25,0.0,1.01,1.25,1.17,4.03,4.42,7.01,27.4,1.031
17000,337,128,18.2,1.1,0.8,0.3,21.5,0.0,1.31,8.6,81,73,3.72,5.56,40,33,55,0.0,1.24,1.33,1.37,4.62,4.50,7.23,35.7,0.745
17000,327,126,12.5,0.5,0.0,0.0,18.1,0.0,1.14,12.5,93,86,3.87,5.94,33,84,9,0.0,1.08,1.15,1.18,3.63,3.99,5.90,29.5,0.659
17000,355,10,13.6,0.0,0.0,0.0,17.8,0.0,1.00,10.6,4,74,3.08,4.67,0,0,10,0.0,1.00,1.00,1.00,3.60,5.60,5.10,51.8,0.759
17000,370,9,14.9,0.0,0.0,0.0,14.0,0.0,1.00,13.3,5,108,3.66,7.38,0,9,0,0.0,1.00,1.00,1.00,3.56,2.89,6.44,31.2,1.061
18000,111,276,11.9,0.9,0.2,0.1,14.6,0.0,1.29,13.4,193,86,3.43,5.80,157,65,54,0.0,1.11,1.37,1.35,3.58,3.58,5.89,25.6,0.726
18000,337,197,17.7,0.8,1.9,0.1,21.1,0.0,1.23,7.1,143,82,4.21,6.49,14,29,154,0.1,1.20,1.23,1.26,4.71,5.40,7.34,43.3,0.725
18000,1,193,36.3,0.5,7.3,3.3,8.2,0.0,1.11,10.8,137,109,2.90,14.78,92,94,7,0.2,1.10,1.17,1.09,4.07,6.40,4.29,25.2,2.000
