step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std
210000,2711,2.237,0.625,6.44,318517,250366,3,59502,8447,2965431,1046840.1,2793311.5,0.020,0.674,0.123,0.183,93,24.54,22.35,2.48,4.70,4.35,8.80,0.42,2.29,13.75,9.39,0.68,1.46,0.098,0.178,1230,0.050,0.040,0.940,0.001,0.018,598337,490232,1,0.576,0.424,0.181,5309640,0.150,2.204,0.043,18.78,161244,120,0.942,0.377,0.751,18537396,1.62,13.34,0.073,0.437,0.195,4.9,16.4,69.4,113.9,56927,0.217,0.00,0.0028,0.055,487,0.670,0.001,0.826,0.489,3.64,4.64,4.82,0.69,0.196,1.74,1.16,1.90,0.704,0.00870,4.36,260.1164,7221.90,104102.2,140277.1,75.392,112.3070,257.054,307.815,0.958,0.334,23.1,23.594,203.181,269,686.9,46.37,8.887,117.456,1878.1,92.138,0.135,2.00,6.8292,18514.0,0.7403,0.4355,21.00,1.088,0.080,1.3183,0.0000
220000,2491,2.343,0.583,6.43,220382,185680,0,32370,2552,2150540,679004.1,1772141.8,0.017,0.679,0.106,0.198,133,26.35,22.59,2.53,5.06,4.81,9.66,0.71,2.98,15.12,8.83,0.72,1.54,0.086,0.163,1118,0.059,0.045,0.936,0.000,0.020,278636,216750,2,0.750,0.000,0.243,5540761,0.145,2.033,0.039,20.68,79690,106,0.824,0.382,0.716,8229305,1.61,12.25,0.093,0.421,0.196,6.3,17.9,72.9,115.9,57698,0.220,0.00,0.0018,0.067,444,0.486,0.001,0.720,0.284,3.84,4.88,5.10,0.74,0.200,1.75,1.12,1.88,0.526,0.00954,2.63,150.5357,6640.35,107765.0,140277.1,28.817,56.8510,181.812,300.542,0.982,0.342,25.6,23.755,104.224,321,765.9,53.12,12.709,59.559,1676.2,49.444,0.135,2.00,6.3356,15781.9,0.6085,0.3577,23.16,1.058,0.048,0.6817,0.0000
230000,2882,2.163,0.618,6.76,302912,236088,7,59486,6940,2877227,1064917.5,2772804.2,0.019,0.648,0.141,0.192,97,23.22,22.35,2.39,5.18,3.92,8.98,0.51,2.41,13.34,8.79,0.64,1.46,0.066,0.146,1105,0.057,0.042,0.933,0.001,0.024,581356,479348,2,0.769,0.006,0.200,4982320,0.156,2.189,0.042,19.11,158272,124,0.964,0.361,0.742,16698440,1.60,13.64,0.081,0.381,0.175,5.4,15.5,68.9,122.5,58072,0.222,0.00,0.0028,0.060,482,0.655,0.001,0.835,0.501,3.60,4.55,4.73,0.65,0.177,1.72,1.17,1.85,0.687,0.00841,4.47,261.1207,7301.27,102353.4,140277.1,75.080,111.6560,255.024,316.565,0.966,0.328,21.3,24.248,203.165,303,765.6,59.44,9.135,117.330,1610.6,93.642,0.134,2.00,7.0101,20203.1,0.7645,0.4347,20.15,1.062,0.054,1.3183,0.0000
240000,2332,2.341,0.590,6.52,213933,179924,0,32149,2410,2119022,678807.2,1756367.4,0.017,0.679,0.110,0.193,126,27.19,22.84,2.54,4.90,5.02,9.63,0.85,3.22,15.61,9.16,0.78,1.58,0.091,0.159,1111,0.081,0.041,0.934,0.000,0.024,271620,214848,2,0.727,0.005,0.315,6834801,0.137,1.984,0.041,20.85,77274,108,0.829,0.373,0.704,7980072,1.60,11.63,0.093,0.443,0.211,6.5,17.9,72.9,129.8,56000,0.214,0.00,0.0019,0.067,453,0.483,0.001,0.727,0.288,4.03,5.12,5.16,0.80,0.215,1.73,1.13,1.85,0.522,0.01026,2.75,149.9321,6756.48,108276.2,140277.1,28.687,56.9242,180.470,298.957,0.965,0.346,25.4,23.915,103.917,260,622.6,41.72,12.846,59.392,1811.3,49.218,0.135,1.99,6.6780,15573.1,0.5968,0.3584,24.01,1.059,0.052,0.6817,0.0000
250000,2868,2.224,0.577,6.63,289264,227676,13,54806,6233,2879938,1061106.5,2730751.0,0.018,0.655,0.136,0.192,91,24.35,22.91,2.51,4.86,4.36,9.25,0.46,2.40,13.96,9.14,0.71,1.52,0.074,0.149,1181,0.066,0.029,0.948,0.000,0.023,563949,470619,2,0.708,0.034,0.133,4965695,0.159,2.100,0.039,18.96,150442,125,0.948,0.364,0.750,16304366,1.62,13.17,0.092,0.402,0.192,5.3,16.2,71.9,101.3,61059,0.233,0.00,0.0027,0.058,504,0.656,0.001,0.830,0.509,3.69,4.55,4.97,0.72,0.193,1.76,1.15,1.90,0.690,0.00845,4.56,256.0357,6902.44,102385.2,140277.1,74.757,111.8615,250.547,312.685,0.960,0.328,26.3,24.227,203.072,244,625.3,50.51,8.879,117.721,1500.2,93.038,0.134,2.00,7.1976,20642.8,0.7721,0.4261,21.29,1.053,0.057,1.3183,0.0000
260000,2340,2.306,0.577,6.57,210410,174013,0,34605,2320,2274306,669920.8,1721054.6,0.018,0.687,0.105,0.190,129,26.45,21.45,2.24,4.67,5.38,10.10,0.59,2.92,14.79,9.49,0.61,1.46,0.115,0.205,1185,0.046,0.040,0.937,0.000,0.023,269546,204276,2,0.695,0.004,0.177,4487972,0.139,2.062,0.038,21.36,76354,105,0.757,0.380,0.716,7993771,1.57,11.85,0.074,0.446,0.162,6.5,18.9,66.9,111.4,53812,0.205,0.00,0.0019,0.066,414,0.491,0.001,0.731,0.294,3.98,4.96,5.31,0.62,0.163,1.66,1.15,1.88,0.535,0.01019,2.61,141.6741,6121.77,109260.1,140277.1,29.104,56.8116,174.169,298.514,0.955,0.348,23.3,23.849,103.943,315,776.8,77.06,13.522,58.609,2081.2,47.607,0.135,2.00,6.3714,14909.1,0.6213,0.3500,23.00,1.072,0.068,0.6817,0.0000
270000,2525,2.306,0.624,6.93,297132,228915,3,60862,7167,3081518,1041624.4,2636990.5,0.026,0.683,0.126,0.165,94,25.51,23.00,2.43,4.94,5.17,9.82,0.34,2.00,13.63,9.07,0.64,1.46,0.099,0.176,1179,0.050,0.042,0.934,0.000,0.024,569160,450347,3,0.494,0.193,0.125,3209550,0.152,2.321,0.040,20.15,151696,118,0.856,0.383,0.723,17007737,1.61,12.57,0.076,0.438,0.179,5.4,16.3,71.4,98.0,54488,0.208,0.00,0.0030,0.066,405,0.663,0.001,0.834,0.499,3.74,4.80,5.09,0.65,0.181,1.74,1.17,1.90,0.702,0.00950,4.56,238.5011,7074.47,105783.0,140277.1,74.281,112.8130,238.318,311.785,0.933,0.338,23.7,23.992,201.335,288,696.4,70.96,10.313,117.002,1910.7,89.203,0.135,2.00,6.7893,17143.0,0.7196,0.4157,21.58,1.092,0.091,1.3183,0.0000
280000,2505,2.334,0.548,6.57,205058,170629,0,32068,2381,2182795,669346.6,1686136.5,0.016,0.696,0.105,0.183,130,27.15,22.67,2.75,5.18,4.70,9.22,0.79,2.98,15.54,9.54,0.76,1.55,0.083,0.159,1084,0.102,0.045,0.931,0.000,0.025,263025,199491,2,0.728,0.000,0.299,5240642,0.135,1.964,0.038,21.69,73864,106,0.772,0.377,0.715,7831296,1.68,11.76,0.096,0.427,0.208,6.4,17.9,72.9,111.4,59569,0.227,0.00,0.0017,0.058,508,0.485,0.001,0.729,0.296,3.98,5.05,5.18,0.76,0.208,1.80,1.15,2.01,0.528,0.00952,2.72,140.0988,6169.28,107539.1,140277.1,29.300,55.9968,172.191,287.727,0.954,0.340,25.0,23.844,103.324,241,630.5,50.61,13.520,57.978,1782.1,47.239,0.135,2.00,6.6007,16534.8,0.6000,0.3522,23.78,1.060,0.049,0.6817,0.0000
290000,3061,2.174,0.584,6.66,303720,236721,11,59819,6613,2942958,1063769.0,2806900.0,0.019,0.649,0.144,0.188,97,23.00,22.00,2.28,4.95,3.96,8.89,0.35,2.05,13.35,8.16,0.59,1.42,0.071,0.150,1157,0.060,0.044,0.940,0.000,0.016,584623,484317,2,0.781,0.007,0.139,5203762,0.155,2.063,0.041,18.93,152850,123,0.954,0.363,0.769,16403149,1.56,13.75,0.072,0.391,0.162,5.4,14.7,67.9,97.0,61050,0.233,0.00,0.0026,0.060,524,0.643,0.001,0.832,0.502,3.54,4.60,4.67,0.60,0.166,1.70,1.13,1.78,0.676,0.00808,4.57,260.8746,7051.02,102765.6,140277.1,74.367,111.8464,255.449,318.294,0.963,0.328,26.3,24.735,203.173,206,476.2,51.88,8.777,118.130,1648.1,93.569,0.135,2.00,6.4839,19847.3,0.7112,0.4306,19.94,1.060,0.046,1.3183,0.0000
300000,2482,2.331,0.538,6.54,214452,181523,0,31228,2280,2101736,676671.5,1741532.1,0.016,0.675,0.114,0.196,135,26.19,22.48,2.60,4.99,4.46,9.37,0.60,2.48,15.03,8.95,0.69,1.50,0.077,0.154,1144,0.092,0.039,0.940,0.000,0.021,268610,206917,1,0.745,0.255,0.257,5107576,0.142,1.871,0.037,21.00,76953,106,0.829,0.375,0.714,7869389,1.63,12.08,0.086,0.434,0.187,6.5,17.9,72.0,107.7,56326,0.215,0.00,0.0018,0.064,468,0.478,0.001,0.722,0.281,3.84,4.89,5.20,0.71,0.200,1.79,1.14,1.93,0.517,0.00959,2.60,149.0112,6109.66,106943.4,140277.1,28.956,56.7510,180.086,303.287,0.951,0.341,23.0,23.801,104.398,272,660.0,39.34,13.299,59.137,1586.2,48.910,0.134,2.00,7.0132,17406.8,0.6609,0.3572,22.69,1.068,0.052,0.6817,0.0000
310000,2975,2.050,0.623,7.11,301972,235193,3,58958,7325,2970058,1057114.0,2769822.2,0.023,0.658,0.137,0.182,97,21.58,21.29,2.17,4.85,4.04,8.06,0.43,2.24,11.77,9.42,0.58,1.39,0.137,0.215,1358,0.062,0.038,0.932,0.004,0.026,582704,473995,2,0.573,0.019,0.154,6100461,0.150,2.094,0.043,19.13,160639,124,0.933,0.362,0.741,17171374,1.57,14.47,0.066,0.466,0.164,4.3,13.7,63.2,144.8,54751,0.209,0.00,0.0030,0.062,591,0.659,0.001,0.832,0.502,3.46,4.48,4.49,0.58,0.164,1.68,1.17,1.84,0.693,0.00819,4.69,257.1159,7073.92,105315.7,140277.1,74.651,112.1204,253.052,312.298,0.941,0.334,24.2,24.366,202.514,283,777.4,41.51,8.854,117.520,1840.3,92.602,0.135,2.00,5.8333,17354.1,0.6998,0.4303,18.40,1.105,0.113,1.3183,0.0000
320000,2523,2.203,0.591,7.08,238558,197404,0,36730,4876,2343038,667035.1,1743616.2,0.019,0.730,0.091,0.160,129,25.05,22.84,2.69,5.07,4.66,8.89,0.45,2.13,13.24,9.92,0.69,1.47,0.116,0.183,1248,0.067,0.040,0.935,0.002,0.024,291095,213338,3,0.573,0.167,0.212,5994099,0.135,1.921,0.040,21.99,86910,99,0.744,0.412,0.702,9280448,1.68,13.27,0.080,0.493,0.201,5.1,17.1,68.9,124.3,53086,0.203,0.00,0.0020,0.066,485,0.493,0.001,0.707,0.252,3.69,4.77,4.82,0.71,0.205,1.80,1.20,1.98,0.540,0.00951,2.73,140.6899,6081.26,109084.5,140277.1,28.814,56.5351,178.219,293.336,0.956,0.348,25.4,23.986,103.897,386,968.5,46.74,13.935,58.152,2062.3,46.968,0.135,2.00,5.8127,14665.5,0.6494,0.3552,21.04,1.137,0.204,0.6817,0.0000
330000,2717,2.225,0.620,7.12,346979,268051,4,63347,15383,3257317,1018114.1,2613463.5,0.035,0.738,0.095,0.132,91,23.55,22.23,2.24,4.84,4.04,8.82,0.51,2.54,13.14,9.07,0.61,1.43,0.085,0.158,1158,0.078,0.033,0.942,0.001,0.024,578366,446184,2,0.696,0.228,0.197,4998476,0.149,2.268,0.042,20.68,164389,109,0.802,0.431,0.725,19493683,1.56,13.86,0.075,0.423,0.170,4.6,16.8,68.9,101.3,54162,0.207,0.00,0.0029,0.057,500,0.650,0.001,0.801,0.424,3.57,4.62,4.60,0.61,0.171,1.68,1.14,1.83,0.694,0.00928,4.82,227.6489,7091.55,104395.0,140277.1,72.886,112.6088,244.853,315.590,0.970,0.333,24.3,25.203,202.453,245,570.0,53.67,10.528,117.606,2033.9,86.552,0.135,2.00,6.7630,18375.2,0.7765,0.4146,19.93,1.131,0.216,1.3183,0.0000
340000,2408,2.354,0.568,6.55,222217,185743,0,33001,3782,2163971,674805.4,1748159.5,0.022,0.690,0.104,0.184,134,27.33,23.45,2.70,5.15,4.75,9.71,0.71,2.91,15.56,10.01,0.72,1.52,0.080,0.155,1098,0.083,0.042,0.938,0.000,0.020,279648,215672,2,0.711,0.000,0.302,6869664,0.137,1.895,0.038,21.03,80593,104,0.808,0.394,0.700,8281371,1.66,11.72,0.101,0.422,0.199,6.2,17.9,74.0,109.3,57129,0.218,0.00,0.0018,0.069,444,0.482,0.001,0.719,0.278,4.02,5.01,5.25,0.73,0.201,1.78,1.17,1.99,0.525,0.00994,2.75,146.5054,6287.92,107953.1,140277.1,28.592,56.7732,179.454,295.039,0.957,0.345,25.7,23.924,103.837,282,690.5,38.63,12.830,59.314,1838.3,48.627,0.136,2.00,6.6495,16012.1,0.6103,0.3597,23.72,1.065,0.058,0.6817,0.0000
350000,2945,2.177,0.636,6.63,297362,231727,1,57853,7244,2960323,1066315.2,2807198.5,0.020,0.651,0.155,0.174,98,22.89,22.09,2.12,5.17,3.85,8.94,0.35,2.10,13.47,8.54,0.59,1.47,0.069,0.152,1138,0.054,0.038,0.940,0.000,0.022,581529,479237,1,0.782,0.218,0.121,5318658,0.152,2.138,0.043,19.01,154706,124,0.948,0.358,0.747,16840942,1.52,13.70,0.071,0.396,0.152,5.2,15.2,67.3,141.6,58312,0.222,0.00,0.0027,0.058,478,0.662,0.001,0.833,0.509,3.46,4.57,4.66,0.59,0.153,1.65,1.13,1.72,0.696,0.00828,4.61,262.2562,7746.45,102741.9,140277.1,74.507,111.9675,255.359,313.368,0.932,0.328,24.1,24.390,203.162,246,574.0,54.47,9.112,117.866,1616.4,93.891,0.135,2.00,6.5635,19329.4,0.7281,0.4277,19.80,1.066,0.059,1.3183,0.0000
360000,2582,2.250,0.529,6.76,212898,179647,0,31212,2402,2073229,682120.9,1750671.5,0.017,0.676,0.114,0.193,135,24.91,22.29,2.16,4.80,4.17,9.30,0.77,2.94,14.71,8.99,0.60,1.44,0.071,0.150,1052,0.083,0.045,0.939,0.000,0.016,271851,210272,2,0.769,0.015,0.315,6186469,0.137,1.899,0.036,20.86,76593,109,0.844,0.366,0.711,7982637,1.52,12.64,0.083,0.382,0.159,6.4,16.8,71.0,114.8,56318,0.215,0.00,0.0018,0.063,509,0.485,0.001,0.730,0.291,3.77,4.87,4.95,0.60,0.160,1.65,1.12,1.74,0.524,0.00925,2.75,150.3500,6111.42,107112.5,140277.1,28.371,57.1057,180.530,297.422,0.949,0.344,26.3,23.896,103.796,207,473.8,44.19,12.613,59.705,1599.1,49.523,0.134,2.00,6.7282,17372.2,0.6437,0.3624,21.81,1.068,0.049,0.6817,0.0000
370000,2761,2.235,0.609,6.60,305231,237443,4,60878,6727,2928588,1069357.8,2813152.8,0.018,0.648,0.149,0.186,96,24.83,22.45,2.53,4.84,4.54,9.43,0.50,2.63,13.91,9.01,0.72,1.53,0.083,0.164,1253,0.050,0.034,0.946,0.000,0.019,587963,492186,1,0.996,0.004,0.161,5134244,0.158,2.098,0.043,19.02,154484,123,0.961,0.366,0.754,16884497,1.63,12.94,0.084,0.443,0.200,5.2,16.7,70.5,99.7,59312,0.226,0.00,0.0028,0.060,449,0.656,0.001,0.833,0.502,3.70,4.71,4.97,0.73,0.202,1.78,1.15,1.91,0.689,0.00883,4.42,262.5765,7119.88,103111.9,140277.1,74.557,112.2287,256.450,314.641,0.977,0.330,24.4,24.387,203.427,318,799.1,76.99,9.131,117.992,1595.1,94.246,0.135,2.00,7.1061,19619.8,0.7324,0.4352,21.48,1.062,0.055,1.3183,0.0000
380000,2550,2.445,0.566,6.52,212248,179085,1,31405,1968,2169606,681805.1,1776354.0,0.017,0.679,0.109,0.194,135,28.62,23.85,3.16,5.58,5.31,9.88,0.49,2.19,15.79,9.35,0.86,1.63,0.091,0.164,1261,0.064,0.036,0.940,0.000,0.023,270638,207440,2,0.690,0.000,0.230,5747014,0.142,1.872,0.041,20.88,77533,107,0.819,0.371,0.724,7874060,1.77,11.39,0.106,0.465,0.235,6.1,19.0,75.0,124.8,63124,0.241,0.00,0.0017,0.062,506,0.481,0.001,0.721,0.291,4.14,5.15,5.28,0.87,0.236,1.97,1.17,2.09,0.521,0.00952,2.81,150.7979,6656.61,107138.2,140277.1,28.368,56.6311,181.878,297.740,0.977,0.342,27.9,24.282,103.809,257,596.9,37.44,12.764,59.627,1569.2,49.493,0.134,2.00,6.3332,16149.7,0.5627,0.3537,24.75,1.056,0.052,0.6817,0.0000
390000,2821,2.227,0.598,6.71,295530,232813,13,55754,6679,2813380,1063442.9,2761570.8,0.021,0.648,0.141,0.190,99,23.75,21.90,2.23,4.76,3.99,9.10,0.43,2.21,14.08,8.94,0.61,1.43,0.071,0.150,1180,0.047,0.036,0.942,0.000,0.022,571187,468658,1,0.739,0.261,0.130,5233013,0.160,2.127,0.041,18.80,150157,124,0.982,0.365,0.736,16693088,1.56,13.23,0.080,0.398,0.167,5.5,16.1,68.9,108.9,58464,0.223,0.00,0.0027,0.056,513,0.662,0.001,0.830,0.504,3.58,4.55,4.89,0.61,0.168,1.66,1.14,1.82,0.695,0.00848,4.60,262.5018,7409.64,101318.8,140277.1,75.041,111.8332,255.252,313.996,0.955,0.325,25.8,23.935,203.015,224,470.9,49.59,8.869,117.552,1485.0,93.699,0.135,2.00,7.6247,21509.2,0.7772,0.4328,20.72,1.067,0.063,1.3183,0.0000
400000,2459,2.300,0.555,6.53,216375,182960,0,31527,2250,2064410,677913.7,1745889.5,0.017,0.667,0.113,0.202,136,26.02,22.62,2.52,5.00,4.70,9.88,0.55,2.62,14.92,8.76,0.76,1.57,0.080,0.162,1139,0.057,0.043,0.936,0.000,0.022,269383,209087,2,0.729,0.018,0.193,4477163,0.144,1.826,0.039,20.71,75500,106,0.846,0.375,0.733,7727067,1.61,12.17,0.090,0.412,0.204,6.0,17.3,72.9,111.4,55806,0.213,0.00,0.0018,0.061,450,0.474,0.001,0.720,0.278,3.85,4.92,5.11,0.77,0.207,1.75,1.15,1.87,0.513,0.00970,2.65,150.6262,6307.74,106847.7,140277.1,28.784,56.9521,181.093,305.541,0.963,0.340,22.6,23.855,104.383,246,591.0,33.06,12.884,59.542,1742.3,49.278,0.135,2.00,7.0656,17374.4,0.6395,0.3589,22.69,1.059,0.044,0.6817,0.0000
410000,2925,2.150,0.633,6.78,302485,239757,7,54891,7364,2739271,1057774.2,2774852.8,0.017,0.641,0.146,0.195,99,22.90,22.60,2.39,4.90,3.91,9.00,0.36,2.62,13.14,8.85,0.64,1.47,0.067,0.149,1138,0.051,0.035,0.942,0.000,0.024,583269,467124,1,0.735,0.265,0.081,3925695,0.160,2.224,0.044,18.68,154783,127,1.013,0.355,0.751,17064082,1.60,13.95,0.084,0.408,0.172,5.2,13.9,70.9,137.6,57916,0.221,0.00,0.0028,0.061,451,0.665,0.001,0.836,0.503,3.48,4.37,4.72,0.64,0.172,1.73,1.14,1.87,0.696,0.00798,4.47,264.7178,7620.34,101119.8,140277.1,75.923,111.6902,255.780,307.519,0.972,0.325,23.5,23.335,203.227,267,636.0,57.12,8.740,116.921,1701.4,93.312,0.135,2.00,7.2265,21137.5,0.8192,0.4410,19.80,1.066,0.052,1.3183,0.0000
420000,2613,2.351,0.555,6.58,217399,183144,0,31995,2572,2140850,680452.8,1777352.5,0.016,0.666,0.111,0.207,135,26.46,22.89,2.58,5.11,4.55,9.47,0.57,2.64,15.24,9.06,0.72,1.56,0.078,0.157,1176,0.064,0.040,0.938,0.000,0.022,273005,207390,2,0.751,0.000,0.233,5045394,0.146,1.802,0.040,20.78,76709,107,0.830,0.373,0.717,7966473,1.62,12.05,0.085,0.422,0.194,6.0,17.5,71.9,125.3,59953,0.229,0.00,0.0017,0.065,494,0.484,0.001,0.727,0.281,3.80,4.85,5.23,0.73,0.194,1.77,1.14,1.90,0.524,0.00912,2.66,151.8266,6268.47,107076.5,140277.1,28.604,57.1895,182.497,302.043,0.972,0.340,27.0,23.829,104.297,272,668.1,32.32,12.934,59.642,1690.3,49.556,0.135,2.00,6.3360,16555.9,0.6170,0.3569,22.94,1.062,0.051,0.6817,0.0000
430000,2966,2.228,0.606,6.59,309872,241801,4,60441,7273,2830360,1065026.4,2813717.2,0.017,0.640,0.140,0.203,98,23.21,22.28,2.28,4.68,4.15,9.18,0.55,2.82,13.43,8.55,0.64,1.48,0.075,0.155,1192,0.044,0.046,0.932,0.000,0.021,591150,478689,2,0.755,0.004,0.203,4577233,0.152,2.331,0.041,18.57,157671,124,0.994,0.360,0.754,17212540,1.56,13.63,0.074,0.392,0.173,4.9,14.6,68.9,107.2,60525,0.231,0.00,0.0027,0.063,492,0.663,0.001,0.842,0.497,3.53,4.56,4.72,0.65,0.174,1.68,1.12,1.82,0.694,0.00798,4.33,266.3946,7563.51,102112.7,140277.1,75.460,112.0405,258.693,314.686,0.960,0.327,26.2,23.664,203.525,196,468.2,81.26,8.792,117.629,1456.2,94.459,0.135,2.00,6.8184,20223.3,0.7282,0.4433,20.41,1.049,0.063,1.3183,0.0000
440000,2619,2.373,0.595,6.61,215657,181181,1,32385,2437,2139438,678669.5,1763241.4,0.018,0.675,0.112,0.194,136,26.78,22.73,2.52,5.11,4.32,9.05,0.61,3.10,16.02,9.54,0.67,1.46,0.073,0.145,1178,0.056,0.047,0.931,0.000,0.022,270874,206382,2,0.756,0.000,0.180,5605957,0.141,2.080,0.042,20.97,77317,107,0.824,0.373,0.724,7952024,1.60,12.01,0.097,0.391,0.187,6.2,17.9,72.0,118.5,61461,0.234,0.00,0.0016,0.058,502,0.482,0.001,0.726,0.281,3.84,4.87,5.21,0.68,0.189,1.74,1.14,1.86,0.522,0.00909,2.71,150.0933,7119.34,106409.9,140277.1,28.765,56.8478,181.217,296.120,0.974,0.340,27.6,23.798,104.008,259,574.2,58.44,12.890,59.246,1591.7,49.138,0.134,2.00,6.2890,16470.8,0.5700,0.3570,23.47,1.062,0.053,0.6817,0.0000
450000,2905,2.196,0.635,6.69,302115,236782,6,57767,7274,2878859,1069213.6,2815281.2,0.021,0.634,0.147,0.198,99,23.67,22.84,2.49,5.18,4.14,9.17,0.34,2.18,13.61,9.04,0.68,1.51,0.070,0.151,1176,0.055,0.039,0.936,0.000,0.026,590880,481559,1,0.745,0.255,0.125,4401137,0.153,2.216,0.045,18.83,156540,125,0.978,0.366,0.761,16307347,1.61,13.68,0.083,0.429,0.182,4.8,14.6,69.9,100.0,59783,0.228,0.00,0.0027,0.055,501,0.650,0.001,0.836,0.510,3.52,4.48,4.76,0.69,0.184,1.76,1.13,1.88,0.683,0.00829,4.51,265.1596,7684.77,101740.3,140277.1,74.826,112.0952,256.108,311.430,0.974,0.327,25.7,24.093,203.284,264,614.1,63.49,8.789,117.821,1667.6,94.393,0.135,2.00,7.0056,20351.3,0.7654,0.4336,20.58,1.052,0.057,1.3183,0.0000
460000,2482,2.281,0.531,6.62,215186,181540,1,31837,2231,2102413,681718.1,1772879.1,0.018,0.672,0.111,0.199,137,26.83,22.95,2.65,5.02,4.42,9.46,0.70,2.86,15.67,9.19,0.73,1.53,0.071,0.146,1073,0.107,0.039,0.941,0.000,0.019,277847,218308,2,0.741,0.000,0.283,6280929,0.138,1.915,0.036,20.49,78552,108,0.843,0.371,0.722,7994764,1.64,12.02,0.100,0.408,0.199,6.4,17.9,72.9,107.2,58173,0.222,0.00,0.0018,0.064,447,0.484,0.001,0.729,0.298,3.96,4.92,5.14,0.73,0.199,1.78,1.16,1.92,0.522,0.00954,2.75,151.9995,6278.04,106789.8,140277.1,28.500,57.2762,181.283,293.095,0.954,0.342,24.8,23.666,103.879,178,376.5,34.66,12.291,59.946,1600.5,49.824,0.135,2.00,7.1571,17763.9,0.6441,0.3608,23.44,1.060,0.042,0.6817,0.0000
470000,2791,2.212,0.591,6.56,301768,235712,10,58559,7178,2851377,1064823.0,2812766.0,0.020,0.639,0.150,0.191,98,24.01,22.71,2.46,4.80,4.31,9.04,0.39,2.05,13.69,8.66,0.74,1.56,0.075,0.147,1150,0.078,0.037,0.940,0.000,0.022,591327,495322,1,0.733,0.267,0.179,5621042,0.154,2.108,0.041,18.88,159552,128,0.986,0.353,0.750,16732967,1.60,13.34,0.082,0.417,0.199,5.3,15.7,70.9,136.3,58172,0.222,0.00,0.0028,0.061,440,0.656,0.001,0.840,0.510,3.67,4.73,4.71,0.74,0.200,1.75,1.14,1.87,0.689,0.00866,4.66,264.9712,6925.58,102441.8,140277.1,74.505,112.2291,256.822,312.251,0.967,0.329,25.3,24.165,202.671,256,560.7,46.33,8.544,117.950,1759.7,94.119,0.135,2.00,7.3856,20613.2,0.7735,0.4404,20.84,1.055,0.050,1.3183,0.0000
480000,2586,2.263,0.532,6.54,213243,179595,0,31294,2559,2071395,678711.8,1758168.2,0.016,0.674,0.114,0.196,136,25.62,21.69,2.48,4.73,4.45,9.17,0.67,2.44,14.83,8.62,0.72,1.55,0.081,0.161,1179,0.103,0.031,0.952,0.000,0.016,274248,217729,2,0.746,0.002,0.312,6752171,0.137,1.854,0.036,20.53,79319,109,0.849,0.369,0.748,8115582,1.61,12.09,0.077,0.449,0.189,6.5,17.9,68.9,96.4,57989,0.221,0.00,0.0018,0.061,500,0.490,0.001,0.734,0.294,3.94,5.06,5.03,0.72,0.190,1.76,1.14,1.89,0.529,0.00913,2.83,150.9079,6239.05,107033.2,140277.1,28.781,56.9325,180.792,294.696,0.957,0.342,23.1,23.606,103.729,225,468.6,42.03,12.205,59.551,1523.7,49.562,0.135,2.00,6.7007,17327.9,0.6207,0.3642,22.42,1.062,0.050,0.6817,0.0000
490000,2949,2.197,0.631,6.52,302361,235543,7,59664,6784,2922294,1067957.2,2819439.0,0.019,0.642,0.143,0.196,99,23.83,22.45,2.50,5.08,4.17,8.92,0.54,2.67,13.47,8.96,0.62,1.41,0.082,0.166,1220,0.051,0.034,0.941,0.000,0.026,588127,489053,2,0.706,0.018,0.186,5486566,0.153,2.145,0.044,19.04,153392,123,0.965,0.362,0.753,16558661,1.62,13.51,0.085,0.410,0.178,4.9,16.0,69.6,101.8,61005,0.233,0.00,0.0027,0.056,492,0.653,0.001,0.840,0.507,3.53,4.60,4.75,0.62,0.180,1.77,1.14,1.89,0.687,0.00820,4.66,264.6608,7767.08,101790.3,140277.1,74.906,111.7148,256.409,306.083,0.951,0.328,26.2,24.182,202.561,207,495.8,41.52,8.791,117.379,1585.8,94.147,0.136,2.00,6.8598,20229.6,0.7491,0.4339,20.69,1.063,0.063,1.3183,0.0000
