step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std
10000,3178,2.047,0.659,8.42,296256,237353,1,44472,12689,2109232,1200736.6,2681688.5,0.103,0.580,0.181,0.136,70,21.86,26.46,0.44,2.39,3.65,10.49,0.75,4.11,11.27,6.97,0.06,0.51,0.058,0.135,1353,0.072,0.032,0.948,0.000,0.019,621967,500679,2,0.606,0.366,0.093,4127369,0.178,2.166,0.048,19.48,205163,137,1.271,0.341,0.678,18106650,1.11,13.09,0.020,0.355,0.016,4.8,12.4,49.5,192.1,51219,0.195,0.00,0.0034,0.062,541,0.751,0.001,0.834,0.537,3.42,4.83,4.72,0.07,0.022,1.10,1.12,1.12,0.782,0.00610,2.76,294.9507,6934.46,103109.8,139958.7,57.828,146.3229,262.957,493.454,0.966,0.330,20.6,19.391,209.271,299,742.3,42.94,32.089,135.924,2675.6,97.384,0.135,2.00,5.7075,18138.4,0.6909,0.4948,16.12,1.177,0.470,1.3183,0.0000
20000,3049,1.809,0.687,18.75,259586,208924,0,46271,4520,1911448,634876.4,1533418.9,0.033,0.718,0.079,0.170,92,18.51,15.92,0.32,1.84,4.04,7.44,0.70,3.07,8.47,7.85,0.02,0.22,0.126,0.180,1423,0.047,0.043,0.913,0.002,0.043,303645,219900,1,0.536,0.464,0.129,3201052,0.129,1.836,0.047,21.37,126746,95,0.802,0.403,0.619,11647406,1.11,13.71,0.003,0.405,0.006,4.5,12.7,40.0,170.0,41260,0.157,0.00,0.0025,0.076,561,0.587,0.001,0.727,0.214,3.25,4.59,4.71,0.07,0.020,1.11,1.15,1.12,0.624,0.00611,2.42,129.8440,6313.91,108473.4,139958.7,27.372,63.8002,164.517,249.821,0.940,0.335,20.5,18.629,104.957,539,1436.9,36.97,15.318,60.524,2833.0,44.631,0.135,2.00,4.4501,13568.4,0.7064,0.4049,13.53,1.384,0.570,0.6817,0.0000
30000,5240,1.698,0.700,23.79,387737,312295,111,65584,7556,1813702,950909.7,2174950.2,0.043,0.778,0.058,0.121,43,14.95,9.95,0.09,0.63,1.61,3.54,0.28,1.96,7.81,5.47,0.01,0.24,0.079,0.134,1716,0.065,0.030,0.948,0.000,0.022,552898,370189,16,0.347,0.261,0.075,2817083,0.104,2.503,0.044,19.82,278302,112,1.199,0.421,0.809,31780132,1.03,15.82,0.001,0.276,0.006,6.0,13.6,25.0,128.0,51290,0.196,0.00,0.0023,0.072,617,0.786,0.001,0.823,0.327,2.89,4.86,3.54,0.02,0.008,1.04,1.05,1.03,0.804,0.00299,4.09,229.5857,8742.96,73144.9,139958.7,73.767,118.9478,254.279,291.125,0.915,0.224,13.9,15.658,203.963,322,754.6,86.68,12.145,118.317,1476.7,83.835,0.134,2.00,8.5611,44860.2,1.3416,0.5385,9.79,1.607,0.531,1.3183,0.0000
40000,4387,1.717,0.623,19.65,309215,286839,36,18396,4797,1097075,640032.9,1670510.8,0.031,0.747,0.068,0.154,63,15.91,12.27,0.12,0.97,2.04,4.35,0.49,1.74,8.28,5.91,0.02,0.23,0.089,0.133,1694,0.065,0.038,0.937,0.001,0.024,360716,224559,7,0.501,0.100,0.212,6139560,0.093,1.866,0.044,18.48,176329,119,1.523,0.364,0.759,20602942,1.04,14.65,0.000,0.325,0.011,5.5,13.3,30.0,121.0,47972,0.183,0.00,0.0018,0.082,596,0.683,0.001,0.755,0.193,3.11,5.03,4.21,0.03,0.014,1.06,1.05,1.04,0.704,0.00316,2.66,176.6457,7363.85,89341.9,139958.7,30.450,66.3472,202.554,218.405,0.936,0.272,14.8,13.855,104.950,290,644.4,52.99,11.404,60.101,1728.1,49.626,0.135,2.00,7.1737,31471.1,0.9945,0.5239,10.94,1.494,0.506,0.6817,0.0000
50000,5881,1.614,0.677,24.51,440899,406423,253,25610,7119,1170877,919257.9,2459206.0,0.021,0.776,0.075,0.127,35,13.99,9.03,0.29,0.98,1.44,3.19,0.13,1.32,6.69,5.65,0.36,0.99,0.083,0.140,2375,0.058,0.019,0.918,0.003,0.060,658345,433720,18,0.330,0.311,0.034,4405145,0.081,1.910,0.046,16.70,349672,144,2.100,0.362,0.798,46348170,1.14,17.04,0.000,0.445,0.133,6.0,12.1,23.0,106.0,50285,0.192,0.00,0.0023,0.068,656,0.826,0.000,0.839,0.348,2.77,4.09,4.11,0.38,0.139,1.29,1.11,1.12,0.840,0.00219,4.68,301.8925,8419.40,79938.7,139958.7,86.618,110.8857,311.154,251.653,0.927,0.242,14.1,12.872,204.070,238,497.3,45.48,8.574,108.002,1700.1,88.845,0.136,2.00,6.4246,37782.8,1.3076,0.7171,8.55,1.669,0.468,1.3183,0.0000
60000,4213,1.802,0.562,21.97,309432,288124,10,18683,4283,1165148,643912.1,1684766.0,0.019,0.740,0.071,0.170,65,17.03,9.99,0.07,0.68,2.20,4.07,0.24,0.96,8.46,6.12,0.01,0.14,0.096,0.137,1505,0.124,0.038,0.942,0.001,0.019,350511,213967,6,0.427,0.083,0.101,3807536,0.096,1.654,0.038,19.47,177739,122,1.446,0.361,0.728,20358134,1.02,14.54,0.000,0.277,0.003,6.9,16.0,25.0,128.0,46233,0.176,0.00,0.0018,0.087,577,0.668,0.000,0.749,0.166,3.13,4.94,4.25,0.01,0.004,1.03,1.03,1.02,0.691,0.00362,2.89,170.1129,6271.61,90647.1,139958.7,29.812,64.8125,202.279,225.516,0.932,0.275,13.9,15.245,104.409,315,799.3,33.69,12.132,59.521,1658.2,48.995,0.135,2.00,7.3743,31067.9,1.0238,0.5313,10.97,1.620,0.465,0.6817,0.0000
70000,5207,1.617,0.667,21.48,433846,396499,115,29771,6467,1500759,923789.4,2486870.5,0.020,0.759,0.087,0.134,37,13.81,9.79,0.54,1.13,1.46,3.55,0.13,1.08,6.51,5.90,0.79,1.52,0.074,0.118,2571,0.031,0.021,0.938,0.002,0.040,651949,423300,4,0.475,0.079,0.046,3725627,0.091,2.040,0.044,17.85,350027,168,1.657,0.302,0.758,40324100,1.25,16.64,0.000,0.592,0.263,4.0,12.4,22.0,144.0,44953,0.171,0.00,0.0027,0.083,817,0.765,0.000,0.813,0.350,2.81,5.51,3.16,0.80,0.265,1.77,1.10,1.21,0.789,0.00337,4.56,274.7706,7237.66,92931.8,139958.7,77.116,117.0045,299.848,293.052,0.958,0.284,21.1,17.539,205.704,279,617.5,53.17,9.795,116.465,2582.2,87.237,0.135,2.00,5.0370,26227.6,1.2378,0.7127,8.63,1.576,0.455,1.3183,0.0000
80000,4900,1.775,0.591,19.97,311250,296066,0,10603,4888,1245294,654639.1,1833690.2,0.009,0.728,0.094,0.168,69,16.69,9.52,0.66,1.47,1.79,2.90,0.10,0.82,7.88,5.77,0.90,1.49,0.084,0.116,2525,0.075,0.022,0.941,0.001,0.036,369689,219538,2,0.507,0.018,0.028,1589852,0.126,1.591,0.037,19.62,172599,168,1.472,0.284,0.793,20432031,1.22,14.36,0.000,0.574,0.320,6.0,16.0,24.0,124.0,51032,0.195,0.00,0.0017,0.091,680,0.630,0.000,0.741,0.196,3.25,5.81,3.86,0.90,0.322,1.60,1.11,1.19,0.661,0.00377,3.48,174.1623,6886.00,89992.4,139958.7,27.047,62.4037,216.577,251.009,0.951,0.277,18.0,18.462,104.288,306,692.2,29.98,11.985,61.542,1635.0,51.177,0.136,2.00,6.1089,29933.5,1.0418,0.5993,10.41,1.545,0.470,0.6817,0.0000
90000,5044,1.601,0.668,23.76,442374,409071,1,25429,7729,1742688,920243.5,2457703.8,0.004,0.798,0.078,0.120,38,14.21,8.06,0.65,1.15,1.31,2.24,0.09,0.98,6.27,5.84,0.92,1.42,0.078,0.106,2323,0.083,0.018,0.941,0.002,0.039,642825,407028,3,0.608,0.044,0.031,1824391,0.100,2.164,0.041,18.07,342489,181,1.410,0.321,0.775,41569294,1.29,16.35,0.001,0.639,0.348,5.6,14.0,20.0,124.0,41961,0.160,0.00,0.0029,0.095,972,0.724,0.000,0.781,0.325,2.90,6.10,3.00,0.93,0.350,2.03,1.09,1.24,0.754,0.00441,5.81,244.7926,6871.10,93378.2,139958.7,65.406,122.8693,298.687,317.101,0.970,0.286,22.9,22.247,204.872,243,567.4,37.55,9.001,126.704,3055.2,85.144,0.134,2.00,5.1736,26095.5,1.2491,0.7659,8.32,1.688,0.426,1.3183,0.0000
100000,4558,1.732,0.612,20.93,303172,290357,0,9225,4076,1289734,649873.9,1829812.9,0.004,0.746,0.095,0.155,68,16.70,8.92,0.60,1.22,1.85,2.88,0.09,0.81,7.54,5.95,0.93,1.50,0.092,0.119,2396,0.053,0.019,0.946,0.001,0.034,365538,233979,3,0.539,0.011,0.030,1148832,0.125,1.694,0.041,19.65,170390,170,1.419,0.300,0.780,21135949,1.21,14.16,0.000,0.596,0.327,6.3,16.9,24.0,144.0,46000,0.175,0.00,0.0019,0.095,628,0.637,0.000,0.736,0.203,3.24,6.01,3.89,0.93,0.328,1.66,1.07,1.17,0.670,0.00418,3.93,169.6732,6537.58,91953.0,139958.7,26.284,62.2737,214.485,244.804,0.936,0.283,16.7,19.057,103.264,371,971.9,70.51,11.403,61.825,2014.5,50.523,0.136,2.00,6.2634,28548.7,1.1080,0.6019,10.09,1.621,0.432,0.6817,0.0000
