step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std
110000,5094,1.614,0.705,23.29,412106,380989,1,23692,6888,1616614,919626.2,2335701.5,0.006,0.805,0.080,0.110,40,14.16,8.23,0.65,1.23,1.33,2.53,0.10,1.12,6.15,5.55,0.90,1.43,0.075,0.105,2296,0.070,0.018,0.935,0.001,0.046,616130,393725,5,0.549,0.082,0.034,1706229,0.097,2.235,0.045,17.82,328873,201,1.445,0.288,0.771,39063406,1.30,16.34,0.000,0.618,0.340,5.0,14.0,22.0,126.0,41905,0.160,0.00,0.0029,0.095,923,0.712,0.000,0.789,0.343,2.90,5.97,3.15,0.90,0.341,2.04,1.10,1.24,0.742,0.00441,5.91,231.3598,7717.00,90492.5,139958.7,63.903,123.5795,282.304,317.581,0.980,0.278,24.0,22.454,204.176,244,542.5,49.19,8.525,128.355,2855.9,84.257,0.134,2.00,5.5427,28234.5,1.3660,0.7853,8.23,1.690,0.415,1.3183,0.0000
120000,4995,1.672,0.647,22.23,295689,282746,0,9086,3956,1267126,651380.6,1807386.1,0.004,0.751,0.081,0.164,68,15.39,9.50,0.77,1.33,1.82,3.41,0.10,0.94,6.15,5.23,1.03,1.50,0.091,0.114,2613,0.049,0.020,0.941,0.001,0.038,362944,221204,4,0.458,0.014,0.035,1178387,0.130,1.690,0.041,19.87,170201,183,1.426,0.275,0.788,20938881,1.34,15.53,0.000,0.660,0.381,6.0,14.0,24.0,130.0,44188,0.169,0.00,0.0021,0.110,851,0.631,0.000,0.744,0.216,3.04,5.92,3.56,1.04,0.382,2.10,1.13,1.28,0.663,0.00393,3.79,166.7409,6752.98,95477.8,139958.7,25.695,63.0579,212.267,251.290,0.966,0.291,22.5,19.647,103.651,353,890.1,27.75,11.732,62.337,2435.9,50.547,0.135,2.00,4.7985,23968.6,1.0374,0.6228,8.85,1.652,0.423,0.6817,0.0000
130000,4785,1.603,0.675,23.81,402482,370696,0,25281,6715,1642173,910911.9,2300693.2,0.003,0.808,0.075,0.114,39,14.13,9.03,0.65,1.14,1.44,3.08,0.08,0.95,5.89,5.32,0.90,1.38,0.078,0.105,2152,0.081,0.015,0.949,0.001,0.035,605399,384591,3,0.434,0.217,0.031,2145955,0.091,2.138,0.041,18.17,327088,194,1.401,0.278,0.766,38000387,1.31,16.54,0.000,0.650,0.346,5.0,14.0,20.0,154.0,38566,0.147,0.00,0.0032,0.106,895,0.700,0.000,0.772,0.347,2.88,5.95,3.08,0.90,0.346,2.08,1.10,1.25,0.731,0.00480,5.85,222.7242,6864.16,93726.4,139958.7,63.239,123.7744,276.475,315.628,0.959,0.286,21.9,22.955,204.109,313,777.5,34.25,8.925,128.734,2909.9,82.820,0.135,2.00,5.4614,26132.7,1.3859,0.7844,8.06,1.707,0.409,1.3183,0.0000
140000,4545,1.686,0.617,20.71,292724,279170,0,9859,3935,1318318,649543.1,1763693.0,0.004,0.741,0.091,0.164,68,15.73,9.32,0.68,1.21,1.79,3.43,0.13,1.03,6.72,5.36,0.93,1.42,0.085,0.111,2275,0.058,0.019,0.938,0.000,0.042,355100,209547,2,0.512,0.064,0.046,1472289,0.112,1.736,0.041,20.28,170897,170,1.338,0.293,0.767,19619866,1.28,15.04,0.000,0.624,0.352,6.0,15.9,24.0,104.0,42352,0.162,0.00,0.0021,0.100,727,0.608,0.000,0.729,0.207,3.04,5.78,3.65,0.94,0.354,1.89,1.12,1.22,0.643,0.00439,3.69,158.9927,6171.21,95697.2,139958.7,25.891,62.3542,207.611,250.480,0.952,0.292,20.6,19.948,103.755,352,888.9,30.46,12.286,61.824,2532.7,49.608,0.134,2.00,5.5094,25040.1,1.0962,0.6154,9.32,1.628,0.430,0.6817,0.0000
150000,4840,1.615,0.667,22.16,399015,365261,3,22661,10795,1556917,902195.9,2252632.8,0.005,0.777,0.101,0.117,45,13.85,8.07,0.61,0.93,1.34,2.75,0.14,1.50,5.98,5.27,0.95,1.41,0.077,0.104,2112,0.081,0.019,0.933,0.001,0.046,593433,390280,5,0.447,0.062,0.040,2244322,0.104,2.147,0.043,17.09,301433,200,1.447,0.286,0.758,35043767,1.30,16.46,0.000,0.641,0.368,5.6,14.0,20.0,128.0,39071,0.149,0.00,0.0031,0.110,852,0.696,0.000,0.780,0.341,2.85,5.91,3.07,0.95,0.368,2.00,1.10,1.25,0.726,0.00451,5.58,220.7014,6654.50,95309.1,139958.7,63.506,125.0564,269.530,312.429,0.964,0.296,23.1,21.810,204.456,258,601.2,41.62,8.029,129.818,3190.0,82.487,0.135,2.00,5.0706,24541.7,1.2729,0.7843,8.07,1.688,0.416,1.3183,0.0000
160000,5082,1.582,0.610,20.90,314398,296745,0,10325,7086,1349355,647572.4,1812842.4,0.004,0.727,0.106,0.163,70,14.09,8.03,0.63,1.16,1.37,2.43,0.10,0.81,6.28,5.50,0.99,1.42,0.080,0.103,2328,0.087,0.023,0.933,0.001,0.043,376504,221429,3,0.413,0.008,0.035,1383400,0.135,1.862,0.036,19.89,178541,168,1.343,0.319,0.773,19243823,1.29,16.01,0.000,0.668,0.380,5.7,14.0,19.9,114.0,42629,0.163,0.00,0.0020,0.109,990,0.567,0.000,0.734,0.194,2.94,5.80,3.46,1.00,0.382,2.03,1.10,1.24,0.607,0.00409,3.95,162.2071,6230.76,97460.6,139958.7,24.909,62.2403,213.475,255.074,0.969,0.301,24.0,20.803,103.513,314,789.0,34.20,11.663,62.940,2489.8,50.400,0.134,2.00,4.5287,23014.6,1.0453,0.6210,8.39,1.644,0.425,0.6817,0.0000
170000,4775,1.612,0.638,21.76,403064,369643,0,22826,10902,1619502,898262.7,2276124.5,0.004,0.780,0.092,0.123,45,13.72,7.68,0.58,0.99,1.26,2.41,0.10,0.83,6.09,5.31,0.90,1.41,0.073,0.102,2163,0.074,0.017,0.939,0.001,0.043,599412,355524,6,0.380,0.151,0.037,1931082,0.109,2.109,0.040,17.77,308773,191,1.405,0.303,0.754,34700119,1.28,16.49,0.000,0.647,0.344,5.0,14.0,20.0,94.0,38404,0.146,0.00,0.0031,0.108,871,0.677,0.000,0.774,0.340,2.86,5.85,3.11,0.90,0.345,1.98,1.09,1.23,0.710,0.00478,5.96,218.6772,6330.01,95478.7,139958.7,62.645,124.3391,271.126,306.955,0.963,0.294,21.8,22.848,204.077,265,682.6,45.28,8.394,129.620,2976.4,81.494,0.135,2.00,5.2339,24992.0,1.3009,0.7733,8.04,1.677,0.414,1.3183,0.0000
180000,5056,1.604,0.603,21.75,310866,293709,1,10766,6109,1351470,647908.0,1820195.5,0.004,0.729,0.101,0.166,70,14.35,8.34,0.61,1.04,1.48,2.69,0.10,0.74,6.32,5.53,0.98,1.45,0.084,0.111,2440,0.064,0.021,0.929,0.001,0.050,375873,221760,5,0.401,0.001,0.045,1469662,0.124,1.614,0.038,19.73,177492,171,1.347,0.304,0.760,19657652,1.28,15.96,0.000,0.664,0.373,5.7,14.0,22.0,182.0,43044,0.164,0.00,0.0020,0.113,913,0.592,0.000,0.735,0.203,2.98,5.89,3.38,0.98,0.373,1.94,1.10,1.24,0.630,0.00400,3.79,163.4010,6197.79,97622.3,139958.7,25.417,62.4754,212.431,253.919,0.961,0.302,23.0,20.215,103.736,392,941.5,25.52,11.625,62.748,2236.3,50.481,0.134,2.00,4.5241,22873.8,1.0493,0.6165,8.51,1.653,0.426,0.6817,0.0000
190000,4668,1.597,0.681,23.13,412853,377780,0,24368,11093,1668398,899310.4,2278960.8,0.003,0.789,0.093,0.115,43,13.53,7.47,0.58,1.05,1.28,2.46,0.10,0.95,6.00,5.33,0.92,1.41,0.077,0.106,1994,0.079,0.019,0.936,0.001,0.045,605661,380366,4,0.359,0.304,0.031,1828348,0.104,2.194,0.045,17.57,315346,192,1.366,0.296,0.755,35554992,1.28,16.56,0.000,0.646,0.353,5.0,14.0,18.8,136.0,37170,0.142,0.00,0.0032,0.103,828,0.682,0.000,0.776,0.331,2.87,5.83,3.20,0.92,0.355,1.96,1.11,1.23,0.715,0.00484,5.69,218.4049,6888.50,95413.2,139958.7,62.726,124.7458,271.405,312.529,0.961,0.290,21.1,22.605,204.531,266,634.4,35.79,8.509,130.003,3200.2,81.718,0.135,2.00,5.2800,24646.8,1.3633,0.7609,7.96,1.687,0.416,1.3183,0.0000
200000,5179,1.608,0.637,23.20,300470,285675,0,9298,4986,1279793,646678.4,1784226.6,0.004,0.737,0.097,0.161,70,14.71,9.06,0.72,1.28,1.71,2.98,0.12,1.06,5.68,5.01,1.06,1.42,0.090,0.107,2503,0.078,0.019,0.938,0.001,0.042,365063,216058,3,0.430,0.001,0.047,1359210,0.122,1.690,0.041,19.76,171417,170,1.394,0.306,0.790,19498565,1.32,16.32,0.000,0.672,0.417,5.0,14.0,23.5,128.0,42687,0.163,0.00,0.0022,0.115,802,0.592,0.000,0.735,0.208,2.90,5.95,3.10,1.07,0.421,2.04,1.13,1.27,0.629,0.00389,3.87,162.0997,6671.54,96138.3,139958.7,25.641,62.0978,210.039,249.215,0.972,0.298,24.2,20.156,103.473,394,946.6,34.09,11.501,62.417,2325.4,50.144,0.135,2.00,4.5380,23502.4,1.0614,0.6277,8.24,1.696,0.416,0.6817,0.0000
210000,4714,1.630,0.654,21.33,392792,362924,1,21700,8632,1616515,909095.6,2268097.2,0.006,0.801,0.085,0.107,44,14.04,8.55,0.61,1.11,1.32,2.59,0.11,1.35,6.22,5.18,0.92,1.36,0.072,0.098,1981,0.106,0.019,0.949,0.001,0.031,591800,373400,4,0.420,0.106,0.028,2044111,0.095,2.252,0.042,18.03,304222,198,1.403,0.274,0.765,35568929,1.27,16.22,0.000,0.630,0.358,4.5,14.0,21.1,134.0,38947,0.149,0.00,0.0031,0.113,883,0.683,0.000,0.770,0.349,2.87,5.78,3.25,0.93,0.362,1.95,1.12,1.22,0.715,0.00497,5.61,217.2480,6702.42,94843.9,139958.7,63.112,123.7247,270.496,318.077,0.968,0.288,22.8,23.420,204.735,286,655.7,65.40,9.059,129.244,2901.2,82.130,0.136,2.00,5.3800,25361.4,1.3357,0.7829,8.26,1.641,0.427,1.3183,0.0000
220000,4121,1.831,0.590,19.30,279580,265265,0,10440,4468,1287625,651829.7,1720833.2,0.004,0.740,0.101,0.155,77,17.96,11.09,0.64,1.47,2.38,3.94,0.13,0.80,7.73,5.79,0.83,1.33,0.094,0.123,1869,0.073,0.024,0.948,0.000,0.029,345648,228769,3,0.475,0.007,0.056,1462352,0.114,1.775,0.040,19.76,155244,171,1.336,0.271,0.759,18440000,1.22,13.95,0.000,0.541,0.315,6.4,16.8,28.0,152.0,44868,0.171,0.00,0.0020,0.089,588,0.612,0.000,0.728,0.227,3.17,5.70,3.84,0.87,0.335,1.59,1.12,1.17,0.645,0.00475,3.49,156.1723,6365.39,93177.7,139958.7,26.152,62.2948,200.927,250.341,0.935,0.286,18.9,19.586,103.700,342,801.7,60.47,11.899,62.289,2007.7,49.873,0.135,2.00,6.8102,28064.8,1.0916,0.6034,10.89,1.580,0.444,0.6817,0.0000
230000,5056,1.614,0.667,24.01,387260,358551,6,19459,8309,1511280,907008.9,2328195.8,0.004,0.776,0.118,0.102,45,13.91,8.14,0.64,0.88,1.31,2.75,0.13,1.02,5.74,5.04,0.87,1.30,0.069,0.097,1963,0.097,0.019,0.937,0.001,0.043,608210,460089,3,0.667,0.031,0.056,2404099,0.103,2.164,0.043,17.59,304345,210,1.541,0.279,0.779,37407776,1.31,16.98,0.000,0.623,0.359,5.0,14.0,20.0,127.0,39554,0.151,0.00,0.0031,0.117,750,0.726,0.000,0.795,0.377,2.79,6.12,2.54,0.88,0.361,2.08,1.10,1.25,0.754,0.00411,5.60,233.8698,7012.67,91143.7,139958.7,68.480,120.9098,277.821,292.462,0.961,0.277,21.7,20.797,203.393,262,580.8,35.98,8.313,124.325,2875.1,83.112,0.135,2.00,5.5956,28291.1,1.4497,0.8187,7.82,1.732,0.408,1.3183,0.0000
240000,4388,1.809,0.595,20.51,281821,267572,0,10528,4389,1298949,645369.0,1736616.6,0.004,0.730,0.116,0.150,74,17.37,10.33,0.59,1.06,2.33,4.01,0.13,1.15,7.41,5.98,0.89,1.38,0.096,0.123,2058,0.064,0.016,0.942,0.001,0.041,347460,227343,2,0.546,0.020,0.043,1684185,0.121,1.689,0.039,19.55,163629,171,1.337,0.269,0.757,18635256,1.22,14.37,0.001,0.574,0.333,6.0,16.3,28.0,128.0,45916,0.175,0.00,0.0020,0.095,591,0.624,0.000,0.729,0.225,3.12,5.69,3.78,0.92,0.350,1.65,1.11,1.18,0.656,0.00435,3.51,157.5926,6438.51,93454.7,139958.7,26.925,62.4091,201.451,238.383,0.925,0.285,19.7,19.074,103.546,295,725.5,33.85,11.543,61.704,2078.1,49.375,0.135,2.00,6.2169,27279.8,1.0560,0.6011,10.46,1.615,0.441,0.6817,0.0000
250000,4745,1.595,0.667,22.83,389850,362190,3,19227,8073,1545767,902768.7,2302742.5,0.003,0.785,0.110,0.102,44,13.89,8.57,0.65,1.07,1.36,3.18,0.10,0.74,5.93,5.20,0.90,1.37,0.073,0.104,1971,0.084,0.020,0.933,0.001,0.046,599884,438049,2,0.629,0.017,0.043,2258966,0.103,2.236,0.043,17.52,321825,204,1.490,0.280,0.748,37070255,1.32,16.85,0.000,0.625,0.356,4.9,14.0,20.0,134.0,38173,0.146,0.00,0.0032,0.109,753,0.719,0.000,0.780,0.365,2.79,5.91,2.76,0.91,0.359,2.08,1.11,1.26,0.748,0.00446,5.62,228.3749,6785.05,94429.1,139958.7,67.378,121.9434,274.526,297.253,0.945,0.288,21.5,21.150,203.691,259,613.0,50.78,8.309,125.479,3049.4,82.314,0.135,2.00,5.4140,25689.6,1.3458,0.8008,8.04,1.686,0.425,1.3183,0.0000
260000,4552,1.705,0.611,20.64,292608,276935,0,10864,5002,1352021,642958.8,1747455.1,0.004,0.720,0.129,0.147,76,16.15,10.56,0.67,1.20,2.04,3.89,0.17,1.56,6.76,5.66,0.93,1.41,0.089,0.117,2158,0.059,0.024,0.935,0.000,0.040,354796,229524,2,0.557,0.006,0.055,1711355,0.120,1.754,0.040,19.38,167854,168,1.292,0.277,0.767,18148440,1.27,15.31,0.001,0.606,0.351,5.6,16.0,27.2,192.0,43890,0.167,0.00,0.0021,0.096,746,0.604,0.000,0.718,0.213,3.00,5.73,3.42,0.95,0.363,1.90,1.11,1.22,0.638,0.00431,3.50,156.6270,6376.96,96850.9,139958.7,26.784,62.0320,202.814,243.138,0.969,0.296,23.5,19.618,103.738,300,736.2,30.45,11.283,62.031,2415.3,49.419,0.135,2.00,5.2391,23848.2,1.0414,0.5939,9.64,1.604,0.445,0.6817,0.0000
270000,4698,1.611,0.688,23.17,399849,368657,0,22815,8231,1659251,889625.3,2250613.5,0.004,0.763,0.127,0.105,46,13.67,8.26,0.64,0.87,1.40,3.00,0.15,1.34,5.72,5.32,0.97,1.39,0.076,0.102,2001,0.079,0.015,0.941,0.000,0.044,590256,400121,2,0.623,0.037,0.052,2595487,0.096,2.218,0.045,17.52,314958,191,1.356,0.280,0.754,33499115,1.32,16.95,0.000,0.637,0.384,5.0,14.0,20.0,134.0,37167,0.142,0.00,0.0033,0.116,791,0.685,0.000,0.774,0.337,2.80,5.92,2.78,0.98,0.386,2.12,1.11,1.25,0.718,0.00470,5.81,215.3886,6920.66,96365.8,139958.7,64.389,123.6614,267.309,294.434,0.962,0.293,22.5,22.084,203.635,279,641.3,34.86,8.229,128.276,3212.8,80.463,0.135,2.00,4.9893,23439.9,1.3111,0.7547,7.91,1.697,0.422,1.3183,0.0000
