step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std
110000,4684,1.820,0.619,19.68,394779,320128,531,10825,63206,693445,985259.6,2376988.5,0.154,0.510,0.229,0.107,72,15.27,9.56,0.05,0.97,1.00,2.44,0.01,0.28,9.81,6.72,0.00,0.00,0.046,0.092,905,0.156,0.029,0.949,0.000,0.022,639981,496232,2,0.514,0.056,0.002,38446,0.253,2.768,0.041,11.56,306979,172,3.428,0.325,0.835,23595805,1.02,16.82,0.001,0.144,0.000,7.0,13.1,22.0,128.0,50903,0.194,0.00,0.0021,0.058,483,0.779,0.000,0.879,0.403,2.95,4.46,3.23,0.00,0.000,1.02,1.02,1.02,0.793,0.00204,3.37,325.1380,8449.99,51695.0,140064.9,87.363,112.4942,293.193,248.312,0.870,0.178,8.3,9.544,207.983,155,339.1,84.51,5.095,113.695,1026.0,97.152,0.135,2.00,14.5741,68264.9,2.0331,0.6834,10.87,1.482,0.496,1.0000,0.0000
120000,4620,1.854,0.562,18.96,304197,261250,251,6442,36318,470503,643265.2,1826578.2,0.150,0.519,0.202,0.130,111,17.62,12.99,0.03,0.63,1.99,3.93,0.00,0.11,10.18,7.16,0.00,0.15,0.078,0.108,1165,0.224,0.033,0.944,0.000,0.022,392100,295340,4,0.543,0.010,0.001,40544,0.239,1.863,0.037,11.68,173181,159,3.882,0.304,0.815,14388000,1.01,16.00,0.003,0.213,0.001,6.4,15.0,30.8,128.0,56394,0.215,0.00,0.0014,0.084,583,0.680,0.000,0.832,0.267,3.11,4.82,3.33,0.00,0.001,1.01,1.01,1.01,0.693,0.00196,2.08,223.9144,7418.53,81980.0,140064.9,33.152,70.4524,211.558,181.510,0.959,0.280,11.5,9.033,105.968,169,362.7,36.82,5.937,64.782,1116.5,57.211,0.134,2.00,8.3713,38675.4,1.0410,0.6214,12.21,1.443,0.506,1.0000,0.0000
130000,4696,1.814,0.690,20.18,391493,317602,556,10388,62871,644675,977186.8,2375495.0,0.151,0.514,0.238,0.096,73,14.98,9.48,0.02,0.51,1.03,2.30,0.00,0.04,9.38,6.26,0.00,0.05,0.048,0.093,869,0.158,0.032,0.945,0.001,0.022,642121,501868,5,0.487,0.044,0.000,35852,0.259,3.447,0.042,11.53,302752,168,3.685,0.324,0.848,23674763,1.01,17.19,0.001,0.135,0.001,6.1,12.7,22.0,128.0,48980,0.187,0.00,0.0022,0.059,518,0.776,0.000,0.886,0.410,2.87,4.45,3.05,0.00,0.001,1.01,1.01,1.01,0.789,0.00197,3.38,325.7248,9646.21,50844.0,140064.9,88.658,111.6002,290.686,243.351,0.877,0.168,7.2,9.238,207.234,144,302.1,130.20,5.048,112.425,1042.6,96.249,0.135,2.00,14.4765,67981.9,2.0834,0.6921,10.43,1.505,0.499,1.0000,0.0000
140000,4498,1.872,0.578,19.07,309192,264374,227,7756,37033,536093,643754.2,1851212.8,0.158,0.514,0.209,0.119,110,18.04,12.91,0.07,0.95,2.13,3.65,0.00,0.04,10.17,7.48,0.00,0.08,0.084,0.118,1133,0.184,0.035,0.939,0.000,0.026,397418,295614,2,0.541,0.102,0.000,38007,0.250,1.945,0.039,11.89,175893,162,3.453,0.301,0.810,14132871,1.02,15.91,0.002,0.220,0.001,6.3,15.1,28.0,136.0,55635,0.212,0.00,0.0014,0.075,615,0.668,0.000,0.831,0.266,3.10,4.86,3.31,0.00,0.002,1.02,1.02,1.02,0.683,0.00206,2.10,222.9820,7474.62,83493.4,140064.9,32.845,70.7396,212.095,182.638,0.952,0.289,11.4,9.267,105.999,146,306.1,69.81,6.079,64.855,1368.5,57.072,0.135,2.00,8.2366,37048.4,1.0007,0.6099,12.37,1.443,0.511,1.0000,0.0000
150000,4694,1.798,0.672,19.49,387539,312352,571,11793,62627,685772,985554.0,2352189.8,0.151,0.533,0.235,0.081,72,14.77,10.41,0.05,0.86,1.07,2.59,0.01,0.26,9.45,6.84,0.00,0.07,0.048,0.096,875,0.140,0.033,0.939,0.001,0.028,636944,490839,6,0.526,0.089,0.000,40629,0.267,3.432,0.041,11.75,307837,169,3.430,0.311,0.841,23571272,1.01,17.24,0.002,0.139,0.001,6.5,12.0,22.0,152.0,49621,0.189,0.00,0.0022,0.059,490,0.767,0.000,0.885,0.412,2.89,4.52,2.97,0.00,0.001,1.01,1.01,1.01,0.780,0.00202,3.47,319.6618,9282.90,50606.5,140064.9,87.508,112.2174,284.954,241.770,0.860,0.169,8.1,9.503,206.884,148,288.2,147.06,5.045,113.260,1119.1,96.375,0.135,2.00,14.6184,68618.9,2.0811,0.6721,10.57,1.461,0.513,1.0000,0.0000
160000,4682,1.847,0.528,18.80,311326,265905,203,8293,36937,572218,646323.0,1858843.4,0.160,0.522,0.204,0.114,109,16.95,11.92,0.07,0.95,1.95,3.69,0.00,0.15,9.87,7.15,0.00,0.12,0.080,0.116,1172,0.212,0.032,0.940,0.001,0.026,399529,296409,8,0.547,0.009,0.001,25214,0.259,1.708,0.035,11.76,176611,156,3.248,0.304,0.813,14194645,1.02,16.06,0.002,0.229,0.001,6.1,14.0,28.0,128.0,55635,0.212,0.00,0.0014,0.079,603,0.665,0.000,0.829,0.266,3.11,4.77,3.35,0.00,0.001,1.02,1.02,1.02,0.680,0.00202,2.12,222.2616,6806.70,82531.0,140064.9,32.447,70.8448,212.388,182.838,0.961,0.284,10.4,9.466,105.944,161,347.4,34.82,5.953,65.356,1187.5,57.487,0.135,2.00,8.2524,38637.7,1.0353,0.5977,11.88,1.433,0.509,1.0000,0.0000
170000,4646,1.850,0.655,19.93,392187,317297,546,11443,62937,714556,980917.4,2375787.0,0.154,0.516,0.227,0.103,74,15.36,8.80,0.04,0.64,1.10,2.42,0.00,0.13,9.64,6.30,0.00,0.02,0.052,0.097,866,0.178,0.031,0.942,0.002,0.026,633788,492850,8,0.493,0.182,0.001,18105,0.266,3.014,0.041,11.27,299130,165,3.325,0.320,0.844,23565816,1.01,16.88,0.001,0.141,0.000,7.1,13.1,22.0,104.0,50128,0.191,0.00,0.0022,0.054,525,0.778,0.000,0.877,0.401,2.95,4.48,3.16,0.00,0.000,1.01,1.02,1.01,0.792,0.00205,3.35,322.9573,8983.44,53253.0,140064.9,88.150,112.0550,289.982,247.459,0.891,0.176,8.2,9.510,207.865,133,258.8,111.30,4.942,113.226,1185.6,96.690,0.135,2.00,14.2180,66056.8,1.9143,0.6589,10.79,1.501,0.501,1.0000,0.0000
180000,4520,1.883,0.571,18.80,302554,259227,189,7332,35932,547089,641878.0,1841373.8,0.156,0.505,0.197,0.142,110,18.07,12.64,0.08,1.09,2.08,3.71,0.00,0.03,10.34,7.72,0.00,0.11,0.083,0.123,1170,0.160,0.037,0.935,0.002,0.027,389011,296776,5,0.557,0.179,0.000,20867,0.251,1.815,0.039,11.54,173363,158,3.366,0.317,0.809,13711330,1.03,15.64,0.003,0.236,0.000,6.2,14.3,28.0,128.0,56460,0.215,0.00,0.0014,0.073,562,0.676,0.000,0.814,0.268,3.19,4.77,3.55,0.00,0.000,1.03,1.03,1.03,0.691,0.00206,2.13,221.3317,7494.88,82527.3,140064.9,33.037,70.1167,210.423,181.193,0.958,0.288,11.6,9.331,106.145,163,338.1,41.81,5.813,64.979,1198.4,57.145,0.135,2.00,8.4138,38030.3,1.0258,0.5917,12.49,1.448,0.492,1.0000,0.0000
190000,4609,1.873,0.723,20.46,392062,319415,466,11134,60958,738252,986941.9,2426778.2,0.149,0.517,0.226,0.108,72,16.20,10.37,0.06,0.96,1.28,2.81,0.00,0.00,9.77,6.78,0.00,0.06,0.057,0.102,862,0.187,0.029,0.947,0.001,0.023,644980,505516,8,0.475,0.071,0.000,14765,0.303,3.581,0.042,11.26,308062,167,3.287,0.330,0.859,24090050,1.02,16.69,0.002,0.143,0.000,8.0,14.0,24.0,156.0,51200,0.195,0.00,0.0022,0.062,525,0.783,0.000,0.878,0.411,2.99,4.45,3.29,0.00,0.000,1.02,1.02,1.02,0.797,0.00212,3.53,329.1674,10110.14,51964.1,140064.9,87.367,112.2884,295.110,246.617,0.900,0.170,9.0,9.751,207.396,108,214.1,93.78,4.733,113.839,1246.6,97.688,0.134,2.00,14.3451,66116.7,1.9637,0.6587,11.11,1.531,0.492,1.0000,0.0000
200000,4320,1.936,0.539,19.30,288613,245255,221,10763,32663,713217,648920.4,1814677.0,0.156,0.516,0.190,0.138,97,18.60,12.65,0.06,1.03,2.18,3.99,0.00,0.08,10.41,7.37,0.00,0.00,0.086,0.121,1200,0.209,0.034,0.941,0.001,0.024,377570,290806,8,0.512,0.008,0.001,71903,0.170,1.762,0.036,12.63,166634,141,2.544,0.332,0.801,13462336,1.02,15.54,0.001,0.242,0.000,7.1,16.0,28.0,140.0,54701,0.209,0.00,0.0014,0.073,400,0.678,0.000,0.816,0.280,3.18,4.73,3.63,0.00,0.000,1.03,1.03,1.02,0.697,0.00239,2.20,212.1839,6836.65,84423.6,140064.9,32.172,70.2378,205.141,189.330,0.925,0.289,11.9,10.328,105.487,216,458.2,53.98,6.648,64.695,1138.7,56.319,0.135,2.00,8.5245,36825.8,1.0480,0.5309,12.66,1.483,0.484,1.0000,0.0000
