step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density
100000,3.22,18,0,0,0,3,0,1.00,24,0.000,1354,0.61,136.69,34.54,606,0,0,0,1.00,1.00,1.00,1,2,2,21.7,29.053,3,1.072
100000,23.30,64,7,0,0,9,0,3.10,12,0.000,1321,3.83,203.23,74.47,592,0,0,0,3.50,2.50,3.25,5,5,8,12.7,79.848,16,1.013
100000,22.29,64,9,0,0,4,0,3.95,12,0.000,1203,3.12,153.11,14.03,592,0,0,0,3.86,3.29,4.83,6,3,8,12.7,55.613,13,1.013
100000,42.36,34,15,1,0,6,0,6.45,12,0.024,1203,2.44,94.72,33.28,606,0,0,1,3.75,10.00,6.17,5,6,4,7.5,91.042,22,1.145
100000,6.48,16,0,0,0,6,0,1.00,16,0.000,1065,1.08,95.70,45.74,606,0,0,0,1.00,1.00,1.00,3,2,6,13.4,27.480,6,1.080
100000,26.34,64,9,2,0,6,1,3.41,10,0.076,1055,2.54,182.10,153.90,592,0,0,1,3.50,2.25,4.83,5,6,8,17.3,55.328,17,1.013
100000,23.30,64,9,0,0,5,0,4.29,8,0.000,1036,2.49,126.13,181.19,592,0,0,0,3.38,2.50,7.00,5,4,8,19.5,46.326,14,1.013
100000,19.69,64,7,0,0,5,0,3.89,14,0.000,837,1.15,38.05,74.51,592,0,0,0,3.50,1.83,6.33,3,3,8,18.0,42.412,12,1.036
100000,2.20,11,0,0,0,2,0,1.00,26,0.000,803,1.41,25.49,13.21,606,1,0,0,1.00,1.00,1.00,1,1,2,27.2,22.681,2,1.098
100000,12.46,14,0,0,1,11,0,1.00,14,0.000,786,2.03,25.45,42.30,606,2,2,0,1.00,1.00,1.00,2,5,4,41.7,40.967,12,1.083
100000,39.51,64,8,13,0,10,3,3.19,0,0.329,756,3.22,167.95,114.99,592,0,0,3,3.12,2.38,3.62,8,8,8,8.9,61.416,31,1.013
100000,3.25,16,0,0,0,3,0,1.00,24,0.000,726,2.10,20.72,28.32,606,2,2,0,1.00,1.00,1.00,1,3,1,59.8,17.182,3,1.083
100000,18.65,64,8,0,0,4,0,3.82,10,0.000,726,2.09,49.71,44.49,592,1,0,0,3.50,3.50,4.67,4,3,8,24.9,36.978,12,0.933
100000,8.67,16,0,0,0,8,0,1.00,20,0.000,711,1.19,69.76,24.66,606,0,0,0,1.00,1.00,1.00,4,2,4,17.8,30.828,8,1.083
100000,15.67,15,0,0,1,14,0,1.00,14,0.000,703,1.87,27.99,30.37,606,2,2,0,1.00,1.00,1.00,3,5,4,43.8,43.586,15,1.081
100000,41.71,64,20,0,0,5,0,8.42,6,0.000,699,5.30,119.46,134.24,592,0,0,0,7.50,5.88,11.20,3,5,8,13.0,47.069,25,0.927
100000,25.33,64,8,1,0,8,1,3.08,6,0.039,688,1.31,122.05,160.28,592,1,0,1,3.57,3.29,2.67,7,6,8,26.2,31.939,17,1.013
100000,12.96,16,0,0,0,12,0,1.00,16,0.000,686,3.07,77.68,19.00,606,0,0,0,1.00,1.00,1.00,2,3,6,12.7,37.571,12,1.080
100000,57.75,64,9,12,0,27,3,3.23,2,0.208,684,2.29,105.01,200.18,592,0,1,3,3.38,1.00,4.43,9,7,8,18.0,85.393,48,1.013
100000,32.42,64,9,0,0,14,0,3.88,8,0.000,684,2.85,147.93,15.52,592,0,0,0,3.38,1.25,7.00,3,4,8,23.1,52.985,23,1.013
100000,24.31,64,9,0,0,6,0,4.70,12,0.000,679,1.15,20.62,33.86,592,0,0,0,3.38,1.88,13.00,3,2,8,22.8,41.654,15,1.013
100000,9.34,13,0,0,0,9,0,1.00,20,0.000,669,0.86,33.77,33.81,606,1,0,0,1.00,1.00,1.00,2,3,3,24.2,31.867,9,1.038
100000,66.86,64,11,13,0,31,5,3.60,2,0.194,664,6.95,236.75,110.79,592,0,0,5,4.12,1.00,4.79,8,7,8,14.9,93.814,55,1.013
100000,33.43,64,10,0,0,13,0,4.38,8,0.000,643,4.30,88.86,99.57,592,1,2,0,3.75,2.12,7.25,4,4,8,27.6,41.314,23,1.013
100000,6.41,12,0,0,0,6,0,1.00,20,0.000,640,0.39,24.82,44.88,606,0,0,0,1.00,1.00,1.00,2,2,4,19.9,24.622,6,1.068
100000,9.31,11,0,0,1,8,0,1.00,18,0.000,634,1.57,20.29,34.48,651,1,2,0,1.00,1.00,1.00,2,3,4,35.0,28.209,9,1.095
100000,14.63,16,0,0,1,13,0,1.00,16,0.000,632,1.12,27.26,62.74,606,0,0,0,1.00,1.00,1.00,2,4,4,17.9,37.084,14,1.083
100000,6.50,14,0,0,0,6,0,1.00,20,0.000,624,1.58,24.69,36.84,606,2,2,0,1.00,1.00,1.00,1,2,4,52.0,20.073,6,1.083
100000,6.50,16,0,0,0,6,0,1.00,22,0.000,624,0.94,44.37,26.72,606,0,0,0,1.00,1.00,1.00,2,3,2,17.9,25.400,6,1.083
100000,17.88,17,0,0,1,16,0,1.00,14,0.000,623,2.37,27.39,37.68,606,2,2,0,1.00,1.00,1.00,2,5,4,46.0,41.118,17,1.083
100000,29.38,64,9,5,0,6,3,3.00,4,0.170,613,0.93,192.22,67.83,592,0,0,3,3.86,2.86,2.64,3,7,8,23.5,34.601,20,1.013
100000,7.66,11,0,0,0,7,0,1.00,20,0.000,600,2.58,16.10,37.16,651,2,2,0,1.00,1.00,1.00,1,3,3,48.8,24.722,7,1.095
100000,28.37,64,8,0,0,12,0,3.82,10,0.000,595,1.18,85.71,30.18,592,0,0,0,3.12,1.88,7.33,3,3,8,10.7,34.447,20,1.013
100000,2.71,13,0,0,1,2,0,1.00,24,0.000,594,0.36,27.54,24.00,606,1,1,0,1.00,1.00,1.00,2,2,2,28.0,12.272,3,1.083
100000,16.79,16,0,0,1,15,0,1.00,16,0.000,592,1.58,33.46,37.72,606,2,2,0,1.00,1.00,1.00,2,4,4,59.9,37.888,16,1.083
100000,29.38,64,8,0,0,13,0,2.95,10,0.000,592,4.16,50.86,120.90,592,0,0,0,3.25,1.62,4.33,4,3,8,15.6,39.667,21,1.013
100000,3.15,7,0,0,0,3,0,1.00,24,0.000,586,1.44,29.37,23.66,606,0,0,0,1.00,1.00,1.00,2,2,2,13.8,14.577,3,1.049
100000,3.22,18,0,0,0,3,0,1.00,24,0.000,579,1.30,19.82,31.81,606,0,0,0,1.00,1.00,1.00,1,3,1,8.9,13.925,3,1.072
100000,18.16,17,0,0,0,15,0,1.00,14,0.000,577,2.40,72.01,28.75,661,0,1,0,1.00,1.00,1.00,4,5,4,23.1,35.029,15,1.211
100000,21.28,64,5,0,0,11,0,2.25,12,0.000,577,1.38,79.68,165.65,592,0,0,0,2.83,1.83,2.12,3,5,7,5.3,30.161,16,1.013
100000,2.13,3,0,0,0,2,0,1.00,26,0.000,564,1.61,7.94,14.16,606,0,0,0,1.00,1.00,1.00,1,1,2,17.6,18.981,2,1.066
100000,8.13,16,0,0,1,7,0,1.00,16,0.000,562,2.08,48.85,54.16,606,0,0,0,1.00,1.00,1.00,2,4,4,17.8,23.318,8,1.083
100000,56.73,64,12,12,0,20,3,3.78,0,0.212,555,4.84,196.39,86.85,592,1,1,3,4.50,1.62,4.50,6,8,8,26.0,63.044,44,1.013
100000,5.42,14,0,0,0,5,0,1.00,18,0.000,554,0.45,13.64,15.83,606,2,2,0,1.00,1.00,1.00,3,3,4,51.4,21.648,5,1.083
100000,25.33,64,7,0,0,11,0,2.60,12,0.000,545,3.32,51.95,69.44,592,0,0,0,3.14,1.29,3.50,5,3,8,11.3,34.522,18,1.013
100000,5.49,19,0,0,0,5,0,1.00,20,0.000,534,1.73,43.07,14.55,606,0,0,0,1.00,1.00,1.00,1,3,3,12.5,18.780,5,1.098
100000,7.85,64,0,0,0,7,0,1.00,18,0.000,532,1.40,63.94,26.73,592,0,0,0,1.00,1.00,1.00,2,2,5,22.0,14.278,7,1.122
100000,36.95,64,9,0,0,18,0,4.08,8,0.000,529,1.82,69.00,233.26,592,0,1,0,3.38,1.88,7.00,2,4,8,24.0,40.553,27,1.026
100000,2.17,16,0,0,0,2,0,1.00,26,0.000,528,0.53,11.48,44.11,606,0,0,0,1.00,1.00,1.00,1,2,1,10.2,5.160,2,1.083
100000,7.66,18,0,0,0,7,0,1.00,20,0.000,524,0.15,30.56,15.48,651,2,1,0,1.00,1.00,1.00,1,4,2,40.4,18.658,7,1.095
100000,33.43,64,10,0,0,13,0,4.50,8,0.000,524,3.95,66.22,53.81,592,1,0,0,3.75,2.50,7.25,4,4,8,24.9,35.605,23,1.013
100000,6.37,11,0,0,0,6,0,1.00,22,0.000,521,0.53,12.20,22.38,606,1,1,0,1.00,1.00,1.00,1,2,3,27.7,21.658,6,1.062
100000,6.50,16,0,0,0,6,0,1.00,22,0.000,520,1.91,35.30,19.98,606,0,0,0,1.00,1.00,1.00,2,2,3,8.7,19.541,6,1.083
100000,6.38,12,0,0,0,6,0,1.00,22,0.000,508,1.10,30.82,19.80,606,0,0,0,1.00,1.00,1.00,1,4,2,23.2,18.288,6,1.063
100000,13.54,14,0,0,1,12,0,1.00,14,0.000,508,1.07,13.98,24.30,606,2,2,0,1.00,1.00,1.00,3,5,4,44.5,28.799,13,1.083
100000,5.26,17,0,0,0,5,0,1.00,20,0.000,507,0.14,14.37,32.73,606,0,0,0,1.00,1.00,1.00,2,1,5,17.5,12.786,5,1.052
100000,7.20,48,0,0,5,5,0,1.00,16,0.000,507,0.20,25.98,37.00,592,1,0,0,1.00,1.00,1.00,3,6,2,24.6,20.781,10,0.959
100000,17.88,21,0,0,1,16,0,1.00,12,0.000,506,1.80,20.19,33.21,606,2,2,0,1.00,1.00,1.00,4,5,5,51.9,31.126,17,1.083
100000,4.33,14,0,0,0,4,0,1.00,22,0.000,505,2.43,23.23,24.92,606,0,0,0,1.00,1.00,1.00,2,1,4,17.8,17.826,4,1.083
100000,14.63,14,0,0,1,13,0,1.00,14,0.000,502,0.38,11.41,38.60,606,2,2,0,1.00,1.00,1.00,2,5,4,42.0,30.120,14,1.083
100000,3.25,13,0,0,0,3,0,1.00,24,0.000,500,2.04,14.76,24.33,651,0,0,0,1.00,1.00,1.00,1,3,1,19.3,13.805,3,1.085
100000,16.21,64,8,0,0,0,0,4.50,16,0.000,493,0.80,31.27,46.39,592,0,0,0,4.00,4.00,6.00,5,2,8,8.1,15.581,8,1.013
100000,65.85,64,10,13,0,32,5,2.63,2,0.197,491,6.81,113.50,53.76,592,0,0,5,3.88,1.00,2.86,6,7,8,13.6,69.641,55,1.013
100000,1.08,16,0,0,0,1,0,1.00,28,0.000,491,0.05,33.36,27.71,606,0,0,0,1.00,1.00,1.00,1,1,1,15.9,3.187,1,1.083
100000,8.67,15,0,0,0,8,0,1.00,16,0.000,483,2.48,16.09,26.64,606,2,2,0,1.00,1.00,1.00,1,4,4,50.4,19.354,8,1.083
100000,12.04,11,0,0,1,10,0,1.00,16,0.000,478,2.40,27.00,28.79,606,1,2,0,1.00,1.00,1.00,2,4,4,35.7,25.812,11,1.147
100000,4.33,16,0,0,0,4,0,1.00,22,0.000,476,2.41,29.80,11.48,606,0,0,0,1.00,1.00,1.00,1,4,1,6.6,11.810,4,1.083
100000,4.21,12,0,0,0,4,0,1.00,22,0.000,471,1.22,34.66,16.46,606,0,0,0,1.00,1.00,1.00,1,1,4,17.0,9.582,4,1.052
100000,13.54,14,0,0,1,12,0,1.00,16,0.000,468,1.26,14.52,37.75,606,2,2,0,1.00,1.00,1.00,1,4,4,42.0,26.954,13,1.083
100000,9.75,17,0,0,0,9,0,1.00,18,0.000,468,2.43,17.80,33.20,606,2,2,0,1.00,1.00,1.00,3,4,3,49.0,18.050,9,1.083
100000,24.31,64,7,0,0,10,0,2.75,12,0.000,465,2.59,18.12,42.25,592,0,0,0,3.14,1.29,4.00,3,3,7,13.5,27.775,17,1.013
100000,55.63,64,16,10,0,17,2,5.73,2,0.180,460,2.09,33.46,139.15,592,1,0,2,6.00,2.25,7.57,4,7,8,26.2,51.571,43,0.943
100000,6.50,14,0,0,0,6,0,1.00,20,0.000,459,1.48,24.40,25.07,606,0,0,0,1.00,1.00,1.00,2,2,4,17.6,17.021,6,1.083
100000,37.48,64,10,0,0,17,0,4.29,8,0.000,458,5.58,32.56,37.02,592,0,0,0,3.75,1.88,7.25,3,4,8,14.6,37.507,27,1.013
100000,2.15,16,0,0,0,2,0,1.00,26,0.000,453,1.23,12.83,20.47,606,2,1,0,1.00,1.00,1.00,1,1,2,42.3,9.664,2,1.075
100000,4.34,19,0,0,0,4,0,1.00,22,0.000,445,2.27,19.30,31.57,606,1,1,0,1.00,1.00,1.00,1,4,1,31.2,8.928,4,1.085
100000,47.62,64,10,1,0,26,1,3.96,6,0.021,445,4.46,53.16,92.90,592,0,0,1,3.75,1.62,6.00,6,5,8,11.0,45.884,37,1.013
100000,16.79,16,0,0,1,15,0,1.00,16,0.000,442,2.64,12.94,34.20,606,0,0,0,1.00,1.00,1.00,4,4,4,17.8,28.288,16,1.083
