step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std
110000,3276,1.705,0.707,7.26,328174,305044,0,15208,8117,2344677,768908.2,1903206.0,0.009,0.874,0.012,0.106,96,17.17,9.72,1.47,1.92,2.88,3.44,0.27,1.63,7.58,8.16,1.61,1.77,0.154,0.154,1840,0.143,0.021,0.951,0.001,0.027,419688,341982,2,0.741,0.008,0.090,2904574,0.115,2.063,0.045,21.68,133099,149,0.812,0.307,0.723,20993184,1.64,15.21,0.003,0.632,0.530,5.7,16.7,26.4,110.9,39994,0.153,0.00,0.0031,0.078,757,0.596,0.000,0.825,0.243,3.25,5.63,3.53,1.62,0.535,2.33,1.19,1.63,0.644,0.00770,4.12,150.9502,5648.98,109194.6,140277.1,44.093,90.6715,208.433,377.391,0.952,0.345,27.3,25.210,153.339,581,1745.9,37.27,14.400,93.943,3595.0,59.358,0.135,2.00,3.8929,12753.1,0.6992,0.4557,12.21,1.286,0.190,1.0000,1.2719
120000,2869,1.700,0.670,6.86,309543,288643,0,13826,7481,2178969,737590.4,1784345.8,0.009,0.877,0.011,0.103,99,17.44,9.73,1.39,2.11,2.60,3.16,0.33,1.62,8.86,8.89,1.47,1.73,0.152,0.164,1732,0.118,0.023,0.949,0.000,0.027,394277,312463,2,0.714,0.016,0.125,3073586,0.115,2.022,0.043,21.28,123281,148,0.819,0.318,0.709,19619747,1.60,14.25,0.000,0.625,0.489,6.6,16.9,28.2,86.0,37837,0.144,0.00,0.0029,0.096,561,0.589,0.000,0.817,0.242,3.43,5.80,3.87,1.47,0.492,2.20,1.22,1.58,0.637,0.00835,4.35,143.3207,5190.97,111117.2,140277.1,47.541,88.1879,197.315,344.571,0.901,0.355,22.3,23.954,152.205,536,1570.8,37.55,13.856,90.665,3593.9,56.205,0.135,2.00,4.2802,12279.9,0.6857,0.4550,13.19,1.233,0.160,1.0000,1.4193
130000,3154,1.716,0.701,6.99,325750,302945,0,14673,7847,2330764,761376.9,1845468.8,0.008,0.890,0.010,0.092,97,17.43,8.98,1.49,2.10,2.65,3.02,0.26,1.17,8.28,7.94,1.56,1.75,0.148,0.153,1773,0.156,0.019,0.955,0.001,0.026,414780,345978,2,0.736,0.248,0.109,2880770,0.116,2.060,0.044,21.17,126862,143,0.792,0.318,0.732,20990064,1.64,14.53,0.001,0.611,0.516,7.2,17.5,26.1,105.0,40003,0.153,0.00,0.0029,0.086,601,0.597,0.000,0.825,0.238,3.35,5.89,3.62,1.56,0.521,2.31,1.20,1.62,0.645,0.00773,3.95,146.5329,5592.32,109071.0,140277.1,41.864,93.4503,203.378,410.804,0.903,0.351,24.2,24.371,153.602,568,1661.9,35.34,15.200,96.853,3586.7,59.070,0.135,2.00,4.1784,13178.7,0.6673,0.4501,12.68,1.259,0.166,1.0000,1.0751
140000,3163,1.773,0.691,7.37,312222,290699,0,13744,7770,2209982,748338.8,1830668.6,0.007,0.895,0.011,0.087,99,17.88,9.53,1.33,1.93,2.71,3.26,0.29,1.95,8.39,7.78,1.52,1.73,0.140,0.148,1823,0.074,0.015,0.956,0.001,0.028,398625,335973,2,0.721,0.016,0.086,3037624,0.117,2.087,0.043,22.19,125944,141,0.828,0.325,0.715,21239315,1.57,14.35,0.000,0.632,0.513,6.6,17.5,26.7,95.4,40220,0.153,0.00,0.0028,0.089,734,0.611,0.000,0.814,0.243,3.42,5.86,3.76,1.53,0.517,2.22,1.17,1.55,0.656,0.00759,4.38,147.4316,5580.96,108799.0,140277.1,47.483,87.9575,202.311,364.217,0.903,0.345,24.6,23.994,152.388,544,1576.0,40.57,14.965,89.791,3582.1,56.630,0.135,2.00,4.2318,13385.3,0.7151,0.4583,12.72,1.301,0.189,1.0000,1.2118
150000,3102,1.745,0.661,7.14,308714,288640,0,12657,7478,2230521,767498.1,1840018.4,0.010,0.885,0.011,0.093,98,17.47,9.57,1.23,1.80,2.56,3.32,0.30,1.59,8.52,8.13,1.41,1.74,0.136,0.152,1766,0.101,0.022,0.949,0.001,0.029,397939,327710,2,0.695,0.010,0.104,2762154,0.123,2.011,0.044,21.56,128058,149,0.825,0.314,0.708,20567353,1.52,14.85,0.001,0.613,0.461,5.9,17.5,27.3,103.1,39106,0.149,0.00,0.0029,0.089,637,0.602,0.000,0.813,0.250,3.30,5.64,3.64,1.42,0.465,2.09,1.14,1.52,0.648,0.00810,3.93,148.4409,5329.49,109754.1,140277.1,43.492,91.4049,203.341,424.616,0.917,0.345,25.9,25.111,153.960,482,1468.0,32.75,15.419,94.864,3470.0,59.172,0.135,2.00,4.2433,13162.7,0.7204,0.4570,12.61,1.304,0.212,1.0000,1.0877
160000,2715,1.884,0.641,7.31,309345,288357,0,13542,7833,2251170,766068.8,1859244.8,0.010,0.869,0.017,0.104,100,19.37,9.72,1.36,2.06,2.43,3.30,0.30,1.39,10.02,9.03,1.36,1.72,0.119,0.142,1549,0.062,0.022,0.945,0.001,0.031,402241,336466,2,0.649,0.098,0.125,3035359,0.128,2.111,0.039,21.57,123871,152,0.826,0.305,0.713,20070311,1.56,13.79,0.001,0.583,0.449,7.2,19.7,29.4,113.3,38305,0.146,0.00,0.0028,0.095,450,0.597,0.000,0.826,0.257,3.47,5.93,3.93,1.36,0.450,2.16,1.20,1.54,0.644,0.00930,4.13,149.6145,5521.50,110438.3,140277.1,44.690,89.8433,204.154,403.048,0.870,0.352,23.0,25.250,153.140,460,1246.2,46.57,14.836,93.457,3104.8,59.077,0.135,2.00,4.8418,13145.4,0.7227,0.4556,14.11,1.305,0.229,1.0000,1.3212
170000,3129,1.752,0.649,7.24,280901,262241,0,11162,7084,2010734,738180.1,1714362.6,0.010,0.877,0.013,0.099,106,18.13,8.87,1.44,1.88,2.71,3.24,0.28,1.46,8.37,7.97,1.55,1.73,0.141,0.147,1826,0.090,0.024,0.945,0.002,0.030,364639,301585,2,0.705,0.019,0.110,3408210,0.131,1.997,0.039,21.52,112477,152,0.853,0.318,0.739,18153790,1.62,14.55,0.000,0.640,0.527,7.2,18.0,27.4,78.6,40070,0.153,0.00,0.0028,0.089,669,0.586,0.000,0.791,0.260,3.39,5.90,3.62,1.56,0.532,2.29,1.21,1.61,0.632,0.00779,4.48,141.3452,5539.61,109641.5,140277.1,47.807,87.0969,191.114,376.909,0.924,0.345,23.6,24.380,151.695,464,1223.4,38.43,13.745,90.039,3241.2,55.745,0.134,2.00,4.2697,13359.9,0.7030,0.4568,12.81,1.315,0.217,1.0000,0.9203
180000,2941,1.769,0.685,7.16,300784,280519,0,12541,7912,2162811,749757.6,1801066.8,0.010,0.870,0.011,0.109,106,18.37,9.87,1.38,1.93,2.57,3.35,0.26,1.74,8.98,8.57,1.42,1.68,0.134,0.148,1780,0.055,0.022,0.950,0.001,0.027,390750,327258,2,0.696,0.013,0.077,3104933,0.127,2.036,0.045,21.56,115111,156,0.833,0.309,0.713,19288937,1.59,14.06,0.001,0.638,0.492,7.1,17.8,26.8,93.6,38780,0.148,0.00,0.0028,0.095,656,0.589,0.000,0.815,0.257,3.43,6.07,3.69,1.43,0.496,2.24,1.18,1.57,0.636,0.00844,4.37,145.6005,5527.64,109825.1,140277.1,46.549,88.1275,199.043,370.849,0.915,0.344,22.0,24.813,152.668,575,1709.4,49.75,13.787,91.363,3371.7,57.364,0.135,2.00,4.3968,12931.1,0.7028,0.4583,13.19,1.299,0.212,1.0000,1.0652
190000,3078,1.783,0.671,7.11,314259,291997,0,13554,8571,2279291,760974.9,1862673.4,0.009,0.879,0.010,0.102,101,17.81,8.99,1.42,1.86,2.80,3.28,0.29,1.50,8.16,7.52,1.57,1.75,0.147,0.151,1697,0.083,0.025,0.942,0.002,0.032,407681,346259,2,0.729,0.032,0.110,2496887,0.121,2.123,0.042,21.21,120473,150,0.817,0.311,0.709,20555892,1.61,14.39,0.000,0.635,0.522,6.7,17.7,25.8,91.2,38960,0.149,0.00,0.0030,0.100,622,0.598,0.000,0.820,0.254,3.41,6.08,3.52,1.58,0.524,2.30,1.17,1.60,0.646,0.00814,4.08,148.4437,5233.79,110010.5,140277.1,44.106,90.6134,204.071,388.435,0.877,0.354,26.0,25.061,153.616,558,1633.7,41.09,14.468,94.446,3544.6,59.065,0.135,2.00,4.1116,12655.5,0.6941,0.4575,12.66,1.295,0.194,1.0000,1.8780
200000,3148,1.747,0.667,7.21,302079,280228,0,13238,8543,2165183,750248.7,1809403.0,0.011,0.877,0.010,0.102,102,18.08,9.47,1.44,1.90,2.75,3.17,0.28,1.62,8.13,7.92,1.58,1.76,0.141,0.146,1780,0.070,0.022,0.949,0.001,0.028,390955,329962,1,0.700,0.300,0.081,3279117,0.122,1.996,0.040,21.50,115750,154,0.836,0.303,0.742,19783156,1.62,14.55,0.001,0.651,0.527,7.0,17.6,27.1,93.2,39666,0.151,0.00,0.0029,0.083,748,0.596,0.000,0.808,0.254,3.39,6.03,3.57,1.58,0.529,2.29,1.19,1.60,0.642,0.00790,4.34,145.2171,5402.39,109508.4,140277.1,46.179,88.4028,199.189,386.308,0.943,0.340,25.8,24.866,152.605,523,1569.7,35.21,14.205,91.821,3346.4,57.521,0.134,2.00,4.1835,13169.7,0.7030,0.4625,12.60,1.321,0.221,1.0000,0.6489
210000,3460,1.728,0.798,7.29,329844,305483,0,14919,9130,2390467,788631.2,1920208.0,0.010,0.882,0.010,0.097,99,17.10,9.26,1.55,2.06,2.88,3.28,0.13,1.09,7.68,7.83,1.42,1.61,0.159,0.162,2044,0.069,0.023,0.942,0.002,0.033,425355,355855,3,0.750,0.005,0.028,2072872,0.127,2.089,0.054,21.88,126474,153,0.803,0.299,0.713,21683932,1.68,15.01,0.001,0.623,0.514,6.4,16.8,26.1,97.2,42367,0.162,0.00,0.0030,0.079,1013,0.602,0.000,0.830,0.248,3.21,5.56,3.58,1.43,0.519,2.25,1.20,1.72,0.649,0.00752,3.39,151.3183,6064.68,106490.1,140277.1,40.521,93.6097,210.627,467.393,0.981,0.334,25.6,26.020,155.989,631,2341.7,28.75,15.897,98.051,4083.0,61.410,0.136,2.00,3.9105,13530.4,0.6866,0.4608,12.24,1.261,0.192,1.0000,1.4192
220000,2749,1.810,0.675,7.33,323456,298687,0,17007,8473,2378233,775430.4,1809687.1,0.009,0.898,0.010,0.083,98,18.94,10.42,1.82,2.67,3.03,3.48,0.10,0.77,8.86,8.53,1.25,1.50,0.147,0.161,1653,0.058,0.031,0.936,0.001,0.032,409600,306018,3,0.760,0.056,0.039,1166816,0.108,2.030,0.042,21.73,120214,140,0.761,0.302,0.682,20359381,1.79,14.47,0.001,0.571,0.468,6.2,18.9,28.8,120.5,37962,0.145,0.00,0.0032,0.093,500,0.608,0.000,0.821,0.238,3.36,5.42,3.85,1.27,0.477,2.21,1.27,1.90,0.652,0.00880,3.11,145.7416,5509.38,111115.9,140277.1,43.250,93.7465,199.822,460.262,0.908,0.356,23.0,24.199,155.910,554,1526.9,36.93,16.450,95.751,3395.1,59.265,0.134,2.00,4.3849,12054.0,0.6701,0.4336,13.81,1.226,0.138,1.0000,1.0759
230000,2667,1.831,0.718,6.97,286441,264185,1,14623,7714,2293779,744793.7,1675531.4,0.014,0.887,0.013,0.085,96,19.33,10.27,1.77,2.61,3.36,3.89,0.29,1.78,9.49,8.77,1.21,1.46,0.165,0.175,1579,0.101,0.021,0.943,0.000,0.036,366193,271778,3,0.605,0.106,0.061,1367094,0.118,2.032,0.051,21.97,104929,141,0.730,0.300,0.664,17024277,1.76,14.04,0.001,0.576,0.448,7.0,20.2,29.5,99.6,39754,0.152,0.00,0.0029,0.096,534,0.591,0.000,0.800,0.249,3.47,5.34,4.16,1.23,0.452,2.11,1.21,1.87,0.637,0.00888,3.26,135.2522,5394.74,111163.1,140277.1,47.758,89.1468,184.148,342.246,0.958,0.352,24.6,23.675,154.445,732,2358.4,34.09,16.136,90.847,3480.4,55.538,0.135,2.00,4.2783,11410.3,0.6020,0.4074,14.91,1.176,0.125,1.0000,0.7912
240000,2628,1.823,0.682,7.12,294074,268998,0,15879,9236,2280434,746801.8,1701609.8,0.017,0.852,0.019,0.112,102,19.20,10.08,2.01,2.72,3.19,3.80,0.29,1.67,9.10,8.43,1.26,1.45,0.150,0.165,1409,0.108,0.019,0.942,0.001,0.038,379726,311454,3,0.691,0.053,0.089,1820491,0.127,1.997,0.045,22.02,103622,141,0.746,0.298,0.696,16651410,1.90,14.50,0.001,0.547,0.467,6.7,20.2,29.4,110.8,38334,0.146,0.00,0.0031,0.096,396,0.593,0.000,0.832,0.257,3.35,5.12,4.08,1.27,0.470,2.26,1.26,2.07,0.639,0.00867,3.27,139.3893,5664.55,112281.9,140277.1,49.990,87.9039,185.907,366.867,0.884,0.349,22.4,22.790,154.587,590,1706.2,33.28,15.972,88.566,3166.0,55.713,0.135,2.00,4.1843,10996.3,0.6133,0.4089,14.59,1.170,0.120,1.0000,1.3219
250000,2752,1.874,0.703,7.36,296119,273099,0,13733,9163,2399664,769540.1,1749762.6,0.013,0.891,0.012,0.084,98,20.09,9.86,1.96,2.39,3.33,3.80,0.25,1.49,9.27,8.37,1.37,1.51,0.150,0.155,1575,0.088,0.026,0.941,0.001,0.032,378392,306028,3,0.606,0.009,0.065,1944694,0.123,2.278,0.044,22.38,111061,141,0.729,0.295,0.732,18207996,1.87,14.23,0.002,0.585,0.500,7.2,20.9,30.3,70.8,40760,0.155,0.00,0.0030,0.097,476,0.610,0.000,0.799,0.247,3.39,5.35,4.03,1.38,0.506,2.28,1.25,2.02,0.655,0.00869,3.11,141.8552,5933.71,110656.0,140277.1,45.472,91.1722,191.985,394.629,0.909,0.350,23.1,23.923,155.303,541,1562.9,50.04,17.248,92.878,3447.1,57.814,0.135,2.00,4.2920,11811.5,0.6128,0.4046,14.81,1.212,0.133,1.0000,1.2191
260000,2781,1.873,0.717,7.49,272235,249455,0,13736,9015,2151856,751014.3,1658709.2,0.010,0.879,0.009,0.102,101,20.42,11.26,2.01,2.41,3.41,4.12,0.40,1.85,8.96,8.20,1.27,1.47,0.144,0.154,1532,0.125,0.023,0.946,0.000,0.031,358735,292892,5,0.700,0.040,0.121,2657800,0.136,2.075,0.047,21.92,109742,152,0.771,0.294,0.689,16551161,1.90,14.61,0.002,0.563,0.465,6.6,20.6,30.7,116.6,41077,0.157,0.00,0.0030,0.083,603,0.604,0.000,0.804,0.273,3.39,5.05,4.05,1.29,0.470,2.23,1.25,2.11,0.647,0.00837,3.47,138.1067,5608.44,110153.1,140277.1,49.056,87.9877,182.548,349.901,0.942,0.340,25.5,23.275,153.415,674,2104.1,35.68,15.106,89.390,3413.7,56.201,0.135,2.00,4.3191,12011.3,0.6284,0.4158,14.77,1.226,0.149,1.0000,0.5807
270000,2562,1.866,0.694,7.59,275300,250656,0,14848,10015,2081337,750975.4,1676649.6,0.008,0.882,0.010,0.101,102,20.41,10.72,1.89,2.58,3.31,3.97,0.42,1.61,9.21,7.85,1.19,1.49,0.141,0.156,1404,0.125,0.030,0.940,0.001,0.029,355123,304403,2,0.746,0.046,0.149,3191275,0.139,2.056,0.045,22.50,108544,143,0.806,0.298,0.680,17391423,1.84,14.53,0.002,0.550,0.431,7.2,19.8,31.3,99.4,38010,0.145,0.00,0.0032,0.085,365,0.619,0.000,0.799,0.260,3.30,5.01,4.09,1.21,0.441,2.15,1.27,2.00,0.657,0.00899,3.34,141.4693,5362.30,110560.2,140277.1,51.349,86.1494,185.976,336.137,0.876,0.346,21.0,23.044,153.870,726,2202.9,37.82,16.168,86.656,3158.4,55.830,0.135,2.00,4.8801,12502.8,0.6587,0.4261,14.84,1.231,0.142,1.0000,1.4176
