step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std
10000,2586,2.402,0.656,9.07,242456,196807,0,34629,9930,2638176,1063719.6,2459107.5,0.079,0.659,0.117,0.145,84,27.92,36.11,0.53,2.43,4.23,10.44,0.33,2.22,16.10,11.74,0.01,0.24,0.052,0.118,1221,0.063,0.037,0.940,0.000,0.023,464370,368468,3,0.638,0.190,0.088,2804047,0.173,2.420,0.046,21.01,145514,116,0.932,0.361,0.713,13598536,1.19,11.86,0.076,0.386,0.002,4.8,11.9,100.0,200.0,54791,0.209,0.00,0.0026,0.062,437,0.695,0.001,0.799,0.501,3.85,4.52,5.65,0.01,0.003,1.23,1.14,1.22,0.733,0.00952,2.30,240.6502,7213.84,104011.8,140277.1,40.068,107.2599,230.804,550.506,0.939,0.332,26.5,24.610,157.607,397,1076.5,97.70,34.081,100.460,1990.4,77.260,0.135,2.00,6.9000,17843.3,0.6569,0.3856,21.19,1.040,0.498,1.0000,1.4194
20000,3698,1.924,0.614,7.47,317435,268286,1,29153,18883,1816029,893222.9,2498506.2,0.044,0.706,0.147,0.104,92,18.19,23.43,0.90,2.07,1.77,6.17,0.16,1.39,14.03,8.81,0.00,0.02,0.037,0.131,1212,0.071,0.035,0.939,0.001,0.026,550690,443127,5,0.894,0.049,0.036,1686403,0.176,2.326,0.039,16.27,167816,123,1.376,0.369,0.803,20623546,1.28,13.69,0.025,0.252,0.001,5.7,11.7,30.0,128.0,62335,0.238,0.00,0.0017,0.047,463,0.752,0.001,0.893,0.444,3.49,4.28,4.97,0.02,0.008,1.28,1.26,1.31,0.771,0.00527,2.93,256.4728,8082.07,87183.0,140277.1,50.754,88.9820,244.659,376.083,0.847,0.277,14.8,19.492,155.217,203,442.6,63.53,9.325,93.886,1053.7,79.142,0.135,2.00,9.3456,34560.1,0.8139,0.4642,16.86,0.887,0.336,1.0000,1.4530
30000,3567,1.971,0.668,8.49,312042,276086,34,20584,15469,1478573,860224.8,2332092.8,0.057,0.670,0.147,0.125,90,19.35,23.44,1.25,2.19,1.94,4.49,0.42,1.85,11.08,11.15,0.39,0.85,0.087,0.136,1740,0.102,0.025,0.926,0.004,0.044,514307,391690,4,0.879,0.051,0.138,2699565,0.164,2.454,0.042,16.30,156739,114,1.577,0.420,0.793,19191103,1.54,14.15,0.020,0.465,0.197,5.4,11.9,33.7,128.0,52414,0.200,0.00,0.0022,0.071,393,0.740,0.001,0.895,0.413,3.48,5.08,4.22,0.40,0.207,2.71,1.29,1.46,0.761,0.00426,3.51,249.5370,8294.51,91863.7,140277.1,55.519,90.0958,236.177,297.903,0.855,0.296,16.8,15.185,152.459,213,490.8,64.75,8.506,88.512,1643.8,74.633,0.135,2.00,8.1433,29047.1,0.8312,0.5027,14.69,1.112,0.352,1.0000,0.7967
40000,3460,1.655,0.637,6.07,360673,331491,1,17751,11537,2127882,755498.2,1994881.2,0.026,0.799,0.052,0.124,95,15.05,8.74,1.71,2.50,2.21,2.82,0.28,1.32,7.96,7.48,1.20,1.44,0.135,0.161,1705,0.130,0.021,0.951,0.001,0.026,481873,401223,3,0.597,0.014,0.108,3729052,0.141,1.957,0.038,21.05,126812,152,0.937,0.306,0.722,21957326,1.70,14.91,0.000,0.588,0.462,4.9,15.3,22.7,111.5,42063,0.160,0.00,0.0027,0.083,617,0.630,0.000,0.856,0.275,3.29,5.31,3.92,1.22,0.468,2.68,1.21,1.62,0.673,0.00586,4.71,172.0577,5874.60,108358.4,140277.1,50.491,90.0168,218.139,321.694,0.873,0.344,21.1,20.270,151.174,412,1062.3,34.03,12.470,87.592,2866.5,59.363,0.135,2.00,4.2481,14698.3,0.7386,0.4835,12.16,1.095,0.095,1.0000,1.0989
50000,3196,1.634,0.700,6.25,330854,306133,0,15389,9596,1983296,735432.6,1834221.4,0.032,0.805,0.027,0.136,95,15.17,8.70,1.82,2.41,2.32,2.86,0.31,1.52,7.79,7.56,1.27,1.41,0.143,0.156,1603,0.105,0.025,0.946,0.002,0.027,435424,366633,2,0.676,0.041,0.107,3811595,0.135,2.151,0.042,21.35,119240,157,0.925,0.309,0.713,19985482,1.75,14.91,0.000,0.585,0.505,4.9,15.3,22.7,98.8,39094,0.149,0.00,0.0030,0.082,642,0.614,0.000,0.845,0.266,3.24,5.51,3.66,1.29,0.513,2.80,1.23,1.68,0.657,0.00628,4.85,158.2121,5903.83,109149.1,140277.1,51.114,87.8876,204.786,294.350,0.896,0.344,19.9,20.064,150.684,560,1623.3,43.21,12.574,86.521,3330.8,56.490,0.135,2.00,4.2057,13441.3,0.7076,0.4772,12.23,1.085,0.094,1.0000,1.3150
60000,3264,1.719,0.686,7.18,337876,313969,0,14877,8962,2272123,750001.3,1871876.9,0.019,0.860,0.022,0.099,93,16.98,9.08,1.40,1.78,2.75,3.27,0.23,1.67,7.78,7.55,1.56,1.76,0.150,0.153,1852,0.083,0.027,0.947,0.001,0.025,430514,349756,3,0.700,0.003,0.072,2774541,0.128,2.024,0.042,21.96,130421,149,0.824,0.308,0.731,21441067,1.60,14.95,0.001,0.639,0.517,6.2,16.8,24.7,85.7,39717,0.152,0.00,0.0030,0.098,555,0.611,0.000,0.825,0.240,3.24,5.62,3.69,1.56,0.519,2.25,1.14,1.58,0.657,0.00671,4.24,152.6079,5625.11,110015.6,140277.1,46.433,91.3654,206.948,341.006,0.875,0.350,26.0,21.886,153.007,548,1473.3,35.37,14.910,91.210,3484.6,57.322,0.135,2.00,3.7635,12284.0,0.6687,0.4546,12.17,1.275,0.175,1.0000,1.0699
70000,3270,1.700,0.666,6.89,325137,301050,0,15768,8313,2289509,748338.2,1847031.5,0.007,0.881,0.010,0.101,91,16.46,8.58,1.40,1.98,2.58,3.08,0.25,1.42,7.79,7.34,1.47,1.71,0.146,0.155,1801,0.141,0.021,0.948,0.002,0.029,413667,346679,3,0.733,0.000,0.089,2883831,0.112,1.886,0.045,21.67,125428,142,0.807,0.313,0.720,20955428,1.61,14.84,0.000,0.605,0.498,6.3,16.2,25.3,90.1,39326,0.150,0.00,0.0029,0.087,586,0.597,0.000,0.817,0.239,3.29,5.73,3.60,1.48,0.502,2.25,1.18,1.60,0.644,0.00743,4.18,145.5725,5352.10,109883.5,140277.1,45.940,89.4204,202.917,367.618,0.875,0.349,23.7,24.285,153.162,560,1756.5,36.17,14.651,92.044,3187.7,57.318,0.135,2.00,3.9194,12816.6,0.6958,0.4596,12.03,1.252,0.167,1.0000,0.7557
80000,3593,1.723,0.734,7.29,343509,317991,0,16461,8734,2476196,780064.9,1969434.9,0.007,0.888,0.010,0.095,90,17.28,9.19,1.50,1.86,2.78,3.03,0.30,1.88,7.52,7.73,1.66,1.78,0.149,0.146,1952,0.156,0.020,0.952,0.001,0.027,444275,376345,2,0.724,0.024,0.080,2924663,0.112,2.088,0.048,21.05,138995,142,0.795,0.316,0.729,22892328,1.67,15.06,0.001,0.628,0.547,6.2,17.2,25.5,91.8,43457,0.166,0.00,0.0029,0.081,903,0.612,0.000,0.835,0.248,3.29,5.76,3.52,1.67,0.551,2.37,1.20,1.66,0.660,0.00695,3.87,153.8783,5968.87,107261.5,140277.1,40.197,94.5462,213.519,447.144,0.966,0.335,26.5,24.961,154.282,553,1704.0,37.54,14.994,98.717,3749.3,61.506,0.135,2.00,3.7649,13527.4,0.6797,0.4575,12.09,1.302,0.196,1.0000,0.9521
90000,2991,1.750,0.624,7.07,315261,293672,0,14424,7767,2201006,750150.2,1838249.4,0.009,0.873,0.011,0.107,98,17.36,8.91,1.33,1.79,2.48,3.01,0.36,1.56,8.43,8.02,1.46,1.75,0.135,0.148,1706,0.148,0.027,0.946,0.003,0.025,403984,334435,2,0.657,0.008,0.126,3033913,0.115,2.058,0.035,21.72,130073,152,0.835,0.299,0.737,20357710,1.57,14.57,0.001,0.609,0.478,6.3,17.4,25.9,79.7,37697,0.144,0.00,0.0030,0.092,473,0.596,0.000,0.821,0.247,3.38,5.61,3.87,1.47,0.482,2.16,1.19,1.56,0.643,0.00819,4.33,147.1794,5267.74,110601.5,140277.1,47.339,88.0164,202.364,370.185,0.802,0.341,21.6,24.487,152.469,456,1101.8,42.67,14.178,90.451,3168.6,57.069,0.135,2.00,4.4011,13163.7,0.7266,0.4635,12.60,1.288,0.224,1.0000,1.5681
100000,3471,1.734,0.754,7.48,326760,303493,0,14762,8025,2373869,761124.4,1913655.8,0.008,0.880,0.012,0.100,97,17.35,9.64,1.46,1.89,2.66,2.91,0.30,1.64,7.36,7.64,1.59,1.75,0.143,0.147,1845,0.162,0.017,0.958,0.001,0.024,423027,349642,3,0.747,0.023,0.081,3070841,0.118,2.153,0.047,21.69,129737,148,0.806,0.312,0.736,21091753,1.65,15.41,0.001,0.623,0.529,5.6,16.9,26.8,111.4,40868,0.156,0.00,0.0030,0.084,786,0.597,0.000,0.821,0.252,3.18,5.64,3.41,1.60,0.533,2.30,1.20,1.65,0.646,0.00722,4.45,150.6280,6177.38,106651.0,140277.1,44.918,89.0259,207.736,398.494,0.943,0.337,25.6,25.053,152.307,576,1797.0,34.38,13.876,92.788,3774.6,58.785,0.135,2.00,4.0422,14030.6,0.7497,0.4526,11.77,1.342,0.218,1.0000,0.7952
