step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,1193,27.52,0.58,4.36,0.14,15.33,0.00,1.23,0.001,0.279,451694.9,1144040.5,3,77,3.70,1.26,1.18,102.0012,3382.65,90848.5,0.1019,5.5876,5462,9.9537,77,48.6986,372652.7
10000,1,956,27.92,0.47,4.46,0.40,15.74,0.01,1.17,0.002,0.230,377868.9,900697.1,3,84,3.83,1.20,1.13,84.4738,2667.43,12146.5,11.9994,7.0212,5461,7.6840,115,36.6359,281844.6
10000,2,437,28.99,0.53,3.35,0.70,18.99,0.03,1.13,0.007,0.118,236514.2,508990.1,3,53,4.29,1.18,1.04,54.1751,1163.76,1016.8,27.9667,8.4004,5461,6.9726,205,15.1254,118104.9
20000,0,2247,16.35,0.90,1.36,0.09,12.93,0.00,1.30,0.000,0.393,452983.8,1361897.6,3,88,3.28,1.29,1.27,135.8671,5093.68,80921.9,0.0072,2.6351,5462,5.8569,20,54.5900,457909.2
20000,1,988,19.43,1.03,1.97,0.13,15.15,0.00,1.31,0.001,0.204,289690.5,853979.0,4,85,3.66,1.31,1.28,80.8935,2010.46,5684.8,17.5853,5.5952,5461,6.2558,71,29.3024,248361.5
20000,2,463,24.50,0.63,3.31,0.59,16.95,0.00,1.16,0.002,0.116,161233.5,382945.3,5,38,4.12,1.14,1.18,39.7122,977.93,576.3,33.1612,8.0401,5461,7.3789,112,9.9936,85145.3
30000,0,1982,18.31,1.46,2.13,0.22,9.23,0.44,1.66,0.236,0.296,450368.7,1342536.4,3,113,3.21,3.09,1.36,138.2012,4799.52,84879.8,0.0081,2.6434,5462,4.5203,50,53.4674,453153.2
30000,1,1192,19.25,1.10,1.85,0.35,11.75,0.36,1.46,0.174,0.205,277177.0,750579.2,4,139,3.53,2.48,1.22,76.2025,2457.33,6671.8,20.3681,5.9802,5461,5.3071,75,27.6023,229465.1
30000,2,393,24.94,0.66,1.26,1.68,18.35,0.16,1.20,0.064,0.099,137660.4,312908.8,2,53,4.70,1.50,1.15,35.1334,1037.66,312.1,35.1423,7.6778,5461,5.3578,88,7.4421,63708.6
40000,0,1584,13.72,1.79,2.35,0.08,6.33,1.26,1.75,0.504,0.191,349403.7,1011080.0,3,154,3.06,2.81,1.21,79.7538,2640.42,96820.8,0.0000,4.8445,5462,8.1341,132,49.5016,318408.9
40000,1,1259,15.12,1.72,2.15,0.30,8.14,1.18,1.70,0.444,0.178,278761.7,738881.7,2,132,3.27,2.64,1.25,59.9929,2134.36,11182.0,16.6778,7.1705,5461,6.3958,134,31.6893,219834.8
40000,2,617,18.34,1.46,1.97,0.74,11.77,1.07,1.54,0.389,0.112,141675.9,341939.0,2,90,3.90,2.43,1.15,32.3110,1099.82,355.6,33.8131,9.0310,5461,5.7403,146,6.4006,55387.4
50000,0,1475,13.53,2.05,2.47,0.12,5.68,1.42,1.89,0.578,0.174,338302.0,901128.6,2,114,2.89,3.09,1.29,71.4402,2684.27,97491.7,0.0000,4.8744,5462,8.8016,161,49.3518,304927.7
50000,1,1079,15.59,1.78,2.26,0.41,8.28,1.20,1.72,0.481,0.157,268769.5,682691.2,2,147,3.33,2.72,1.22,55.1842,2064.56,11119.6,16.6419,7.3210,5461,5.8070,208,30.9788,207032.8
50000,2,642,18.21,1.34,2.08,0.61,11.80,1.05,1.49,0.380,0.116,140674.3,333956.9,2,97,3.90,2.25,1.12,31.5877,1155.00,537.8,34.4717,9.1564,5461,5.4555,191,6.1901,52942.6
60000,0,1415,16.79,1.60,2.97,0.17,6.72,1.68,1.69,0.567,0.185,324462.0,851379.8,3,163,3.11,2.43,1.20,64.6541,2252.33,96185.7,0.0000,5.0490,5462,6.5996,208,48.2139,287022.9
60000,1,1294,16.11,1.33,2.74,0.23,7.12,1.55,1.57,0.519,0.169,286483.8,722430.8,3,157,3.10,2.21,1.11,54.9292,2275.00,13612.8,13.7968,7.2855,5461,8.3181,186,35.7434,224915.6
