step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std
110000,3136,2.250,0.704,6.69,279527,220279,0,45456,13708,2111455,965118.7,2502432.8,0.044,0.639,0.129,0.188,116,24.16,23.70,2.49,5.62,2.72,7.11,0.56,3.04,13.81,8.93,0.52,1.38,0.040,0.107,1113,0.040,0.038,0.941,0.000,0.021,492506,391278,2,0.788,0.022,0.133,3334464,0.054,2.403,0.050,14.69,130956,136,1.185,0.325,0.754,16529799,1.64,12.83,0.084,0.334,0.136,6.1,15.0,74.4,119.9,61410,0.234,0.00,0.0022,0.069,497,0.696,0.001,0.895,0.453,3.73,4.86,4.77,0.53,0.137,1.75,1.20,1.91,0.722,0.00657,2.70,246.0434,8759.56,95880.3,140064.9,40.797,99.6928,240.996,307.001,0.941,0.331,22.7,20.593,156.406,192,446.9,65.38,7.908,105.650,1875.6,87.058,0.135,2.00,7.6720,24059.5,0.8157,0.4815,19.58,1.142,0.070,1.0000,0.4549
120000,2979,2.236,0.658,6.71,279480,221313,6,45223,13095,2114094,962193.8,2472997.0,0.043,0.646,0.130,0.181,117,24.04,23.31,2.43,5.24,2.76,7.16,0.51,2.76,13.82,8.74,0.53,1.40,0.041,0.106,1104,0.056,0.031,0.951,0.000,0.018,484728,383879,2,0.679,0.135,0.120,3426611,0.052,2.302,0.045,14.99,130078,134,1.170,0.331,0.756,15991896,1.63,12.91,0.084,0.342,0.137,5.9,15.2,72.5,105.5,58180,0.222,0.00,0.0023,0.074,462,0.675,0.001,0.888,0.446,3.74,4.88,4.73,0.54,0.140,1.73,1.21,1.89,0.701,0.00716,2.75,242.3013,8032.89,96983.9,140064.9,41.164,98.6932,239.332,313.502,0.932,0.327,20.6,21.344,156.257,209,450.1,52.03,7.770,104.933,1872.9,86.340,0.135,2.00,8.1176,24182.2,0.8247,0.4747,19.53,1.130,0.067,1.0000,0.3739
130000,2959,2.272,0.696,6.55,279980,223089,1,44707,12203,2130980,965903.6,2489335.2,0.035,0.666,0.125,0.174,116,23.88,23.58,2.70,5.97,2.82,7.60,0.37,1.86,13.20,8.10,0.55,1.48,0.039,0.105,1000,0.059,0.037,0.941,0.000,0.022,484474,375845,3,0.787,0.036,0.107,3431596,0.055,2.510,0.048,15.05,130619,133,1.168,0.331,0.742,16645479,1.72,12.94,0.075,0.307,0.133,6.4,14.8,73.9,129.1,56471,0.215,0.00,0.0025,0.069,457,0.680,0.001,0.884,0.445,3.68,4.94,4.63,0.56,0.134,1.83,1.26,1.98,0.705,0.00726,2.69,244.0799,8438.04,97098.9,140064.9,41.202,98.4799,241.300,311.642,0.921,0.329,19.8,21.478,156.508,193,376.7,66.85,8.071,104.899,2137.6,86.735,0.135,2.00,7.9098,23405.0,0.8202,0.4713,19.08,1.134,0.069,1.0000,0.3419
140000,2966,2.254,0.656,6.25,271910,214637,4,44186,13076,2128066,961227.1,2438840.8,0.033,0.678,0.118,0.171,120,23.53,23.58,2.52,5.59,2.86,7.70,0.28,1.60,13.47,8.54,0.60,1.55,0.040,0.105,1073,0.048,0.027,0.950,0.000,0.023,476201,380397,2,0.811,0.009,0.097,3486494,0.046,2.391,0.046,15.48,122557,132,1.146,0.335,0.757,15913278,1.67,12.89,0.077,0.358,0.143,5.7,14.2,72.7,127.1,56752,0.216,0.00,0.0024,0.089,469,0.666,0.000,0.883,0.452,3.70,5.04,4.55,0.60,0.143,1.79,1.21,1.91,0.692,0.00735,2.78,237.7050,7682.16,96364.3,140064.9,41.450,97.7221,235.203,309.943,0.934,0.332,20.3,21.814,156.154,249,527.4,54.58,8.163,104.129,2102.8,85.484,0.135,2.00,8.3800,24855.1,0.8698,0.4667,19.13,1.106,0.060,1.0000,0.6107
150000,2996,2.267,0.654,5.94,279007,221446,2,43919,13610,2199772,967850.4,2500930.0,0.035,0.671,0.128,0.167,117,24.33,22.80,2.44,5.70,2.56,6.77,0.54,3.02,14.76,8.91,0.48,1.28,0.037,0.097,1114,0.036,0.029,0.946,0.000,0.026,493007,395325,2,0.821,0.000,0.127,3460096,0.046,2.386,0.045,15.36,123727,133,1.137,0.336,0.762,16397869,1.63,11.92,0.071,0.326,0.131,6.2,16.2,71.4,132.7,60822,0.232,0.00,0.0022,0.066,530,0.678,0.001,0.880,0.456,3.92,5.09,4.98,0.48,0.131,1.75,1.21,1.88,0.704,0.00723,2.78,243.4654,8052.85,97009.2,140064.9,40.452,99.0181,239.756,317.101,0.933,0.333,19.0,21.652,156.438,234,532.6,58.74,8.291,105.248,1745.5,86.586,0.135,2.00,8.0324,24065.1,0.7589,0.4640,20.30,1.095,0.064,1.0000,0.4626
160000,2941,2.266,0.644,5.99,282941,222922,2,46235,13837,2218891,974184.4,2503163.5,0.039,0.674,0.116,0.171,118,24.40,24.12,2.63,5.74,2.91,7.41,0.44,2.65,14.18,8.91,0.55,1.39,0.042,0.108,1062,0.051,0.037,0.942,0.000,0.020,498796,400152,2,0.787,0.008,0.131,3515197,0.043,2.240,0.041,15.36,125162,131,1.128,0.344,0.724,16704525,1.69,12.73,0.086,0.337,0.152,5.8,14.2,75.2,102.5,59312,0.226,0.00,0.0023,0.081,522,0.683,0.001,0.881,0.455,3.73,4.99,4.68,0.56,0.152,1.83,1.17,1.97,0.709,0.00732,2.66,244.7428,7779.50,97509.4,140064.9,40.333,99.3601,240.513,330.396,0.920,0.335,20.9,21.541,156.652,244,507.9,51.72,8.435,105.491,1791.2,87.147,0.135,2.00,8.1235,23891.1,0.8031,0.4618,20.17,1.087,0.065,1.0000,0.4596
170000,3041,2.221,0.619,6.06,275164,218128,3,43916,13017,2183606,965697.8,2465306.0,0.033,0.681,0.106,0.179,119,23.34,22.79,2.50,5.77,2.31,6.59,0.29,1.57,13.92,8.59,0.47,1.30,0.033,0.094,1011,0.089,0.034,0.945,0.000,0.021,483521,392395,2,0.820,0.005,0.098,3528846,0.043,2.194,0.043,15.66,117936,132,1.129,0.339,0.746,16406118,1.68,12.46,0.071,0.308,0.128,6.8,14.5,69.1,119.4,57863,0.221,0.00,0.0023,0.088,499,0.677,0.001,0.882,0.454,3.74,4.99,4.83,0.48,0.128,1.80,1.21,1.96,0.702,0.00708,2.79,240.1943,7254.67,96536.0,140064.9,40.915,98.5113,237.432,313.870,0.938,0.329,18.1,21.529,156.207,240,510.4,40.49,8.496,104.478,1953.1,85.862,0.135,2.00,8.2854,25195.9,0.8134,0.4600,19.03,1.104,0.058,1.0000,0.6156
180000,2543,2.339,0.650,6.32,276965,221772,6,41868,13817,2126812,940105.3,2339585.0,0.033,0.711,0.097,0.159,120,26.01,23.84,2.25,4.79,3.30,7.59,0.36,2.36,15.50,10.70,0.57,1.36,0.051,0.116,1058,0.064,0.032,0.943,0.000,0.025,474368,377098,2,0.724,0.051,0.071,2737434,0.048,2.413,0.044,16.31,116083,131,1.100,0.351,0.730,16995075,1.61,11.59,0.096,0.374,0.164,6.6,15.3,73.6,109.1,54451,0.208,0.00,0.0024,0.093,448,0.680,0.001,0.883,0.439,3.98,5.25,5.03,0.58,0.165,1.71,1.17,1.88,0.708,0.00829,2.81,226.4279,7305.90,100778.7,140064.9,41.724,98.6592,227.807,301.681,0.903,0.344,19.1,21.073,155.792,305,654.3,76.48,9.113,103.000,2194.7,82.303,0.135,2.00,8.3934,21344.4,0.8002,0.4656,21.41,1.124,0.081,1.0000,0.6293
190000,2053,2.715,0.712,6.37,220530,177186,0,36010,7824,2564984,941798.3,2176502.2,0.038,0.725,0.107,0.130,125,33.77,27.03,3.04,4.64,5.52,8.98,0.40,2.94,19.13,13.28,0.77,1.31,0.091,0.146,1052,0.053,0.030,0.949,0.000,0.021,391798,327914,1,0.528,0.472,0.043,818916,0.115,2.441,0.050,17.13,93603,124,0.849,0.343,0.693,12527247,1.80,9.13,0.159,0.452,0.289,7.5,21.4,78.0,102.1,57665,0.220,0.00,0.0024,0.091,406,0.645,0.001,0.863,0.463,4.62,5.50,6.03,0.82,0.290,1.82,1.18,2.27,0.681,0.01139,2.39,199.0972,7270.97,104435.0,140064.9,36.339,102.0893,204.475,350.739,0.947,0.345,24.6,23.385,156.826,393,1047.8,50.30,11.056,107.980,2865.2,80.043,0.135,2.00,8.2681,16974.4,0.6784,0.3882,28.09,1.091,0.072,1.0000,0.4544
200000,2352,2.402,0.666,6.19,208390,171783,3,28131,8174,2258321,920611.9,2070008.0,0.036,0.725,0.101,0.138,127,28.12,25.00,2.31,4.55,3.75,7.90,0.28,2.29,17.13,11.78,0.49,1.08,0.058,0.120,1049,0.046,0.031,0.949,0.000,0.020,377785,318911,2,0.578,0.164,0.026,671722,0.130,2.395,0.047,16.53,91998,131,0.917,0.337,0.712,12248419,1.62,10.59,0.111,0.403,0.195,6.8,17.3,76.9,131.2,55180,0.210,0.00,0.0023,0.088,425,0.651,0.001,0.857,0.473,4.20,5.30,5.48,0.54,0.195,1.68,1.17,1.94,0.684,0.00928,2.30,196.1577,7449.78,103090.5,140064.9,38.903,100.6779,197.638,318.326,0.928,0.349,22.2,21.822,156.934,289,684.0,58.84,10.768,106.103,2312.9,78.497,0.134,2.00,8.1055,19064.2,0.7341,0.3962,23.46,1.090,0.064,1.0000,0.5095
