step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density
5000,3,3977,14.5,1.6,2.1,0.0,5.3,0.9,1.81,18.3,1569,117,3.98,7.93,2065,1638,274,0.9,2.25,1.23,1.89,2.69,4.61,2.59,24.3,1.370
5000,1,28,5.3,0.0,0.0,0.0,4.9,0.0,1.00,22.9,12,181,5.97,7.08,0,28,0,0.0,1.00,1.00,1.00,1.89,1.96,2.64,30.5,1.076
6000,3,4621,14.2,1.5,2.2,0.0,5.1,0.9,1.77,18.6,1745,115,3.54,7.98,2330,1875,416,0.9,2.20,1.20,1.86,2.63,4.54,2.52,25.0,1.383
6000,1,20,4.2,0.0,0.0,0.0,3.9,0.0,1.00,23.9,9,266,6.32,13.61,0,20,0,0.0,1.00,1.00,1.00,1.70,1.85,2.20,32.1,1.075
7000,3,4752,13.3,1.4,2.0,0.0,4.8,0.8,1.72,19.0,1690,117,3.58,7.91,2590,1823,339,0.8,2.13,1.20,1.80,2.57,4.42,2.42,24.2,1.388
7000,86,209,30.2,0.0,0.4,0.4,22.3,0.0,1.00,7.3,184,121,7.67,8.96,4,52,153,0.0,1.00,1.00,1.00,5.25,6.73,6.59,44.6,1.321
8000,3,4418,14.3,1.7,2.2,0.0,4.9,0.9,1.83,18.5,1676,115,3.53,7.42,2355,1734,329,0.9,2.30,1.22,1.92,2.65,4.65,2.48,24.0,1.382
8000,86,266,21.1,0.0,0.3,0.2,15.7,0.0,1.00,11.0,209,128,6.30,7.35,20,84,162,0.0,1.00,1.00,1.00,4.22,5.70,5.43,41.0,1.304
8000,100,5,11.3,0.0,0.0,0.0,10.2,0.0,1.00,19.6,4,97,6.78,3.70,5,0,0,0.0,1.00,1.00,1.00,2.40,3.00,3.20,18.1,1.068
9000,3,4058,14.7,1.7,2.3,0.0,5.1,1.0,1.85,18.1,1704,108,3.29,7.60,2274,1455,329,1.0,2.35,1.22,1.95,2.69,4.77,2.55,23.4,1.364
9000,86,248,18.2,0.2,0.4,0.2,13.6,0.0,1.08,11.4,187,134,6.16,7.36,28,87,133,0.0,1.09,1.05,1.11,3.87,5.41,5.62,39.7,1.261
9000,113,24,6.7,0.0,0.0,0.0,4.1,0.0,1.00,23.1,19,277,8.93,12.55,0,24,0,0.0,1.00,1.00,1.00,2.08,2.92,1.79,33.6,1.626
9000,118,13,6.0,0.0,0.2,0.0,3.8,0.0,1.00,22.3,9,203,4.55,7.39,13,0,0,0.0,1.00,1.00,1.00,2.15,3.92,1.23,5.5,1.545
9000,127,12,14.1,0.7,0.5,0.0,9.7,0.0,1.22,14.5,12,150,11.79,8.12,0,8,4,0.0,1.35,1.21,1.19,4.25,5.67,4.92,36.4,1.228
9000,114,9,18.5,0.0,2.2,0.0,9.6,0.0,1.00,16.4,9,141,5.09,10.69,4,5,0,0.0,1.00,1.00,1.00,3.44,5.11,3.22,26.8,1.581
10000,3,3148,15.7,1.8,2.6,0.0,5.4,1.0,1.86,17.6,1466,108,3.58,7.25,1661,1243,244,1.0,2.35,1.23,1.97,2.81,4.91,2.67,24.4,1.360
10000,86,289,20.4,0.3,0.7,0.1,15.5,0.0,1.05,10.6,217,146,6.63,8.52,26,87,176,0.0,1.03,1.06,1.07,4.22,5.54,5.89,41.8,1.217
11000,3,2888,16.8,1.7,2.8,0.0,6.1,1.0,1.82,16.8,1462,92,2.95,7.09,1656,1027,205,1.0,2.32,1.20,1.90,2.92,5.23,2.75,23.5,1.364
11000,86,307,21.3,0.2,0.6,0.3,15.2,0.0,1.04,11.2,241,132,7.59,7.56,21,133,153,0.0,1.02,1.07,1.04,4.16,5.69,5.30,38.9,1.293
12000,3,2032,18.9,2.0,3.1,0.1,6.7,1.2,1.92,16.0,1128,92,3.11,6.73,1136,741,155,1.2,2.46,1.21,2.02,3.11,5.49,2.92,23.7,1.366
12000,86,275,17.8,0.2,0.3,0.1,13.1,0.0,1.04,12.4,195,119,5.46,6.23,53,107,115,0.0,1.02,1.08,1.04,3.88,6.25,4.05,36.9,1.293
13000,3,1576,20.1,2.1,3.4,0.1,6.8,1.2,1.93,15.4,893,82,2.49,6.69,842,611,123,1.2,2.47,1.21,2.04,3.20,5.59,3.04,24.1,1.389
13000,86,313,16.2,0.1,0.7,0.1,11.7,0.0,1.02,13.7,196,123,5.49,5.82,97,93,123,0.0,1.01,1.03,1.03,3.52,5.93,3.54,34.1,1.291
14000,3,911,26.2,2.3,4.6,0.1,8.7,1.1,1.90,13.6,572,91,3.47,7.75,482,366,63,1.1,2.30,1.17,2.04,3.58,5.85,3.58,24.0,1.472
14000,86,362,19.2,0.1,0.6,0.2,13.9,0.0,1.03,11.6,208,120,5.74,5.81,135,113,114,0.0,1.02,1.03,1.04,4.02,6.35,4.33,29.9,1.304
15000,3,760,28.9,2.7,5.2,0.1,8.9,1.2,2.06,13.3,453,88,3.41,7.95,403,303,54,1.2,2.41,1.26,2.30,3.75,5.74,3.81,24.1,1.490
15000,86,326,19.4,0.1,0.8,0.4,13.6,0.0,1.02,12.3,195,126,6.66,5.92,93,115,118,0.0,1.00,1.05,1.03,3.93,5.99,4.13,33.8,1.317
16000,3,788,27.9,2.2,5.5,0.0,8.8,1.2,1.89,13.4,497,86,3.34,7.77,436,276,76,1.2,2.20,1.19,2.09,3.72,5.70,3.84,24.5,1.496
16000,86,369,22.0,0.1,0.7,0.2,15.8,0.0,1.01,10.4,223,130,7.20,6.77,80,171,118,0.0,1.00,1.02,1.01,4.23,6.58,4.46,34.8,1.317
17000,3,1193,28.8,3.0,5.5,0.1,7.7,1.4,2.21,13.5,713,80,2.56,8.42,587,535,71,1.5,2.55,1.30,2.52,3.68,5.63,3.86,24.9,1.496
