step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std
110000,4939,1.533,0.687,7.48,439431,395670,0,28373,15485,2127331,813098.6,2314293.5,0.021,0.800,0.067,0.111,85,12.88,8.11,1.11,2.08,1.77,2.72,0.10,1.46,6.02,5.24,0.54,1.01,0.111,0.145,2156,0.033,0.023,0.954,0.001,0.021,612002,465767,3,0.567,0.386,0.011,828258,0.149,2.026,0.045,17.80,179038,185,1.088,0.227,0.760,33505544,1.35,16.60,0.001,0.665,0.256,4.3,12.3,20.7,104.3,44504,0.170,0.00,0.0027,0.058,800,0.690,0.000,0.795,0.300,2.71,5.27,3.00,0.63,0.345,1.63,1.27,1.32,0.727,0.00404,3.69,207.8345,7245.44,98487.9,140332.6,42.340,97.7220,259.578,347.731,0.936,0.327,19.2,19.962,155.034,368,950.9,35.28,10.866,100.005,2576.0,71.946,0.135,2.00,4.3981,21722.2,1.0377,0.6127,9.01,1.279,0.212,1.0000,0.6354
120000,4971,1.527,0.678,8.24,447456,400817,0,30635,15972,2243934,824541.6,2405691.8,0.021,0.801,0.067,0.111,85,12.78,9.07,0.98,2.06,1.61,2.76,0.10,1.34,5.79,5.37,0.66,1.28,0.100,0.134,2284,0.035,0.018,0.954,0.001,0.028,632693,487397,3,0.430,0.003,0.018,832914,0.143,1.953,0.042,18.58,181904,183,1.072,0.234,0.791,34597230,1.34,17.12,0.001,0.676,0.277,4.0,11.2,21.8,112.1,42158,0.161,0.00,0.0029,0.075,683,0.698,0.000,0.791,0.310,2.72,5.25,2.97,0.73,0.337,1.76,1.23,1.30,0.736,0.00414,3.78,215.2849,6985.59,99886.6,140332.6,42.041,97.5651,267.375,369.211,0.894,0.310,21.7,20.596,155.382,375,1018.6,43.68,11.312,99.438,2590.9,72.889,0.135,2.00,4.1138,20449.5,1.0444,0.6060,8.48,1.364,0.325,1.0000,1.5916
130000,4993,1.545,0.721,8.30,441804,395785,0,30897,15100,2312632,822844.6,2403103.5,0.024,0.810,0.058,0.108,86,12.83,8.33,0.85,1.69,1.49,2.51,0.13,1.46,6.30,5.82,0.61,1.26,0.093,0.135,2393,0.030,0.022,0.945,0.001,0.032,625814,468396,3,0.433,0.006,0.019,1077450,0.125,2.239,0.044,18.50,176031,182,1.039,0.236,0.764,33621114,1.29,16.92,0.001,0.653,0.246,4.0,11.9,22.0,106.8,43745,0.167,0.00,0.0026,0.062,992,0.685,0.000,0.792,0.310,2.81,5.27,3.18,0.67,0.301,1.66,1.18,1.26,0.726,0.00436,4.12,211.1282,7166.13,98689.4,140332.6,42.174,95.6602,263.252,354.615,0.958,0.325,21.3,21.770,154.426,370,1029.9,38.85,10.945,99.047,3109.6,72.146,0.135,2.00,4.1705,20823.3,1.0568,0.5845,8.76,1.377,0.327,1.0000,0.7346
140000,5012,1.543,0.665,8.26,442333,396039,0,31276,14999,2295396,818125.0,2391457.2,0.023,0.813,0.060,0.104,88,13.00,9.82,0.87,1.94,1.61,3.18,0.14,1.27,6.18,5.89,0.67,1.34,0.092,0.132,2383,0.022,0.019,0.951,0.001,0.029,622338,473817,3,0.479,0.002,0.025,1009013,0.120,2.054,0.040,18.75,178033,181,1.042,0.247,0.765,33647777,1.31,17.07,0.000,0.676,0.258,3.8,11.4,21.9,123.8,44078,0.168,0.00,0.0026,0.067,847,0.682,0.000,0.786,0.306,2.78,5.11,3.26,0.74,0.311,1.71,1.18,1.28,0.723,0.00436,4.04,210.1710,6922.86,100710.1,140332.6,42.838,95.2979,262.072,357.603,0.925,0.305,22.4,21.864,154.735,341,868.2,43.35,11.140,98.206,2603.6,71.351,0.135,2.00,3.9256,19675.1,1.0063,0.5823,8.79,1.372,0.345,1.0000,0.6502
150000,4832,1.583,0.667,8.82,439688,393731,0,30401,15736,2259929,814411.9,2367070.0,0.022,0.800,0.067,0.111,87,12.98,8.55,0.73,1.60,1.40,2.51,0.12,1.33,6.54,5.95,0.66,1.39,0.084,0.130,2242,0.038,0.022,0.943,0.001,0.034,613006,468202,3,0.484,0.002,0.018,894577,0.141,2.185,0.041,18.51,172938,178,1.047,0.246,0.767,32530508,1.26,16.94,0.000,0.658,0.234,3.9,11.9,21.7,106.6,42495,0.162,0.00,0.0026,0.072,637,0.678,0.000,0.792,0.301,2.83,5.34,3.17,0.71,0.273,1.67,1.16,1.23,0.719,0.00447,4.07,208.3635,7021.75,99466.2,140332.6,42.754,95.2817,260.315,333.107,0.897,0.308,21.7,21.608,154.621,275,686.1,37.53,10.880,98.499,2739.9,71.350,0.134,2.00,4.3502,21020.1,1.1025,0.5844,8.79,1.407,0.368,1.0000,1.0665
160000,4570,1.589,0.648,7.55,444171,399065,0,30160,15208,2343920,825166.9,2431632.5,0.026,0.801,0.070,0.104,86,13.49,8.33,1.12,1.97,1.62,2.64,0.08,1.34,6.42,5.43,0.56,1.04,0.096,0.134,2093,0.027,0.025,0.950,0.002,0.023,628430,468609,3,0.507,0.001,0.010,855801,0.142,1.994,0.042,18.36,180788,182,1.037,0.243,0.769,33274913,1.39,16.54,0.001,0.654,0.263,4.1,13.1,21.8,100.8,42258,0.161,0.00,0.0028,0.063,671,0.678,0.000,0.794,0.310,2.81,5.34,3.06,0.62,0.325,1.85,1.22,1.35,0.721,0.00491,4.14,212.8967,6824.78,100385.4,140332.6,41.994,95.3744,265.924,354.049,0.875,0.317,19.3,22.420,154.745,306,744.9,38.52,10.843,99.339,2595.8,72.534,0.135,2.00,4.5557,20819.4,1.0477,0.5843,9.25,1.312,0.238,1.0000,1.3941
170000,4724,1.584,0.685,8.48,412715,371718,0,27057,13786,2128168,803319.2,2308302.5,0.032,0.807,0.065,0.096,90,13.34,8.62,0.99,1.94,1.55,2.41,0.08,1.08,6.22,5.56,0.62,1.21,0.096,0.132,2304,0.033,0.018,0.950,0.002,0.030,593515,446538,3,0.484,0.021,0.014,772455,0.155,2.265,0.041,17.41,163689,184,1.085,0.249,0.764,32179997,1.35,16.83,0.001,0.663,0.268,4.1,12.6,21.3,99.4,41769,0.159,0.00,0.0027,0.075,703,0.694,0.000,0.782,0.323,2.76,5.44,3.01,0.69,0.330,1.78,1.22,1.31,0.733,0.00426,3.91,206.3873,7107.01,99688.8,140332.6,44.391,95.3464,251.845,345.620,0.896,0.320,20.9,20.126,154.364,301,724.6,50.89,10.075,98.137,2934.5,70.731,0.135,2.00,4.3712,20649.8,1.0705,0.5870,8.84,1.382,0.296,1.0000,1.0248
180000,5186,1.574,0.663,8.28,417096,374070,0,28018,14546,2077529,808993.1,2323278.5,0.028,0.811,0.066,0.095,90,13.10,8.38,0.96,1.73,1.55,2.48,0.08,1.03,6.26,5.67,0.57,1.16,0.097,0.134,2373,0.040,0.019,0.946,0.002,0.032,607533,459300,3,0.460,0.002,0.013,806081,0.159,2.036,0.042,16.73,164336,186,1.118,0.248,0.755,33056107,1.32,16.91,0.001,0.672,0.244,3.7,12.3,21.4,102.2,45844,0.175,0.00,0.0025,0.057,1021,0.700,0.000,0.790,0.331,2.76,5.20,3.12,0.65,0.324,1.65,1.19,1.29,0.738,0.00384,3.69,210.0599,6921.07,97760.3,140332.6,43.580,96.4869,253.549,360.971,0.942,0.304,21.5,19.894,154.600,264,627.3,30.77,9.537,99.840,2866.1,72.143,0.135,2.00,4.2755,22172.6,1.0857,0.5985,8.84,1.361,0.298,1.0000,1.8304
190000,3398,1.706,0.676,6.46,413367,366522,0,34170,14463,2335177,830358.7,2331839.0,0.034,0.788,0.065,0.113,94,15.49,9.86,1.41,2.37,2.41,3.97,0.09,1.11,7.64,6.33,0.83,1.35,0.109,0.165,1622,0.067,0.025,0.944,0.001,0.030,595880,459795,2,0.537,0.011,0.016,686041,0.167,2.234,0.043,17.64,154789,171,0.999,0.250,0.725,29290396,1.55,15.18,0.002,0.566,0.304,4.1,15.4,26.6,91.4,39260,0.150,0.00,0.0032,0.057,514,0.688,0.000,0.795,0.325,3.06,5.09,3.88,0.85,0.305,2.07,1.20,1.54,0.728,0.00607,3.50,203.2210,6481.40,108106.7,140332.6,41.582,99.1694,247.170,377.427,0.893,0.348,20.0,20.623,155.731,363,901.9,46.68,10.664,101.114,3206.5,71.977,0.136,2.00,4.2043,14286.1,0.8201,0.5443,11.55,1.183,0.103,1.0000,1.6942
200000,3988,1.612,0.688,7.63,373110,327256,0,32522,12742,2321857,798326.3,2143900.2,0.035,0.772,0.069,0.124,90,15.01,9.00,1.29,2.15,2.01,2.87,0.08,1.44,6.94,5.63,0.91,1.22,0.109,0.141,1947,0.062,0.022,0.944,0.002,0.032,544404,412690,2,0.600,0.034,0.009,572998,0.194,2.242,0.041,17.36,139081,165,0.923,0.243,0.741,23121966,1.59,16.16,0.001,0.613,0.404,4.4,15.1,23.5,93.8,41177,0.157,0.00,0.0029,0.063,702,0.649,0.000,0.779,0.336,2.96,5.40,3.19,0.92,0.408,2.16,1.21,1.58,0.693,0.00524,3.61,177.9654,6373.27,104596.4,140332.6,42.661,96.3337,219.668,375.676,0.924,0.330,21.4,20.887,153.903,314,890.5,37.57,10.262,100.215,3519.5,67.834,0.135,2.00,4.2166,16816.0,0.8774,0.5094,10.33,1.286,0.164,1.0000,0.6726
210000,3886,1.694,0.666,8.34,389052,357696,0,17103,14355,2321291,810457.7,2182813.0,0.055,0.833,0.048,0.064,94,16.15,9.63,1.39,2.09,2.10,2.91,0.08,1.28,7.29,6.02,0.92,1.15,0.114,0.141,1778,0.104,0.029,0.939,0.001,0.031,523549,444730,2,0.723,0.006,0.009,359269,0.182,2.075,0.041,18.49,153163,174,0.940,0.232,0.730,26891444,1.63,15.80,0.001,0.597,0.437,5.6,15.8,24.2,113.4,42178,0.161,0.00,0.0029,0.066,719,0.656,0.000,0.742,0.277,3.04,5.68,3.02,0.92,0.440,2.25,1.20,1.63,0.697,0.00582,3.71,181.1349,6294.08,105196.3,140332.6,40.307,97.2617,233.976,397.614,0.852,0.321,23.0,22.624,154.680,373,1044.3,48.04,11.660,101.339,3048.1,68.341,0.135,2.00,4.2110,16363.9,0.8247,0.5179,10.85,1.318,0.149,1.0000,1.4673
220000,3687,1.697,0.680,8.69,372532,344319,0,15076,13336,2213975,790753.7,2097456.2,0.054,0.840,0.046,0.060,95,16.77,9.58,1.47,2.29,2.06,2.76,0.06,0.85,7.36,5.76,0.93,1.13,0.110,0.132,1673,0.075,0.027,0.942,0.001,0.031,489529,419020,2,0.785,0.002,0.010,347534,0.167,2.105,0.044,18.70,152345,168,0.947,0.241,0.726,25804147,1.68,15.80,0.000,0.582,0.455,6.7,16.5,25.2,127.4,40383,0.154,0.00,0.0029,0.073,691,0.652,0.000,0.726,0.261,3.05,5.84,2.88,0.94,0.459,2.31,1.21,1.68,0.692,0.00602,3.86,173.3264,6304.45,105780.2,140332.6,42.836,94.9873,225.507,373.129,0.874,0.331,20.8,22.211,153.844,376,1101.2,37.77,11.580,98.437,3217.1,65.809,0.135,2.00,4.3100,15891.0,0.7916,0.5145,10.95,1.351,0.146,1.0000,3.9940
230000,3963,1.723,0.715,8.78,383293,354563,0,15104,13350,2295305,801116.9,2140900.0,0.054,0.843,0.044,0.059,91,16.84,9.69,1.61,2.28,2.12,2.67,0.05,1.09,6.99,5.56,1.01,1.14,0.115,0.130,1837,0.048,0.019,0.950,0.002,0.029,496919,416560,2,0.798,0.003,0.006,377529,0.162,2.106,0.047,19.34,158525,163,0.933,0.250,0.753,26759119,1.74,15.96,0.000,0.616,0.493,6.6,16.3,25.2,124.9,42671,0.163,0.00,0.0029,0.078,886,0.658,0.000,0.724,0.251,3.02,5.90,2.78,1.01,0.494,2.44,1.22,1.74,0.698,0.00572,3.68,177.0725,6413.50,103424.7,140332.6,42.309,94.9482,231.965,407.754,0.896,0.322,23.0,22.665,154.630,456,1356.4,32.88,12.696,98.514,3382.7,66.667,0.135,2.00,4.2918,17008.5,0.8048,0.5109,10.77,1.359,0.143,1.0000,2.0852
240000,3833,1.676,0.685,8.61,386418,357776,0,15554,13218,2297467,800016.2,2130523.2,0.046,0.847,0.045,0.062,94,15.92,9.13,1.45,1.99,2.13,2.83,0.08,1.00,6.89,6.15,0.93,1.10,0.122,0.141,1689,0.090,0.024,0.934,0.002,0.040,502398,384201,2,0.761,0.004,0.012,340483,0.162,2.143,0.043,18.46,166440,165,0.927,0.243,0.742,26816763,1.70,16.32,0.001,0.587,0.460,6.2,15.8,23.8,136.9,40488,0.154,0.00,0.0030,0.080,604,0.657,0.000,0.731,0.253,2.91,5.43,2.96,0.94,0.461,2.33,1.21,1.71,0.697,0.00586,3.57,175.5227,6278.91,105795.8,140332.6,41.343,96.7167,230.040,386.290,0.919,0.334,22.9,22.445,154.676,369,1007.6,33.53,12.033,100.460,3410.5,67.098,0.134,2.00,4.0806,15641.0,0.7903,0.5122,10.56,1.330,0.143,1.0000,1.0052
250000,4046,1.628,0.670,8.60,384635,356506,0,15133,12783,2251473,792278.6,2096496.0,0.044,0.842,0.048,0.066,95,15.49,9.11,1.53,2.11,2.12,2.64,0.03,0.60,6.48,5.66,0.95,1.10,0.122,0.140,1697,0.101,0.024,0.943,0.001,0.031,496249,380525,2,0.769,0.006,0.008,382800,0.172,2.067,0.041,19.13,161841,171,0.931,0.234,0.742,26225696,1.74,16.63,0.000,0.611,0.471,5.6,15.3,22.8,118.6,41087,0.157,0.00,0.0030,0.072,728,0.651,0.000,0.736,0.247,2.91,5.42,2.86,0.96,0.474,2.34,1.19,1.76,0.691,0.00544,3.66,172.2923,6118.41,105772.8,140332.6,42.819,95.3573,227.302,344.892,0.885,0.322,24.0,22.002,154.473,383,1114.8,42.99,12.264,98.235,3202.7,65.648,0.135,2.00,3.8853,15719.8,0.7890,0.5137,10.15,1.322,0.130,1.0000,1.8123
260000,3759,1.648,0.703,8.55,389752,363078,0,14974,11987,2272061,788847.4,2080552.2,0.044,0.847,0.045,0.064,95,15.92,9.09,1.61,2.25,2.04,2.50,0.08,1.30,6.73,5.65,0.95,1.09,0.118,0.136,1591,0.105,0.026,0.947,0.001,0.026,488858,366894,2,0.764,0.002,0.011,379488,0.169,2.168,0.045,19.49,166328,167,0.916,0.233,0.741,26154226,1.76,16.30,0.000,0.596,0.469,5.8,15.7,23.3,103.0,39324,0.150,0.00,0.0031,0.080,778,0.645,0.000,0.726,0.226,2.97,5.52,2.91,0.96,0.474,2.39,1.23,1.78,0.685,0.00596,3.76,169.7836,6199.99,106001.4,140332.6,42.438,95.2793,227.932,376.114,0.924,0.355,23.7,22.387,154.542,433,1226.0,47.20,12.642,98.153,3506.3,65.049,0.135,2.00,4.0957,15395.9,0.7921,0.5099,10.46,1.317,0.134,1.0000,0.7278
270000,3825,1.675,0.701,8.58,377032,348646,0,15439,12881,2157878,774019.4,2042892.9,0.037,0.839,0.051,0.073,96,15.89,9.74,1.53,2.30,2.13,2.81,0.08,1.52,6.72,5.48,0.95,1.11,0.116,0.134,1628,0.079,0.022,0.938,0.003,0.038,483982,348560,2,0.769,0.000,0.009,361993,0.185,2.156,0.044,18.61,156992,170,0.947,0.232,0.732,25233321,1.73,16.35,0.001,0.581,0.466,5.6,15.6,23.3,150.4,39984,0.153,0.00,0.0030,0.077,662,0.645,0.000,0.738,0.246,2.95,5.53,2.85,0.96,0.468,2.33,1.22,1.74,0.684,0.00567,3.80,168.3044,6309.37,105622.4,140332.6,45.048,93.2851,221.769,378.750,0.932,0.340,22.1,21.673,153.634,423,1210.6,37.36,11.397,96.385,3396.6,64.106,0.136,2.00,4.0723,15576.4,0.8163,0.5189,10.45,1.324,0.138,1.0000,1.4070
