step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std
110000,4393,1.981,0.664,20.72,358137,305054,312,26788,25076,1224108,997823.9,2301552.5,0.050,0.699,0.127,0.124,53,19.49,12.33,0.03,0.41,1.67,3.33,0.44,1.51,10.40,6.37,0.00,0.08,0.059,0.111,1501,0.035,0.026,0.936,0.000,0.037,537372,356812,12,0.324,0.322,0.162,10879693,0.130,2.667,0.044,17.93,268325,125,1.880,0.380,0.807,26007768,1.02,15.88,0.001,0.222,0.000,6.3,16.3,34.0,128.0,55096,0.210,0.00,0.0022,0.055,587,0.745,0.000,0.725,0.366,3.02,4.60,3.52,0.01,0.003,1.02,1.02,1.02,0.762,0.00387,4.03,276.9972,8724.91,69482.5,140332.6,81.226,111.1469,270.534,286.013,0.937,0.232,14.0,16.996,206.719,217,471.6,114.44,9.969,112.808,1303.4,90.485,0.135,2.00,11.2785,49546.5,1.2656,0.5149,12.54,1.586,0.488,1.3183,0.0000
120000,3281,2.046,0.627,18.88,284016,245667,43,24471,14947,1262618,669119.4,1653941.5,0.058,0.642,0.154,0.147,81,22.39,16.35,0.09,1.45,3.25,4.50,0.99,2.13,10.25,6.75,0.00,0.02,0.100,0.126,1292,0.073,0.036,0.930,0.000,0.034,312150,195574,5,0.419,0.123,0.383,7567562,0.179,1.884,0.044,19.61,150790,113,1.310,0.359,0.706,12209809,1.03,14.38,0.003,0.295,0.001,6.4,18.0,37.0,256.0,47845,0.183,0.00,0.0020,0.069,643,0.566,0.000,0.642,0.175,3.29,4.87,4.02,0.01,0.004,1.03,1.04,1.03,0.595,0.00563,2.37,169.7400,6437.81,95172.0,140332.6,27.586,65.8394,193.294,255.432,0.985,0.302,18.9,18.467,106.060,449,1253.9,67.02,13.402,62.123,2100.5,50.714,0.135,2.00,8.1338,26687.0,0.8316,0.4418,14.58,1.505,0.494,0.6817,0.0000
130000,4124,2.001,0.636,21.19,334075,285385,328,26047,21472,1201219,977855.8,2175498.5,0.047,0.705,0.124,0.124,55,20.12,12.90,0.05,0.70,1.86,3.58,0.37,1.34,10.35,5.92,0.00,0.00,0.064,0.116,1352,0.057,0.029,0.939,0.000,0.032,496900,340913,6,0.392,0.095,0.142,9810822,0.124,2.470,0.045,17.80,249179,125,1.811,0.383,0.804,23829055,1.02,15.58,0.001,0.216,0.000,7.1,17.2,34.0,128.0,52048,0.199,0.00,0.0023,0.058,592,0.733,0.000,0.698,0.364,3.09,4.67,3.61,0.00,0.001,1.02,1.02,1.02,0.750,0.00403,4.04,258.9003,8136.68,72450.0,140332.6,81.243,111.8166,253.408,279.845,0.923,0.237,14.7,16.619,206.369,210,457.1,84.40,9.805,112.907,1420.3,87.605,0.135,2.00,11.5274,47538.9,1.2255,0.5017,12.62,1.593,0.487,1.3183,0.0000
140000,3480,2.030,0.604,18.09,282650,246111,45,22911,14227,1223847,667374.9,1658505.1,0.058,0.647,0.147,0.149,82,21.49,14.45,0.05,0.88,3.05,4.22,1.11,2.14,10.27,6.91,0.00,0.00,0.098,0.127,1327,0.154,0.036,0.926,0.000,0.039,314310,203494,2,0.473,0.061,0.399,7317043,0.184,1.966,0.042,19.27,147951,116,1.355,0.354,0.720,12464142,1.02,14.38,0.001,0.318,0.000,5.9,17.5,35.0,191.0,50416,0.192,0.00,0.0019,0.074,704,0.571,0.000,0.643,0.184,3.27,4.93,3.97,0.01,0.004,1.02,1.02,1.02,0.598,0.00524,2.37,171.0305,6678.52,94680.7,140332.6,28.073,65.2297,193.684,252.089,0.977,0.299,21.7,18.233,106.017,361,970.5,86.83,12.947,61.968,1816.6,50.900,0.135,2.00,7.8085,27173.4,0.8143,0.4468,14.49,1.485,0.494,0.6817,0.0000
150000,4238,1.968,0.659,18.92,341243,288902,377,28513,22693,1266605,978901.1,2203981.0,0.048,0.697,0.129,0.126,54,19.10,12.77,0.04,0.48,1.79,3.71,0.52,1.73,10.27,5.85,0.00,0.02,0.059,0.110,1416,0.078,0.034,0.936,0.000,0.030,512608,357020,5,0.496,0.083,0.201,12991562,0.123,2.848,0.042,18.03,248416,128,1.740,0.375,0.804,23371091,1.01,15.84,0.002,0.226,0.000,6.0,15.5,35.6,128.0,53497,0.204,0.00,0.0022,0.056,585,0.721,0.000,0.706,0.370,3.03,4.52,3.61,0.01,0.002,1.01,1.02,1.01,0.740,0.00413,4.13,258.4225,8527.90,71547.5,140332.6,80.412,111.6433,255.516,284.184,0.967,0.239,16.7,17.497,206.336,214,485.5,117.08,9.767,113.424,1448.3,87.636,0.135,2.00,11.3285,48010.3,1.2241,0.5106,12.62,1.513,0.492,1.3183,0.0000
160000,3300,2.161,0.589,21.68,280344,244203,39,21817,15223,1164985,666428.1,1648279.9,0.056,0.638,0.145,0.162,82,24.89,16.67,0.03,0.46,3.25,4.37,0.49,1.87,11.36,7.43,0.00,0.02,0.101,0.122,1313,0.078,0.040,0.927,0.000,0.033,310776,198860,6,0.408,0.066,0.180,6476525,0.179,1.812,0.046,18.97,150141,118,1.415,0.349,0.702,12307366,1.01,14.27,0.003,0.245,0.000,7.9,23.0,39.0,128.0,49933,0.190,0.00,0.0018,0.068,652,0.573,0.000,0.652,0.181,3.36,4.97,3.98,0.00,0.002,1.01,1.01,1.01,0.600,0.00540,2.36,172.2676,6343.65,93737.1,140332.6,28.162,65.5788,193.403,250.399,0.971,0.298,17.1,17.806,105.953,358,974.3,45.71,12.665,62.198,1896.0,51.134,0.135,2.00,8.5301,28149.3,0.8275,0.4513,15.13,1.617,0.481,0.6817,0.0000
170000,4152,2.124,0.664,24.35,322971,281859,113,17011,23136,880050,994594.3,2321280.2,0.032,0.656,0.088,0.225,49,22.18,13.77,0.02,0.45,1.51,3.26,0.23,1.04,11.23,6.47,0.00,0.00,0.052,0.107,1328,0.047,0.032,0.939,0.000,0.030,505244,343010,13,0.379,0.193,0.096,4654253,0.142,2.678,0.047,16.35,276945,126,2.638,0.388,0.817,25009965,1.01,15.19,0.002,0.160,0.000,8.0,20.0,38.0,132.0,53913,0.206,0.00,0.0021,0.054,538,0.776,0.000,0.819,0.389,3.14,4.92,3.56,0.00,0.000,1.01,1.01,1.01,0.788,0.00349,3.52,294.7262,8809.46,69968.2,140332.6,86.059,109.5620,271.957,258.723,0.923,0.233,12.9,14.474,206.885,201,432.6,67.65,9.490,110.067,1255.4,91.903,0.135,2.00,11.7544,48804.1,1.2213,0.5392,12.98,1.712,0.448,1.3183,0.0000
180000,3035,2.323,0.656,23.63,236734,209111,20,15183,13537,830952,652552.6,1484225.0,0.044,0.615,0.118,0.223,85,26.76,18.01,0.04,0.65,3.50,4.59,0.32,1.47,11.70,8.20,0.00,0.00,0.110,0.134,1338,0.118,0.040,0.914,0.000,0.045,266996,176392,4,0.514,0.165,0.117,2745683,0.149,1.972,0.049,17.53,138048,115,1.786,0.368,0.670,11629894,1.01,14.00,0.006,0.234,0.000,8.0,28.0,42.0,140.0,47222,0.180,0.00,0.0018,0.057,460,0.617,0.000,0.728,0.191,3.41,4.99,4.07,0.01,0.003,1.01,1.01,1.01,0.637,0.00495,1.96,169.8588,7099.99,94404.7,140332.6,30.121,67.0227,180.115,215.515,0.970,0.297,16.7,15.024,105.824,399,1175.7,56.64,11.982,62.070,1994.1,50.574,0.135,2.00,8.7282,26490.1,0.8052,0.4620,15.56,1.681,0.456,0.6817,0.0000
190000,5190,1.686,0.626,23.73,333751,289380,131,18088,23997,919095,982289.6,2343995.2,0.025,0.680,0.078,0.218,46,14.94,11.00,0.28,0.94,1.12,2.79,0.41,1.31,7.52,6.31,0.43,1.01,0.062,0.110,2478,0.077,0.026,0.918,0.002,0.055,530308,359209,10,0.410,0.153,0.209,5681206,0.130,1.763,0.044,16.46,292296,142,2.550,0.387,0.778,27004213,1.13,17.40,0.000,0.492,0.160,5.6,12.1,28.0,128.0,48435,0.185,0.00,0.0025,0.063,582,0.780,0.000,0.830,0.395,2.71,5.03,2.79,0.43,0.163,1.41,1.06,1.10,0.796,0.00276,3.55,293.2140,7426.32,91438.8,140332.6,85.908,111.8939,271.344,256.700,0.974,0.292,16.7,14.345,205.879,246,619.7,32.86,9.718,110.081,1803.3,91.055,0.135,2.00,5.4566,28319.7,1.1432,0.6025,9.33,1.663,0.473,1.3183,0.0000
200000,3364,2.117,0.575,22.49,262861,231504,0,18723,14460,1060809,662555.6,1549738.6,0.042,0.618,0.126,0.214,79,24.32,15.64,0.05,0.70,3.08,4.25,0.13,0.84,11.38,7.24,0.00,0.03,0.101,0.133,1310,0.054,0.039,0.926,0.000,0.036,288942,184995,4,0.539,0.115,0.051,2371325,0.149,1.780,0.042,19.39,148844,121,1.461,0.359,0.698,12050249,1.01,14.65,0.003,0.247,0.000,8.0,22.2,40.0,146.0,49271,0.188,0.00,0.0017,0.070,532,0.577,0.000,0.710,0.167,3.28,4.90,3.88,0.01,0.003,1.02,1.02,1.01,0.607,0.00510,2.21,159.8120,6141.77,93637.5,140332.6,27.731,64.8152,185.929,240.785,0.950,0.299,19.5,17.155,105.930,347,965.0,36.51,14.068,62.360,1850.5,49.927,0.135,2.00,8.4725,28501.5,0.8339,0.4974,14.65,1.622,0.480,0.6817,0.0000
210000,4026,2.231,0.638,26.40,312812,273208,117,16977,21848,893345,1005858.7,2324645.8,0.022,0.690,0.078,0.209,47,24.30,14.08,0.04,0.68,2.07,3.94,0.16,0.97,11.37,6.43,0.00,0.03,0.068,0.120,1334,0.046,0.030,0.929,0.000,0.041,486984,302705,25,0.326,0.170,0.053,2579464,0.151,2.282,0.044,17.37,285314,124,2.602,0.384,0.793,26667079,1.01,15.37,0.001,0.176,0.001,8.2,24.0,40.0,158.0,54887,0.209,0.00,0.0022,0.062,531,0.784,0.000,0.810,0.385,3.18,4.83,3.53,0.01,0.002,1.02,1.02,1.01,0.796,0.00389,3.30,294.0871,8153.77,69483.9,140332.6,85.748,108.8585,274.155,268.144,0.971,0.234,14.9,15.667,207.562,265,647.1,54.94,10.997,109.574,1281.4,91.946,0.134,2.00,12.2822,49448.0,1.2128,0.5405,13.63,1.769,0.418,1.3183,0.0000
220000,3137,2.279,0.658,25.68,232813,204241,24,15915,13522,878772,656652.8,1439657.4,0.043,0.624,0.129,0.204,83,27.40,16.38,0.05,0.74,3.60,4.72,0.18,1.10,11.88,7.46,0.00,0.02,0.105,0.127,1299,0.138,0.036,0.925,0.000,0.038,252290,158235,6,0.494,0.111,0.050,1172142,0.176,2.114,0.049,18.51,137147,111,1.638,0.373,0.702,10947291,1.02,14.47,0.003,0.241,0.000,8.3,28.0,40.0,128.0,49291,0.188,0.00,0.0018,0.063,501,0.591,0.000,0.687,0.168,3.40,4.80,4.02,0.01,0.004,1.02,1.02,1.02,0.613,0.00530,1.88,163.0307,7099.36,94178.5,140332.6,29.460,66.1987,177.138,231.097,0.974,0.297,19.3,16.615,106.326,415,1191.9,43.83,13.366,61.833,2069.9,49.938,0.134,2.00,8.4419,26482.3,0.7979,0.4456,15.71,1.709,0.448,0.6817,0.0000
230000,4059,2.225,0.631,27.08,303348,262787,157,17735,21747,929111,1016468.4,2327428.8,0.024,0.687,0.077,0.211,45,24.62,14.97,0.09,1.43,1.90,3.83,0.17,0.96,11.75,6.43,0.00,0.00,0.060,0.114,1392,0.032,0.029,0.937,0.000,0.034,484206,294052,37,0.220,0.294,0.059,2198480,0.154,2.439,0.046,17.60,290940,126,2.505,0.376,0.818,25809483,1.03,15.13,0.001,0.175,0.000,9.8,24.0,40.0,246.0,56422,0.215,0.00,0.0021,0.058,523,0.784,0.000,0.813,0.400,3.19,4.84,3.64,0.01,0.004,1.03,1.03,1.03,0.796,0.00396,3.41,292.6316,8242.77,68382.7,140332.6,85.237,108.7031,270.680,266.036,0.954,0.227,15.0,16.060,206.670,220,524.4,99.63,11.058,109.746,1195.0,92.431,0.135,2.00,12.4581,50567.5,1.2155,0.5305,13.90,1.756,0.426,1.3183,0.0000
240000,3171,2.298,0.589,24.66,223784,197622,14,15035,12001,848581,658360.1,1409602.9,0.038,0.630,0.120,0.212,82,26.97,16.68,0.08,1.13,3.32,4.66,0.17,0.95,12.03,6.96,0.00,0.04,0.097,0.124,1324,0.089,0.036,0.931,0.000,0.033,244946,152002,7,0.465,0.071,0.061,1327259,0.173,1.790,0.044,18.89,134476,114,1.661,0.365,0.679,10974385,1.02,14.30,0.002,0.241,0.001,8.2,26.0,42.0,170.0,49487,0.189,0.00,0.0017,0.062,550,0.600,0.000,0.691,0.173,3.39,4.82,4.08,0.02,0.006,1.03,1.03,1.03,0.622,0.00525,1.95,160.8617,6338.53,95016.8,140332.6,28.829,66.9207,174.616,230.899,0.966,0.302,18.4,16.648,106.084,382,1113.5,40.43,13.655,62.019,1752.9,49.641,0.135,2.00,8.4038,26648.3,0.7877,0.4521,15.61,1.677,0.463,0.6817,0.0000
250000,3970,2.175,0.713,26.61,311287,270482,110,16045,23851,878668,1011743.2,2298355.2,0.021,0.696,0.082,0.201,46,23.40,13.91,0.05,0.51,1.61,3.33,0.22,1.24,11.49,6.71,0.00,0.07,0.056,0.107,1451,0.043,0.027,0.934,0.001,0.038,477686,297043,19,0.218,0.375,0.072,2730362,0.149,2.829,0.051,17.46,283320,124,2.616,0.389,0.795,26546985,1.02,15.32,0.001,0.170,0.002,8.0,22.0,40.0,128.0,53068,0.202,0.00,0.0022,0.050,503,0.784,0.000,0.798,0.376,3.21,4.86,3.53,0.01,0.004,1.03,1.03,1.02,0.796,0.00397,3.29,292.1653,9209.83,69223.7,140332.6,85.126,109.2270,272.189,269.626,0.930,0.232,13.7,15.774,207.774,276,697.5,117.88,11.060,110.122,1406.7,92.421,0.136,2.00,12.3221,48918.9,1.2336,0.5367,13.37,1.752,0.429,1.3183,0.0000
260000,3140,2.267,0.638,24.63,245171,217178,22,14751,14050,858195,659718.2,1492418.5,0.041,0.619,0.135,0.206,81,26.72,16.89,0.09,1.09,3.15,4.74,0.18,1.18,12.09,6.90,0.00,0.08,0.089,0.122,1319,0.048,0.040,0.920,0.000,0.039,266757,164468,6,0.288,0.165,0.056,1855608,0.169,1.950,0.048,18.11,142582,115,1.739,0.363,0.681,11592940,1.03,14.44,0.002,0.228,0.001,8.1,26.0,42.0,185.0,48697,0.186,0.00,0.0017,0.069,517,0.596,0.000,0.694,0.165,3.38,4.94,3.89,0.01,0.003,1.04,1.03,1.03,0.618,0.00516,2.04,169.1352,6919.36,93179.5,140332.6,29.335,66.5064,183.304,227.247,0.973,0.294,19.6,16.207,106.157,414,1110.0,43.25,12.703,62.212,1949.4,50.854,0.134,2.00,8.8808,27885.6,0.8128,0.4601,15.51,1.666,0.463,0.6817,0.0000
270000,4011,2.167,0.658,26.52,321362,279190,142,15648,25511,837551,1008646.1,2370829.0,0.027,0.681,0.089,0.203,45,23.45,14.66,0.09,1.00,1.60,3.51,0.19,1.25,11.64,6.49,0.00,0.10,0.053,0.104,1494,0.037,0.032,0.937,0.000,0.031,507097,309503,33,0.258,0.322,0.064,2535806,0.149,2.502,0.048,16.29,296459,131,2.831,0.369,0.811,26782337,1.03,15.15,0.001,0.185,0.001,9.1,20.0,40.0,156.0,54243,0.207,0.00,0.0022,0.058,552,0.785,0.000,0.818,0.392,3.25,5.03,3.47,0.02,0.006,1.03,1.03,1.02,0.797,0.00377,3.49,302.8624,8520.26,69841.8,140332.6,85.717,109.3300,278.013,262.045,0.949,0.232,14.3,15.124,206.944,234,562.0,91.86,9.556,110.496,1343.9,93.441,0.135,2.00,12.2486,49129.2,1.2396,0.5573,13.52,1.734,0.440,1.3183,0.0000
