step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std
10000,3768,1.943,0.741,21.05,367549,282278,0,62771,20215,3053959,1155927.9,2610922.5,0.073,0.747,0.070,0.110,54,19.61,15.68,0.51,2.17,3.35,5.95,0.39,1.44,10.98,9.42,0.00,0.03,0.122,0.175,2421,0.012,0.027,0.938,0.000,0.035,591824,447827,2,0.351,0.377,0.143,2322590,0.156,2.133,0.052,23.59,263092,109,0.855,0.405,0.734,23201791,1.17,13.72,0.001,0.463,0.001,4.1,16.0,38.0,124.0,57378,0.219,0.00,0.0028,0.057,570,0.721,0.001,0.745,0.397,3.42,4.63,4.76,0.03,0.016,1.10,1.23,1.20,0.763,0.00646,2.64,246.8936,7800.53,97442.4,140332.6,50.983,147.7594,260.778,559.435,0.965,0.319,19.5,24.350,209.718,505,1334.7,52.46,38.137,138.775,2487.1,88.391,0.135,2.00,5.8205,21931.8,0.7752,0.4478,15.23,1.382,0.649,1.3183,0.0000
20000,3450,2.030,0.667,19.41,278712,254905,0,17173,6952,1628246,690814.4,1724993.4,0.069,0.665,0.114,0.152,78,21.68,15.26,0.58,2.47,2.71,4.28,1.12,2.46,11.95,8.99,0.00,0.07,0.101,0.141,2040,0.026,0.028,0.940,0.001,0.031,328384,203186,5,0.259,0.461,0.345,7057915,0.211,1.762,0.046,23.17,163932,117,1.059,0.344,0.755,12677565,1.16,12.68,0.002,0.429,0.003,6.1,19.6,34.8,158.0,56438,0.215,0.00,0.0017,0.061,506,0.591,0.000,0.689,0.225,3.65,4.60,5.25,0.06,0.030,1.11,1.21,1.18,0.628,0.00496,2.60,170.3194,7072.45,96692.7,140332.6,24.566,67.3214,198.523,261.871,0.970,0.302,17.5,17.125,105.789,477,1213.0,32.48,17.018,61.350,2115.2,49.303,0.136,2.00,7.0121,24191.8,0.7243,0.3883,16.36,1.394,0.577,0.6817,0.0000
30000,4308,2.034,0.679,22.31,336346,296958,164,20338,18028,1348237,1013530.9,2349869.8,0.037,0.710,0.103,0.149,47,20.45,12.27,0.18,1.23,2.08,3.99,0.18,1.09,11.07,7.26,0.01,0.10,0.085,0.147,1910,0.031,0.026,0.944,0.000,0.029,533451,358765,17,0.204,0.253,0.063,4119310,0.151,2.376,0.044,19.99,273898,127,1.743,0.380,0.813,29074605,1.05,13.98,0.001,0.258,0.003,7.0,18.0,34.0,128.0,58223,0.222,0.00,0.0021,0.051,482,0.801,0.000,0.792,0.392,3.49,5.07,4.56,0.03,0.016,1.06,1.07,1.05,0.818,0.00350,4.50,286.9734,8565.26,71006.4,140332.6,79.559,114.2702,279.425,273.997,0.911,0.235,12.4,15.093,204.949,306,720.7,63.68,12.103,111.945,1355.3,90.507,0.135,2.00,11.0643,47664.9,1.2169,0.4909,13.52,1.580,0.527,1.3183,0.0000
40000,3588,1.969,0.622,19.99,261622,237437,43,15831,9031,1253782,667463.1,1658839.5,0.048,0.671,0.120,0.161,73,21.28,14.66,0.36,2.00,3.10,4.65,1.12,2.02,10.07,7.65,0.01,0.12,0.111,0.140,1992,0.033,0.027,0.934,0.000,0.039,320241,198234,7,0.439,0.280,0.366,4987805,0.205,1.738,0.041,20.56,152042,125,1.323,0.310,0.734,14528264,1.11,13.36,0.001,0.391,0.004,5.5,20.0,34.0,140.0,52548,0.200,0.00,0.0018,0.066,651,0.641,0.000,0.721,0.239,3.54,5.17,4.47,0.08,0.032,1.12,1.14,1.11,0.670,0.00446,2.57,173.7429,6623.65,97191.5,140332.6,27.602,68.1313,193.128,233.960,0.972,0.306,21.4,16.002,104.934,409,985.1,35.67,14.088,60.956,2061.6,49.624,0.136,2.00,6.7829,24337.0,0.7575,0.4397,14.65,1.468,0.525,0.6817,0.0000
50000,4102,2.007,0.684,22.83,327441,292312,360,20687,13568,1278690,999092.2,2247170.8,0.031,0.699,0.124,0.146,45,20.46,13.11,0.20,1.49,1.91,3.51,0.26,0.98,10.50,6.27,0.00,0.06,0.068,0.109,1639,0.030,0.031,0.945,0.000,0.023,515733,321927,17,0.184,0.395,0.133,10366815,0.148,2.342,0.047,19.31,268407,138,1.757,0.335,0.808,25205926,1.06,15.07,0.001,0.237,0.003,7.8,18.0,32.0,172.0,52798,0.201,0.00,0.0023,0.061,647,0.749,0.000,0.769,0.392,3.22,4.92,3.68,0.04,0.016,1.06,1.09,1.05,0.768,0.00423,3.99,267.7131,8593.41,73568.9,140332.6,78.978,113.3253,265.846,293.269,0.958,0.245,14.5,17.335,206.608,302,725.0,53.00,11.417,113.708,1456.9,88.831,0.135,2.00,11.1223,45623.7,1.2607,0.5099,12.87,1.603,0.483,1.3183,0.0000
60000,3724,1.983,0.571,19.35,281719,251329,50,21425,9293,1337441,674813.4,1718033.6,0.057,0.628,0.147,0.168,76,21.51,15.11,0.23,1.72,3.09,5.00,0.81,1.51,10.41,7.47,0.01,0.11,0.100,0.131,1660,0.137,0.030,0.936,0.001,0.033,322275,195293,5,0.334,0.392,0.360,5583904,0.192,1.562,0.040,20.15,154864,119,1.285,0.332,0.724,12909247,1.07,14.10,0.002,0.334,0.005,6.2,19.3,35.0,157.0,54150,0.207,0.00,0.0017,0.068,769,0.592,0.000,0.681,0.196,3.39,4.86,4.24,0.04,0.018,1.07,1.09,1.07,0.623,0.00481,2.44,174.6082,6163.23,95186.7,140332.6,26.973,66.5037,199.454,253.904,0.988,0.299,21.0,17.928,105.847,376,981.8,25.98,13.819,62.122,1770.3,51.032,0.135,2.00,7.1936,26789.0,0.7987,0.4408,14.54,1.482,0.501,0.6817,0.0000
70000,4419,2.011,0.698,23.28,365342,322329,268,23890,18160,1353145,1004510.5,2411996.2,0.039,0.696,0.126,0.139,45,19.58,12.22,0.14,1.37,1.63,3.47,0.30,1.12,10.05,5.84,0.00,0.02,0.061,0.114,1602,0.061,0.028,0.940,0.000,0.032,561937,360283,17,0.238,0.241,0.131,9661068,0.153,2.773,0.046,18.25,292678,132,1.783,0.349,0.809,28069754,1.05,15.94,0.001,0.229,0.000,7.0,18.0,31.6,246.0,53578,0.204,0.00,0.0023,0.064,617,0.753,0.000,0.743,0.377,3.03,4.82,3.32,0.02,0.008,1.06,1.07,1.05,0.772,0.00393,4.07,289.1933,9045.61,71015.7,140332.6,80.812,111.3327,285.763,292.451,0.963,0.232,16.3,17.357,207.290,267,645.7,133.37,10.339,112.862,1316.1,91.889,0.135,2.00,10.6936,47255.0,1.2406,0.5118,12.12,1.620,0.484,1.3183,0.0000
80000,3428,2.019,0.622,18.01,295462,257578,36,24566,14273,1312937,670410.8,1723598.9,0.052,0.635,0.161,0.152,76,21.62,15.36,0.10,1.08,2.98,4.52,1.19,2.49,10.32,6.94,0.00,0.02,0.092,0.127,1484,0.078,0.040,0.919,0.000,0.041,326758,203634,5,0.326,0.189,0.374,7229435,0.185,2.040,0.044,19.42,158773,117,1.313,0.344,0.697,12682272,1.03,14.35,0.002,0.319,0.000,5.5,17.0,38.0,152.0,50012,0.191,0.00,0.0019,0.073,672,0.567,0.000,0.647,0.177,3.29,4.92,4.00,0.02,0.008,1.03,1.04,1.02,0.596,0.00536,2.42,174.8078,6735.76,95658.3,140332.6,27.639,65.7154,199.638,257.750,0.955,0.303,21.1,18.382,106.054,315,852.2,52.86,13.044,62.209,2184.7,51.143,0.134,2.00,7.6013,26057.4,0.7892,0.4440,14.59,1.464,0.489,0.6817,0.0000
90000,4099,2.035,0.665,19.92,340598,289403,284,28259,21981,1296234,992516.9,2256325.0,0.048,0.696,0.132,0.123,53,20.90,14.01,0.07,0.98,1.93,3.84,0.60,1.97,10.80,6.28,0.00,0.00,0.064,0.118,1461,0.049,0.031,0.933,0.000,0.035,521793,364820,8,0.384,0.112,0.217,12405412,0.128,2.590,0.044,17.65,254832,129,1.741,0.371,0.790,23777098,1.02,15.19,0.002,0.232,0.000,7.2,17.1,36.0,156.0,54929,0.210,0.00,0.0022,0.052,605,0.730,0.000,0.720,0.380,3.13,4.73,3.76,0.01,0.003,1.03,1.03,1.02,0.750,0.00423,4.02,264.5497,8451.46,73421.4,140332.6,80.203,112.1888,258.919,284.198,0.967,0.243,16.6,17.354,206.461,250,619.6,73.65,9.569,114.116,1427.4,89.387,0.134,2.00,11.2096,45948.1,1.1544,0.5091,13.40,1.558,0.483,1.3183,0.0000
100000,3486,2.052,0.602,18.89,278028,242010,42,23774,12815,1252706,669522.6,1636609.4,0.056,0.641,0.153,0.149,82,22.55,15.21,0.06,0.94,3.22,4.28,1.09,1.98,10.40,7.14,0.00,0.05,0.102,0.129,1452,0.108,0.036,0.921,0.000,0.043,309392,198205,5,0.507,0.093,0.407,7924288,0.182,1.747,0.043,19.71,147586,114,1.306,0.356,0.700,11919965,1.02,14.38,0.003,0.307,0.001,6.0,19.0,37.0,156.0,51480,0.196,0.00,0.0018,0.071,688,0.565,0.000,0.647,0.184,3.28,5.03,3.87,0.02,0.004,1.02,1.02,1.01,0.594,0.00533,2.36,167.9135,6506.33,95420.5,140332.6,27.422,65.5333,191.286,261.329,0.976,0.304,20.6,18.569,106.040,352,926.7,50.28,13.536,62.193,1951.7,50.546,0.134,2.00,7.5442,26298.9,0.7830,0.4412,14.77,1.522,0.491,0.6817,0.0000
