step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,1456,21.76,0.56,3.58,0.60,10.31,0.05,1.15,0.016,0.251,545750.6,1272397.1,2,100,3.28,1.14,1.15,130.8960,3174.49,87854.3,0.2978,4.1659,5462,6.4643,76,70.4107,492408.7
10000,1,1181,23.12,0.44,4.05,0.75,11.62,0.08,1.11,0.020,0.228,450624.2,1054305.8,2,96,3.54,1.10,1.13,106.9863,2502.22,14594.1,15.5083,5.9551,5461,6.4631,88,51.7532,371326.1
10000,2,541,19.37,0.12,2.98,1.16,13.12,0.01,1.02,0.004,0.108,236568.3,505988.7,1,48,3.51,1.01,1.01,57.0684,1257.75,661.3,42.0214,9.3571,5461,6.4631,135,13.7605,110108.1
20000,0,1422,19.14,0.40,4.14,0.90,8.18,0.03,1.14,0.009,0.220,277855.2,733312.1,1,120,3.26,1.12,1.19,56.8297,3125.56,92952.8,0.0000,6.4951,5462,6.2103,177,31.1323,222894.0
20000,1,1066,18.62,0.27,4.25,0.54,8.53,0.00,1.10,0.002,0.168,244116.8,609918.0,1,113,3.26,1.10,1.13,48.1279,2164.91,15102.1,5.8612,7.0574,5461,6.2092,210,24.2654,181665.1
20000,2,561,16.69,0.22,3.40,0.48,9.10,0.01,1.07,0.004,0.085,118351.8,239818.4,1,58,3.18,1.08,1.11,24.8864,1023.44,418.5,21.5103,7.8164,5461,6.2092,152,5.1258,41750.5
30000,0,2983,14.47,0.08,1.23,0.25,7.49,0.02,1.03,0.006,0.309,527577.9,1204065.9,16,165,2.80,1.04,1.05,128.4653,4878.02,69136.1,0.1016,3.8103,5462,5.2200,55,75.7904,527223.6
30000,1,1640,15.04,0.10,1.84,0.27,7.84,0.01,1.03,0.004,0.189,313653.9,812950.8,13,211,2.90,1.04,1.05,74.3410,2768.80,3705.7,24.3582,6.6807,5461,5.2191,113,36.7840,265166.4
30000,2,617,17.00,0.11,2.78,0.50,9.28,0.01,1.05,0.006,0.089,136600.3,291243.1,5,79,3.24,1.05,1.07,26.7795,1096.14,303.1,49.3072,9.3306,5461,5.2191,154,5.7429,45964.4
40000,0,2309,16.05,0.13,2.01,0.44,7.82,0.03,1.05,0.016,0.277,304326.4,907430.2,7,154,3.08,1.07,1.05,89.6214,3895.45,81388.1,0.0026,5.0054,5462,4.6187,62,33.1447,273670.9
40000,1,1482,15.60,0.09,2.05,0.51,8.03,0.01,1.03,0.007,0.179,228162.5,609065.5,7,205,3.08,1.04,1.03,57.7707,2244.65,7626.1,8.6258,6.3051,5461,4.6179,128,21.2878,174765.6
40000,2,596,16.14,0.17,2.15,0.63,10.66,0.02,1.05,0.005,0.093,117840.6,258574.2,5,63,3.26,1.03,1.07,29.2537,1223.74,327.7,21.8216,7.1707,5461,4.6179,100,5.6685,47822.3
50000,0,3660,13.75,0.30,1.30,0.12,5.72,0.40,1.15,0.148,0.312,574670.2,1550576.9,18,191,2.67,1.32,1.11,194.0794,5456.94,74900.8,2.8230,2.6367,5462,4.2913,69,79.9476,647850.5
50000,1,1565,14.36,0.33,1.81,0.14,7.22,0.38,1.16,0.132,0.169,226663.8,738214.4,13,207,2.83,1.31,1.14,74.2530,2055.99,4723.3,32.7460,6.2630,5461,4.2905,108,20.9606,179528.1
50000,2,656,14.44,0.12,1.33,0.19,10.88,0.12,1.04,0.046,0.094,135994.5,301362.7,3,50,3.19,1.09,1.02,33.5601,906.46,314.6,51.0487,7.7968,5461,4.2905,61,7.0936,61067.2
60000,0,2259,17.04,0.06,2.25,0.29,7.63,0.01,1.02,0.003,0.265,304235.8,911511.9,6,212,3.11,1.03,1.04,84.4074,3139.63,81869.9,0.0000,5.7326,5462,5.0823,90,32.5645,265672.6
60000,1,1377,16.88,0.05,2.32,0.23,8.46,0.00,1.02,0.002,0.174,229207.5,612570.4,5,156,3.07,1.02,1.02,56.5513,2116.33,8417.5,8.2032,6.4840,5461,5.0813,124,21.0974,174104.4
60000,2,577,17.33,0.13,1.69,0.08,11.73,0.00,1.04,0.002,0.090,120665.5,243353.1,3,72,3.32,1.03,1.06,29.1541,1015.66,359.7,21.6090,7.2494,5461,5.0813,101,5.8586,50169.5
70000,0,2475,12.58,0.58,1.27,0.11,5.36,0.85,1.28,0.294,0.208,531504.1,1456679.0,4,214,2.62,1.88,1.11,157.8211,3407.94,83080.4,1.1996,3.0802,5462,5.8470,77,77.5714,562395.8
70000,1,1915,13.70,0.57,1.44,0.12,6.35,0.86,1.26,0.287,0.184,280384.3,854169.7,4,220,2.82,1.82,1.11,79.4393,2515.73,9324.6,27.1814,6.3587,5461,5.8459,88,30.3507,235816.1
70000,2,817,17.77,0.33,2.11,0.20,10.36,0.45,1.11,0.116,0.122,153279.2,360098.2,3,107,3.37,1.28,1.07,37.5102,1313.99,526.8,48.7351,8.4114,5461,5.8459,114,8.5425,74154.7
80000,0,2461,16.56,0.72,1.86,0.08,7.11,0.98,1.24,0.356,0.275,292330.8,924679.6,2,213,3.16,1.67,1.11,77.3441,3211.18,81162.7,0.0000,5.8057,5462,6.1547,101,31.2030,255618.8
80000,1,1759,16.46,0.67,1.72,0.09,7.80,0.89,1.22,0.317,0.207,243761.3,702634.5,2,235,3.25,1.60,1.12,61.2180,2424.00,8423.4,6.7645,6.5285,5461,6.1535,103,23.0154,192307.0
80000,2,680,17.70,0.40,1.69,0.16,10.83,0.61,1.13,0.193,0.101,133851.2,317895.5,2,96,3.57,1.34,1.08,35.6003,1250.82,406.3,20.2827,7.2829,5461,6.1535,102,7.3240,63848.5
90000,0,2326,13.67,0.78,1.45,0.08,4.84,1.07,1.36,0.415,0.191,470946.8,1267145.0,3,224,2.71,2.24,1.12,117.8731,3545.46,83378.5,0.0203,3.1014,5462,7.4167,78,76.9636,478117.1
90000,1,1746,14.26,0.60,1.18,0.08,6.60,0.84,1.28,0.312,0.169,315829.3,959960.2,3,257,2.95,1.98,1.10,81.0258,2090.21,9508.7,20.0121,6.1824,5461,7.4154,84,39.0937,278843.7
