step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std
110000,3286,2.111,0.610,19.70,297302,252484,128,18550,26442,1297425,861835.3,2027072.8,0.046,0.762,0.090,0.103,58,23.08,17.26,0.10,1.35,2.65,3.96,0.14,1.71,11.89,8.71,0.00,0.03,0.095,0.129,1406,0.081,0.027,0.936,0.000,0.037,423242,282152,3,0.496,0.021,0.014,433530,0.191,2.257,0.041,17.55,212787,108,1.562,0.469,0.749,22548184,1.03,13.50,0.001,0.309,0.000,7.5,19.9,32.0,126.0,48550,0.185,0.00,0.0022,0.075,632,0.741,0.000,0.753,0.326,3.70,5.43,4.43,0.00,0.001,1.02,1.03,1.03,0.764,0.00526,2.92,227.8152,7080.07,82333.8,140456.7,50.560,93.0370,230.507,326.885,0.941,0.259,16.4,17.299,157.455,306,754.0,78.91,11.270,92.811,1734.2,74.361,0.135,2.00,12.0700,39662.0,1.1713,0.4670,14.77,1.552,0.474,1.0000,1.5242
120000,3531,2.147,0.618,19.99,292074,247470,154,17676,26529,1234428,839698.2,1995705.8,0.048,0.759,0.090,0.103,59,23.33,17.85,0.08,0.81,2.58,3.86,0.07,0.90,11.94,8.68,0.01,0.16,0.091,0.125,1475,0.076,0.028,0.940,0.000,0.032,415721,276986,4,0.464,0.074,0.014,613574,0.186,2.169,0.042,17.54,209607,111,1.617,0.467,0.778,21688601,1.02,13.96,0.001,0.296,0.002,6.4,18.6,34.7,128.0,51795,0.198,0.00,0.0020,0.073,686,0.732,0.000,0.759,0.327,3.59,5.27,4.23,0.01,0.002,1.02,1.03,1.02,0.754,0.00486,3.13,223.7557,7174.30,85311.3,140456.7,54.076,89.7657,225.457,337.844,0.920,0.264,19.5,17.170,156.712,313,802.7,80.46,10.923,89.102,1764.4,71.881,0.135,2.00,10.1300,35769.2,1.0177,0.4743,14.67,1.562,0.472,1.0000,1.2349
130000,3545,2.141,0.625,19.54,297965,251234,114,19213,27390,1290645,858675.7,2049194.6,0.050,0.758,0.091,0.102,59,23.18,17.37,0.08,1.00,2.63,3.86,0.11,1.43,11.84,8.27,0.00,0.05,0.093,0.127,1403,0.109,0.027,0.929,0.000,0.044,425727,287688,2,0.516,0.014,0.013,620323,0.186,2.060,0.046,17.59,215455,112,1.588,0.451,0.772,22079847,1.03,14.13,0.001,0.296,0.000,6.9,18.6,34.0,128.0,51947,0.198,0.00,0.0020,0.074,650,0.731,0.000,0.767,0.328,3.57,5.24,4.20,0.00,0.002,1.02,1.03,1.03,0.753,0.00502,3.02,227.7860,7373.82,81899.4,140456.7,51.717,90.9797,230.707,341.295,0.966,0.249,18.5,17.785,157.072,311,811.1,50.20,11.234,91.512,1650.5,73.967,0.135,2.00,11.0211,39069.8,1.0657,0.4736,14.65,1.554,0.474,1.0000,0.6792
140000,3629,2.186,0.655,19.26,317136,265906,107,21307,29732,1401140,872043.2,2163413.2,0.047,0.754,0.093,0.105,53,23.35,16.95,0.07,0.97,2.49,3.76,0.11,1.29,12.38,8.54,0.00,0.00,0.086,0.118,1435,0.052,0.026,0.947,0.000,0.028,455014,313083,3,0.494,0.014,0.019,760508,0.168,2.466,0.045,16.95,226290,111,1.544,0.445,0.769,23130350,1.02,14.03,0.001,0.298,0.000,8.0,20.0,34.0,128.0,54632,0.208,0.00,0.0019,0.060,744,0.733,0.000,0.764,0.331,3.59,5.31,4.16,0.00,0.001,1.01,1.03,1.03,0.756,0.00506,2.96,238.7852,7992.08,79032.2,140456.7,50.359,91.8763,241.387,334.276,0.962,0.242,17.9,18.356,157.621,275,642.9,99.70,10.610,93.567,1738.5,76.429,0.135,2.00,11.3116,41049.6,1.0909,0.4696,15.05,1.545,0.473,1.0000,1.0572
150000,3432,2.154,0.562,18.66,312136,263811,143,20094,28285,1315139,863075.7,2148906.5,0.056,0.746,0.094,0.104,56,23.10,16.41,0.07,0.90,2.46,3.76,0.06,1.00,12.26,8.12,0.00,0.03,0.087,0.123,1243,0.077,0.029,0.939,0.000,0.033,449989,300660,2,0.499,0.009,0.007,518457,0.194,1.960,0.039,16.31,220265,111,1.634,0.450,0.786,22445910,1.02,14.39,0.001,0.276,0.000,7.6,18.5,34.0,128.0,50970,0.194,0.00,0.0021,0.069,621,0.729,0.000,0.757,0.336,3.52,5.24,3.98,0.00,0.001,1.02,1.03,1.02,0.751,0.00524,2.95,239.4033,6848.11,82648.9,140456.7,51.556,91.7254,239.196,329.480,0.910,0.256,17.8,17.970,157.469,230,537.7,62.16,9.941,93.023,1453.9,76.047,0.135,2.00,11.5412,39609.3,1.0690,0.4740,14.85,1.543,0.462,1.0000,0.7957
160000,3767,2.131,0.593,18.46,320226,270059,131,20775,28926,1320984,862838.5,2192896.8,0.082,0.724,0.095,0.100,59,22.35,15.25,0.10,1.10,2.49,4.03,0.04,0.93,11.75,7.42,0.00,0.03,0.090,0.128,1329,0.148,0.032,0.931,0.001,0.036,457868,318274,2,0.500,0.100,0.005,216941,0.262,2.221,0.039,15.81,212540,111,1.660,0.447,0.791,21172503,1.03,15.01,0.001,0.302,0.000,6.5,18.5,34.0,128.0,54162,0.207,0.00,0.0019,0.065,679,0.703,0.000,0.759,0.333,3.45,5.06,3.85,0.00,0.001,1.02,1.04,1.03,0.726,0.00503,3.10,242.9720,7373.92,80416.2,140456.7,52.485,89.1029,243.138,331.440,0.946,0.247,20.0,18.932,157.255,184,411.6,68.22,9.141,92.448,1591.6,76.463,0.134,2.00,10.7780,40600.7,1.0510,0.4730,14.38,1.543,0.457,1.0000,0.8996
170000,3521,2.127,0.601,19.09,332066,279431,125,22968,29788,1472981,882844.6,2255490.2,0.085,0.727,0.091,0.098,58,23.25,15.43,0.09,1.10,2.65,4.03,0.05,0.83,12.14,7.95,0.00,0.08,0.095,0.130,1234,0.158,0.026,0.938,0.001,0.034,473093,323919,2,0.488,0.035,0.007,209932,0.266,2.381,0.038,15.95,222715,113,1.531,0.437,0.801,22068800,1.03,14.84,0.001,0.283,0.001,8.0,19.6,34.0,128.0,52550,0.200,0.00,0.0021,0.069,620,0.704,0.000,0.764,0.329,3.57,5.23,3.85,0.00,0.001,1.02,1.04,1.03,0.728,0.00569,2.97,247.9510,7527.03,81700.7,140456.7,49.399,91.5542,251.208,374.214,0.890,0.249,20.0,20.045,157.970,200,440.3,94.34,9.520,95.524,1532.0,78.778,0.136,2.00,11.2943,39767.1,1.0739,0.4666,14.92,1.563,0.457,1.0000,1.1461
180000,3726,2.113,0.608,18.05,316560,266788,161,20393,29013,1304409,856925.6,2163594.0,0.084,0.725,0.092,0.099,60,23.01,16.02,0.09,1.10,2.54,4.15,0.03,0.65,12.38,7.92,0.00,0.00,0.088,0.127,1301,0.180,0.033,0.933,0.000,0.034,456480,320720,2,0.514,0.134,0.004,210950,0.273,2.356,0.042,15.25,211543,111,1.659,0.451,0.791,21174887,1.02,14.75,0.001,0.301,0.000,6.9,18.5,34.0,128.0,56065,0.214,0.00,0.0019,0.066,688,0.707,0.000,0.753,0.339,3.51,5.17,3.87,0.00,0.002,1.01,1.03,1.03,0.729,0.00495,3.12,240.6445,7673.67,77818.9,140456.7,52.454,89.4535,239.585,309.088,0.969,0.244,20.7,18.427,156.820,154,342.8,81.04,8.623,93.020,1652.6,76.309,0.135,2.00,11.5572,43062.2,1.1030,0.4680,15.05,1.531,0.457,1.0000,1.2623
190000,3659,2.102,0.558,17.64,325370,274563,239,20855,29780,1335097,866230.8,2223663.0,0.086,0.724,0.091,0.099,60,22.76,16.24,0.11,1.29,2.52,3.96,0.06,0.98,12.21,8.17,0.00,0.07,0.089,0.123,1193,0.192,0.030,0.934,0.001,0.035,472090,330259,3,0.527,0.172,0.006,210504,0.281,2.142,0.038,15.38,222168,115,1.666,0.447,0.803,21854822,1.03,14.92,0.002,0.299,0.001,7.6,18.5,32.0,128.0,54501,0.208,0.00,0.0019,0.069,656,0.706,0.000,0.757,0.342,3.49,5.20,3.77,0.01,0.002,1.03,1.05,1.03,0.729,0.00520,3.12,248.2201,6997.32,82831.0,140456.7,51.602,90.6054,246.634,381.066,0.931,0.251,19.1,19.015,157.336,138,262.7,76.88,8.636,93.736,1568.4,77.440,0.135,2.00,10.6892,39111.6,1.0371,0.4727,14.90,1.519,0.456,1.0000,1.0300
200000,3608,2.122,0.560,18.12,311499,263936,170,20383,27061,1264648,834061.9,2126511.2,0.085,0.724,0.092,0.099,62,22.94,15.97,0.11,1.57,2.50,3.97,0.03,0.86,12.33,8.13,0.00,0.00,0.089,0.128,1200,0.180,0.037,0.926,0.001,0.037,445032,314733,4,0.511,0.044,0.002,177483,0.283,2.071,0.038,15.52,209012,113,1.682,0.443,0.783,20290712,1.04,14.80,0.001,0.301,0.000,8.0,18.5,32.0,128.0,54042,0.206,0.00,0.0019,0.078,603,0.694,0.000,0.750,0.335,3.52,5.10,3.91,0.00,0.002,1.03,1.05,1.04,0.716,0.00512,3.29,234.2935,6894.29,83214.2,140456.7,55.850,86.2525,234.288,318.703,0.944,0.251,21.0,18.486,156.317,166,338.9,58.80,8.513,89.180,1626.6,73.489,0.135,2.00,10.7359,38735.1,1.0232,0.4723,14.98,1.533,0.457,1.0000,1.3186
210000,3580,2.044,0.581,18.02,310786,263841,163,19849,26961,1271570,848702.6,2141733.8,0.085,0.727,0.091,0.098,62,22.09,15.60,0.10,1.17,2.36,3.98,0.10,1.39,11.91,7.63,0.00,0.07,0.084,0.126,1183,0.196,0.034,0.931,0.000,0.035,447962,315972,5,0.515,0.016,0.009,195827,0.269,2.457,0.037,15.17,211658,111,1.684,0.456,0.789,20679911,1.04,15.24,0.002,0.290,0.000,7.6,18.5,32.0,128.0,51774,0.198,0.00,0.0020,0.063,514,0.703,0.000,0.754,0.340,3.43,5.05,3.76,0.01,0.004,1.02,1.04,1.04,0.724,0.00516,3.11,237.7836,7228.34,81881.2,140456.7,53.676,88.4568,236.841,315.258,0.911,0.255,17.5,18.469,156.746,189,382.3,92.28,8.450,91.891,1588.5,75.382,0.135,2.00,11.2144,40147.4,1.1245,0.4711,14.46,1.530,0.457,1.0000,1.0865
220000,3441,2.100,0.567,18.22,311692,265128,180,20011,26512,1241036,843913.9,2144883.5,0.085,0.723,0.093,0.099,63,22.33,15.12,0.16,1.73,2.42,3.91,0.07,1.24,11.97,7.71,0.00,0.00,0.086,0.124,1167,0.194,0.036,0.927,0.001,0.036,450063,325813,5,0.507,0.027,0.004,192509,0.267,2.192,0.039,15.56,209919,113,1.728,0.449,0.776,20398376,1.04,15.05,0.002,0.269,0.000,7.6,18.5,32.0,130.0,50267,0.192,0.00,0.0020,0.063,563,0.695,0.000,0.751,0.342,3.49,5.12,3.77,0.01,0.002,1.03,1.06,1.05,0.717,0.00540,3.26,237.7851,6963.30,82760.6,140456.7,54.553,87.5340,236.552,323.333,0.906,0.257,17.8,18.581,156.481,162,362.9,74.19,8.458,90.470,1628.6,74.472,0.135,2.00,11.5154,39624.4,1.1206,0.4789,14.61,1.536,0.457,1.0000,1.5437
230000,3717,2.110,0.617,18.17,320485,271337,199,20361,28312,1303314,869646.9,2202918.5,0.084,0.729,0.089,0.098,60,22.29,14.78,0.14,1.43,2.33,3.92,0.06,1.01,12.17,7.91,0.00,0.00,0.084,0.125,1238,0.206,0.035,0.932,0.001,0.032,468228,338159,5,0.510,0.013,0.006,207735,0.269,2.427,0.042,15.32,223130,113,1.690,0.452,0.789,21866418,1.04,14.96,0.002,0.285,0.000,8.0,18.5,32.0,126.0,54648,0.208,0.00,0.0019,0.072,601,0.707,0.000,0.761,0.347,3.45,5.13,3.81,0.01,0.003,1.03,1.06,1.04,0.729,0.00507,3.22,246.0185,7768.65,78333.1,140456.7,51.176,90.1384,244.280,335.737,0.964,0.238,19.7,18.864,156.771,166,381.6,68.14,8.367,94.124,1636.0,77.714,0.134,2.00,11.4308,42488.2,1.1189,0.4764,14.70,1.534,0.457,1.0000,0.8645
240000,3563,2.063,0.525,17.79,316587,268821,191,19709,28020,1276169,846887.9,2174162.5,0.085,0.727,0.089,0.098,62,21.72,14.99,0.10,1.18,2.24,3.83,0.08,1.29,11.89,7.53,0.00,0.00,0.080,0.122,1125,0.209,0.039,0.924,0.000,0.037,457289,329131,4,0.523,0.003,0.008,199882,0.270,2.048,0.035,15.36,213994,114,1.704,0.448,0.790,21181857,1.04,15.22,0.002,0.270,0.000,7.6,18.5,32.0,128.0,50998,0.195,0.00,0.0020,0.075,530,0.697,0.000,0.755,0.341,3.40,5.11,3.69,0.01,0.003,1.02,1.05,1.04,0.719,0.00532,3.31,241.4990,6486.25,82435.5,140456.7,54.371,87.6112,240.594,307.686,0.915,0.255,18.0,18.962,156.629,164,355.2,75.60,8.146,90.804,1431.0,75.180,0.135,2.00,11.3670,40500.7,1.1619,0.4758,14.31,1.523,0.455,1.0000,0.9938
250000,3656,2.108,0.593,18.73,314300,266188,147,19626,28246,1222242,844660.4,2146577.0,0.080,0.732,0.089,0.099,62,22.05,14.83,0.11,1.12,2.35,3.67,0.06,1.15,11.77,7.44,0.00,0.00,0.085,0.123,1207,0.156,0.036,0.925,0.001,0.038,451639,317103,4,0.492,0.012,0.004,191203,0.263,2.105,0.041,15.60,214337,113,1.756,0.446,0.790,21610373,1.03,15.12,0.002,0.282,0.000,8.0,18.5,32.0,128.0,52244,0.199,0.00,0.0020,0.064,602,0.707,0.000,0.760,0.338,3.47,5.19,3.73,0.00,0.001,1.02,1.05,1.03,0.727,0.00498,3.26,240.1468,7359.64,81479.1,140456.7,54.625,87.6490,238.615,296.076,0.940,0.254,19.3,18.215,156.532,199,461.9,64.70,8.360,90.360,1549.0,74.811,0.134,2.00,10.9188,39919.2,1.1100,0.4812,14.29,1.551,0.457,1.0000,0.9144
260000,3736,2.082,0.579,18.88,312846,264336,210,19678,28542,1220287,841656.2,2128653.5,0.080,0.733,0.089,0.098,62,22.25,15.43,0.09,0.88,2.47,3.82,0.03,0.65,11.74,7.66,0.00,0.00,0.090,0.126,1211,0.165,0.029,0.938,0.000,0.033,451488,325922,5,0.486,0.018,0.005,178732,0.271,2.141,0.039,15.33,213524,112,1.744,0.452,0.796,21698832,1.03,15.11,0.000,0.274,0.000,8.0,18.5,32.0,128.0,53545,0.204,0.00,0.0019,0.065,708,0.708,0.000,0.759,0.340,3.47,5.22,3.71,0.01,0.002,1.02,1.04,1.03,0.729,0.00482,3.22,237.9731,7118.41,78487.2,140456.7,54.897,87.4275,236.322,300.308,0.921,0.243,21.3,17.993,156.330,156,366.4,54.66,8.358,90.389,1658.7,74.642,0.134,2.00,11.5160,43023.6,1.1735,0.4781,14.33,1.556,0.456,1.0000,1.5889
270000,3573,2.118,0.578,19.91,316332,267086,193,20975,28241,1293355,849897.0,2139427.0,0.080,0.735,0.089,0.096,61,23.32,16.35,0.14,1.64,2.63,3.91,0.06,1.21,11.94,8.42,0.00,0.00,0.096,0.126,1221,0.180,0.036,0.931,0.001,0.032,454316,328438,4,0.527,0.004,0.004,182032,0.269,2.178,0.038,15.26,218039,109,1.654,0.464,0.789,21583063,1.05,14.92,0.002,0.302,0.000,8.0,18.5,34.0,128.0,52823,0.202,0.00,0.0020,0.059,669,0.706,0.000,0.759,0.336,3.49,5.20,3.80,0.00,0.002,1.03,1.07,1.04,0.727,0.00516,3.14,237.6118,7165.81,80904.4,140456.7,53.152,89.3471,237.626,324.891,0.911,0.248,19.2,18.443,156.589,180,372.2,52.37,8.403,92.284,1615.7,75.569,0.134,2.00,11.4269,40828.3,1.1165,0.4734,14.78,1.586,0.456,1.0000,2.4750
