step,nodes (8 by 8, row by row)
1000,0.093,-0.789,-1.001,0.465,0.054,-0.487,-0.532,-0.466,-0.839,0.260,0.094,1.151,-1.129,-0.043,0.953,-0.546,1.060,-0.329,-1.719,-0.602,1.159,-1.317,-0.810,-1.430,-1.276,-0.505,-0.190,-1.114,0.613,-0.141,0.053,1.047,0.197,-1.262,2.442,1.550,-0.068,0.310,1.522,-1.419,0.765,-0.247,0.889,0.561,1.955,-0.999,-0.718,-1.760,1.388,0.022,-0.346,0.696,0.397,0.197,0.789,-0.867,0.875,-0.794,-0.342,-0.138,-1.342,0.569,2.186,-0.184
2000,-0.522,0.008,0.529,1.648,0.639,-1.812,-0.626,-0.068,-0.850,-0.011,-0.338,1.093,-0.641,-0.181,0.579,-1.433,0.649,-1.643,-0.805,-0.559,0.751,-0.067,0.334,-0.254,0.127,-0.662,-0.833,-1.318,0.799,-0.267,0.659,1.687,0.008,-0.443,0.596,0.807,-0.798,0.225,0.937,-1.687,0.178,0.997,0.905,1.143,2.779,0.030,-0.804,-1.739,1.006,0.313,-1.197,0.517,-0.013,-1.283,1.557,0.078,-0.232,-0.273,-0.825,0.480,-1.294,-0.704,1.933,0.335
3000,-1.253,0.562,0.497,1.357,2.520,-1.139,1.170,0.406,-0.825,1.270,-0.206,0.514,-0.743,0.712,1.493,-0.474,1.053,-2.266,-1.821,-1.155,1.328,0.082,-0.712,0.066,-0.353,-0.313,-1.036,-0.355,0.535,-0.731,0.481,0.029,-0.285,0.365,0.246,0.340,-1.388,-1.087,0.396,-0.129,1.334,0.351,-0.131,1.594,1.929,0.599,-0.333,-1.542,1.056,0.100,-0.218,-0.157,-1.035,-1.715,2.262,-0.335,0.442,-0.110,-2.145,0.722,-1.655,-0.748,2.199,-1.055
4000,-1.599,0.907,-0.242,1.399,1.711,-0.341,0.758,-1.056,-0.643,1.210,0.770,0.204,-0.296,-0.396,0.575,-0.566,-0.065,-1.745,-2.003,-0.487,1.291,0.389,-0.721,-1.172,-1.055,-0.333,0.075,0.339,1.107,1.066,-0.482,-0.137,-0.463,0.966,-0.028,0.297,-1.933,-0.524,0.487,-0.826,0.243,0.268,0.749,-0.196,2.321,0.344,-0.955,-1.984,1.771,1.165,0.855,-0.615,-1.335,-1.661,0.499,0.059,0.475,0.305,-2.907,1.403,-2.097,-0.288,1.420,-0.978
5000,-1.715,1.638,0.135,1.829,1.286,-0.634,0.092,-1.827,-0.127,0.379,0.476,0.409,0.724,-0.732,0.144,-0.599,0.016,-2.061,-1.295,-0.074,-0.217,0.580,-0.372,-0.091,-1.043,-1.255,0.145,0.446,1.168,1.694,0.317,0.380,-0.186,1.359,1.387,0.485,-2.574,-0.988,0.116,-0.563,-0.269,0.370,-0.448,0.411,1.890,-0.401,-1.667,-0.240,-0.278,1.267,0.957,-1.353,-0.022,-1.433,-0.368,0.144,1.016,-0.426,-2.964,0.616,-0.079,-0.162,1.038,-0.212
6000,-0.927,2.187,-0.034,0.487,0.207,-1.409,-0.250,-0.869,-0.669,0.037,2.018,-0.338,0.249,-0.797,-0.222,-0.726,-0.312,-1.606,-1.616,1.088,-0.111,-0.373,-0.443,-1.144,-0.489,-0.314,1.051,1.137,1.047,1.334,0.862,-0.535,-0.161,0.758,0.484,-0.282,-1.968,-0.152,0.225,0.392,0.278,0.460,-0.996,0.142,2.364,0.566,0.023,0.028,-0.806,0.939,0.473,0.174,-0.881,-0.997,-0.503,0.334,0.600,0.025,-3.198,0.478,0.224,-0.081,1.247,0.141
7000,-1.873,1.076,-0.851,1.260,-0.642,-1.587,-0.381,-0.785,-0.504,-0.808,1.572,-0.045,-0.265,0.232,0.670,-1.260,-0.212,-1.814,-0.672,1.175,-0.042,1.105,-1.292,0.653,0.788,0.095,-0.044,1.262,2.134,0.557,0.556,-0.306,1.326,1.195,-0.421,0.858,-0.486,0.549,-0.029,0.991,0.911,0.729,-1.404,-0.634,2.724,1.985,-0.679,0.143,-0.927,-0.437,1.378,-0.440,-0.534,-1.464,0.596,-0.290,-0.503,2.189,-1.900,-1.221,0.058,-0.128,0.617,-0.149
8000,-0.795,1.207,-0.886,1.481,-0.257,-0.517,0.376,-1.536,-0.698,-0.334,0.846,-1.473,1.617,0.396,0.812,-0.365,-0.301,-1.217,-0.623,0.229,-1.291,2.081,-0.178,-0.793,0.712,-1.034,-1.029,0.695,1.318,0.606,1.263,-1.395,1.374,1.390,0.280,-0.112,-0.084,1.044,-0.306,1.430,0.512,-0.082,-0.720,-1.125,2.860,1.294,-1.012,-0.101,0.126,0.165,0.411,-0.329,-0.174,-1.276,0.432,-1.075,-0.702,1.916,-1.607,-1.714,-0.913,0.177,1.442,1.072
9000,-1.145,0.689,-0.588,0.982,-0.998,0.800,1.130,-2.383,-1.024,-0.152,1.504,-0.296,0.943,0.619,0.924,-0.416,0.109,-0.976,-0.368,-0.262,-0.291,1.368,-0.083,-1.364,0.846,0.144,0.369,0.219,1.215,0.297,2.382,0.444,0.798,1.243,-0.365,0.419,1.039,1.096,-0.508,0.529,0.413,1.354,-0.603,-2.006,3.382,1.114,-1.072,-0.380,0.600,-2.127,-0.868,-0.660,-0.203,-1.400,0.176,-0.825,-1.351,1.177,-1.088,-0.849,-0.533,0.206,-0.092,1.539
10000,-1.476,0.840,-0.576,-0.318,0.317,0.879,1.238,-1.850,-1.775,0.406,0.424,0.642,0.734,-0.036,0.386,0.305,-0.011,-1.222,0.254,0.785,-1.817,0.269,0.095,-0.303,-1.446,0.550,0.639,0.255,0.449,1.037,0.818,0.026,1.517,-0.550,0.590,-0.224,0.158,-0.204,-1.254,0.441,1.149,-0.135,0.070,-2.027,1.534,-0.328,-0.282,-1.144,-1.033,-1.628,-0.380,1.110,1.015,-2.118,0.209,-0.891,-0.515,0.336,-0.734,-1.789,-0.490,-0.580,0.865,1.091
