step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std
110000,3555,1.861,0.766,12.03,333441,289482,0,25781,17645,1803324,938685.4,2104993.2,0.020,0.780,0.080,0.120,79,19.08,11.34,1.69,2.29,2.35,3.12,0.13,0.78,7.22,6.49,0.79,1.09,0.101,0.124,1753,0.047,0.028,0.939,0.001,0.033,513813,438483,2,0.822,0.015,0.073,2328475,0.113,2.467,0.050,18.63,183952,175,1.167,0.280,0.726,25170441,1.79,16.64,0.000,0.537,0.378,5.7,17.9,30.8,119.1,40486,0.154,0.00,0.0037,0.072,460,0.709,0.000,0.856,0.368,2.97,4.98,3.04,0.80,0.383,2.12,1.23,1.91,0.738,0.00601,3.53,194.1271,7301.58,101105.6,140456.7,66.354,124.2829,228.059,298.463,0.969,0.295,22.2,21.349,205.863,507,1343.8,55.71,11.660,127.476,3315.2,80.945,0.134,2.00,5.2918,18812.2,1.0210,0.6242,11.39,1.485,0.218,1.3183,0.0000
120000,2817,2.008,0.704,11.66,218516,202880,0,9390,6984,1312613,625512.3,1343880.8,0.028,0.795,0.074,0.103,113,22.00,12.01,1.95,2.57,2.71,3.40,0.16,1.06,8.73,7.03,0.85,1.09,0.103,0.122,1476,0.071,0.029,0.944,0.000,0.027,248851,198231,2,0.744,0.006,0.081,3134854,0.105,2.197,0.046,21.05,86354,154,1.024,0.265,0.694,12602085,1.86,15.17,0.000,0.515,0.408,7.7,21.1,33.2,146.9,38167,0.146,0.00,0.0025,0.071,394,0.584,0.000,0.731,0.184,3.29,5.25,3.44,0.86,0.410,2.17,1.23,2.03,0.617,0.00700,2.10,119.1716,6038.33,106461.0,140456.7,27.136,63.2569,158.406,249.271,0.954,0.308,21.1,19.733,106.013,574,1570.7,42.24,15.716,61.407,3305.0,43.712,0.134,2.00,5.5209,15552.3,0.8029,0.4932,13.55,1.430,0.255,0.6817,0.0000
130000,3126,1.920,0.776,12.02,318981,275280,3,25962,17427,1745093,937938.1,2089407.1,0.026,0.786,0.073,0.114,83,20.02,11.64,1.77,2.54,2.37,3.15,0.14,0.84,7.68,5.87,0.76,1.08,0.095,0.121,1568,0.086,0.023,0.941,0.000,0.035,504132,449940,2,0.782,0.044,0.072,2233336,0.115,2.364,0.051,18.81,173076,178,1.197,0.289,0.703,24723610,1.78,16.32,0.000,0.488,0.361,6.4,19.4,30.9,141.7,37365,0.143,0.00,0.0039,0.070,432,0.716,0.000,0.843,0.385,3.05,4.92,3.18,0.77,0.362,2.08,1.24,1.91,0.743,0.00682,3.36,194.0058,6933.22,101833.1,140456.7,67.579,123.2622,223.942,297.444,0.958,0.297,20.8,21.327,206.349,645,1813.4,42.43,12.043,126.245,3364.6,80.689,0.135,2.00,5.9585,18626.2,1.0222,0.6276,11.95,1.473,0.232,1.3183,0.0000
140000,2946,1.958,0.694,11.55,218488,201334,0,10104,7230,1332757,626867.3,1356985.4,0.028,0.796,0.071,0.105,113,22.39,12.99,2.02,2.81,2.80,3.51,0.18,1.24,8.57,6.53,0.86,1.10,0.105,0.122,1538,0.095,0.030,0.936,0.002,0.032,249395,199535,2,0.746,0.003,0.088,2858703,0.109,2.035,0.049,21.47,86038,153,1.018,0.262,0.673,12747266,1.87,15.10,0.000,0.521,0.410,7.6,21.1,34.3,163.0,39997,0.153,0.00,0.0025,0.082,438,0.590,0.000,0.725,0.185,3.30,5.33,3.41,0.88,0.415,2.19,1.27,2.02,0.623,0.00677,2.11,119.8000,5752.58,106247.2,140456.7,27.613,62.4592,159.345,247.455,0.960,0.308,20.6,19.948,105.917,624,1930.8,34.39,16.264,60.501,3081.0,43.543,0.135,2.00,5.3386,15727.6,0.7866,0.4909,13.58,1.438,0.260,0.6817,0.0000
150000,3530,1.928,0.733,12.26,326641,280821,2,26976,18258,1809026,947800.2,2138807.2,0.022,0.791,0.075,0.111,83,20.58,12.35,1.80,2.66,2.61,3.31,0.12,0.85,7.43,5.67,0.78,1.09,0.106,0.127,1672,0.076,0.028,0.941,0.000,0.031,521401,465397,2,0.859,0.012,0.054,2315393,0.117,2.274,0.050,19.09,175923,181,1.182,0.285,0.703,25410029,1.79,16.21,0.000,0.510,0.367,6.5,19.6,31.0,139.7,42232,0.161,0.00,0.0036,0.063,517,0.715,0.000,0.847,0.390,3.06,5.00,3.18,0.79,0.370,2.09,1.24,1.93,0.743,0.00618,3.30,197.1384,7027.95,100423.7,140456.7,67.110,123.1669,227.779,304.658,0.968,0.294,23.7,21.832,206.766,553,1490.3,47.85,12.584,126.494,2937.6,81.367,0.135,2.00,5.5917,19738.9,0.9668,0.6247,11.96,1.512,0.211,1.3183,0.0000
160000,3009,1.954,0.682,11.98,217740,200499,0,10569,7193,1315098,625912.1,1343674.0,0.028,0.800,0.072,0.100,114,22.24,12.82,2.16,2.93,2.70,3.35,0.18,1.20,8.16,6.75,0.87,1.11,0.106,0.126,1603,0.077,0.023,0.944,0.000,0.033,248821,200817,2,0.775,0.014,0.058,2200140,0.109,1.931,0.047,21.14,89244,146,1.022,0.269,0.668,12780794,1.95,15.30,0.000,0.513,0.416,7.1,22.0,34.1,139.4,39683,0.151,0.00,0.0026,0.073,402,0.590,0.000,0.729,0.186,3.24,5.23,3.42,0.88,0.417,2.28,1.29,2.13,0.622,0.00658,2.00,118.6501,5852.36,105089.5,140456.7,27.560,62.8038,157.887,255.757,0.969,0.303,19.6,19.787,106.376,684,1870.8,34.92,16.337,60.979,2823.8,43.725,0.135,2.00,5.6344,16953.9,0.8117,0.4965,13.19,1.459,0.246,0.6817,0.0000
170000,3260,1.991,0.705,12.20,323458,279297,4,26923,16983,1788759,945215.8,2096356.5,0.023,0.786,0.076,0.116,83,21.28,13.36,1.90,2.85,2.33,3.19,0.18,1.07,8.14,6.32,0.76,1.07,0.091,0.117,1608,0.087,0.030,0.937,0.001,0.032,507472,446592,2,0.811,0.015,0.084,1771737,0.119,2.161,0.049,18.64,177716,178,1.172,0.280,0.687,24830054,1.83,15.93,0.001,0.500,0.372,6.4,19.7,32.7,165.4,40921,0.156,0.00,0.0036,0.082,463,0.711,0.000,0.849,0.380,3.16,5.08,3.23,0.77,0.374,2.14,1.25,1.98,0.739,0.00665,3.29,193.5746,6381.85,101447.3,140456.7,65.701,124.9584,225.340,304.198,0.959,0.296,21.8,21.677,206.841,561,1598.0,72.09,12.147,128.365,3015.8,81.513,0.135,2.00,6.0001,19560.3,0.9773,0.6247,12.55,1.497,0.232,1.3183,0.0000
180000,3034,1.970,0.674,11.84,217703,201719,0,9365,6845,1335722,629804.2,1357609.4,0.030,0.804,0.068,0.098,114,22.17,12.02,1.98,2.72,2.82,3.33,0.26,1.42,8.48,6.65,0.85,1.09,0.110,0.125,1681,0.079,0.026,0.946,0.001,0.027,247426,198531,2,0.727,0.008,0.084,3059840,0.100,1.961,0.045,21.39,87441,149,1.016,0.268,0.688,12859244,1.86,15.18,0.001,0.549,0.410,7.2,22.2,32.4,127.4,41073,0.157,0.00,0.0024,0.076,473,0.591,0.000,0.733,0.181,3.31,5.29,3.45,0.87,0.415,2.18,1.27,2.01,0.624,0.00662,2.14,120.6346,5838.33,106000.1,140456.7,27.135,62.7798,160.096,246.136,0.950,0.306,23.2,20.091,105.869,560,1618.4,32.72,15.955,61.021,2975.9,43.894,0.136,1.99,5.2941,16062.3,0.7726,0.4861,13.54,1.444,0.257,0.6817,0.0000
190000,3551,1.900,0.720,12.56,330116,283664,0,27100,18835,1836884,954952.2,2159551.2,0.022,0.792,0.066,0.120,79,19.91,11.45,1.69,2.28,2.38,3.26,0.09,1.08,7.46,5.69,0.75,1.06,0.095,0.124,1594,0.075,0.032,0.936,0.002,0.031,521002,459690,2,0.854,0.008,0.036,1777820,0.111,2.304,0.047,18.92,195540,174,1.176,0.290,0.710,26013367,1.76,16.44,0.000,0.495,0.360,6.2,19.2,30.9,112.1,41282,0.157,0.00,0.0036,0.073,506,0.722,0.000,0.843,0.382,3.02,4.91,3.13,0.76,0.362,2.06,1.21,1.89,0.750,0.00613,3.15,199.4116,6674.77,99746.8,140456.7,66.021,124.4308,231.296,311.199,0.969,0.291,22.9,21.769,207.265,607,1656.1,49.87,12.697,127.909,2936.8,82.404,0.135,2.00,5.8383,20732.0,1.0238,0.6245,11.63,1.511,0.211,1.3183,0.0000
200000,2892,1.973,0.705,11.82,211836,195506,0,10011,6978,1319769,626781.6,1332278.1,0.028,0.799,0.071,0.103,114,21.66,12.54,1.96,2.60,2.81,3.51,0.22,1.12,8.28,6.86,0.86,1.07,0.109,0.123,1534,0.107,0.022,0.951,0.001,0.026,244587,190288,2,0.745,0.025,0.107,2996872,0.104,2.245,0.045,21.16,88985,153,1.009,0.271,0.715,12445739,1.85,15.53,0.001,0.535,0.422,6.4,20.8,33.2,131.0,38372,0.146,0.00,0.0026,0.070,437,0.590,0.000,0.730,0.193,3.25,5.15,3.41,0.87,0.424,2.16,1.24,2.02,0.624,0.00686,1.97,118.2302,6057.08,106888.8,140456.7,27.183,63.4075,156.375,255.334,0.951,0.308,21.8,19.844,106.325,569,1568.3,49.67,16.235,61.381,3329.6,43.648,0.135,2.00,5.2008,15040.8,0.8084,0.4893,13.27,1.443,0.252,0.6817,0.0000
210000,3010,1.906,0.763,12.20,325174,281818,1,26071,17166,1833891,934840.5,2047005.5,0.022,0.788,0.088,0.103,76,20.97,11.63,1.95,2.43,2.57,3.16,0.16,0.96,7.88,6.30,0.86,1.08,0.102,0.121,1490,0.067,0.024,0.948,0.001,0.028,498144,403654,2,0.747,0.033,0.078,2186175,0.114,2.439,0.052,18.84,187100,174,1.116,0.287,0.690,24455188,1.87,15.76,0.000,0.514,0.415,7.0,19.9,32.5,120.0,37808,0.144,0.00,0.0039,0.079,472,0.710,0.000,0.843,0.365,3.18,5.22,3.22,0.87,0.418,2.20,1.25,2.03,0.739,0.00711,3.36,188.4539,6500.97,104867.2,140456.7,65.176,125.8429,221.683,300.179,0.970,0.302,21.4,21.409,206.418,577,1744.9,62.71,12.334,128.618,3726.5,80.212,0.135,2.00,5.3367,16063.4,0.8543,0.6047,12.56,1.456,0.252,1.3183,0.0000
220000,2769,1.968,0.686,11.83,208991,194153,0,8607,6472,1331513,620857.0,1292329.2,0.026,0.810,0.072,0.093,111,22.43,12.98,1.98,3.09,2.83,3.57,0.34,1.64,8.79,7.06,0.81,1.07,0.107,0.130,1514,0.061,0.025,0.936,0.001,0.039,233361,171070,2,0.701,0.008,0.120,2946416,0.106,2.176,0.046,21.53,86542,151,0.971,0.249,0.669,12080680,1.85,15.01,0.001,0.518,0.391,7.2,21.5,34.2,168.0,38591,0.147,0.00,0.0026,0.085,447,0.582,0.000,0.698,0.171,3.35,5.21,3.59,0.83,0.397,2.14,1.29,2.00,0.616,0.00723,2.04,114.3781,5638.45,107962.3,140456.7,27.145,62.7947,153.745,251.784,0.961,0.310,23.8,20.023,106.140,536,1523.3,40.48,16.662,60.979,3486.0,42.619,0.135,2.00,5.2502,14537.7,0.7330,0.4706,13.94,1.427,0.265,0.6817,0.0000
230000,2929,1.983,0.777,12.44,314373,273220,1,24841,16151,1837856,931785.6,2035024.9,0.022,0.801,0.073,0.104,81,21.74,12.75,2.00,2.69,2.81,3.54,0.14,0.82,7.70,6.37,0.88,1.12,0.106,0.124,1448,0.071,0.027,0.941,0.000,0.031,485103,399342,3,0.778,0.039,0.080,2189443,0.113,2.489,0.052,18.89,184357,172,1.107,0.282,0.677,24080351,1.89,15.88,0.000,0.503,0.422,6.7,20.9,33.3,148.5,37095,0.142,0.00,0.0041,0.066,415,0.708,0.000,0.828,0.370,3.18,5.06,3.35,0.90,0.424,2.20,1.25,2.07,0.737,0.00754,3.31,185.1396,6627.91,104553.3,140456.7,65.223,125.0483,218.676,301.503,0.946,0.303,21.0,22.075,206.445,607,1715.4,46.95,12.392,128.571,3827.8,79.367,0.135,2.00,5.4844,16063.9,0.8996,0.6000,12.66,1.495,0.234,1.3183,0.0000
240000,2798,2.031,0.690,12.04,207326,192384,0,8649,6424,1322113,624327.3,1301335.9,0.023,0.823,0.067,0.086,111,23.76,12.68,2.16,2.62,2.98,3.62,0.20,1.05,8.83,7.52,0.93,1.09,0.108,0.118,1519,0.098,0.029,0.939,0.001,0.031,232787,177086,2,0.747,0.008,0.080,3198275,0.101,2.098,0.046,21.87,85837,155,0.984,0.243,0.679,12270210,1.96,14.86,0.000,0.537,0.454,8.3,23.4,34.3,133.3,39649,0.151,0.00,0.0025,0.077,418,0.582,0.000,0.699,0.174,3.42,5.37,3.54,0.94,0.457,2.28,1.27,2.16,0.615,0.00739,2.10,114.3642,5712.31,107314.7,140456.7,27.276,61.8977,154.568,250.312,0.949,0.309,23.2,20.689,105.678,643,1781.6,36.59,16.693,60.436,3190.5,42.666,0.135,2.00,5.2899,14801.2,0.7318,0.4777,14.17,1.470,0.286,0.6817,0.0000
250000,3179,2.013,0.732,12.39,306603,268040,0,22561,15621,1838193,938496.4,2029850.4,0.021,0.824,0.067,0.088,81,21.77,13.44,1.94,2.66,2.55,3.25,0.17,0.95,7.82,6.45,0.81,1.07,0.095,0.116,1586,0.064,0.022,0.948,0.000,0.030,472381,402276,2,0.779,0.034,0.076,2206087,0.107,2.329,0.050,19.25,176668,173,1.104,0.275,0.678,24639610,1.87,16.05,0.001,0.515,0.398,5.7,20.9,34.0,141.3,39655,0.151,0.00,0.0038,0.072,465,0.714,0.000,0.825,0.369,3.14,5.00,3.29,0.83,0.399,2.19,1.24,2.03,0.742,0.00719,3.42,184.5666,6630.82,102650.1,140456.7,64.873,124.3639,219.100,302.332,0.958,0.299,23.6,22.864,206.040,575,1618.2,56.63,12.770,128.445,3170.6,79.720,0.136,2.00,5.6658,18011.7,0.9601,0.5950,12.47,1.514,0.250,1.3183,0.0000
260000,2572,2.063,0.740,12.21,207002,192325,0,8914,6370,1342205,626056.5,1314262.2,0.023,0.836,0.065,0.077,117,24.15,13.35,2.28,3.05,2.89,3.39,0.25,1.36,8.58,6.80,0.92,1.11,0.104,0.114,1362,0.080,0.022,0.947,0.001,0.030,234000,180608,2,0.762,0.005,0.106,3565643,0.095,2.170,0.050,21.84,82455,157,0.979,0.250,0.667,12602636,2.00,15.00,0.001,0.541,0.447,8.6,23.4,35.3,162.6,35992,0.137,0.00,0.0028,0.097,374,0.586,0.000,0.698,0.179,3.41,5.38,3.47,0.94,0.450,2.31,1.31,2.20,0.619,0.00824,2.09,114.6485,6106.54,107281.0,140456.7,26.658,62.1984,155.389,254.174,0.964,0.309,20.5,21.202,105.667,663,2002.7,35.81,16.635,61.101,3409.0,42.912,0.134,2.00,5.6280,14475.3,0.7987,0.4798,13.99,1.501,0.280,0.6817,0.0000
270000,3114,1.979,0.716,12.42,301988,263457,1,22876,15112,1813384,938175.1,2014216.5,0.024,0.821,0.071,0.083,85,21.15,13.04,1.79,2.62,2.35,3.37,0.17,0.93,8.09,6.37,0.74,1.03,0.085,0.111,1535,0.066,0.029,0.942,0.000,0.030,473874,409597,2,0.757,0.039,0.099,2392456,0.102,2.275,0.047,19.21,168468,178,1.111,0.281,0.685,23962165,1.80,16.19,0.000,0.507,0.365,6.1,19.7,33.7,162.6,38593,0.147,0.00,0.0037,0.076,441,0.707,0.000,0.825,0.381,3.11,4.95,3.29,0.75,0.368,2.08,1.24,1.96,0.735,0.00736,3.33,183.2956,6360.19,102726.2,140456.7,64.063,125.2198,216.148,305.132,0.952,0.301,20.5,22.928,206.323,562,1670.2,43.09,12.875,129.389,3129.9,79.446,0.136,2.00,5.9379,18490.5,0.9942,0.5961,12.39,1.507,0.264,1.3183,0.0000
