step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std
10000,3743,1.722,0.824,14.27,512637,441579,0,40669,28151,2221905,1110430.6,2739372.8,0.064,0.649,0.084,0.203,59,16.27,10.97,1.54,2.14,2.30,2.97,0.04,0.76,6.77,6.87,0.84,1.07,0.132,0.150,1870,0.048,0.023,0.933,0.001,0.044,813693,666910,3,0.861,0.060,0.007,1384736,0.216,2.270,0.056,19.67,297900,151,1.233,0.325,0.717,31862475,1.74,16.88,0.000,0.527,0.417,5.2,14.8,28.6,108.2,39844,0.152,0.00,0.0044,0.066,495,0.737,0.000,0.865,0.378,2.96,4.95,3.02,0.86,0.423,2.15,1.21,1.83,0.772,0.00458,2.92,302.5870,7151.28,100953.0,140456.7,57.952,148.0898,320.462,501.828,0.976,0.294,17.7,17.124,209.894,773,2552.5,56.69,32.246,135.444,3198.6,94.045,0.135,2.00,4.8935,18316.4,0.9747,0.6238,10.64,1.347,0.108,1.3183,0.0000
20000,2782,2.052,0.722,13.27,202186,188600,0,7909,6638,1187610,604407.8,1227474.9,0.047,0.755,0.072,0.126,107,22.81,11.74,1.95,2.45,3.54,4.35,0.10,0.95,8.47,6.45,0.93,1.16,0.133,0.145,1649,0.087,0.025,0.943,0.000,0.032,229927,161821,3,0.804,0.010,0.041,594358,0.133,2.155,0.051,21.23,95883,152,1.034,0.273,0.665,11833576,1.84,14.56,0.000,0.545,0.429,8.2,22.8,35.7,110.4,39107,0.149,0.00,0.0026,0.056,383,0.609,0.000,0.767,0.172,3.47,5.47,3.54,0.95,0.433,2.13,1.20,2.03,0.643,0.00591,1.86,113.2529,6092.38,106414.2,140456.7,29.456,64.4768,147.894,243.671,0.943,0.308,19.2,16.440,106.683,665,1873.5,43.76,17.532,59.141,3233.3,40.959,0.134,2.00,5.4723,15224.0,0.7539,0.4943,14.06,1.433,0.148,0.6817,0.0000
30000,3275,1.947,0.735,12.84,299882,259741,4,21856,17788,1634162,940072.4,2047381.4,0.033,0.715,0.104,0.149,78,19.94,11.97,1.74,2.53,2.72,3.57,0.15,1.00,7.98,6.25,0.79,1.10,0.112,0.137,1780,0.068,0.022,0.948,0.000,0.030,500322,427453,2,0.783,0.052,0.077,2106994,0.113,2.413,0.048,17.88,192923,197,1.253,0.280,0.712,22572226,1.75,15.97,0.000,0.533,0.379,5.9,18.8,31.6,140.6,41231,0.157,0.00,0.0036,0.065,490,0.727,0.000,0.872,0.416,3.15,5.00,3.28,0.80,0.383,2.04,1.21,1.89,0.755,0.00557,3.12,198.4921,7176.56,99887.5,140456.7,68.372,125.6101,219.412,287.155,0.943,0.293,17.9,18.235,206.625,485,1313.0,71.35,11.634,126.620,2955.8,81.672,0.135,2.00,6.3614,20833.6,1.0399,0.6336,12.59,1.403,0.194,1.3183,0.0000
40000,2975,1.998,0.697,12.53,210003,194608,0,8555,7140,1265949,619661.4,1324982.8,0.029,0.759,0.076,0.136,105,21.42,11.96,1.84,2.38,3.04,3.83,0.23,1.28,8.55,6.79,0.87,1.12,0.123,0.140,1640,0.096,0.023,0.948,0.000,0.030,247487,189029,2,0.792,0.004,0.105,3167159,0.105,2.186,0.046,20.45,93695,161,1.047,0.265,0.701,12220185,1.81,15.15,0.001,0.529,0.420,7.1,20.4,32.4,130.7,40631,0.155,0.00,0.0024,0.065,440,0.604,0.000,0.765,0.205,3.31,5.32,3.42,0.89,0.424,2.08,1.18,1.98,0.637,0.00599,2.08,121.0356,6343.70,104757.2,140456.7,28.325,63.9406,155.792,234.977,0.935,0.303,19.8,17.827,105.836,472,1302.0,44.10,15.301,60.833,3154.9,43.731,0.134,2.00,5.7256,17033.5,0.8149,0.4921,13.66,1.390,0.207,0.6817,0.0000
50000,3468,1.896,0.759,13.11,327461,283615,2,24375,18976,1776792,954373.2,2129543.8,0.026,0.711,0.091,0.171,72,19.30,11.96,1.81,2.32,2.70,3.43,0.11,1.22,7.30,6.38,0.89,1.11,0.116,0.134,1743,0.097,0.025,0.949,0.001,0.026,528663,435656,3,0.836,0.050,0.034,2048414,0.122,2.263,0.053,17.88,210218,190,1.199,0.282,0.727,23587145,1.81,16.37,0.000,0.533,0.435,5.3,18.4,30.6,128.7,41299,0.158,0.00,0.0038,0.074,385,0.716,0.000,0.878,0.396,3.06,5.04,3.11,0.91,0.439,2.14,1.21,1.95,0.745,0.00557,3.36,203.3736,7270.38,99772.8,140456.7,67.184,125.6315,229.845,293.820,0.951,0.293,19.2,19.319,206.093,546,1586.5,54.63,11.114,127.573,2994.7,83.546,0.134,2.00,5.8576,20314.2,1.0337,0.6246,11.91,1.416,0.185,1.3183,0.0000
60000,3091,1.961,0.690,12.78,214273,199397,0,8412,6841,1304069,624321.9,1344011.2,0.026,0.760,0.071,0.144,100,21.14,12.50,1.92,2.53,2.97,3.82,0.15,1.36,8.30,6.83,0.89,1.13,0.121,0.140,1758,0.078,0.027,0.939,0.000,0.034,249162,187498,2,0.789,0.039,0.056,2154986,0.112,2.017,0.046,20.52,98909,158,1.031,0.263,0.700,12376594,1.84,15.19,0.000,0.542,0.427,7.2,20.0,32.0,144.9,41251,0.157,0.00,0.0024,0.068,434,0.598,0.000,0.762,0.196,3.28,5.37,3.35,0.91,0.433,2.16,1.23,2.00,0.632,0.00589,2.18,122.1014,5987.86,104872.8,140456.7,27.817,63.9867,158.433,230.601,0.959,0.304,18.5,18.218,105.655,624,1683.1,38.08,15.099,61.172,3029.1,44.225,0.135,2.00,5.4669,16898.2,0.8152,0.4871,13.35,1.396,0.216,0.6817,0.0000
70000,3564,1.899,0.737,12.96,320053,277965,3,23494,18118,1728569,947380.0,2104447.0,0.023,0.718,0.094,0.164,73,18.88,11.52,1.73,2.31,2.66,3.44,0.07,0.88,7.20,5.89,0.82,1.09,0.113,0.132,1902,0.039,0.019,0.948,0.001,0.032,517543,405798,3,0.755,0.106,0.018,1129702,0.141,2.188,0.048,17.99,199350,190,1.217,0.280,0.710,23311604,1.76,16.29,0.000,0.515,0.399,6.0,17.5,30.2,127.9,41534,0.158,0.00,0.0037,0.057,498,0.716,0.000,0.873,0.398,3.07,5.06,3.13,0.84,0.405,2.08,1.21,1.90,0.745,0.00539,3.26,200.8149,7176.90,99537.0,140456.7,67.828,125.1680,226.890,291.439,0.939,0.291,18.9,19.200,206.757,497,1323.1,33.95,11.627,126.908,2961.0,82.847,0.135,2.00,5.8132,20718.2,1.0405,0.6314,11.65,1.422,0.198,1.3183,0.0000
80000,2915,2.071,0.698,12.45,203083,188436,0,8471,6825,1197337,619214.9,1277387.5,0.020,0.748,0.087,0.145,109,22.89,13.09,2.17,2.89,3.07,3.50,0.16,1.50,8.32,6.55,0.89,1.07,0.123,0.128,1630,0.074,0.025,0.948,0.000,0.027,237094,179292,2,0.875,0.020,0.040,1201326,0.116,2.019,0.048,20.59,89377,157,1.067,0.259,0.703,11583409,1.93,14.93,0.001,0.528,0.443,8.5,21.9,33.7,136.3,39996,0.153,0.00,0.0026,0.067,413,0.592,0.000,0.769,0.196,3.37,5.47,3.42,0.91,0.447,2.26,1.26,2.13,0.625,0.00616,2.16,116.7899,6146.48,104809.9,140456.7,28.179,63.9249,152.484,229.149,0.949,0.303,20.5,17.949,105.711,631,1822.3,38.19,15.276,60.757,2837.4,43.477,0.135,2.00,5.7683,16814.7,0.8189,0.5110,13.72,1.451,0.180,0.6817,0.0000
90000,3732,1.838,0.715,12.46,340923,294819,0,25664,19623,1698997,940677.4,2107199.0,0.018,0.760,0.082,0.140,78,18.32,11.00,1.55,2.27,2.26,3.39,0.10,0.84,7.41,6.30,0.75,1.06,0.099,0.129,1787,0.050,0.026,0.935,0.001,0.039,532614,450848,4,0.810,0.045,0.049,1150602,0.119,2.166,0.049,17.77,195968,181,1.240,0.282,0.699,25444108,1.71,16.59,0.000,0.491,0.362,6.0,17.6,29.8,128.5,42243,0.161,0.00,0.0034,0.069,540,0.709,0.000,0.866,0.375,2.98,4.98,3.03,0.76,0.365,2.03,1.22,1.82,0.737,0.00543,3.33,198.1206,6763.27,101475.2,140456.7,66.394,125.6738,229.701,302.430,0.968,0.295,21.7,20.258,206.854,554,1557.7,37.90,11.053,128.495,2836.1,82.394,0.135,2.00,5.0964,19019.6,0.9538,0.6608,11.32,1.453,0.200,1.3183,0.0000
100000,3022,1.950,0.679,11.49,224234,207935,0,9486,7523,1298376,627528.9,1360209.0,0.025,0.796,0.076,0.104,108,20.94,11.89,1.86,2.70,2.54,3.23,0.21,1.41,8.37,6.75,0.77,1.05,0.102,0.126,1559,0.092,0.031,0.932,0.001,0.035,256545,194180,2,0.734,0.004,0.101,2726132,0.104,2.019,0.048,21.19,93493,155,1.048,0.257,0.664,13143898,1.82,15.49,0.000,0.503,0.378,6.5,19.7,31.8,137.5,39224,0.150,0.00,0.0025,0.078,413,0.590,0.000,0.747,0.183,3.19,5.15,3.37,0.78,0.379,2.10,1.25,1.97,0.622,0.00644,2.17,120.9732,5684.83,105853.3,140456.7,27.220,63.2741,160.553,242.231,0.952,0.306,21.0,19.464,105.813,635,1893.4,31.18,15.826,61.107,3001.1,43.838,0.135,2.00,5.3912,16292.1,0.8245,0.5035,12.98,1.426,0.252,0.6817,0.0000
