step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density
5000,1,681,36.6,0.5,2.3,1.0,19.9,0.0,1.13,10.3,420,132,9.56,12.57,419,167,95,0.1,1.13,1.15,1.13,4.38,5.49,5.49,24.1,1.558
5000,22,7,68.3,0.0,0.0,0.0,56.6,0.0,1.00,0.6,3,86,12.98,10.65,0,7,0,0.0,1.00,1.00,1.00,7.29,7.71,8.00,29.0,1.210
6000,1,729,29.0,0.5,0.1,1.7,24.9,0.0,1.10,7.0,377,105,8.18,9.54,168,403,158,0.0,1.06,1.12,1.11,5.16,6.50,6.33,32.1,1.101
7000,1,951,21.5,0.4,0.2,0.7,18.4,0.0,1.08,9.7,461,129,7.85,9.88,327,516,108,0.0,1.05,1.11,1.08,4.43,6.23,5.61,28.2,1.099
8000,1,917,25.4,0.7,0.4,1.2,21.2,0.0,1.14,7.3,477,120,7.93,9.64,333,392,192,0.0,1.10,1.17,1.15,4.92,6.79,5.78,29.7,1.087
8000,120,368,52.5,0.2,10.9,2.1,14.6,0.0,1.05,7.2,266,161,13.56,21.47,162,192,14,0.1,1.06,1.04,1.05,4.93,6.02,6.55,26.1,1.950
8000,126,7,32.5,1.0,0.0,0.7,33.6,0.0,1.17,6.0,6,90,7.37,16.20,4,3,0,0.0,1.33,1.00,1.17,5.86,6.71,6.29,26.0,0.904
9000,1,1085,20.9,0.5,0.1,0.7,18.5,0.0,1.09,8.3,542,127,8.18,10.40,487,418,180,0.0,1.10,1.11,1.09,4.48,6.53,5.48,27.2,1.064
9000,120,254,41.4,0.5,8.4,1.3,11.3,0.0,1.13,9.9,187,156,9.84,22.67,126,109,19,0.1,1.17,1.11,1.12,4.33,5.28,5.96,24.2,1.941
9000,140,228,23.5,0.9,0.1,0.5,15.0,0.0,1.30,12.9,155,152,6.56,11.19,139,61,28,0.0,1.35,1.22,1.32,3.61,4.36,5.22,22.5,1.396
9000,132,9,45.8,1.0,1.7,0.0,22.9,0.0,1.27,9.8,5,306,18.24,18.52,9,0,0,1.4,1.73,1.00,1.22,4.67,6.89,4.56,8.7,1.746
10000,1,971,20.3,0.7,0.1,0.2,18.4,0.0,1.16,8.5,447,127,7.89,11.12,434,366,171,0.0,1.15,1.23,1.14,4.42,6.16,5.82,27.6,1.032
10000,140,123,17.1,0.3,0.2,0.0,11.5,0.0,1.11,14.7,73,166,7.26,11.15,53,31,39,0.0,1.16,1.09,1.11,3.27,3.82,4.93,33.2,1.399
10000,157,22,25.1,0.5,0.5,0.0,12.0,0.0,1.18,16.2,12,172,8.64,12.00,22,0,0,0.0,1.26,1.13,1.18,2.95,3.86,4.05,12.4,1.867
10000,120,7,32.3,4.0,1.9,0.1,6.6,0.3,2.51,13.7,6,491,29.97,42.92,4,3,0,0.9,2.34,2.18,3.15,3.29,4.43,6.57,26.6,1.950
10000,155,5,54.8,0.0,0.0,3.4,45.2,0.0,1.00,3.6,5,169,23.66,27.66,3,2,0,0.0,1.00,1.00,1.00,6.20,6.20,8.00,25.3,1.166
10000,154,5,15.6,0.2,0.0,0.0,8.8,0.0,1.09,18.4,5,240,6.78,12.56,3,2,0,0.0,1.13,1.13,1.05,2.80,3.00,4.00,24.9,1.694
